ocd-division,County,Location Name,Address 1,Address 2,dirs,City,State,Zip,start_time,end_time,start_date,end_date,is_only_by_appointment,is_or_by_appointment,is_subject_to_change
ocd-division/country:us/state:mn/county:douglas,Douglas,Douglas County Courthouse,305 8th Ave W,,,Alexandria,MN,56308,800,1630,10-10-2016,10-14-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:douglas,Douglas,Douglas County Courthouse,305 8th Ave W,,,Alexandria,MN,56308,800,1630,10-17-2016,10-21-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:douglas,Douglas,Douglas County Courthouse,305 8th Ave W,,,Alexandria,MN,56308,800,1630,10-24-2016,10-28-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:douglas,Douglas,Douglas County Courthouse,305 8th Ave W,,,Alexandria,MN,56308,800,1630,10-31-2016,11-04-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:douglas,Douglas,Douglas County Courthouse,305 8th Ave W,,,Alexandria,MN,56308,1000,1500,11-05-2016,11-05-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:douglas,Douglas,Douglas County Courthouse,305 8th Ave W,,,Alexandria,MN,56308,800,1700,11-07-2016,11-07-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:faribault,Faribault,Faribault County Courthouse,415 N Main St,,,Blue Earth,MN,56013,800,1630,09-23-2016,09-23-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:faribault,Faribault,Faribault County Courthouse,415 N Main St,,,Blue Earth,MN,56013,800,1630,09-26-2016,09-30-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:faribault,Faribault,Faribault County Courthouse,415 N Main St,,,Blue Earth,MN,56013,800,1630,10-03-2016,10-07-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:faribault,Faribault,Faribault County Courthouse,415 N Main St,,,Blue Earth,MN,56013,800,1630,10-10-2016,10-14-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:faribault,Faribault,Faribault County Courthouse,415 N Main St,,,Blue Earth,MN,56013,800,1630,10-17-2016,10-21-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:faribault,Faribault,Faribault County Courthouse,415 N Main St,,,Blue Earth,MN,56013,800,1630,10-24-2016,10-28-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:faribault,Faribault,Faribault County Courthouse,415 N Main St,,,Blue Earth,MN,56013,800,1630,10-31-2016,11-04-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:faribault,Faribault,Faribault County Courthouse,415 N Main St,,,Blue Earth,MN,56013,1000,1500,11-05-2016,11-05-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:faribault,Faribault,Faribault County Courthouse,415 N Main St,,,Blue Earth,MN,56013,800,1700,11-07-2016,11-07-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:fillmore,Fillmore,Fillmore County Courthouse,101 Fillmore St,,,Preston,MN,55965,800,1630,09-23-2016,09-23-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:fillmore,Fillmore,Fillmore County Courthouse,101 Fillmore St,,,Preston,MN,55965,800,1630,09-26-2016,09-30-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:fillmore,Fillmore,Fillmore County Courthouse,101 Fillmore St,,,Preston,MN,55965,800,1630,10-03-2016,10-07-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:fillmore,Fillmore,Fillmore County Courthouse,101 Fillmore St,,,Preston,MN,55965,800,1630,10-10-2016,10-14-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:fillmore,Fillmore,Fillmore County Courthouse,101 Fillmore St,,,Preston,MN,55965,800,1630,10-17-2016,10-21-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:fillmore,Fillmore,Fillmore County Courthouse,101 Fillmore St,,,Preston,MN,55965,800,1630,10-24-2016,10-28-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:fillmore,Fillmore,Fillmore County Courthouse,101 Fillmore St,,,Preston,MN,55965,800,1630,10-31-2016,11-04-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:fillmore,Fillmore,Fillmore County Courthouse,101 Fillmore St,,,Preston,MN,55965,1000,1500,11-05-2016,11-05-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:fillmore,Fillmore,Fillmore County Courthouse,101 Fillmore St,,,Preston,MN,55965,800,1700,11-07-2016,11-07-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:freeborn,Freeborn,,411 S Broadway,,,Albert Lea,MN,56007,800,1700,09-23-2016,09-23-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:freeborn,Freeborn,,411 S Broadway,,,Albert Lea,MN,56007,800,1700,09-26-2016,09-30-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:freeborn,Freeborn,,411 S Broadway,,,Albert Lea,MN,56007,800,1700,10-03-2016,10-07-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:freeborn,Freeborn,,411 S Broadway,,,Albert Lea,MN,56007,800,1700,10-10-2016,10-14-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:freeborn,Freeborn,,411 S Broadway,,,Albert Lea,MN,56007,800,1700,10-17-2016,10-21-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:freeborn,Freeborn,,411 S Broadway,,,Albert Lea,MN,56007,800,1700,10-24-2016,10-28-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:freeborn,Freeborn,,411 S Broadway,,,Albert Lea,MN,56007,800,1700,10-31-2016,11-04-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:freeborn,Freeborn,,411 S Broadway,,,Albert Lea,MN,56007,1000,1500,11-05-2016,11-05-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:freeborn,Freeborn,,411 S Broadway,,,Albert Lea,MN,56007,800,1700,11-07-2016,11-07-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:cannon_falls,Goodhue,Cannon Falls City Hall,918 River Rd,,,Cannon Falls,MN,55009,800,1630,09-23-2016,09-23-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:cannon_falls,Goodhue,Cannon Falls City Hall,918 River Rd,,,Cannon Falls,MN,55009,800,1630,09-26-2016,09-30-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:cannon_falls,Goodhue,Cannon Falls City Hall,918 River Rd,,,Cannon Falls,MN,55009,800,1630,10-03-2016,10-07-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:cannon_falls,Goodhue,Cannon Falls City Hall,918 River Rd,,,Cannon Falls,MN,55009,800,1630,10-10-2016,10-14-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:cannon_falls,Goodhue,Cannon Falls City Hall,918 River Rd,,,Cannon Falls,MN,55009,800,1630,10-17-2016,10-21-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:cannon_falls,Goodhue,Cannon Falls City Hall,918 River Rd,,,Cannon Falls,MN,55009,800,1630,10-24-2016,10-28-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:cannon_falls,Goodhue,Cannon Falls City Hall,918 River Rd,,,Cannon Falls,MN,55009,800,1630,10-31-2016,11-04-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:cannon_falls,Goodhue,Cannon Falls City Hall,918 River Rd,,,Cannon Falls,MN,55009,1000,1500,11-05-2016,11-05-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:cannon_falls,Goodhue,Cannon Falls City Hall,918 River Rd,,,Cannon Falls,MN,55009,800,1700,11-07-2016,11-07-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:goodhue,Goodhue,Goodhue County Government Center,509 W 5th St,,,Red Wing,MN,55066,800,1630,09-23-2016,09-23-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:goodhue,Goodhue,Goodhue County Government Center,509 W 5th St,,,Red Wing,MN,55066,800,1630,09-26-2016,09-30-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:goodhue,Goodhue,Goodhue County Government Center,509 W 5th St,,,Red Wing,MN,55066,800,1630,10-03-2016,10-07-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:goodhue,Goodhue,Goodhue County Government Center,509 W 5th St,,,Red Wing,MN,55066,800,1630,10-10-2016,10-14-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:goodhue,Goodhue,Goodhue County Government Center,509 W 5th St,,,Red Wing,MN,55066,800,1630,10-17-2016,10-21-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:goodhue,Goodhue,Goodhue County Government Center,509 W 5th St,,,Red Wing,MN,55066,800,1630,10-24-2016,10-28-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:goodhue,Goodhue,Goodhue County Government Center,509 W 5th St,,,Red Wing,MN,55066,800,1630,10-31-2016,11-04-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:goodhue,Goodhue,Goodhue County Government Center,509 W 5th St,,,Red Wing,MN,55066,1000,1500,11-05-2016,11-05-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:goodhue,Goodhue,Goodhue County Government Center,509 W 5th St,,,Red Wing,MN,55066,800,1700,11-07-2016,11-07-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:kenyon,Goodhue,Kenyon City Hall,709 2nd St,,,Kenyon,MN,55946,800,1630,09-23-2016,09-23-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:kenyon,Goodhue,Kenyon City Hall,709 2nd St,,,Kenyon,MN,55946,800,1630,09-26-2016,09-30-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:kenyon,Goodhue,Kenyon City Hall,709 2nd St,,,Kenyon,MN,55946,800,1630,10-03-2016,10-07-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:kenyon,Goodhue,Kenyon City Hall,709 2nd St,,,Kenyon,MN,55946,800,1630,10-10-2016,10-14-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:kenyon,Goodhue,Kenyon City Hall,709 2nd St,,,Kenyon,MN,55946,800,1630,10-17-2016,10-21-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:kenyon,Goodhue,Kenyon City Hall,709 2nd St,,,Kenyon,MN,55946,800,1630,10-24-2016,10-28-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:kenyon,Goodhue,Kenyon City Hall,709 2nd St,,,Kenyon,MN,55946,800,1630,10-31-2016,11-04-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:kenyon,Goodhue,Kenyon City Hall,709 2nd St,,,Kenyon,MN,55946,1000,1500,11-05-2016,11-05-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:kenyon,Goodhue,Kenyon City Hall,709 2nd St,,,Kenyon,MN,55946,800,1700,11-07-2016,11-07-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:red_wing,Goodhue,Red Wing City Hall,315 W 4th St,,,Red Wing,MN,55066,800,1630,09-23-2016,09-23-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:red_wing,Goodhue,Red Wing City Hall,315 W 4th St,,,Red Wing,MN,55066,800,1630,09-26-2016,09-30-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:red_wing,Goodhue,Red Wing City Hall,315 W 4th St,,,Red Wing,MN,55066,800,1630,10-03-2016,10-07-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:red_wing,Goodhue,Red Wing City Hall,315 W 4th St,,,Red Wing,MN,55066,800,1630,10-10-2016,10-14-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:red_wing,Goodhue,Red Wing City Hall,315 W 4th St,,,Red Wing,MN,55066,800,1630,10-17-2016,10-21-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:red_wing,Goodhue,Red Wing City Hall,315 W 4th St,,,Red Wing,MN,55066,800,1630,10-24-2016,10-28-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:red_wing,Goodhue,Red Wing City Hall,315 W 4th St,,,Red Wing,MN,55066,800,1630,10-31-2016,11-04-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:red_wing,Goodhue,Red Wing City Hall,315 W 4th St,,,Red Wing,MN,55066,1000,1500,11-05-2016,11-05-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:red_wing,Goodhue,Red Wing City Hall,315 W 4th St,,,Red Wing,MN,55066,800,1700,11-07-2016,11-07-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:zumbrota,Goodhue,Zumbrota City Hall,175 West Ave,,,Zumbrota,MN,55992,700,1730,09-23-2016,09-23-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:zumbrota,Goodhue,Zumbrota City Hall,175 West Ave,,,Zumbrota,MN,55992,700,1730,09-26-2016,09-30-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:zumbrota,Goodhue,Zumbrota City Hall,175 West Ave,,,Zumbrota,MN,55992,700,1730,10-03-2016,10-07-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:zumbrota,Goodhue,Zumbrota City Hall,175 West Ave,,,Zumbrota,MN,55992,700,1730,10-10-2016,10-14-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:zumbrota,Goodhue,Zumbrota City Hall,175 West Ave,,,Zumbrota,MN,55992,700,1730,10-17-2016,10-21-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:zumbrota,Goodhue,Zumbrota City Hall,175 West Ave,,,Zumbrota,MN,55992,700,1730,10-24-2016,10-28-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:zumbrota,Goodhue,Zumbrota City Hall,175 West Ave,,,Zumbrota,MN,55992,700,1730,10-31-2016,11-04-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:zumbrota,Goodhue,Zumbrota City Hall,175 West Ave,,,Zumbrota,MN,55992,1000,1500,11-05-2016,11-05-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:zumbrota,Goodhue,Zumbrota City Hall,175 West Ave,,,Zumbrota,MN,55992,700,1730,11-07-2016,11-07-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:grant,Grant,Grant,10 2nd St NE,,,Elbow Lake,MN,56531,800,1600,09-23-2016,09-23-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:grant,Grant,Grant,10 2nd St NE,,,Elbow Lake,MN,56531,800,1600,09-26-2016,09-30-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:grant,Grant,Grant,10 2nd St NE,,,Elbow Lake,MN,56531,800,1600,10-03-2016,10-07-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:grant,Grant,Grant,10 2nd St NE,,,Elbow Lake,MN,56531,800,1600,10-10-2016,10-14-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:grant,Grant,Grant,10 2nd St NE,,,Elbow Lake,MN,56531,800,1600,10-17-2016,10-21-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:grant,Grant,Grant,10 2nd St NE,,,Elbow Lake,MN,56531,800,1600,10-24-2016,10-28-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:grant,Grant,Grant,10 2nd St NE,,,Elbow Lake,MN,56531,800,1600,10-31-2016,11-04-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:grant,Grant,Grant,10 2nd St NE,,,Elbow Lake,MN,56531,1000,1500,11-05-2016,11-05-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/county:grant,Grant,Grant,10 2nd St NE,,,Elbow Lake,MN,56531,800,1700,11-07-2016,11-07-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:bloomington,Hennepin,Bloomington City Hall,1800 W. Old Shakopee Rd,,,Bloomington,MN,55431,800,1630,09-23-2016,09-23-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:bloomington,Hennepin,Bloomington City Hall,1800 W. Old Shakopee Rd,,,Bloomington,MN,55431,800,1630,09-26-2016,09-30-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:bloomington,Hennepin,Bloomington City Hall,1800 W. Old Shakopee Rd,,,Bloomington,MN,55431,800,1630,10-03-2016,10-07-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:bloomington,Hennepin,Bloomington City Hall,1800 W. Old Shakopee Rd,,,Bloomington,MN,55431,800,1630,10-10-2016,10-14-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:bloomington,Hennepin,Bloomington City Hall,1800 W. Old Shakopee Rd,,,Bloomington,MN,55431,800,1630,10-17-2016,10-21-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:bloomington,Hennepin,Bloomington City Hall,1800 W. Old Shakopee Rd,,,Bloomington,MN,55431,800,1630,10-24-2016,10-28-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:bloomington,Hennepin,Bloomington City Hall,1800 W. Old Shakopee Rd,,,Bloomington,MN,55431,800,1630,10-31-2016,11-04-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:bloomington,Hennepin,Bloomington City Hall,1800 W. Old Shakopee Rd,,,Bloomington,MN,55431,1000,1500,11-05-2016,11-05-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:bloomington,Hennepin,Bloomington City Hall,1800 W. Old Shakopee Rd,,,Bloomington,MN,55431,800,1700,11-07-2016,11-07-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:brooklyn_center,Hennepin,Brooklyn Center City Hall,6301 Shingle Creek Parkway,,,Brooklyn Center,MN,55430,800,1630,09-23-2016,09-23-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:brooklyn_center,Hennepin,Brooklyn Center City Hall,6301 Shingle Creek Parkway,,,Brooklyn Center,MN,55430,800,1630,09-26-2016,09-30-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:brooklyn_center,Hennepin,Brooklyn Center City Hall,6301 Shingle Creek Parkway,,,Brooklyn Center,MN,55430,800,1630,10-03-2016,10-07-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:brooklyn_center,Hennepin,Brooklyn Center City Hall,6301 Shingle Creek Parkway,,,Brooklyn Center,MN,55430,800,1630,10-10-2016,10-14-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:brooklyn_center,Hennepin,Brooklyn Center City Hall,6301 Shingle Creek Parkway,,,Brooklyn Center,MN,55430,800,1630,10-17-2016,10-21-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:brooklyn_center,Hennepin,Brooklyn Center City Hall,6301 Shingle Creek Parkway,,,Brooklyn Center,MN,55430,800,1630,10-24-2016,10-28-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:brooklyn_center,Hennepin,Brooklyn Center City Hall,6301 Shingle Creek Parkway,,,Brooklyn Center,MN,55430,800,1630,10-31-2016,11-04-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:brooklyn_center,Hennepin,Brooklyn Center City Hall,6301 Shingle Creek Parkway,,,Brooklyn Center,MN,55430,1000,1500,11-05-2016,11-05-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:brooklyn_center,Hennepin,Brooklyn Center City Hall,6301 Shingle Creek Parkway,,,Brooklyn Center,MN,55430,800,1700,11-07-2016,11-07-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:champlin,Hennepin,Champlin City Hall,11955 Champlin Drive,,,Champlin,MN,55316,800,1630,09-23-2016,09-23-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:champlin,Hennepin,Champlin City Hall,11955 Champlin Drive,,,Champlin,MN,55316,800,1630,09-26-2016,09-30-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:champlin,Hennepin,Champlin City Hall,11955 Champlin Drive,,,Champlin,MN,55316,800,1630,10-03-2016,10-07-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:champlin,Hennepin,Champlin City Hall,11955 Champlin Drive,,,Champlin,MN,55316,800,1630,10-10-2016,10-14-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:champlin,Hennepin,Champlin City Hall,11955 Champlin Drive,,,Champlin,MN,55316,800,1630,10-17-2016,10-21-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:champlin,Hennepin,Champlin City Hall,11955 Champlin Drive,,,Champlin,MN,55316,800,1630,10-24-2016,10-28-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:champlin,Hennepin,Champlin City Hall,11955 Champlin Drive,,,Champlin,MN,55316,800,1630,10-31-2016,11-04-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:champlin,Hennepin,Champlin City Hall,11955 Champlin Drive,,,Champlin,MN,55316,1000,1500,11-05-2016,11-05-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:champlin,Hennepin,Champlin City Hall,11955 Champlin Drive,,,Champlin,MN,55316,800,1630,11-07-2016,11-07-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:corcoran,Hennepin,Corcoran City Hall,8200 County Rd 116,,,Corcoran,MN,55340,800,1600,09-23-2016,09-23-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:corcoran,Hennepin,Corcoran City Hall,8200 County Rd 116,,,Corcoran,MN,55340,800,1600,09-26-2016,09-30-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:corcoran,Hennepin,Corcoran City Hall,8200 County Rd 116,,,Corcoran,MN,55340,800,1600,10-03-2016,10-07-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:corcoran,Hennepin,Corcoran City Hall,8200 County Rd 116,,,Corcoran,MN,55340,800,1600,10-10-2016,10-14-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:corcoran,Hennepin,Corcoran City Hall,8200 County Rd 116,,,Corcoran,MN,55340,800,1600,10-17-2016,10-21-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:corcoran,Hennepin,Corcoran City Hall,8200 County Rd 116,,,Corcoran,MN,55340,800,1600,10-24-2016,10-28-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:corcoran,Hennepin,Corcoran City Hall,8200 County Rd 116,,,Corcoran,MN,55340,800,1600,10-31-2016,11-04-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:corcoran,Hennepin,Corcoran City Hall,8200 County Rd 116,,,Corcoran,MN,55340,1000,1500,11-05-2016,11-05-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:corcoran,Hennepin,Corcoran City Hall,8200 County Rd 116,,,Corcoran,MN,55340,800,1700,11-07-2016,11-07-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:crystal,Hennepin,Crystal City Hall,4141 Douglas Dr N,,,Crystal,MN,55422,800,1630,09-23-2016,09-23-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:crystal,Hennepin,Crystal City Hall,4141 Douglas Dr N,,,Crystal,MN,55422,800,1630,09-26-2016,09-30-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:crystal,Hennepin,Crystal City Hall,4141 Douglas Dr N,,,Crystal,MN,55422,800,1630,10-03-2016,10-07-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:crystal,Hennepin,Crystal City Hall,4141 Douglas Dr N,,,Crystal,MN,55422,800,1630,10-10-2016,10-14-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:crystal,Hennepin,Crystal City Hall,4141 Douglas Dr N,,,Crystal,MN,55422,800,1630,10-17-2016,10-21-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:crystal,Hennepin,Crystal City Hall,4141 Douglas Dr N,,,Crystal,MN,55422,800,1630,10-24-2016,10-28-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:crystal,Hennepin,Crystal City Hall,4141 Douglas Dr N,,,Crystal,MN,55422,800,1630,10-31-2016,11-04-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:crystal,Hennepin,Crystal City Hall,4141 Douglas Dr N,,,Crystal,MN,55422,1000,1500,11-05-2016,11-05-2016,FALSE,FALSE,FALSE
ocd-division/country:us/state:mn/place:crystal,Hennepin,Crystal City Hall,4141 Douglas Dr N,,,Crystal,MN,55422,800,1700,11-07-2016,11-07-2016,FALSE,FALSE,FALSE
"""ocd-division/country:us/state:mn/place:dayton",Hennepin,Dayton City Hall,12260 South Diamond Lake Road,,,Dayton,MN,55327,800,1200,09-23-2016,09-23-2016,FALSE,FALSE,FALSE
"""ocd-division/country:us/state:mn/place:dayton",Hennepin,Dayton City Hall,12260 South Diamond Lake Road,,,Dayton,MN,55327,730,1700,09-26-2016,09-29-2016,FALSE,FALSE,FALSE
"""ocd-division/country:us/state:mn/place:dayton",Hennepin,Dayton City Hall,12260 South Diamond Lake Road,,,Dayton,MN,55327,800,1200,09-30-2016,09-30-2016,FALSE,FALSE,FALSE
"""ocd-division/country:us/state:mn/place:dayton",Hennepin,Dayton City Hall,12260 South Diamond Lake Road,,,Dayton,MN,55327,730,1700,10-03-2016,10-06-2016,FALSE,FALSE,FALSE
"""ocd-division/country:us/state:mn/place:dayton",Hennepin,Dayton City Hall,12260 South Diamond Lake Road,,,Dayton,MN,55327,800,1200,10-07-2016,10-07-2016,FALSE,FALSE,FALSE
"""ocd-division/country:us/state:mn/place:dayton",Hennepin,Dayton City Hall,12260 South Diamond Lake Road,,,Dayton,MN,55327,730,1700,10-10-2016,10-13-2016,FALSE,FALSE,FALSE
"""ocd-division/country:us/state:mn/place:dayton",Hennepin,Dayton City Hall,12260 South Diamond Lake Road,,,Dayton,MN,55327,800,1200,10-14-2016,10-14-2016,FALSE,FALSE,FALSE
"""ocd-division/country:us/state:mn/place:dayton",Hennepin,Dayton City Hall,12260 South Diamond Lake Road,,,Dayton,MN,55327,730,1700,10-17-2016,10-20-2016,FALSE,FALSE,FALSE
"""ocd-division/country:us/state:mn/place:dayton",Hennepin,Dayton City Hall,12260 South Diamond Lake Road,,,Dayton,MN,55327,800,1200,10-21-2016,10-21-2016,FALSE,FALSE,FALSE
"""ocd-division/country:us/state:mn/place:dayton",Hennepin,Dayton City Hall,12260 South Diamond Lake Road,,,Dayton,MN,55327,730,1700,10-24-2016,10-27-2016,FALSE,FALSE,FALSE
"""ocd-division/country:us/state:mn/place:dayton",Hennepin,Dayton City Hall,12260 South Diamond Lake Road,,,Dayton,MN,55327,800,1200,10-28-2016,10-28-2016,FALSE,FALSE,FALSE
"""ocd-division/country:us/state:mn/place:dayton",Hennepin,Dayton City Hall,12260 South Diamond Lake Road,,,Dayton,MN,55327,730,1700,10-31-2016,11-03-2016,FALSE,FALSE,FALSE
"""ocd-division/country:us/state:mn/place:dayton",Hennepin,Dayton City Hall,12260 South Diamond Lake Road,,,Dayton,MN,55327,800,1200,11-04-2016,11-04-2016,FALSE,FALSE,FALSE
