address_line,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
"Historic Court House Complex, 5903 Main Street Mays Landing, NJ 08330",08:30 AM-04:30 PM,,ho0001,false,true,,,,poll0001
"Historic Court House Complex, 5903 Main Street Mays Landing, NJ 08330",08:30 AM-04:30 PM,,ho0002,false,true,,,,poll0002
"Historic Court House Complex, 5903 Main Street Mays Landing, NJ 08330",08:30 AM-04:30 PM,,ho0003,false,true,,,,poll0003
"Historic Court House Complex, 5903 Main Street Mays Landing, NJ 08330",08:30 AM-04:30 PM,,ho0004,false,true,,,,poll0004
"Historic Court House Complex, 5903 Main Street Mays Landing, NJ 08330",08:30 AM-04:30 PM,,ho0005,false,true,,,,poll0005
"Historic Court House Complex, 5903 Main Street Mays Landing, NJ 08330",08:30 AM-04:30 PM,,ho0006,false,true,,,,poll0006
"Historic Court House Complex, 5903 Main Street Mays Landing, NJ 08330",08:30 AM-03:00 PM,,ho0007,false,true,,,,poll0007
"One Bergen County Plaza, Room 310 Hackensack, NJ 07601",08:30 AM-04:00 PM,,ho0008,false,true,,,,poll0008
"One Bergen County Plaza, Room 310 Hackensack, NJ 07601",08:30 AM-04:00 PM,,ho0009,false,true,,,,poll0009
"One Bergen County Plaza, Room 310 Hackensack, NJ 07601",08:30 AM-04:00 PM,,ho0010,false,true,,,,poll0010
"One Bergen County Plaza, Room 310 Hackensack, NJ 07601",08:30 AM-04:00 PM,,ho0011,false,true,,,,poll0011
"One Bergen County Plaza, Room 310 Hackensack, NJ 07601",08:30 AM-04:00 PM,,ho0012,false,true,,,,poll0012
"One Bergen County Plaza, Room 310 Hackensack, NJ 07601",08:30 AM-04:00 PM,,ho0013,false,true,,,,poll0013
"One Bergen County Plaza, Room 310 Hackensack, NJ 07601",08:30 AM-03:00 PM,,ho0014,false,true,,,,poll0014
"County Office Building, 49 Rancocas Road Room G-22 Mount Holly, NJ 08060",08:00 AM-04:00 PM,,ho0015,false,true,,,,poll0015
"County Office Building, 49 Rancocas Road Room G-22 Mount Holly, NJ 08060",08:00 AM-04:00 PM,,ho0016,false,true,,,,poll0016
"County Office Building, 49 Rancocas Road Room G-22 Mount Holly, NJ 08060",08:00 AM-04:00 PM,,ho0017,false,true,,,,poll0017
"County Office Building, 49 Rancocas Road Room G-22 Mount Holly, NJ 08060",08:00 AM-04:00 PM,,ho0018,false,true,,,,poll0018
"County Office Building, 49 Rancocas Road Room G-22 Mount Holly, NJ 08060",08:00 AM-04:00 PM,,ho0019,false,true,,,,poll0019
"County Office Building, 49 Rancocas Road Room G-22 Mount Holly, NJ 08060",08:00 AM-04:00 PM,,ho0020,false,true,,,,poll0020
"County Office Building, 49 Rancocas Road Room G-22 Mount Holly, NJ 08060",08:00 AM-03:00 PM,,ho0021,false,true,,,,poll0021
"Courthouse, Room 102, 520 Market Street Camden, NJ 08101",08:30 AM-04:00 PM,,ho0022,false,true,,,,poll0022
"Courthouse, Room 102, 520 Market Street Camden, NJ 08101",08:30 AM-04:00 PM,,ho0023,false,true,,,,poll0023
"Courthouse, Room 102, 520 Market Street Camden, NJ 08101",08:30 AM-04:00 PM,,ho0024,false,true,,,,poll0024
"Courthouse, Room 102, 520 Market Street Camden, NJ 08101",08:30 AM-04:00 PM,,ho0025,false,true,,,,poll0025
"Courthouse, Room 102, 520 Market Street Camden, NJ 08101",08:30 AM-04:00 PM,,ho0026,false,true,,,,poll0026
"Courthouse, Room 102, 520 Market Street Camden, NJ 08101",08:30 AM-04:00 PM,,ho0027,false,true,,,,poll0027
"Courthouse, Room 102, 520 Market Street Camden, NJ 08101",08:30 AM-03:00 PM,,ho0028,false,true,,,,poll0028
"100 University Court Blackwood, NJ 08012",08:30 AM-04:00 PM,,ho0029,false,true,,,,poll0029
"100 University Court Blackwood, NJ 08012",08:30 AM-04:00 PM,,ho0030,false,true,,,,poll0030
"100 University Court Blackwood, NJ 08012",08:30 AM-04:00 PM,,ho0031,false,true,,,,poll0031
