ocd-division,COUNTY,Location Name,Address 1,Address 2,City,State,Zip,start_time,end_time,start_date,end_date,is_only_by_appointment,is_or_by_appointment,Appointment Phone #,is_subject_to_change,
ocd-division/country:us/state:mn/county:cass,Cass,East Gull Lake City Hall,10790 Squaw Pt Rd,,East Gull Lake,MN,56401,800,1600,11/4/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Lake Shore City Hall,8583 Interlachen Rd,,Lake Shore,MN,56468,800,1630,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Lake Shore City Hall,8583 Interlachen Rd,,Lake Shore,MN,56468,800,1630,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Lake Shore City Hall,8583 Interlachen Rd,,Lake Shore,MN,56468,800,1630,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Lake Shore City Hall,8583 Interlachen Rd,,Lake Shore,MN,56468,800,1630,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Lake Shore City Hall,8583 Interlachen Rd,,Lake Shore,MN,56468,800,1630,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Lake Shore City Hall,8583 Interlachen Rd,,Lake Shore,MN,56468,800,1630,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Lake Shore City Hall,8583 Interlachen Rd,,Lake Shore,MN,56468,800,1630,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Lake Shore City Hall,8583 Interlachen Rd,,Lake Shore,MN,56468,1000,1500,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Lake Shore City Hall,8583 Interlachen Rd,,Lake Shore,MN,56468,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Pillager City Hall*,306 Elm Ave W,,Pillager,MN,56473,800,1600,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Pillager City Hall*,306 Elm Ave W,,Pillager,MN,56473,800,1600,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Pillager City Hall*,306 Elm Ave W,,Pillager,MN,56473,800,1600,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Pillager City Hall*,306 Elm Ave W,,Pillager,MN,56473,800,1600,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Pillager City Hall*,306 Elm Ave W,,Pillager,MN,56473,800,1600,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Pillager City Hall*,306 Elm Ave W,,Pillager,MN,56473,800,1600,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Pillager City Hall*,306 Elm Ave W,,Pillager,MN,56473,800,1600,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Pillager City Hall*,306 Elm Ave W,,Pillager,MN,56473,1000,1500,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Pillager City Hall*,306 Elm Ave W,,Pillager,MN,56473,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Remer City Hall*,106 Spruce St NW,,Remer,MN,56672,700,1530,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Remer City Hall*,106 Spruce St NW,,Remer,MN,56672,700,1530,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Remer City Hall*,106 Spruce St NW,,Remer,MN,56672,700,1530,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Remer City Hall*,106 Spruce St NW,,Remer,MN,56672,700,1530,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Remer City Hall*,106 Spruce St NW,,Remer,MN,56672,700,1530,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Remer City Hall*,106 Spruce St NW,,Remer,MN,56672,700,1530,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Remer City Hall*,106 Spruce St NW,,Remer,MN,56672,700,1530,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Remer City Hall*,106 Spruce St NW,,Remer,MN,56672,1000,1500,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Remer City Hall*,106 Spruce St NW,,Remer,MN,56672,700,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Sylvan Township,12956 24th Ave SW,,Pillager,MN,56473,830,1230,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Sylvan Township,12956 24th Ave SW,,Pillager,MN,56473,1300,1430,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Sylvan Township,12956 24th Ave SW,,Pillager,MN,56473,830,1230,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Sylvan Township,12956 24th Ave SW,,Pillager,MN,56473,1300,1430,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Sylvan Township,12956 24th Ave SW,,Pillager,MN,56473,830,1230,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Sylvan Township,12956 24th Ave SW,,Pillager,MN,56473,1300,1430,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Sylvan Township,12956 24th Ave SW,,Pillager,MN,56473,830,1230,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Sylvan Township,12956 24th Ave SW,,Pillager,MN,56473,1300,1430,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Sylvan Township,12956 24th Ave SW,,Pillager,MN,56473,830,1230,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Sylvan Township,12956 24th Ave SW,,Pillager,MN,56473,1300,1430,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Sylvan Township,12956 24th Ave SW,,Pillager,MN,56473,830,1230,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Sylvan Township,12956 24th Ave SW,,Pillager,MN,56473,1300,1430,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Sylvan Township,12956 24th Ave SW,,Pillager,MN,56473,830,1230,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Sylvan Township,12956 24th Ave SW,,Pillager,MN,56473,1300,1430,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Sylvan Township,12956 24th Ave SW,,Pillager,MN,56473,1000,1500,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Sylvan Township,12956 24th Ave SW,,Pillager,MN,56473,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Cass County Courthouse,303 Minnesota Ave W,,Walker,MN,56484,800,1630,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Cass County Courthouse,303 Minnesota Ave W,,Walker,MN,56484,800,1630,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Cass County Courthouse,303 Minnesota Ave W,,Walker,MN,56484,800,1630,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Cass County Courthouse,303 Minnesota Ave W,,Walker,MN,56484,800,1630,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Cass County Courthouse,303 Minnesota Ave W,,Walker,MN,56484,800,1630,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Cass County Courthouse,303 Minnesota Ave W,,Walker,MN,56484,800,1630,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Cass County Courthouse,303 Minnesota Ave W,,Walker,MN,56484,800,1630,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Cass County Courthouse,303 Minnesota Ave W,,Walker,MN,56484,1000,1300,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Cass County Courthouse,303 Minnesota Ave W,,Walker,MN,56484,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:chippewa,Chippewa,Chippewa County Courthouse,629 N 11th St,,Montevideo,MN,56265,800,1630,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:chippewa,Chippewa,Chippewa County Courthouse,629 N 11th St,,Montevideo,MN,56265,800,1630,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:chippewa,Chippewa,Chippewa County Courthouse,629 N 11th St,,Montevideo,MN,56265,800,1630,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:chippewa,Chippewa,Chippewa County Courthouse,629 N 11th St,,Montevideo,MN,56265,800,1630,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:chippewa,Chippewa,Chippewa County Courthouse,629 N 11th St,,Montevideo,MN,56265,800,1630,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:chippewa,Chippewa,Chippewa County Courthouse,629 N 11th St,,Montevideo,MN,56265,800,1630,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:chippewa,Chippewa,Chippewa County Courthouse,629 N 11th St,,Montevideo,MN,56265,800,1630,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:chippewa,Chippewa,Chippewa County Courthouse,629 N 11th St,,Montevideo,MN,56265,1000,1300,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:chippewa,Chippewa,Chippewa County Courthouse,629 N 11th St,,Montevideo,MN,56265,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:chisago,Chisago,Chisago County Courthouse,313 N Main St,Rm 271,Center City,MN,55012,800,1630,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:chisago,Chisago,Chisago County Courthouse,313 N Main St,Rm 271,Center City,MN,55012,800,1630,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:chisago,Chisago,Chisago County Courthouse,313 N Main St,Rm 271,Center City,MN,55012,800,1630,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:chisago,Chisago,Chisago County Courthouse,313 N Main St,Rm 271,Center City,MN,55012,800,1630,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:chisago,Chisago,Chisago County Courthouse,313 N Main St,Rm 271,Center City,MN,55012,800,1630,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:chisago,Chisago,Chisago County Courthouse,313 N Main St,Rm 271,Center City,MN,55012,800,1630,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:chisago,Chisago,Chisago County Courthouse,313 N Main St,Rm 271,Center City,MN,55012,800,1630,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:chisago,Chisago,Chisago County Courthouse,313 N Main St,Rm 271,Center City,MN,55012,1000,1300,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:chisago,Chisago,Chisago County Courthouse,313 N Main St,Rm 271,Center City,MN,55012,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:clay,Clay,Clay County Courthouse,807 N 11th St,,Moorhead,MN,56560,800,1630,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:clay,Clay,Clay County Courthouse,807 N 11th St,,Moorhead,MN,56560,800,1630,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:clay,Clay,Clay County Courthouse,807 N 11th St,,Moorhead,MN,56560,800,1630,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:clay,Clay,Clay County Courthouse,807 N 11th St,,Moorhead,MN,56560,800,1630,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:clay,Clay,Clay County Courthouse,807 N 11th St,,Moorhead,MN,56560,800,1630,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:clay,Clay,Clay County Courthouse,807 N 11th St,,Moorhead,MN,56560,800,1630,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:clay,Clay,Clay County Courthouse,807 N 11th St,,Moorhead,MN,56560,800,1630,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:clay,Clay,Clay County Courthouse,807 N 11th St,,Moorhead,MN,56560,1000,1300,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:clay,Clay,Clay County Courthouse,807 N 11th St,,Moorhead,MN,56560,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:clearwater,Clearwater,Clearwater County Courthouse,213 Main Ave N,Dept 202,Bagley,MN,56621,800,1630,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:clearwater,Clearwater,Clearwater County Courthouse,213 Main Ave N,Dept 202,Bagley,MN,56621,800,1630,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:clearwater,Clearwater,Clearwater County Courthouse,213 Main Ave N,Dept 202,Bagley,MN,56621,800,1630,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:clearwater,Clearwater,Clearwater County Courthouse,213 Main Ave N,Dept 202,Bagley,MN,56621,800,1630,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:clearwater,Clearwater,Clearwater County Courthouse,213 Main Ave N,Dept 202,Bagley,MN,56621,800,1630,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:clearwater,Clearwater,Clearwater County Courthouse,213 Main Ave N,Dept 202,Bagley,MN,56621,800,1630,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:clearwater,Clearwater,Clearwater County Courthouse,213 Main Ave N,Dept 202,Bagley,MN,56621,800,1630,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:clearwater,Clearwater,Clearwater County Courthouse,213 Main Ave N,Dept 202,Bagley,MN,56621,1000,1300,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:clearwater,Clearwater,Clearwater County Courthouse,213 Main Ave N,Dept 202,Bagley,MN,56621,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:cook,Cook,Cook County Courthouse,411 W 2nd St,,Grand Marais,MN,55604,800,1600,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:cook,Cook,Cook County Courthouse,411 W 2nd St,,Grand Marais,MN,55604,800,1600,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:cook,Cook,Cook County Courthouse,411 W 2nd St,,Grand Marais,MN,55604,800,1600,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:cook,Cook,Cook County Courthouse,411 W 2nd St,,Grand Marais,MN,55604,800,1600,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:cook,Cook,Cook County Courthouse,411 W 2nd St,,Grand Marais,MN,55604,800,1600,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:cook,Cook,Cook County Courthouse,411 W 2nd St,,Grand Marais,MN,55604,800,1600,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:cook,Cook,Cook County Courthouse,411 W 2nd St,,Grand Marais,MN,55604,800,1600,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:cook,Cook,Cook County Courthouse,411 W 2nd St,,Grand Marais,MN,55604,1000,1300,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:cook,Cook,Cook County Courthouse,411 W 2nd St,,Grand Marais,MN,55604,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:cottonwood,Cottonwood Wing,Cottonwood County Courthouse,900 3rd Ave,,Windom,MN,56101,800,1630,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:cottonwood,Cottonwood Wing,Cottonwood County Courthouse,900 3rd Ave,,Windom,MN,56101,800,1630,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:cottonwood,Cottonwood Wing,Cottonwood County Courthouse,900 3rd Ave,,Windom,MN,56101,800,1630,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:cottonwood,Cottonwood Wing,Cottonwood County Courthouse,900 3rd Ave,,Windom,MN,56101,800,1630,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:cottonwood,Cottonwood Wing,Cottonwood County Courthouse,900 3rd Ave,,Windom,MN,56101,800,1630,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:cottonwood,Cottonwood Wing,Cottonwood County Courthouse,900 3rd Ave,,Windom,MN,56101,800,1630,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:cottonwood,Cottonwood Wing,Cottonwood County Courthouse,900 3rd Ave,,Windom,MN,56101,800,1630,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:cottonwood,Cottonwood Wing,Cottonwood County Courthouse,900 3rd Ave,,Windom,MN,56101,1000,1300,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:cottonwood,Cottonwood Wing,Cottonwood County Courthouse,900 3rd Ave,,Windom,MN,56101,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:crow_wing,Crow Wing,Historic Courthouse,326 Laurel St,Ste 22,Brainerd,MN,56401,800,1700,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:crow_wing,Crow Wing,Historic Courthouse,326 Laurel St,Ste 22,Brainerd,MN,56401,800,1700,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:crow_wing,Crow Wing,Historic Courthouse,326 Laurel St,Ste 22,Brainerd,MN,56401,800,1700,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:crow_wing,Crow Wing,Historic Courthouse,326 Laurel St,Ste 22,Brainerd,MN,56401,800,1700,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:crow_wing,Crow Wing,Historic Courthouse,326 Laurel St,Ste 22,Brainerd,MN,56401,800,1700,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:crow_wing,Crow Wing,Historic Courthouse,326 Laurel St,Ste 22,Brainerd,MN,56401,800,1700,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:crow_wing,Crow Wing,Historic Courthouse,326 Laurel St,Ste 22,Brainerd,MN,56401,800,1700,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:crow_wing,Crow Wing,Historic Courthouse,326 Laurel St,Ste 22,Brainerd,MN,56401,1000,1300,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:crow_wing,Crow Wing,Historic Courthouse,326 Laurel St,Ste 22,Brainerd,MN,56401,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Apple Valley Municipal Center,7100 147th St W,,Apple Valley,MN,55124,800,1630,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Apple Valley Municipal Center,7100 147th St W,,Apple Valley,MN,55124,800,1630,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Apple Valley Municipal Center,7100 147th St W,,Apple Valley,MN,55124,800,1630,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Apple Valley Municipal Center,7100 147th St W,,Apple Valley,MN,55124,800,1630,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Apple Valley Municipal Center,7100 147th St W,,Apple Valley,MN,55124,800,1630,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Apple Valley Municipal Center,7100 147th St W,,Apple Valley,MN,55124,800,1630,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Apple Valley Municipal Center,7100 147th St W,,Apple Valley,MN,55124,800,1630,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Apple Valley Municipal Center,7100 147th St W,,Apple Valley,MN,55124,1000,1300,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Apple Valley Municipal Center,7100 147th St W,,Apple Valley,MN,55124,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Burnsville City Hall,100 Civic Center,,Burnsville,MN,55337,800,1630,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Burnsville City Hall,100 Civic Center,,Burnsville,MN,55337,800,1630,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Burnsville City Hall,100 Civic Center,,Burnsville,MN,55337,800,1630,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Burnsville City Hall,100 Civic Center,,Burnsville,MN,55337,800,1630,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Burnsville City Hall,100 Civic Center,,Burnsville,MN,55337,800,1630,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Burnsville City Hall,100 Civic Center,,Burnsville,MN,55337,800,1630,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Burnsville City Hall,100 Civic Center,,Burnsville,MN,55337,800,1630,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Burnsville City Hall,100 Civic Center,,Burnsville,MN,55337,1000,1300,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Burnsville City Hall,100 Civic Center,,Burnsville,MN,55337,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Administration Center*,1590 Hwy 55,Ste 2300,Hastings,MN,55033,800,1630,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Administration Center*,1590 Hwy 55,Ste 2300,Hastings,MN,55033,800,1630,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Administration Center*,1590 Hwy 55,Ste 2300,Hastings,MN,55033,800,1630,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Administration Center*,1590 Hwy 55,Ste 2300,Hastings,MN,55033,800,1630,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Administration Center*,1590 Hwy 55,Ste 2300,Hastings,MN,55033,800,1630,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Administration Center*,1590 Hwy 55,Ste 2300,Hastings,MN,55033,800,1630,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Administration Center*,1590 Hwy 55,Ste 2300,Hastings,MN,55033,800,1630,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Administration Center*,1590 Hwy 55,Ste 2300,Hastings,MN,55033,1000,1300,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Administration Center*,1590 Hwy 55,Ste 2300,Hastings,MN,55033,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Northern Service Center*,1 Mendota Rd,,West St Paul,MN,55118,800,1630,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Northern Service Center*,1 Mendota Rd,,West St Paul,MN,55118,800,1630,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Northern Service Center*,1 Mendota Rd,,West St Paul,MN,55118,800,1630,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Northern Service Center*,1 Mendota Rd,,West St Paul,MN,55118,800,1630,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Northern Service Center*,1 Mendota Rd,,West St Paul,MN,55118,800,1630,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Northern Service Center*,1 Mendota Rd,,West St Paul,MN,55118,800,1630,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Northern Service Center*,1 Mendota Rd,,West St Paul,MN,55118,800,1630,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Northern Service Center*,1 Mendota Rd,,West St Paul,MN,55118,1000,1300,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Northern Service Center*,1 Mendota Rd,,West St Paul,MN,55118,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1630,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1630,9/26/16,9/26/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1800,9/27/16,9/27/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1630,9/28/16,9/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1800,9/29/16,9/29/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1630,9/30/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1630,10/3/16,10/3/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1800,10/4/16,10/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1630,10/5/16,10/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1800,10/6/16,10/6/16,no,no,,no,
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1630,10/7/16,10/7/16,no,no,,no,
