ocd-division,COUNTY,Location Name,Address 1,Address 2,City,State,Zip,start_time,end_time,start_date,end_date,is_only_by_appointment,is_or_by_appointment,Appointment Phone #,is_subject_to_change,
ocd-division/country:us/state:mn/county:anoka,Anoka,Lino Lakes City Hall,600 Town Center Pkwy,,Lino Lakes,MN,55014,800,1630,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Lino Lakes City Hall,600 Town Center Pkwy,,Lino Lakes,MN,55014,1000,1500,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Lino Lakes City Hall,600 Town Center Pkwy,,Lino Lakes,MN,55014,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Linwood Town Hall,22817 Typo Creek Dr NE,,Stacy,MN,55079,800,1630,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Linwood Town Hall,22817 Typo Creek Dr NE,,Stacy,MN,55079,800,1630,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Linwood Town Hall,22817 Typo Creek Dr NE,,Stacy,MN,55079,800,1630,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Linwood Town Hall,22817 Typo Creek Dr NE,,Stacy,MN,55079,800,1630,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Linwood Town Hall,22817 Typo Creek Dr NE,,Stacy,MN,55079,800,1630,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Linwood Town Hall,22817 Typo Creek Dr NE,,Stacy,MN,55079,800,1630,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Linwood Town Hall,22817 Typo Creek Dr NE,,Stacy,MN,55079,800,1630,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Linwood Town Hall,22817 Typo Creek Dr NE,,Stacy,MN,55079,1000,1500,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Linwood Town Hall,22817 Typo Creek Dr NE,,Stacy,MN,55079,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Nowthen City Offices,8188 199th Ave NW,,Nowthen,MN,55330,800,1630,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Nowthen City Offices,8188 199th Ave NW,,Nowthen,MN,55330,800,1630,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Nowthen City Offices,8188 199th Ave NW,,Nowthen,MN,55330,800,1630,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Nowthen City Offices,8188 199th Ave NW,,Nowthen,MN,55330,800,1630,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Nowthen City Offices,8188 199th Ave NW,,Nowthen,MN,55330,800,1630,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Nowthen City Offices,8188 199th Ave NW,,Nowthen,MN,55330,800,1630,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Nowthen City Offices,8188 199th Ave NW,,Nowthen,MN,55330,800,1630,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Nowthen City Offices,8188 199th Ave NW,,Nowthen,MN,55330,1000,1500,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Nowthen City Offices,8188 199th Ave NW,,Nowthen,MN,55330,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Oak Grove City Hall,19900 Nightingale St NW,,Oak Grove,MN,55011,800,1630,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Oak Grove City Hall,19900 Nightingale St NW,,Oak Grove,MN,55011,800,1630,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Oak Grove City Hall,19900 Nightingale St NW,,Oak Grove,MN,55011,800,1630,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Oak Grove City Hall,19900 Nightingale St NW,,Oak Grove,MN,55011,800,1630,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Oak Grove City Hall,19900 Nightingale St NW,,Oak Grove,MN,55011,800,1630,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Oak Grove City Hall,19900 Nightingale St NW,,Oak Grove,MN,55011,800,1630,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Oak Grove City Hall,19900 Nightingale St NW,,Oak Grove,MN,55011,800,1630,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Oak Grove City Hall,19900 Nightingale St NW,,Oak Grove,MN,55011,1000,1500,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Oak Grove City Hall,19900 Nightingale St NW,,Oak Grove,MN,55011,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Ramsey Municipal Center / City Hall,7550 Sunwood Dr NW,,Ramsey,MN,55303,800,1630,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Ramsey Municipal Center / City Hall,7550 Sunwood Dr NW,,Ramsey,MN,55303,800,1630,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Ramsey Municipal Center / City Hall,7550 Sunwood Dr NW,,Ramsey,MN,55303,800,1630,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Ramsey Municipal Center / City Hall,7550 Sunwood Dr NW,,Ramsey,MN,55303,800,1630,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Ramsey Municipal Center / City Hall,7550 Sunwood Dr NW,,Ramsey,MN,55303,800,1630,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Ramsey Municipal Center / City Hall,7550 Sunwood Dr NW,,Ramsey,MN,55303,800,1630,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Ramsey Municipal Center / City Hall,7550 Sunwood Dr NW,,Ramsey,MN,55303,800,1630,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Ramsey Municipal Center / City Hall,7550 Sunwood Dr NW,,Ramsey,MN,55303,1000,1500,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Ramsey Municipal Center / City Hall,7550 Sunwood Dr NW,,Ramsey,MN,55303,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Spring Lake Park City Offices,1301 81st Ave NE,,Spring Lake Park,MN,55432,800,1630,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Spring Lake Park City Offices,1301 81st Ave NE,,Spring Lake Park,MN,55432,800,1630,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Spring Lake Park City Offices,1301 81st Ave NE,,Spring Lake Park,MN,55432,800,1630,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Spring Lake Park City Offices,1301 81st Ave NE,,Spring Lake Park,MN,55432,800,1630,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Spring Lake Park City Offices,1301 81st Ave NE,,Spring Lake Park,MN,55432,800,1630,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Spring Lake Park City Offices,1301 81st Ave NE,,Spring Lake Park,MN,55432,800,1630,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Spring Lake Park City Offices,1301 81st Ave NE,,Spring Lake Park,MN,55432,800,1630,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Spring Lake Park City Offices,1301 81st Ave NE,,Spring Lake Park,MN,55432,1000,1500,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Spring Lake Park City Offices,1301 81st Ave NE,,Spring Lake Park,MN,55432,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,St. Francis City Hall,23340 Cree St NW,,St. Francis,MN,55070,700,1730,9/26/16,9/29/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,St. Francis City Hall,23340 Cree St NW,,St. Francis,MN,55070,700,1730,10/3/16,10/6/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,St. Francis City Hall,23340 Cree St NW,,St. Francis,MN,55070,700,1730,10/10/16,10/13/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,St. Francis City Hall,23340 Cree St NW,,St. Francis,MN,55070,700,1730,10/17/16,10/20/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,St. Francis City Hall,23340 Cree St NW,,St. Francis,MN,55070,700,1730,10/24/16,10/27/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,St. Francis City Hall,23340 Cree St NW,,St. Francis,MN,55070,700,1730,10/31/16,11/3/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,St. Francis City Hall,23340 Cree St NW,,St. Francis,MN,55070,1000,1500,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,St. Francis City Hall,23340 Cree St NW,,St. Francis,MN,55070,700,1730,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Anoka County Elections Office,325 E Main St,Ste W130,Anoka,MN,55303,800,1630,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Anoka County Elections Office,325 E Main St,Ste W130,Anoka,MN,55303,800,1630,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Anoka County Elections Office,325 E Main St,Ste W130,Anoka,MN,55303,800,1630,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Anoka County Elections Office,325 E Main St,Ste W130,Anoka,MN,55303,800,1630,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Anoka County Elections Office,325 E Main St,Ste W130,Anoka,MN,55303,800,1630,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Anoka County Elections Office,325 E Main St,Ste W130,Anoka,MN,55303,800,1630,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Anoka County Elections Office,325 E Main St,Ste W130,Anoka,MN,55303,800,1630,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Anoka County Elections Office,325 E Main St,Ste W130,Anoka,MN,55303,1000,1500,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:anoka,Anoka,Anoka County Elections Office,325 E Main St,Ste W130,Anoka,MN,55303,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:becker,Becker,Becker County Courthouse,915 Lake Ave,,Detroit Lakes,MN,56501,800,1630,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:becker,Becker,Becker County Courthouse,915 Lake Ave,,Detroit Lakes,MN,56501,800,1630,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:becker,Becker,Becker County Courthouse,915 Lake Ave,,Detroit Lakes,MN,56501,800,1630,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:becker,Becker,Becker County Courthouse,915 Lake Ave,,Detroit Lakes,MN,56501,800,1630,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:becker,Becker,Becker County Courthouse,915 Lake Ave,,Detroit Lakes,MN,56501,800,1630,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:becker,Becker,Becker County Courthouse,915 Lake Ave,,Detroit Lakes,MN,56501,800,1630,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:becker,Becker,Becker County Courthouse,915 Lake Ave,,Detroit Lakes,MN,56501,800,1630,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:becker,Becker,Becker County Courthouse,915 Lake Ave,,Detroit Lakes,MN,56501,1000,1500,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:becker,Becker,Becker County Courthouse,915 Lake Ave,,Detroit Lakes,MN,56501,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:beltrami,Beltrami,Beltrami County Administration Building,701 Minnesota Ave NW,Ste 220,Bemidji,MN,56601,800,1630,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:beltrami,Beltrami,Beltrami County Administration Building,701 Minnesota Ave NW,Ste 220,Bemidji,MN,56601,800,1630,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:beltrami,Beltrami,Beltrami County Administration Building,701 Minnesota Ave NW,Ste 220,Bemidji,MN,56601,800,1630,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:beltrami,Beltrami,Beltrami County Administration Building,701 Minnesota Ave NW,Ste 220,Bemidji,MN,56601,800,1630,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:beltrami,Beltrami,Beltrami County Administration Building,701 Minnesota Ave NW,Ste 220,Bemidji,MN,56601,800,1630,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:beltrami,Beltrami,Beltrami County Administration Building,701 Minnesota Ave NW,Ste 220,Bemidji,MN,56601,800,1630,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:beltrami,Beltrami,Beltrami County Administration Building,701 Minnesota Ave NW,Ste 220,Bemidji,MN,56601,800,1630,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:beltrami,Beltrami,Beltrami County Administration Building,701 Minnesota Ave NW,Ste 220,Bemidji,MN,56601,1000,1500,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:beltrami,Beltrami,Beltrami County Administration Building,701 Minnesota Ave NW,Ste 220,Bemidji,MN,56601,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:benton,Benton,Benton County Administration Building,531 Dewey St,,Foley,MN,56329,800,1630,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:benton,Benton,Benton County Administration Building,531 Dewey St,,Foley,MN,56329,800,1630,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:benton,Benton,Benton County Administration Building,531 Dewey St,,Foley,MN,56329,800,1630,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:benton,Benton,Benton County Administration Building,531 Dewey St,,Foley,MN,56329,800,1630,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:benton,Benton,Benton County Administration Building,531 Dewey St,,Foley,MN,56329,800,1630,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:benton,Benton,Benton County Administration Building,531 Dewey St,,Foley,MN,56329,800,1630,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:benton,Benton,Benton County Administration Building,531 Dewey St,,Foley,MN,56329,800,1630,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:benton,Benton,Benton County Administration Building,531 Dewey St,,Foley,MN,56329,1000,1500,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:benton,Benton,Benton County Administration Building,531 Dewey St,,Foley,MN,56329,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:big_stone,Big Stone,Big Stone County Courthouse,20 2nd St SE,Ste 103,Ortonville,MN,56278,800,1600,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:big_stone,Big Stone,Big Stone County Courthouse,20 2nd St SE,Ste 103,Ortonville,MN,56278,800,1600,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:big_stone,Big Stone,Big Stone County Courthouse,20 2nd St SE,Ste 103,Ortonville,MN,56278,800,1600,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:big_stone,Big Stone,Big Stone County Courthouse,20 2nd St SE,Ste 103,Ortonville,MN,56278,800,1600,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:big_stone,Big Stone,Big Stone County Courthouse,20 2nd St SE,Ste 103,Ortonville,MN,56278,800,1600,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:big_stone,Big Stone,Big Stone County Courthouse,20 2nd St SE,Ste 103,Ortonville,MN,56278,800,1600,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:big_stone,Big Stone,Big Stone County Courthouse,20 2nd St SE,Ste 103,Ortonville,MN,56278,800,1600,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:big_stone,Big Stone,Big Stone County Courthouse,20 2nd St SE,Ste 103,Ortonville,MN,56278,1000,1500,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:big_stone,Big Stone,Big Stone County Courthouse,20 2nd St SE,Ste 103,Ortonville,MN,56278,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:blue_earth,Blue Earth,Blue Earth County Government Center,410 S 5th St,,Mankato,MN,56002,800,1630,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:blue_earth,Blue Earth,Blue Earth County Government Center,410 S 5th St,,Mankato,MN,56002,800,1630,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:blue_earth,Blue Earth,Blue Earth County Government Center,410 S 5th St,,Mankato,MN,56002,800,1630,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:blue_earth,Blue Earth,Blue Earth County Government Center,410 S 5th St,,Mankato,MN,56002,800,1630,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:blue_earth,Blue Earth,Blue Earth County Government Center,410 S 5th St,,Mankato,MN,56002,800,1630,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:blue_earth,Blue Earth,Blue Earth County Government Center,410 S 5th St,,Mankato,MN,56002,800,1630,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:blue_earth,Blue Earth,Blue Earth County Government Center,410 S 5th St,,Mankato,MN,56002,800,1630,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:blue_earth,Blue Earth,Blue Earth County Government Center,410 S 5th St,,Mankato,MN,56002,1000,1500,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:blue_earth,Blue Earth,Blue Earth County Government Center,410 S 5th St,,Mankato,MN,56002,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:brown,Brown,Brown County Courthouse,14 South State St,,New Ulm,MN,56073,800,1630,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:brown,Brown,Brown County Courthouse,14 South State St,,New Ulm,MN,56073,800,1630,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:brown,Brown,Brown County Courthouse,14 South State St,,New Ulm,MN,56073,800,1630,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:brown,Brown,Brown County Courthouse,14 South State St,,New Ulm,MN,56073,800,1630,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:brown,Brown,Brown County Courthouse,14 South State St,,New Ulm,MN,56073,800,1630,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:brown,Brown,Brown County Courthouse,14 South State St,,New Ulm,MN,56073,800,1630,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:brown,Brown,Brown County Courthouse,14 South State St,,New Ulm,MN,56073,800,1630,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:brown,Brown,Brown County Courthouse,14 South State St,,New Ulm,MN,56073,1000,1500,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:brown,Brown,Brown County Courthouse,14 South State St,,New Ulm,MN,56073,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:carlton,Carlton,Carlton County Courthouse,301 Walnut Ave,,Carlton,MN,55718,800,1600,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:carlton,Carlton,Carlton County Courthouse,301 Walnut Ave,,Carlton,MN,55718,800,1600,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:carlton,Carlton,Carlton County Courthouse,301 Walnut Ave,,Carlton,MN,55718,800,1600,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:carlton,Carlton,Carlton County Courthouse,301 Walnut Ave,,Carlton,MN,55718,800,1600,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:carlton,Carlton,Carlton County Courthouse,301 Walnut Ave,,Carlton,MN,55718,800,1600,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:carlton,Carlton,Carlton County Courthouse,301 Walnut Ave,,Carlton,MN,55718,800,1600,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:carlton,Carlton,Carlton County Courthouse,301 Walnut Ave,,Carlton,MN,55718,800,1600,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:carlton,Carlton,Carlton County Courthouse,301 Walnut Ave,,Carlton,MN,55718,1000,1500,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:carlton,Carlton,Carlton County Courthouse,301 Walnut Ave,,Carlton,MN,55718,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:carver,Carver,Government Center Administration Building,600 E Fourth St,,Chaska,MN,55318,800,1630,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:carver,Carver,Government Center Administration Building,600 E Fourth St,,Chaska,MN,55318,800,1630,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:carver,Carver,Government Center Administration Building,600 E Fourth St,,Chaska,MN,55318,800,1630,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:carver,Carver,Government Center Administration Building,600 E Fourth St,,Chaska,MN,55318,800,1630,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:carver,Carver,Government Center Administration Building,600 E Fourth St,,Chaska,MN,55318,800,1630,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:carver,Carver,Government Center Administration Building,600 E Fourth St,,Chaska,MN,55318,800,1630,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:carver,Carver,Government Center Administration Building,600 E Fourth St,,Chaska,MN,55318,800,1630,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:carver,Carver,Government Center Administration Building,600 E Fourth St,,Chaska,MN,55318,1000,1300,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:carver,Carver,Government Center Administration Building,600 E Fourth St,,Chaska,MN,55318,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Cass Lake City Hall*,330 2nd St NW,,Cass Lake,MN,56601,730,1530,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Cass Lake City Hall*,330 2nd St NW,,Cass Lake,MN,56601,730,1530,9/26/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Cass Lake City Hall*,330 2nd St NW,,Cass Lake,MN,56601,730,1530,10/3/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Cass Lake City Hall*,330 2nd St NW,,Cass Lake,MN,56601,730,1530,10/10/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Cass Lake City Hall*,330 2nd St NW,,Cass Lake,MN,56601,730,1530,10/17/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Cass Lake City Hall*,330 2nd St NW,,Cass Lake,MN,56601,730,1530,10/24/16,10/28/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Cass Lake City Hall*,330 2nd St NW,,Cass Lake,MN,56601,730,1530,10/31/16,11/4/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Cass Lake City Hall*,330 2nd St NW,,Cass Lake,MN,56601,1000,1500,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,Cass Lake City Hall*,330 2nd St NW,,Cass Lake,MN,56601,730,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,East Gull Lake City Hall,10790 Squaw Pt Rd,,East Gull Lake,MN,56401,800,1600,9/23/16,9/23/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,East Gull Lake City Hall,10790 Squaw Pt Rd,,East Gull Lake,MN,56401,800,1630,9/26/16,9/29/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,East Gull Lake City Hall,10790 Squaw Pt Rd,,East Gull Lake,MN,56401,800,1630,10/3/16,10/6/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,East Gull Lake City Hall,10790 Squaw Pt Rd,,East Gull Lake,MN,56401,800,1630,10/10/16,10/13/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,East Gull Lake City Hall,10790 Squaw Pt Rd,,East Gull Lake,MN,56401,800,1630,10/17/16,10/20/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,East Gull Lake City Hall,10790 Squaw Pt Rd,,East Gull Lake,MN,56401,800,1630,10/24/16,10/27/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,East Gull Lake City Hall,10790 Squaw Pt Rd,,East Gull Lake,MN,56401,800,1630,10/31/16,11/3/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,East Gull Lake City Hall,10790 Squaw Pt Rd,,East Gull Lake,MN,56401,1000,1500,11/5/16,11/5/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,East Gull Lake City Hall,10790 Squaw Pt Rd,,East Gull Lake,MN,56401,800,1700,11/7/16,11/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,East Gull Lake City Hall,10790 Squaw Pt Rd,,East Gull Lake,MN,56401,800,1600,9/30/16,9/30/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,East Gull Lake City Hall,10790 Squaw Pt Rd,,East Gull Lake,MN,56401,800,1600,10/7/16,10/7/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,East Gull Lake City Hall,10790 Squaw Pt Rd,,East Gull Lake,MN,56401,800,1600,10/14/16,10/14/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,East Gull Lake City Hall,10790 Squaw Pt Rd,,East Gull Lake,MN,56401,800,1600,10/21/16,10/21/16,no,no,,no,
ocd-division/country:us/state:mn/county:cass,Cass,East Gull Lake City Hall,10790 Squaw Pt Rd,,East Gull Lake,MN,56401,800,1600,10/28/16,10/28/16,no,no,,no,
