name,address_location_name,address_line1,address_line2,address_line3,address_city,address_state,address_zip,county,directions,voter_services,start_date,end_date,start_time,end_time,days_times_open,id,COMMENTS
"""Holly Plaza""",Lincoln County Courthouse,305 Central Avenue,,,Carrizozo,NM,88301,Lincoln,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 27,10/31/16,11/4/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Plus Sat 10 AM - 6 PM starting on October 27",,
"""Holly Plaza""",Lincoln County Courthouse,306 Central Avenue,,,Carrizozo,NM,88301,Lincoln,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 28,11/5/16,11/5/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Plus Sat 10 AM - 6 PM starting on October 28",,
"""Catron County Courthouse""",Otero County Administration Bldg. - Clerk's Office,"1101 New York Ave, Suite C",,,Alamogordo,NM,88310,Otero,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 22,10/11/16,10/14/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Catron County Courthouse""",Otero County Administration Bldg. - Clerk's Office,"1102 New York Ave, Suite C",,,Alamogordo,NM,88310,Otero,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 23,10/15/16,10/15/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Catron County Courthouse""",Otero County Administration Bldg. - Clerk's Office,"1103 New York Ave, Suite C",,,Alamogordo,NM,88310,Otero,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 24,10/17/16,10/21/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Catron County Courthouse""",Otero County Administration Bldg. - Clerk's Office,"1104 New York Ave, Suite C",,,Alamogordo,NM,88310,Otero,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 25,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Catron County Courthouse""",Otero County Administration Bldg. - Clerk's Office,"1105 New York Ave, Suite C",,,Alamogordo,NM,88310,Otero,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 26,10/24/16,10/28/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Catron County Courthouse""",Otero County Administration Bldg. - Clerk's Office,"1106 New York Ave, Suite C",,,Alamogordo,NM,88310,Otero,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 27,10/29/16,10/29/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Catron County Courthouse""",Otero County Administration Bldg. - Clerk's Office,"1107 New York Ave, Suite C",,,Alamogordo,NM,88310,Otero,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 28,10/31/16,11/4/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Catron County Courthouse""",Otero County Administration Bldg. - Clerk's Office,"1108 New York Ave, Suite C",,,Alamogordo,NM,88310,Otero,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 29,11/5/16,11/5/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Thoreau Fire Station""",Otero County Fairgrounds,401 Fairgrounds Rd.,,,Alamogordo,NM,88310,Otero,,Early Voting,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,October 22 - November 5 Thu - Sat 10 AM - 6 PM,,
"""Thoreau Fire Station""",Otero County Fairgrounds,402 Fairgrounds Rd.,,,Alamogordo,NM,88310,Otero,,Early Voting,10/27/16,10/29/16,10:00:00-07:00,18:00:00-7:00,October 22 - November 5 Thu - Sat 10 AM - 6 PM,,
"""Thoreau Fire Station""",Otero County Fairgrounds,403 Fairgrounds Rd.,,,Alamogordo,NM,88310,Otero,,Early Voting,11/3/16,11/5/16,10:00:00-07:00,18:00:00-7:00,October 22 - November 5 Thu - Sat 10 AM - 6 PM,,
"""Belen Community Center""",Cloudcroft Council Chambers,201 Burro Ave.,,,Cloudcroft,NM,88317,Otero,,Early Voting,10/29/16,10/29/16,10:00:00-07:00,18:00:00-7:00,October 29 Sat 10 AM - 6 PM,,
"""98th and Central Shopping Center""",Inn of the Mountain Gods,287 Carrizo Canyon Rd.,,,Mescalero,NM,88340,Otero,,Early Voting,11/3/16,11/5/16,10:00:00-07:00,18:00:00-7:00,November 3 - November 5 Thu - Sat 10 AM - 6 PM,,
"""San Miguel County Clerk's Office""",Horton Complex,237 Service Rd,,,Ruidoso,NM,88345,Lincoln,,Early Voting,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 10 AM - 6 PM,,
"""San Miguel County Clerk's Office""",Horton Complex,238 Service Rd,,,Ruidoso,NM,88345,Lincoln,,Early Voting,10/25/16,10/29/16,10:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 10 AM - 6 PM,,
"""San Miguel County Clerk's Office""",Horton Complex,239 Service Rd,,,Ruidoso,NM,88345,Lincoln,,Early Voting,11/1/16,11/5/16,10:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 10 AM - 6 PM,,
"""Pojoaque County Satellite Office""",Tularosa Public Safety Facility - Court Room,609 St Francis Dr,,,Tularosa,NM,88352,Otero,,Early Voting,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,October 22 Sat 10 AM - 6 PM,,
"""Angel Fire Village Hall""",Quay County Courthouse - Clerk's Office,300 South Third St.,,,Tucumcari,NM,88401,Quay,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 22,10/11/16,10/14/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Angel Fire Village Hall""",Quay County Courthouse - Clerk's Office,301 South Third St.,,,Tucumcari,NM,88401,Quay,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 23,10/15/16,10/15/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Angel Fire Village Hall""",Quay County Courthouse - Clerk's Office,302 South Third St.,,,Tucumcari,NM,88401,Quay,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 24,10/17/16,10/21/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Angel Fire Village Hall""",Quay County Courthouse - Clerk's Office,303 South Third St.,,,Tucumcari,NM,88401,Quay,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 25,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Angel Fire Village Hall""",Quay County Courthouse - Clerk's Office,304 South Third St.,,,Tucumcari,NM,88401,Quay,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 26,10/24/16,10/28/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Angel Fire Village Hall""",Quay County Courthouse - Clerk's Office,305 South Third St.,,,Tucumcari,NM,88401,Quay,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 27,10/29/16,10/29/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Angel Fire Village Hall""",Quay County Courthouse - Clerk's Office,306 South Third St.,,,Tucumcari,NM,88401,Quay,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 28,10/31/16,11/4/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Angel Fire Village Hall""",Quay County Courthouse - Clerk's Office,307 South Third St.,,,Tucumcari,NM,88401,Quay,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 29,11/5/16,11/5/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Caracol Plaza""",Union County Clerk's Office,200 Court St,,,Clayton,NM,88415,Union,,Absentee,10/11/16,10/14/16,08:00:00-07:00,12:00:00-7:00,October 11 - November 5 Mon - Fri 8 AM - 5 PM (Closed during noon hour),,
"""Caracol Plaza""",Union County Clerk's Office,201 Court St,,,Clayton,NM,88415,Union,,Absentee,10/11/16,10/14/16,13:00:00-07:00,17:00:00-7:00,October 11 - November 5 Mon - Fri 8 AM - 5 PM (Closed during noon hour),,
"""Caracol Plaza""",Union County Clerk's Office,202 Court St,,,Clayton,NM,88415,Union,,Absentee,10/17/16,10/21/16,08:00:00-07:00,12:00:00-7:00,October 11 - November 5 Mon - Fri 8 AM - 5 PM (Closed during noon hour),,
"""Caracol Plaza""",Union County Clerk's Office,203 Court St,,,Clayton,NM,88415,Union,,Absentee,10/17/16,10/21/16,13:00:00-07:00,17:00:00-7:00,October 11 - November 5 Mon - Fri 8 AM - 5 PM (Closed during noon hour),,
"""Caracol Plaza""",Union County Clerk's Office,204 Court St,,,Clayton,NM,88415,Union,,Absentee,10/24/16,10/28/16,08:00:00-07:00,12:00:00-7:00,October 11 - November 5 Mon - Fri 8 AM - 5 PM (Closed during noon hour),,
"""Caracol Plaza""",Union County Clerk's Office,205 Court St,,,Clayton,NM,88415,Union,,Absentee,10/24/16,10/28/16,13:00:00-07:00,17:00:00-7:00,October 11 - November 5 Mon - Fri 8 AM - 5 PM (Closed during noon hour),,
"""Caracol Plaza""",Union County Clerk's Office,206 Court St,,,Clayton,NM,88415,Union,,Absentee,10/31/16,11/4/16,08:00:00-07:00,12:00:00-7:00,October 11 - November 5 Mon - Fri 8 AM - 5 PM (Closed during noon hour),,
"""Caracol Plaza""",Union County Clerk's Office,207 Court St,,,Clayton,NM,88415,Union,,Absentee,10/31/16,11/4/16,13:00:00-07:00,17:00:00-7:00,October 11 - November 5 Mon - Fri 8 AM - 5 PM (Closed during noon hour),,
"""DACC Hatch Learning Center""",Union County Clerk's Office,205 court St,,,Clayton,NM,88415,Union,,Early Voting,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,"October 22 - November 5 Mon - Fri 8 AM - 5 PM (closed at noon), Sat 10 AM - 6 PM",,
"""DACC Hatch Learning Center""",Union County Clerk's Office,206 court St,,,Clayton,NM,88415,Union,,Early Voting,10/24/16,10/28/16,08:00:00-07:00,12:00:00-7:00,"October 22 - November 5 Mon - Fri 8 AM - 5 PM (closed at noon), Sat 10 AM - 6 PM",,
"""DACC Hatch Learning Center""",Union County Clerk's Office,207 court St,,,Clayton,NM,88415,Union,,Early Voting,10/24/16,10/28/16,13:00:00-07:00,17:00:00-7:00,"October 22 - November 5 Mon - Fri 8 AM - 5 PM (closed at noon), Sat 10 AM - 6 PM",,
"""DACC Hatch Learning Center""",Union County Clerk's Office,208 court St,,,Clayton,NM,88415,Union,,Early Voting,10/29/16,10/29/16,10:00:00-07:00,18:00:00-7:00,"October 22 - November 5 Mon - Fri 8 AM - 5 PM (closed at noon), Sat 10 AM - 6 PM",,
"""DACC Hatch Learning Center""",Union County Clerk's Office,209 court St,,,Clayton,NM,88415,Union,,Early Voting,10/31/16,11/4/16,08:00:00-07:00,12:00:00-7:00,"October 22 - November 5 Mon - Fri 8 AM - 5 PM (closed at noon), Sat 10 AM - 6 PM",,
"""DACC Hatch Learning Center""",Union County Clerk's Office,210 court St,,,Clayton,NM,88415,Union,,Early Voting,10/31/16,11/4/16,13:00:00-07:00,17:00:00-7:00,"October 22 - November 5 Mon - Fri 8 AM - 5 PM (closed at noon), Sat 10 AM - 6 PM",,
"""DACC Hatch Learning Center""",Union County Clerk's Office,211 court St,,,Clayton,NM,88415,Union,,Early Voting,11/5/16,11/5/16,10:00:00-07:00,18:00:00-7:00,"October 22 - November 5 Mon - Fri 8 AM - 5 PM (closed at noon), Sat 10 AM - 6 PM",,
"""Westbluff Center""",Guadalupe County Clerk's Office,1448 Historis Route 66,,,Santa Rosa,NM,88435,Guadalupe,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 22,10/11/16,10/14/16,08:00:00-07:00,16:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 4 PM, Plus Sat 10 AM - 6 PM starting on October 22  ",,
"""Westbluff Center""",Guadalupe County Clerk's Office,1449 Historis Route 66,,,Santa Rosa,NM,88435,Guadalupe,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 23,10/17/16,10/21/16,08:00:00-07:00,16:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 4 PM, Plus Sat 10 AM - 6 PM starting on October 22  ",,
"""Westbluff Center""",Guadalupe County Clerk's Office,1450 Historis Route 66,,,Santa Rosa,NM,88435,Guadalupe,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 24,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 4 PM, Plus Sat 10 AM - 6 PM starting on October 23",,
"""Westbluff Center""",Guadalupe County Clerk's Office,1451 Historis Route 66,,,Santa Rosa,NM,88435,Guadalupe,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 25,10/24/16,10/28/16,08:00:00-07:00,16:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 4 PM, Plus Sat 10 AM - 6 PM starting on October 24",,
"""Westbluff Center""",Guadalupe County Clerk's Office,1452 Historis Route 66,,,Santa Rosa,NM,88435,Guadalupe,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 26,10/29/16,10/29/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 4 PM, Plus Sat 10 AM - 6 PM starting on October 25",,
"""Westbluff Center""",Guadalupe County Clerk's Office,1453 Historis Route 66,,,Santa Rosa,NM,88435,Guadalupe,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 27,10/31/16,11/4/16,08:00:00-07:00,16:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 4 PM, Plus Sat 10 AM - 6 PM starting on October 26",,
"""Westbluff Center""",Guadalupe County Clerk's Office,1454 Historis Route 66,,,Santa Rosa,NM,88435,Guadalupe,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 28,11/5/16,11/5/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 4 PM, Plus Sat 10 AM - 6 PM starting on October 27",,
"""Edgewood Fire Station""",Crownpoint,Navajo Election Office at the OLD PUBLIC Safety Building,,,Crownpoint,NM,87313,McKinley,,Early Voting,10/22/16,10/22/16,09:00:00-07:00,17:00:00-7:00,October 22 - November 5 Tue - Sat 9 PM - 5 PM,,
"""Edgewood Fire Station""",Crownpoint,Navajo Election Office at the OLD PUBLIC Safety Building,,,Crownpoint,NM,87314,McKinley,,Early Voting,10/25/16,10/29/16,09:00:00-07:00,17:00:00-7:00,October 22 - November 5 Tue - Sat 9 PM - 5 PM,,
"""Edgewood Fire Station""",Crownpoint,Navajo Election Office at the OLD PUBLIC Safety Building,,,Crownpoint,NM,87315,McKinley,,Early Voting,11/1/16,11/5/16,09:00:00-07:00,17:00:00-7:00,October 22 - November 5 Tue - Sat 9 PM - 5 PM,,
"""Santa Clara Senior Center""",Thoreau Fire Station,# 65 First Avenue,,,Thoreau,NM,87323,McKinley,,Early Voting,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,"October 22 - November 5 Tue - Fri 12 PM - 8 PM, Sat 10 AM - 6 PM",,
"""Santa Clara Senior Center""",Thoreau Fire Station,# 65 First Avenue,,,Thoreau,NM,87324,McKinley,,Early Voting,10/25/16,10/28/16,12:00:00-07:00,20:00:00-7:00,"October 22 - November 5 Tue - Fri 12 PM - 8 PM, Sat 10 AM - 6 PM",,
"""Santa Clara Senior Center""",Thoreau Fire Station,# 65 First Avenue,,,Thoreau,NM,87325,McKinley,,Early Voting,10/29/16,10/29/16,10:00:00-07:00,18:00:00-7:00,"October 22 - November 5 Tue - Fri 12 PM - 8 PM, Sat 10 AM - 6 PM",,
"""Santa Clara Senior Center""",Thoreau Fire Station,# 65 First Avenue,,,Thoreau,NM,87326,McKinley,,Early Voting,11/1/16,11/4/16,12:00:00-07:00,20:00:00-7:00,"October 22 - November 5 Tue - Fri 12 PM - 8 PM, Sat 10 AM - 6 PM",,
"""Santa Clara Senior Center""",Thoreau Fire Station,# 65 First Avenue,,,Thoreau,NM,87327,McKinley,,Early Voting,11/5/16,11/5/16,10:00:00-07:00,18:00:00-7:00,"October 22 - November 5 Tue - Fri 12 PM - 8 PM, Sat 10 AM - 6 PM",,
