ocd_division,homepage_url,county,location_name,address_1,address_2,city,state,zip_code,start_time,end_time,start_date,end_date,is_only_by_appointment,is_or_by_appointment,appointment_phone,is_subject_to_change,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
ocd-division/country:us/state:oh/county:allen,http://www.allencountyohio.com/boe,Allen County,Courthouse,204 N. Main St.,Lower Level,Lima,OH,45801,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16,False,False,False,False,11,"204 N. Main St., Lima, OH 45801",Lower Level,08:00 AM-05:00 PM,,ho47684408,false,false,,,,poll50680852
ocd-division/country:us/state:oh/county:allen,http://www.allencountyohio.com/boe,Allen County,Courthouse,204 N. Main St.,Lower Level,Lima,OH,45801,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16,False,False,False,False,12,"204 N. Main St., Lima, OH 45801",Lower Level,08:00 AM-06:00 PM,,ho47684408,false,false,,,,poll50680852
ocd-division/country:us/state:oh/county:allen,http://www.allencountyohio.com/boe,Allen County,Courthouse,204 N. Main St.,Lower Level,Lima,OH,45801,08:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16,False,False,False,False,13,"204 N. Main St., Lima, OH 45801",Lower Level,08:00 AM-04:00 PM,,ho47684408,false,false,,,,poll50680852
ocd-division/country:us/state:oh/county:allen,http://www.allencountyohio.com/boe,Allen County,Courthouse,204 N. Main St.,Lower Level,Lima,OH,45801,13:00:00 - 04:00,17:00:00 - 04:00,10/30/16,10/30/16,False,False,False,False,14,"204 N. Main St., Lima, OH 45801",Lower Level,01:00 PM-05:00 PM,,ho47684408,false,false,,,,poll50680852
ocd-division/country:us/state:oh/county:allen,http://www.allencountyohio.com/boe,Allen County,Courthouse,204 N. Main St.,Lower Level,Lima,OH,45801,08:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16,False,False,False,False,15,"204 N. Main St., Lima, OH 45801",Lower Level,08:00 AM-07:00 PM,,ho47684408,false,false,,,,poll50680852
ocd-division/country:us/state:oh/county:allen,http://www.allencountyohio.com/boe,Allen County,Courthouse,204 N. Main St.,Lower Level,Lima,OH,45801,08:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16,False,False,False,False,16,"204 N. Main St., Lima, OH 45801",Lower Level,08:00 AM-04:00 PM,,ho47684408,false,false,,,,poll50680852
ocd-division/country:us/state:oh/county:allen,http://www.allencountyohio.com/boe,Allen County,Courthouse,204 N. Main St.,Lower Level,Lima,OH,45801,13:00:00 - 05:00,17:00:00 - 05:00,11/6/16,11/6/16,False,False,False,False,17,"204 N. Main St., Lima, OH 45801",Lower Level,01:00 PM-05:00 PM,,ho47684408,false,false,,,,poll50680852
ocd-division/country:us/state:oh/county:allen,http://www.allencountyohio.com/boe,Allen County,Courthouse,204 N. Main St.,Lower Level,Lima,OH,45801,08:00:00 - 05:00,14:00:00 - 05:00,11/7/16,11/7/16,False,False,False,False,18,"204 N. Main St., Lima, OH 45801",Lower Level,08:00 AM-02:00 PM,,ho47684408,false,false,,,,poll50680852
ocd-division/country:us/state:oh/county:ashland,http://www.ashlandboe.com/,Ashland County,,110 Cottage St.,Ste 106,Ashland,OH,44805,08:00:00 - 04:00,17:00:00 - 04:00,10/12/16,10/14/16,False,False,False,False,19,"110 Cottage St., Ashland, OH 44805",Ste 106,08:00 AM-05:00 PM,,ho98239750,false,false,,,,poll64924980
ocd-division/country:us/state:oh/county:ashland,http://www.ashlandboe.com/,Ashland County,,110 Cottage St.,Ste 106,Ashland,OH,44805,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16,False,False,False,False,20,"110 Cottage St., Ashland, OH 44805",Ste 106,08:00 AM-05:00 PM,,ho98239750,false,false,,,,poll64924980
ocd-division/country:us/state:oh/county:ashland,http://www.ashlandboe.com/,Ashland County,,110 Cottage St.,Ste 106,Ashland,OH,44805,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16,False,False,False,False,21,"110 Cottage St., Ashland, OH 44805",Ste 106,08:00 AM-06:00 PM,,ho98239750,false,false,,,,poll64924980
ocd-division/country:us/state:oh/county:ashland,http://www.ashlandboe.com/,Ashland County,,110 Cottage St.,Ste 106,Ashland,OH,44805,08:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16,False,False,False,False,22,"110 Cottage St., Ashland, OH 44805",Ste 106,08:00 AM-04:00 PM,,ho98239750,false,false,,,,poll64924980
ocd-division/country:us/state:oh/county:ashland,http://www.ashlandboe.com/,Ashland County,,110 Cottage St.,Ste 106,Ashland,OH,44805,13:00:00 - 04:00,17:00:00 - 04:00,10/30/16,10/30/16,False,False,False,False,23,"110 Cottage St., Ashland, OH 44805",Ste 106,01:00 PM-05:00 PM,,ho98239750,false,false,,,,poll64924980
ocd-division/country:us/state:oh/county:ashland,http://www.ashlandboe.com/,Ashland County,,110 Cottage St.,Ste 106,Ashland,OH,44805,08:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16,False,False,False,False,24,"110 Cottage St., Ashland, OH 44805",Ste 106,08:00 AM-07:00 PM,,ho98239750,false,false,,,,poll64924980
ocd-division/country:us/state:oh/county:ashland,http://www.ashlandboe.com/,Ashland County,,110 Cottage St.,Ste 106,Ashland,OH,44805,08:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16,False,False,False,False,25,"110 Cottage St., Ashland, OH 44805",Ste 106,08:00 AM-04:00 PM,,ho98239750,false,false,,,,poll64924980
ocd-division/country:us/state:oh/county:ashland,http://www.ashlandboe.com/,Ashland County,,110 Cottage St.,Ste 106,Ashland,OH,44805,13:00:00 - 05:00,17:00:00 - 05:00,11/6/16,11/6/16,False,False,False,False,26,"110 Cottage St., Ashland, OH 44805",Ste 106,01:00 PM-05:00 PM,,ho98239750,false,false,,,,poll64924980
ocd-division/country:us/state:oh/county:ashland,http://www.ashlandboe.com/,Ashland County,,110 Cottage St.,Ste 106,Ashland,OH,44805,08:00:00 - 05:00,14:00:00 - 05:00,11/7/16,11/7/16,False,False,False,False,27,"110 Cottage St., Ashland, OH 44805",Ste 106,08:00 AM-02:00 PM,,ho98239750,false,false,,,,poll64924980
ocd-division/country:us/state:oh/county:ashtabula,http://www.electionsonthe.net/oh/ashtabula/,Ashtabula County,Bureau of Motor Vehicle,8 W. Walnut St.,,Jefferson,OH,44047,08:00:00 - 04:00,17:00:00 - 04:00,10/12/16,10/14/16,False,False,False,False,28,"8 W. Walnut St., Jefferson, OH 44047",,08:00 AM-05:00 PM,,ho72332931,false,false,,,,poll17918716
ocd-division/country:us/state:oh/county:ashtabula,http://www.electionsonthe.net/oh/ashtabula/,Ashtabula County,Bureau of Motor Vehicle,8 W. Walnut St.,,Jefferson,OH,44047,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16,False,False,False,False,29,"8 W. Walnut St., Jefferson, OH 44047",,08:00 AM-05:00 PM,,ho72332931,false,false,,,,poll17918716
ocd-division/country:us/state:oh/county:ashtabula,http://www.electionsonthe.net/oh/ashtabula/,Ashtabula County,Bureau of Motor Vehicle,8 W. Walnut St.,,Jefferson,OH,44047,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16,False,False,False,False,30,"8 W. Walnut St., Jefferson, OH 44047",,08:00 AM-06:00 PM,,ho72332931,false,false,,,,poll17918716
ocd-division/country:us/state:oh/county:ashtabula,http://www.electionsonthe.net/oh/ashtabula/,Ashtabula County,Bureau of Motor Vehicle,8 W. Walnut St.,,Jefferson,OH,44047,08:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16,False,False,False,False,31,"8 W. Walnut St., Jefferson, OH 44047",,08:00 AM-04:00 PM,,ho72332931,false,false,,,,poll17918716
ocd-division/country:us/state:oh/county:ashtabula,http://www.electionsonthe.net/oh/ashtabula/,Ashtabula County,Bureau of Motor Vehicle,8 W. Walnut St.,,Jefferson,OH,44047,13:00:00 - 04:00,17:00:00 - 04:00,10/30/16,10/30/16,False,False,False,False,32,"8 W. Walnut St., Jefferson, OH 44047",,01:00 PM-05:00 PM,,ho72332931,false,false,,,,poll17918716
ocd-division/country:us/state:oh/county:ashtabula,http://www.electionsonthe.net/oh/ashtabula/,Ashtabula County,Bureau of Motor Vehicle,8 W. Walnut St.,,Jefferson,OH,44047,08:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16,False,False,False,False,33,"8 W. Walnut St., Jefferson, OH 44047",,08:00 AM-07:00 PM,,ho72332931,false,false,,,,poll17918716
ocd-division/country:us/state:oh/county:ashtabula,http://www.electionsonthe.net/oh/ashtabula/,Ashtabula County,Bureau of Motor Vehicle,8 W. Walnut St.,,Jefferson,OH,44047,08:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16,False,False,False,False,34,"8 W. Walnut St., Jefferson, OH 44047",,08:00 AM-04:00 PM,,ho72332931,false,false,,,,poll17918716
ocd-division/country:us/state:oh/county:ashtabula,http://www.electionsonthe.net/oh/ashtabula/,Ashtabula County,Bureau of Motor Vehicle,8 W. Walnut St.,,Jefferson,OH,44047,13:00:00 - 05:00,17:00:00 - 05:00,11/6/16,11/6/16,False,False,False,False,35,"8 W. Walnut St., Jefferson, OH 44047",,01:00 PM-05:00 PM,,ho72332931,false,false,,,,poll17918716
ocd-division/country:us/state:oh/county:ashtabula,http://www.electionsonthe.net/oh/ashtabula/,Ashtabula County,Bureau of Motor Vehicle,8 W. Walnut St.,,Jefferson,OH,44047,08:00:00 - 05:00,14:00:00 - 05:00,11/7/16,11/7/16,False,False,False,False,36,"8 W. Walnut St., Jefferson, OH 44047",,08:00 AM-02:00 PM,,ho72332931,false,false,,,,poll17918716
ocd-division/country:us/state:oh/county:athens,http://electionsonthe.net/oh/Athens/,Athens County,Courthouse Annex ,15 S. Court St.,Room 130,Athens,OH,45701,08:00:00 - 04:00,17:00:00 - 04:00,10/12/16,10/14/16,False,False,False,False,37,"15 S. Court St., Athens, OH 45701",Room 130,08:00 AM-05:00 PM,,ho73604109,false,false,,,,poll58502089
ocd-division/country:us/state:oh/county:athens,http://electionsonthe.net/oh/Athens/,Athens County,Courthouse Annex ,15 S. Court St.,Room 130,Athens,OH,45701,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16,False,False,False,False,38,"15 S. Court St., Athens, OH 45701",Room 130,08:00 AM-05:00 PM,,ho73604109,false,false,,,,poll58502089
ocd-division/country:us/state:oh/county:athens,http://electionsonthe.net/oh/Athens/,Athens County,Courthouse Annex ,15 S. Court St.,Room 130,Athens,OH,45701,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16,False,False,False,False,39,"15 S. Court St., Athens, OH 45701",Room 130,08:00 AM-06:00 PM,,ho73604109,false,false,,,,poll58502089
ocd-division/country:us/state:oh/county:athens,http://electionsonthe.net/oh/Athens/,Athens County,Courthouse Annex ,15 S. Court St.,Room 130,Athens,OH,45701,08:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16,False,False,False,False,40,"15 S. Court St., Athens, OH 45701",Room 130,08:00 AM-04:00 PM,,ho73604109,false,false,,,,poll58502089
ocd-division/country:us/state:oh/county:athens,http://electionsonthe.net/oh/Athens/,Athens County,Courthouse Annex ,15 S. Court St.,Room 130,Athens,OH,45701,13:00:00 - 04:00,17:00:00 - 04:00,10/30/16,10/30/16,False,False,False,False,41,"15 S. Court St., Athens, OH 45701",Room 130,01:00 PM-05:00 PM,,ho73604109,false,false,,,,poll58502089
ocd-division/country:us/state:oh/county:athens,http://electionsonthe.net/oh/Athens/,Athens County,Courthouse Annex ,15 S. Court St.,Room 130,Athens,OH,45701,08:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16,False,False,False,False,42,"15 S. Court St., Athens, OH 45701",Room 130,08:00 AM-07:00 PM,,ho73604109,false,false,,,,poll58502089
ocd-division/country:us/state:oh/county:athens,http://electionsonthe.net/oh/Athens/,Athens County,Courthouse Annex ,15 S. Court St.,Room 130,Athens,OH,45701,08:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16,False,False,False,False,43,"15 S. Court St., Athens, OH 45701",Room 130,08:00 AM-04:00 PM,,ho73604109,false,false,,,,poll58502089
ocd-division/country:us/state:oh/county:athens,http://electionsonthe.net/oh/Athens/,Athens County,Courthouse Annex ,15 S. Court St.,Room 130,Athens,OH,45701,13:00:00 - 05:00,17:00:00 - 05:00,11/6/16,11/6/16,False,False,False,False,44,"15 S. Court St., Athens, OH 45701",Room 130,01:00 PM-05:00 PM,,ho73604109,false,false,,,,poll58502089
ocd-division/country:us/state:oh/county:athens,http://electionsonthe.net/oh/Athens/,Athens County,Courthouse Annex ,15 S. Court St.,Room 130,Athens,OH,45701,08:00:00 - 05:00,14:00:00 - 05:00,11/7/16,11/7/16,False,False,False,False,45,"15 S. Court St., Athens, OH 45701",Room 130,08:00 AM-02:00 PM,,ho73604109,false,false,,,,poll58502089
ocd-division/country:us/state:oh/county:auglaize,http://www2.auglaizecounty.org/departments/board-of-elections,Auglaize County,Administration Building,209 S. Blackhoof Street,Room 205,Wapakoneta,OH,45895,08:00:00 - 04:00,17:00:00 - 04:00,10/12/16,10/14/16,False,False,False,False,46,"209 S. Blackhoof Street, Wapakoneta, OH 45895",Room 205,08:00 AM-05:00 PM,,ho49090848,false,false,,,,poll89420812
ocd-division/country:us/state:oh/county:auglaize,http://www2.auglaizecounty.org/departments/board-of-elections,Auglaize County,Administration Building,209 S. Blackhoof Street,Room 205,Wapakoneta,OH,45895,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16,False,False,False,False,47,"209 S. Blackhoof Street, Wapakoneta, OH 45895",Room 205,08:00 AM-05:00 PM,,ho49090848,false,false,,,,poll89420812
ocd-division/country:us/state:oh/county:auglaize,http://www2.auglaizecounty.org/departments/board-of-elections,Auglaize County,Administration Building,209 S. Blackhoof Street,Room 205,Wapakoneta,OH,45895,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16,False,False,False,False,48,"209 S. Blackhoof Street, Wapakoneta, OH 45895",Room 205,08:00 AM-06:00 PM,,ho49090848,false,false,,,,poll89420812
ocd-division/country:us/state:oh/county:auglaize,http://www2.auglaizecounty.org/departments/board-of-elections,Auglaize County,Administration Building,209 S. Blackhoof Street,Room 205,Wapakoneta,OH,45895,08:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16,False,False,False,False,49,"209 S. Blackhoof Street, Wapakoneta, OH 45895",Room 205,08:00 AM-04:00 PM,,ho49090848,false,false,,,,poll89420812
ocd-division/country:us/state:oh/county:auglaize,http://www2.auglaizecounty.org/departments/board-of-elections,Auglaize County,Administration Building,209 S. Blackhoof Street,Room 205,Wapakoneta,OH,45895,13:00:00 - 04:00,17:00:00 - 04:00,10/30/16,10/30/16,False,False,False,False,50,"209 S. Blackhoof Street, Wapakoneta, OH 45895",Room 205,01:00 PM-05:00 PM,,ho49090848,false,false,,,,poll89420812
ocd-division/country:us/state:oh/county:auglaize,http://www2.auglaizecounty.org/departments/board-of-elections,Auglaize County,Administration Building,209 S. Blackhoof Street,Room 205,Wapakoneta,OH,45895,08:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16,False,False,False,False,51,"209 S. Blackhoof Street, Wapakoneta, OH 45895",Room 205,08:00 AM-07:00 PM,,ho49090848,false,false,,,,poll89420812
ocd-division/country:us/state:oh/county:auglaize,http://www2.auglaizecounty.org/departments/board-of-elections,Auglaize County,Administration Building,209 S. Blackhoof Street,Room 205,Wapakoneta,OH,45895,08:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16,False,False,False,False,52,"209 S. Blackhoof Street, Wapakoneta, OH 45895",Room 205,08:00 AM-04:00 PM,,ho49090848,false,false,,,,poll89420812
ocd-division/country:us/state:oh/county:auglaize,http://www2.auglaizecounty.org/departments/board-of-elections,Auglaize County,Administration Building,209 S. Blackhoof Street,Room 205,Wapakoneta,OH,45895,13:00:00 - 05:00,17:00:00 - 05:00,11/6/16,11/6/16,False,False,False,False,53,"209 S. Blackhoof Street, Wapakoneta, OH 45895",Room 205,01:00 PM-05:00 PM,,ho49090848,false,false,,,,poll89420812
ocd-division/country:us/state:oh/county:auglaize,http://www2.auglaizecounty.org/departments/board-of-elections,Auglaize County,Administration Building,209 S. Blackhoof Street,Room 205,Wapakoneta,OH,45895,08:00:00 - 05:00,14:00:00 - 05:00,11/7/16,11/7/16,False,False,False,False,54,"209 S. Blackhoof Street, Wapakoneta, OH 45895",Room 205,08:00 AM-02:00 PM,,ho49090848,false,false,,,,poll89420812
ocd-division/country:us/state:oh/county:belmont,http://www.electionsonthe.net/oh/belmont/,Belmont County,Veterans Affairs Building,103 Plaza Dr.,Ste B,St. Clairsville,OH,43950,08:00:00 - 04:00,17:00:00 - 04:00,10/12/16,10/14/16,False,False,False,False,55,"103 Plaza Dr., St. Clairsville, OH 43950",Ste B,08:00 AM-05:00 PM,,ho10358782,false,false,,,,poll82513140
ocd-division/country:us/state:oh/county:belmont,http://www.electionsonthe.net/oh/belmont/,Belmont County,Veterans Affairs Building,103 Plaza Dr.,Ste B,St. Clairsville,OH,43950,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16,False,False,False,False,56,"103 Plaza Dr., St. Clairsville, OH 43950",Ste B,08:00 AM-05:00 PM,,ho10358782,false,false,,,,poll82513140
ocd-division/country:us/state:oh/county:belmont,http://www.electionsonthe.net/oh/belmont/,Belmont County,Veterans Affairs Building,103 Plaza Dr.,Ste B,St. Clairsville,OH,43950,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16,False,False,False,False,57,"103 Plaza Dr., St. Clairsville, OH 43950",Ste B,08:00 AM-06:00 PM,,ho10358782,false,false,,,,poll82513140
ocd-division/country:us/state:oh/county:belmont,http://www.electionsonthe.net/oh/belmont/,Belmont County,Veterans Affairs Building,103 Plaza Dr.,Ste B,St. Clairsville,OH,43950,08:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16,False,False,False,False,58,"103 Plaza Dr., St. Clairsville, OH 43950",Ste B,08:00 AM-04:00 PM,,ho10358782,false,false,,,,poll82513140
ocd-division/country:us/state:oh/county:belmont,http://www.electionsonthe.net/oh/belmont/,Belmont County,Veterans Affairs Building,103 Plaza Dr.,Ste B,St. Clairsville,OH,43950,13:00:00 - 04:00,17:00:00 - 04:00,10/30/16,10/30/16,False,False,False,False,59,"103 Plaza Dr., St. Clairsville, OH 43950",Ste B,01:00 PM-05:00 PM,,ho10358782,false,false,,,,poll82513140
ocd-division/country:us/state:oh/county:belmont,http://www.electionsonthe.net/oh/belmont/,Belmont County,Veterans Affairs Building,103 Plaza Dr.,Ste B,St. Clairsville,OH,43950,08:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16,False,False,False,False,60,"103 Plaza Dr., St. Clairsville, OH 43950",Ste B,08:00 AM-07:00 PM,,ho10358782,false,false,,,,poll82513140
ocd-division/country:us/state:oh/county:belmont,http://www.electionsonthe.net/oh/belmont/,Belmont County,Veterans Affairs Building,103 Plaza Dr.,Ste B,St. Clairsville,OH,43950,08:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16,False,False,False,False,61,"103 Plaza Dr., St. Clairsville, OH 43950",Ste B,08:00 AM-04:00 PM,,ho10358782,false,false,,,,poll82513140
ocd-division/country:us/state:oh/county:belmont,http://www.electionsonthe.net/oh/belmont/,Belmont County,Veterans Affairs Building,103 Plaza Dr.,Ste B,St. Clairsville,OH,43950,13:00:00 - 05:00,17:00:00 - 05:00,11/6/16,11/6/16,False,False,False,False,62,"103 Plaza Dr., St. Clairsville, OH 43950",Ste B,01:00 PM-05:00 PM,,ho10358782,false,false,,,,poll82513140
ocd-division/country:us/state:oh/county:belmont,http://www.electionsonthe.net/oh/belmont/,Belmont County,Veterans Affairs Building,103 Plaza Dr.,Ste B,St. Clairsville,OH,43950,08:00:00 - 05:00,14:00:00 - 05:00,11/7/16,11/7/16,False,False,False,False,63,"103 Plaza Dr., St. Clairsville, OH 43950",Ste B,08:00 AM-02:00 PM,,ho10358782,false,false,,,,poll82513140
ocd-division/country:us/state:oh/county:brown,http://www.electionsonthe.net/Oh/Brown/,Brown County,County Administration Building,800 Mt. Orab Pk.,"Administration Building, Ste 111",Georgetown,OH,45121,08:00:00 - 04:00,17:00:00 - 04:00,10/12/16,10/14/16,False,False,False,False,64,"800 Mt. Orab Pk., Georgetown, OH 45121","Administration Building, Ste 111",08:00 AM-05:00 PM,,ho27433547,false,false,,,,poll10555925
ocd-division/country:us/state:oh/county:brown,http://www.electionsonthe.net/Oh/Brown/,Brown County,County Administration Building,800 Mt. Orab Pk.,"Administration Building, Ste 111",Georgetown,OH,45121,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16,False,False,False,False,65,"800 Mt. Orab Pk., Georgetown, OH 45121","Administration Building, Ste 111",08:00 AM-05:00 PM,,ho27433547,false,false,,,,poll10555925
ocd-division/country:us/state:oh/county:brown,http://www.electionsonthe.net/Oh/Brown/,Brown County,County Administration Building,800 Mt. Orab Pk.,"Administration Building, Ste 111",Georgetown,OH,45121,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16,False,False,False,False,66,"800 Mt. Orab Pk., Georgetown, OH 45121","Administration Building, Ste 111",08:00 AM-06:00 PM,,ho27433547,false,false,,,,poll10555925
ocd-division/country:us/state:oh/county:brown,http://www.electionsonthe.net/Oh/Brown/,Brown County,County Administration Building,800 Mt. Orab Pk.,"Administration Building, Ste 111",Georgetown,OH,45121,08:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16,False,False,False,False,67,"800 Mt. Orab Pk., Georgetown, OH 45121","Administration Building, Ste 111",08:00 AM-04:00 PM,,ho27433547,false,false,,,,poll10555925
ocd-division/country:us/state:oh/county:brown,http://www.electionsonthe.net/Oh/Brown/,Brown County,County Administration Building,800 Mt. Orab Pk.,"Administration Building, Ste 111",Georgetown,OH,45121,13:00:00 - 04:00,17:00:00 - 04:00,10/30/16,10/30/16,False,False,False,False,68,"800 Mt. Orab Pk., Georgetown, OH 45121","Administration Building, Ste 111",01:00 PM-05:00 PM,,ho27433547,false,false,,,,poll10555925
ocd-division/country:us/state:oh/county:brown,http://www.electionsonthe.net/Oh/Brown/,Brown County,County Administration Building,800 Mt. Orab Pk.,"Administration Building, Ste 111",Georgetown,OH,45121,08:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16,False,False,False,False,69,"800 Mt. Orab Pk., Georgetown, OH 45121","Administration Building, Ste 111",08:00 AM-07:00 PM,,ho27433547,false,false,,,,poll10555925
ocd-division/country:us/state:oh/county:brown,http://www.electionsonthe.net/Oh/Brown/,Brown County,County Administration Building,800 Mt. Orab Pk.,"Administration Building, Ste 111",Georgetown,OH,45121,08:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16,False,False,False,False,70,"800 Mt. Orab Pk., Georgetown, OH 45121","Administration Building, Ste 111",08:00 AM-04:00 PM,,ho27433547,false,false,,,,poll10555925
ocd-division/country:us/state:oh/county:brown,http://www.electionsonthe.net/Oh/Brown/,Brown County,County Administration Building,800 Mt. Orab Pk.,"Administration Building, Ste 111",Georgetown,OH,45121,13:00:00 - 05:00,17:00:00 - 05:00,11/6/16,11/6/16,False,False,False,False,71,"800 Mt. Orab Pk., Georgetown, OH 45121","Administration Building, Ste 111",01:00 PM-05:00 PM,,ho27433547,false,false,,,,poll10555925
ocd-division/country:us/state:oh/county:brown,http://www.electionsonthe.net/Oh/Brown/,Brown County,County Administration Building,800 Mt. Orab Pk.,"Administration Building, Ste 111",Georgetown,OH,45121,08:00:00 - 05:00,14:00:00 - 05:00,11/7/16,11/7/16,False,False,False,False,72,"800 Mt. Orab Pk., Georgetown, OH 45121","Administration Building, Ste 111",08:00 AM-02:00 PM,,ho27433547,false,false,,,,poll10555925
