office-name,ocd_division,directions,precinct_name,loc_name,street,city,state,zip_code,start_time,end_time,notes,index,name,address_line,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Nueces County,ocd-division/country:us/state:tx/county:nueces,,,Schlitterbahn,14353 Commodores Dr., Corpus Christi,TX,78418,07:00:00 - 06:00,19:00:00 - 06:00,http://www.co.nueces.tx.us/countyclerk/elections/clerks/01%20-%20ELECTION%20INFORMATION/10%20-%20Election%20Day%20Vote%20Center%20Locations%20(Updated).pdf,76,Schlitterbahn,"14353 Commodores Dr., Corpus Christi, TX, 78418",07:00 AM-07:00 PM,,ho67800989,false,false,,,,poll15249504
Nueces County,ocd-division/country:us/state:tx/county:nueces,,,Scott Vetters Scout Hut,3221 McKinzie Rd., Corpus Christi,TX,78410,07:00:00 - 06:00,19:00:00 - 06:00,http://www.co.nueces.tx.us/countyclerk/elections/clerks/01%20-%20ELECTION%20INFORMATION/10%20-%20Election%20Day%20Vote%20Center%20Locations%20(Updated).pdf,77,Scott Vetters Scout Hut,"3221 McKinzie Rd., Corpus Christi, TX, 78410",07:00 AM-07:00 PM,,ho69257527,false,false,,,,poll6205420
Nueces County,ocd-division/country:us/state:tx/county:nueces,,,Smith Elementary,6902 Williams Dr., Corpus Christi,TX,78412,07:00:00 - 06:00,19:00:00 - 06:00,http://www.co.nueces.tx.us/countyclerk/elections/clerks/01%20-%20ELECTION%20INFORMATION/10%20-%20Election%20Day%20Vote%20Center%20Locations%20(Updated).pdf,78,Smith Elementary,"6902 Williams Dr., Corpus Christi, TX, 78412",07:00 AM-07:00 PM,,ho31373444,false,false,,,,poll72944971
Nueces County,ocd-division/country:us/state:tx/county:nueces,,,South Park Middle School,3001 McArdle St., Corpus Christi,TX,78415,07:00:00 - 06:00,19:00:00 - 06:00,http://www.co.nueces.tx.us/countyclerk/elections/clerks/01%20-%20ELECTION%20INFORMATION/10%20-%20Election%20Day%20Vote%20Center%20Locations%20(Updated).pdf,79,South Park Middle School,"3001 McArdle St., Corpus Christi, TX, 78415",07:00 AM-07:00 PM,,ho2218722,false,false,,,,poll72397181
Nueces County,ocd-division/country:us/state:tx/county:nueces,,,St. Anthony Violet Catholic Church,3918 Cnty. Rd. 61,ROBSTOWN,TX,78380,07:00:00 - 06:00,19:00:00 - 06:00,http://www.co.nueces.tx.us/countyclerk/elections/clerks/01%20-%20ELECTION%20INFORMATION/10%20-%20Election%20Day%20Vote%20Center%20Locations%20(Updated).pdf,80,St. Anthony Violet Catholic Church,"3918 Cnty. Rd. 61, ROBSTOWN, TX, 78380",07:00 AM-07:00 PM,,ho74697713,false,false,,,,poll74331786
Nueces County,ocd-division/country:us/state:tx/county:nueces,,,T.G. Allen Elementary,1414 18th. St., Corpus Christi,TX,78404,07:00:00 - 06:00,19:00:00 - 06:00,http://www.co.nueces.tx.us/countyclerk/elections/clerks/01%20-%20ELECTION%20INFORMATION/10%20-%20Election%20Day%20Vote%20Center%20Locations%20(Updated).pdf,81,T.G. Allen Elementary,"1414 18th. St., Corpus Christi, TX, 78404",07:00 AM-07:00 PM,,ho88177703,false,false,,,,poll57841106
Nueces County,ocd-division/country:us/state:tx/county:nueces,,,The People's Baptist Church,1355 FM 665, Corpus Christi,TX,78415,07:00:00 - 06:00,19:00:00 - 06:00,http://www.co.nueces.tx.us/countyclerk/elections/clerks/01%20-%20ELECTION%20INFORMATION/10%20-%20Election%20Day%20Vote%20Center%20Locations%20(Updated).pdf,82,The People'S Baptist Church,"1355 FM 665, Corpus Christi, TX, 78415",07:00 AM-07:00 PM,,ho37018043,false,false,,,,poll73242949
Nueces County,ocd-division/country:us/state:tx/county:nueces,,,Tom Browne Middle School,4301 Schanen Blvd., Corpus Christi,TX,78413,07:00:00 - 06:00,19:00:00 - 06:00,http://www.co.nueces.tx.us/countyclerk/elections/clerks/01%20-%20ELECTION%20INFORMATION/10%20-%20Election%20Day%20Vote%20Center%20Locations%20(Updated).pdf,83,Tom Browne Middle School,"4301 Schanen Blvd., Corpus Christi, TX, 78413",07:00 AM-07:00 PM,,ho53785940,false,false,,,,poll38912464
Nueces County,ocd-division/country:us/state:tx/county:nueces,,,Travis Elementary,3210 Churchill Dr., Corpus Christi,TX,78415,07:00:00 - 06:00,19:00:00 - 06:00,http://www.co.nueces.tx.us/countyclerk/elections/clerks/01%20-%20ELECTION%20INFORMATION/10%20-%20Election%20Day%20Vote%20Center%20Locations%20(Updated).pdf,84,Travis Elementary,"3210 Churchill Dr., Corpus Christi, TX, 78415",07:00 AM-07:00 PM,,ho66366997,false,false,,,,poll38999147
Nueces County,ocd-division/country:us/state:tx/county:nueces,,,Tuloso-Midway High School,2653 McKinzie Rd., Corpus Christi,TX,78410,07:00:00 - 06:00,19:00:00 - 06:00,http://www.co.nueces.tx.us/countyclerk/elections/clerks/01%20-%20ELECTION%20INFORMATION/10%20-%20Election%20Day%20Vote%20Center%20Locations%20(Updated).pdf,85,Tuloso-Midway High School,"2653 McKinzie Rd., Corpus Christi, TX, 78410",07:00 AM-07:00 PM,,ho84566681,false,false,,,,poll94121626
Nueces County,ocd-division/country:us/state:tx/county:nueces,,,Tuloso-Midway Middle School,9768 La Branch St., Corpus Christi,TX,78410,07:00:00 - 06:00,19:00:00 - 06:00,http://www.co.nueces.tx.us/countyclerk/elections/clerks/01%20-%20ELECTION%20INFORMATION/10%20-%20Election%20Day%20Vote%20Center%20Locations%20(Updated).pdf,86,Tuloso-Midway Middle School,"9768 La Branch St., Corpus Christi, TX, 78410",07:00 AM-07:00 PM,,ho97519032,false,false,,,,poll52817135
Nueces County,ocd-division/country:us/state:tx/county:nueces,,,Valencia Hall,6110 Ayers St., Corpus Christi,TX,78415,07:00:00 - 06:00,19:00:00 - 06:00,http://www.co.nueces.tx.us/countyclerk/elections/clerks/01%20-%20ELECTION%20INFORMATION/10%20-%20Election%20Day%20Vote%20Center%20Locations%20(Updated).pdf,87,Valencia Hall,"6110 Ayers St., Corpus Christi, TX, 78415",07:00 AM-07:00 PM,,ho24259072,false,false,,,,poll41664032
Nueces County,ocd-division/country:us/state:tx/county:nueces,,,Veterans Memorial High School,3750 Cimarron, Corpus Christi,TX,78414,07:00:00 - 06:00,19:00:00 - 06:00,http://www.co.nueces.tx.us/countyclerk/elections/clerks/01%20-%20ELECTION%20INFORMATION/10%20-%20Election%20Day%20Vote%20Center%20Locations%20(Updated).pdf,88,Veterans Memorial High School,"3750 Cimarron, Corpus Christi, TX, 78414",07:00 AM-07:00 PM,,ho47179600,false,false,,,,poll74567684
Nueces County,ocd-division/country:us/state:tx/county:nueces,,,Villa of Corpus Christi ÛÒ South,4834 Yorktown Blvd., Corpus Christi,TX,78413,07:00:00 - 06:00,19:00:00 - 06:00,http://www.co.nueces.tx.us/countyclerk/elections/clerks/01%20-%20ELECTION%20INFORMATION/10%20-%20Election%20Day%20Vote%20Center%20Locations%20(Updated).pdf,89,Villa Of Corpus Christi Ûò South,"4834 Yorktown Blvd., Corpus Christi, TX, 78413",07:00 AM-07:00 PM,,ho37110900,false,false,,,,poll1497052
Nueces County,ocd-division/country:us/state:tx/county:nueces,,,West Oso Junior High School,5202 Bear Lane, Corpus Christi,TX,78405,07:00:00 - 06:00,19:00:00 - 06:00,http://www.co.nueces.tx.us/countyclerk/elections/clerks/01%20-%20ELECTION%20INFORMATION/10%20-%20Election%20Day%20Vote%20Center%20Locations%20(Updated).pdf,90,West Oso Junior High School,"5202 Bear Lane, Corpus Christi, TX, 78405",07:00 AM-07:00 PM,,ho35739151,false,false,,,,poll51039093
Nueces County,ocd-division/country:us/state:tx/county:nueces,,,Windsor Park Athena School,4525 S. Alameda St., Corpus Christi,TX,78412,07:00:00 - 06:00,19:00:00 - 06:00,http://www.co.nueces.tx.us/countyclerk/elections/clerks/01%20-%20ELECTION%20INFORMATION/10%20-%20Election%20Day%20Vote%20Center%20Locations%20(Updated).pdf,91,Windsor Park Athena School,"4525 S. Alameda St., Corpus Christi, TX, 78412",07:00 AM-07:00 PM,,ho34834881,false,false,,,,poll55205212
Nueces County,ocd-division/country:us/state:tx/county:nueces,,,Woodlawn Elementary,1110 Woodlawn Dr., Corpus Christi,TX,78412,07:00:00 - 06:00,19:00:00 - 06:00,http://www.co.nueces.tx.us/countyclerk/elections/clerks/01%20-%20ELECTION%20INFORMATION/10%20-%20Election%20Day%20Vote%20Center%20Locations%20(Updated).pdf,92,Woodlawn Elementary,"1110 Woodlawn Dr., Corpus Christi, TX, 78412",07:00 AM-07:00 PM,,ho75072163,false,false,,,,poll95446745
Nueces County,ocd-division/country:us/state:tx/county:nueces,,,Yeager Elementary,5414 Tripoli Dr., Corpus Christi,TX,78411,07:00:00 - 06:00,19:00:00 - 06:00,http://www.co.nueces.tx.us/countyclerk/elections/clerks/01%20-%20ELECTION%20INFORMATION/10%20-%20Election%20Day%20Vote%20Center%20Locations%20(Updated).pdf,93,Yeager Elementary,"5414 Tripoli Dr., Corpus Christi, TX, 78411",07:00 AM-07:00 PM,,ho62064340,false,false,,,,poll52570865
Nueces County,ocd-division/country:us/state:tx/county:nueces,,,Zavala Senior Center,510 Osage St, Corpus Christi,TX,78405,07:00:00 - 06:00,19:00:00 - 06:00,http://www.co.nueces.tx.us/countyclerk/elections/clerks/01%20-%20ELECTION%20INFORMATION/10%20-%20Election%20Day%20Vote%20Center%20Locations%20(Updated).pdf,94,Zavala Senior Center,"510 Osage St, Corpus Christi, TX, 78405",07:00 AM-07:00 PM,,ho14022491,false,false,,,,poll55887176
