loc_name,adr_1,adr_2,adr_3,city,state,zip,dirs,county,services,start_date,end_date,start_time,end_time,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Prowers County Courthouse,301 S Main St Ste 210 Lamar 81052,,,Lamar,CO,81052.0,,Prowers,VSPC,10/29/16,10/29/16,08:00:00-6:00,12:00:00-6:00,701,"301 S Main St Ste 210 Lamar 81052, Lamar, CO 81052",,08:00 AM - 12:00 PM,,ho86738656,false,true,,,,poll76592843
Prowers County Courthouse,301 S Main St Ste 210 Lamar 81052,,,Lamar,CO,81052.0,,Prowers,VSPC,10/31/16,11/4/16,08:30:00-6:00,16:30:00-6:00,702,"301 S Main St Ste 210 Lamar 81052, Lamar, CO 81052",,08:30 AM - 04:30 PM,,ho86738656,false,true,,,,poll76592843
Prowers County Courthouse,301 S Main St Ste 210 Lamar 81052,,,Lamar,CO,81052.0,,Prowers,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00,703,"301 S Main St Ste 210 Lamar 81052, Lamar, CO 81052",,08:00 AM - 12:00 PM,,ho86738656,false,true,,,,poll76592843
Prowers County Courthouse,301 S Main St Ste 210 Lamar 81052,,,Lamar,CO,81052.0,,Prowers,VSPC,11/7/16,11/7/16,08:30:00-7:00,16:30:00-7:00,704,"301 S Main St Ste 210 Lamar 81052, Lamar, CO 81052",,08:30 AM - 04:30 PM,,ho86738656,false,true,,,,poll76592843
Pueblo County Election Department,720 N Main St Ste 200 ,,,Pueblo,CO,81003.0,,Pueblo ,VSPC,10/24/16,10/28/16,08:00:00-6:00,16:30:00-6:00,705,"720 N Main St Ste 200, Pueblo, CO 81003",,08:00 AM - 04:30 PM,,ho31814228,false,true,,,,poll45650143
Pueblo County Election Department,720 N Main St Ste 200 ,,,Pueblo,CO,81003.0,,Pueblo ,VSPC,10/29/16,10/29/16,10:00:00-6:00,14:00:00-6:00,706,"720 N Main St Ste 200, Pueblo, CO 81003",,10:00 AM - 02:00 PM,,ho31814228,false,true,,,,poll45650143
Pueblo County Election Department,720 N Main St Ste 200 ,,,Pueblo,CO,81003.0,,Pueblo ,VSPC,10/31/16,11/4/16,08:00:00-6:00,16:30:00-6:00,707,"720 N Main St Ste 200, Pueblo, CO 81003",,08:00 AM - 04:30 PM,,ho31814228,false,true,,,,poll45650143
Pueblo County Election Department,720 N Main St Ste 200 ,,,Pueblo,CO,81003.0,,Pueblo ,VSPC,11/5/16,11/5/16,08:00:00-6:00,14:00:00-6:00,708,"720 N Main St Ste 200, Pueblo, CO 81003",,08:00 AM - 02:00 PM,,ho31814228,false,true,,,,poll45650143
Pueblo County Election Department,720 N Main St Ste 200 ,,,Pueblo,CO,81003.0,,Pueblo ,VSPC,11/7/16,11/7/16,08:00:00-7:00,16:30:00-7:00,709,"720 N Main St Ste 200, Pueblo, CO 81003",,08:00 AM - 04:30 PM,,ho31814228,false,true,,,,poll45650143
Colorado State Fair Cultural Heritage Building,1001 Beulah Ave ,,,Pueblo,CO,81004.0,,Pueblo,VSPC,10/24/16,10/28/16,09:00:00-6:00,18:00:00-6:00,710,"1001 Beulah Ave, Pueblo, CO 81004",,09:00 AM - 06:00 PM,,ho91331193,false,true,,,,poll92092338
Colorado State Fair Cultural Heritage Building,1001 Beulah Ave ,,,Pueblo,CO,81004.0,,Pueblo,VSPC,10/29/16,10/29/16,10:00:00-6:00,14:00:00-6:00,711,"1001 Beulah Ave, Pueblo, CO 81004",,10:00 AM - 02:00 PM,,ho91331193,false,true,,,,poll92092338
Colorado State Fair Cultural Heritage Building,1001 Beulah Ave ,,,Pueblo,CO,81004.0,,Pueblo,VSPC,10/31/16,11/4/16,09:00:00-6:00,18:00:00-6:00,712,"1001 Beulah Ave, Pueblo, CO 81004",,09:00 AM - 06:00 PM,,ho91331193,false,true,,,,poll92092338
Colorado State Fair Cultural Heritage Building,1001 Beulah Ave ,,,Pueblo,CO,81004.0,,Pueblo,VSPC,11/5/16,11/5/16,09:00:00-6:00,18:00:00-6:00,713,"1001 Beulah Ave, Pueblo, CO 81004",,09:00 AM - 06:00 PM,,ho91331193,false,true,,,,poll92092338
Colorado State Fair Cultural Heritage Building,1001 Beulah Ave ,,,Pueblo,CO,81004.0,,Pueblo,VSPC,11/7/16,11/7/16,09:00:00-7:00,18:00:00-7:00,714,"1001 Beulah Ave, Pueblo, CO 81004",,09:00 AM - 06:00 PM,,ho91331193,false,true,,,,poll92092338
Pueblo West Library,298 S Joe Martinez Blvd,,,Pueblo West ,CO,81007.0,,Pueblo,VSPC,10/24/16,10/28/16,09:00:00-6:00,18:00:00-6:00,715,"298 S Joe Martinez Blvd, Pueblo West, CO 81007",,09:00 AM - 06:00 PM,,ho77743997,false,true,,,,poll34493619
Pueblo West Library,298 S Joe Martinez Blvd,,,Pueblo West,CO,81007.0,,Pueblo,VSPC,10/29/16,10/29/16,10:00:00-6:00,14:00:00-6:00,716,"298 S Joe Martinez Blvd, Pueblo West, CO 81007",,10:00 AM - 02:00 PM,,ho77743997,false,true,,,,poll34493619
Pueblo West Library,298 S Joe Martinez Blvd,,,Pueblo West,CO,81007.0,,Pueblo,VSPC,10/31/16,11/4/16,09:00:00-6:00,18:00:00-6:00,717,"298 S Joe Martinez Blvd, Pueblo West, CO 81007",,09:00 AM - 06:00 PM,,ho77743997,false,true,,,,poll34493619
Pueblo West Library,298 S Joe Martinez Blvd,,,Pueblo West,CO,81007.0,,Pueblo,VSPC,11/5/16,11/5/16,09:00:00-6:00,18:00:00-6:00,718,"298 S Joe Martinez Blvd, Pueblo West, CO 81007",,09:00 AM - 06:00 PM,,ho77743997,false,true,,,,poll34493619
Pueblo West Library,298 S Joe Martinez Blvd,,,Pueblo West,CO,81007.0,,Pueblo,VSPC,11/7/16,11/7/16,09:00:00-7:00,18:00:00-7:00,719,"298 S Joe Martinez Blvd, Pueblo West, CO 81007",,09:00 AM - 06:00 PM,,ho77743997,false,true,,,,poll34493619
Barkman Library,1300 Jerry Murphy Rd,,,Pueblo,CO,81001.0,,Pueblo,VSPC,11/4/16,11/5/16,09:00:00-6:00,18:00:00-6:00,720,"1300 Jerry Murphy Rd, Pueblo, CO 81001",,09:00 AM - 06:00 PM,,ho54432910,false,true,,,,poll91787213
Barkman Library,1300 Jerry Murphy Rd,,,Pueblo,CO,81001.0,,Pueblo,VSPC,11/7/16,11/7/16,09:00:00-7:00,18:00:00-7:00,721,"1300 Jerry Murphy Rd, Pueblo, CO 81001",,09:00 AM - 06:00 PM,,ho54432910,false,true,,,,poll91787213
Tom L. & Anna Marie Giodone Library,24655 US Hwy 50,,,Pueblo,CO,81006.0,,Pueblo,VSPC,11/4/16,11/5/16,09:00:00-6:00,18:00:00-6:00,722,"24655 US Hwy 50, Pueblo, CO 81006",,09:00 AM - 06:00 PM,,ho60385706,false,true,,,,poll98796056
Tom L. & Anna Marie Giodone Library,24655 US Hwy 50,,,Pueblo,CO,81006.0,,Pueblo,VSPC,11/7/16,11/7/16,09:00:00-7:00,18:00:00-7:00,723,"24655 US Hwy 50, Pueblo, CO 81006",,09:00 AM - 06:00 PM,,ho60385706,false,true,,,,poll98796056
Colorado City Metropolitan District,4497 Bent Brothers Blvd ,,,Pueblo,CO,81019.0,,Pueblo,VSPC,11/4/16,11/5/16,08:00:00-6:00,16:30:00-6:00,724,"4497 Bent Brothers Blvd, Pueblo, CO 81019",,08:00 AM - 04:30 PM,,ho86716479,false,true,,,,poll56242137
Colorado City Metropolitan District,4497 Bent Brothers Blvd,,,Pueblo,CO,81019.0,,Pueblo,VSPC,11/7/16,11/7/16,08:00:00-7:00,16:30:00-7:00,725,"4497 Bent Brothers Blvd, Pueblo, CO 81019",,08:00 AM - 04:30 PM,,ho86716479,false,true,,,,poll56242137
Rio Blanco County Clerk,1032 Jennifer Drive,,,Meeker,CO,81641.0,,Rio Blanco ,VSPC,10/24/16,10/28/16,08:30:00-6:00,16:30:00-6:00,726,"1032 Jennifer Drive, Meeker, CO 81641",,08:30 AM - 04:30 PM,,ho33570466,false,true,,,,poll64037064
Rio Blanco County Clerk,1032 Jennifer Drive,,,Meeker,CO,81641.0,,Rio Blanco ,VSPC,10/29/16,10/29/16,08:00:00-6:00,12:00:00-6:00,727,"1032 Jennifer Drive, Meeker, CO 81641",,08:00 AM - 12:00 PM,,ho33570466,false,true,,,,poll64037064
Rio Blanco County Clerk,1032 Jennifer Drive,,,Meeker,CO,81641.0,,Rio Blanco ,VSPC,10/31/16,11/4/16,08:30:00-6:00,16:30:00-6:00,728,"1032 Jennifer Drive, Meeker, CO 81641",,08:30 AM - 04:30 PM,,ho33570466,false,true,,,,poll64037064
Rio Blanco County Clerk,1032 Jennifer Drive,,,Meeker,CO,81641.0,,Rio Blanco ,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00,729,"1032 Jennifer Drive, Meeker, CO 81641",,08:00 AM - 12:00 PM,,ho33570466,false,true,,,,poll64037064
Rio Blanco County Clerk,1032 Jennifer Drive,,,Meeker,CO,81641.0,,Rio Blanco ,VSPC,11/7/16,11/7/16,08:30:00-7:00,16:30:00-7:00,730,"1032 Jennifer Drive, Meeker, CO 81641",,08:30 AM - 04:30 PM,,ho33570466,false,true,,,,poll64037064
Rio Blanco County Western Annex,17497 Hwy 64,,,Rangely ,CO,81648.0,,Rio Blanco ,VSPC,11/3/16,11/4/16,08:30:00-6:00,16:30:00-6:00,731,"17497 Hwy 64, Rangely, CO 81648",,08:30 AM - 04:30 PM,,ho85564389,false,true,,,,poll89583177
Rio Blanco County Western Annex,17497 Hwy 64,,,Rangely ,CO,81648.0,,Rio Blanco ,VSPC,11/7/16,11/7/16,08:30:00-7:00,16:30:00-7:00,732,"17497 Hwy 64, Rangely, CO 81648",,08:30 AM - 04:30 PM,,ho85564389,false,true,,,,poll89583177
Rio Grande County Annex,965 Sixth Street ,,,Del Norte ,CO,81132.0,,Rio Grande ,VSPC,10/24/16,10/28/16,08:00:00-6:00,16:00:00-6:00,733,"965 Sixth Street, Del Norte, CO 81132",,08:00 AM - 04:00 PM,,ho23439919,false,true,,,,poll57049059
Rio Grande County Annex,965 Sixth Street ,,,Del Norte ,CO,81132.0,,Rio Grande ,VSPC,10/29/16,10/29/16,08:00:00-6:00,12:00:00-6:00,734,"965 Sixth Street, Del Norte, CO 81132",,08:00 AM - 12:00 PM,,ho23439919,false,true,,,,poll57049059
Rio Grande County Annex,965 Sixth Street ,,,Del Norte ,CO,81132.0,,Rio Grande ,VSPC,10/31/16,11/4/16,08:00:00-6:00,16:00:00-6:00,735,"965 Sixth Street, Del Norte, CO 81132",,08:00 AM - 04:00 PM,,ho23439919,false,true,,,,poll57049059
Rio Grande County Annex,965 Sixth Street ,,,Del Norte ,CO,81132.0,,Rio Grande ,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00,736,"965 Sixth Street, Del Norte, CO 81132",,08:00 AM - 12:00 PM,,ho23439919,false,true,,,,poll57049059
Rio Grande County Annex,965 Sixth Street ,,,Del Norte ,CO,81132.0,,Rio Grande ,VSPC,11/7/16,11/7/16,08:00:00-7:00,16:00:00-7:00,737,"965 Sixth Street, Del Norte, CO 81132",,08:00 AM - 04:00 PM,,ho23439919,false,true,,,,poll57049059
"Routt County Courthouse Annex, Trout Creek Room",136 6th St ,,,Steamboat Springs ,CO,80487.0,,Routt,VSPC,10/24/16,10/28/16,08:00:00-6:00,16:30:00-6:00,738,"136 6th St, Steamboat Springs, CO 80487",,08:00 AM - 04:30 PM,,ho20983828,false,true,,,,poll44859783
"Routt County Courthouse Annex, Trout Creek Room",136 6th St ,,,Steamboat Springs ,CO,80487.0,,Routt,VSPC,10/29/16,10/29/16,10:00:00-6:00,16:00:00-6:00,739,"136 6th St, Steamboat Springs, CO 80487",,10:00 AM - 04:00 PM,,ho20983828,false,true,,,,poll44859783
"Routt County Courthouse Annex, Trout Creek Room",136 6th St ,,,Steamboat Springs ,CO,80487.0,,Routt,VSPC,10/31/16,11/4/16,08:00:00-6:00,16:30:00-6:00,740,"136 6th St, Steamboat Springs, CO 80487",,08:00 AM - 04:30 PM,,ho20983828,false,true,,,,poll44859783
"Routt County Courthouse Annex, Trout Creek Room",136 6th St ,,,Steamboat Springs ,CO,80487.0,,Routt,VSPC,11/5/16,11/5/16,10:00:00-6:00,16:00:00-6:00,741,"136 6th St, Steamboat Springs, CO 80487",,10:00 AM - 04:00 PM,,ho20983828,false,true,,,,poll44859783
"Routt County Courthouse Annex, Trout Creek Room",136 6th St ,,,Steamboat Springs ,CO,80487.0,,Routt,VSPC,11/7/16,11/7/16,08:00:00-7:00,16:30:00-7:00,742,"136 6th St, Steamboat Springs, CO 80487",,08:00 AM - 04:30 PM,,ho20983828,false,true,,,,poll44859783
Saguache County Courthouse,501 4th Street,,,Saguache ,CO,81149.0,,Saguache,VSPC,10/24/16,10/28/16,08:00:00-6:00,16:00:00-6:00,743,"501 4th Street, Saguache, CO 81149",,08:00 AM - 04:00 PM,,ho65038544,false,true,,,,poll37602447
Saguache County Courthouse,501 4th Street,,,Saguache ,CO,81149.0,,Saguache,VSPC,10/29/16,10/29/16,07:00:00-6:00,11:00:00-6:00,744,"501 4th Street, Saguache, CO 81149",,07:00 AM - 11:00 AM,,ho65038544,false,true,,,,poll37602447
Saguache County Courthouse,501 4th Street,,,Saguache ,CO,81149.0,,Saguache,VSPC,10/31/16,11/4/16,08:00:00-6:00,16:00:00-6:00,745,"501 4th Street, Saguache, CO 81149",,08:00 AM - 04:00 PM,,ho65038544,false,true,,,,poll37602447
Saguache County Courthouse,501 4th Street,,,Saguache ,CO,81149.0,,Saguache,VSPC,11/5/16,11/5/16,07:00:00-6:00,11:00:00-6:00,746,"501 4th Street, Saguache, CO 81149",,07:00 AM - 11:00 AM,,ho65038544,false,true,,,,poll37602447
Saguache County Courthouse,501 4th Street,,,Saguache ,CO,81149.0,,Saguache,VSPC,11/7/16,11/7/16,08:00:00-7:00,16:00:00-7:00,747,"501 4th Street, Saguache, CO 81149",,08:00 AM - 04:00 PM,,ho65038544,false,true,,,,poll37602447
San Juan County Courthouse,1557 Greene Street,,,Silverton,CO,81433.0,,San Juan,VSPC,10/17/16,10/21/16,08:00:00-6:00,16:00:00-6:00,748,"1557 Greene Street, Silverton, CO 81433",,08:00 AM - 04:00 PM,,ho20476180,false,true,,,,poll59268607
San Juan County Courthouse,1557 Greene Street,,,Silverton,CO,81433.0,,San Juan,VSPC,10/24/16,10/28/16,08:00:00-6:00,16:00:00-6:00,749,"1557 Greene Street, Silverton, CO 81433",,08:00 AM - 04:00 PM,,ho20476180,false,true,,,,poll59268607
San Juan County Courthouse,1557 Greene Street,,,Silverton,CO,81433.0,,San Juan,VSPC,10/29/16,10/29/16,10:00:00-6:00,14:00:00-6:00,750,"1557 Greene Street, Silverton, CO 81433",,10:00 AM - 02:00 PM,,ho20476180,false,true,,,,poll59268607
San Juan County Courthouse,1557 Greene Street,,,Silverton,CO,81433.0,,San Juan,VSPC,10/31/16,11/4/16,08:00:00-6:00,16:00:00-6:00,751,"1557 Greene Street, Silverton, CO 81433",,08:00 AM - 04:00 PM,,ho20476180,false,true,,,,poll59268607
San Juan County Courthouse,1557 Greene Street,,,Silverton,CO,81433.0,,San Juan,VSPC,11/5/16,11/5/16,10:00:00-6:00,14:00:00-6:00,752,"1557 Greene Street, Silverton, CO 81433",,10:00 AM - 02:00 PM,,ho20476180,false,true,,,,poll59268607
San Juan County Courthouse,1557 Greene Street,,,Silverton,CO,81433.0,,San Juan,VSPC,11/7/16,11/7/16,08:00:00-7:00,16:00:00-7:00,753,"1557 Greene Street, Silverton, CO 81433",,08:00 AM - 04:00 PM,,ho20476180,false,true,,,,poll59268607
San Miguel County Courthouse,305 West Colorado,,,Telluride ,CO,81435.0,,San Miguel,VSPC,10/24/16,10/28/16,08:15:00-6:00,16:30:00-6:00,754,"305 West Colorado, Telluride, CO 81435",,08:15 AM - 04:30 PM,,ho73992873,false,true,,,,poll76529795
San Miguel County Courthouse,305 West Colorado,,,Telluride ,CO,81435.0,,San Miguel,VSPC,10/31/16,10/4/16,08:15:00-6:00,16:30:00-6:00,755,"305 West Colorado, Telluride, CO 81435",,08:15 AM - 04:30 PM,,ho73992873,false,true,,,,poll76529795
San Miguel County Courthouse,305 West Colorado,,,Telluride ,CO,81435.0,,San Miguel,VSPC,11/7/16,11/7/16,08:15:00-7:00,16:30:00-7:00,756,"305 West Colorado, Telluride, CO 81435",,08:15 AM - 04:30 PM,,ho73992873,false,true,,,,poll76529795
Fruen Building aka County Annex,335 West Colorado,,,Telluride ,CO,81435.0,,San Miguel,VSPC,10/22/16,10/22/16,09:00:00-6:00,13:00:00-6:00,757,"335 West Colorado, Telluride, CO 81435",,09:00 AM - 01:00 PM,,ho73847036,false,true,,,,poll69152569
Fruen Building aka County Annex,335 West Colorado,,,Telluride ,CO,81435.0,,San Miguel,VSPC,10/24/16,10/28/16,08:30:00-6:00,16:30:00-6:00,758,"335 West Colorado, Telluride, CO 81435",,08:30 AM - 04:30 PM,,ho73847036,false,true,,,,poll69152569
Fruen Building aka County Annex,335 West Colorado,,,Telluride ,CO,81435.0,,San Miguel,VSPC,10/29/16,10/29/16,09:00:00-6:00,13:00:00-6:00,759,"335 West Colorado, Telluride, CO 81435",,09:00 AM - 01:00 PM,,ho73847036,false,true,,,,poll69152569
Fruen Building aka County Annex,335 West Colorado,,,Telluride ,CO,81435.0,,San Miguel,VSPC,10/31/16,11/4/16,08:30:00-6:00,16:30:00-6:00,760,"335 West Colorado, Telluride, CO 81435",,08:30 AM - 04:30 PM,,ho73847036,false,true,,,,poll69152569
Fruen Building aka County Annex,335 West Colorado,,,Telluride ,CO,81435.0,,San Miguel,VSPC,11/7/16,11/7/16,08:30:00-7:00,16:30:00-7:00,761,"335 West Colorado, Telluride, CO 81435",,08:30 AM - 04:30 PM,,ho73847036,false,true,,,,poll69152569
Sedgwick County Courthouse,315 Cedar St ,,,Julesburg,CO,80737.0,,Sedgewick,VSPC,10/24/16,10/28/16,08:00:00-6:00,16:00:00-6:00,762,"315 Cedar St, Julesburg, CO 80737",,08:00 AM - 04:00 PM,,ho98808343,false,true,,,,poll63941820
Sedgwick County Courthouse,315 Cedar St ,,,Julesburg,CO,80737.0,,Sedgewick,VSPC,10/29/16,10/29/16,08:00:00-6:00,12:00:00-6:00,763,"315 Cedar St, Julesburg, CO 80737",,08:00 AM - 12:00 PM,,ho98808343,false,true,,,,poll63941820
Sedgwick County Courthouse,315 Cedar St ,,,Julesburg,CO,80737.0,,Sedgewick,VSPC,10/31/16,11/4/16,08:00:00-6:00,16:00:00-6:00,764,"315 Cedar St, Julesburg, CO 80737",,08:00 AM - 04:00 PM,,ho98808343,false,true,,,,poll63941820
Sedgwick County Courthouse,315 Cedar St ,,,Julesburg,CO,80737.0,,Sedgewick,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00,765,"315 Cedar St, Julesburg, CO 80737",,08:00 AM - 12:00 PM,,ho98808343,false,true,,,,poll63941820
Sedgwick County Courthouse,315 Cedar St ,,,Julesburg,CO,80737.0,,Sedgewick,VSPC,11/7/16,11/7/16,08:00:00-7:00,16:00:00-7:00,766,"315 Cedar St, Julesburg, CO 80737",,08:00 AM - 04:00 PM,,ho98808343,false,true,,,,poll63941820
Old Courthouse,208 E Lincoln Ave,,,Breckenridge,CO,80424.0,,Summit,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00,767,"208 E Lincoln Ave, Breckenridge, CO 80424",,08:00 AM - 05:00 PM,,ho27855809,false,true,,,,poll1296449
Old Courthouse,208 E Lincoln Ave,,,Breckenridge,CO,80424.0,,Summit,VSPC,10/29/16,10/29/16,08:00:00-6:00,12:00:00-6:00,768,"208 E Lincoln Ave, Breckenridge, CO 80424",,08:00 AM - 12:00 PM,,ho27855809,false,true,,,,poll1296449
Old Courthouse,208 E Lincoln Ave,,,Breckenridge,CO,80424.0,,Summit,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00,769,"208 E Lincoln Ave, Breckenridge, CO 80424",,08:00 AM - 05:00 PM,,ho27855809,false,true,,,,poll1296449
Old Courthouse,208 E Lincoln Ave,,,Breckenridge,CO,80424.0,,Summit,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00,770,"208 E Lincoln Ave, Breckenridge, CO 80424",,08:00 AM - 12:00 PM,,ho27855809,false,true,,,,poll1296449
Old Courthouse,208 E Lincoln Ave,,,Breckenridge,CO,80424.0,,Summit,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00,771,"208 E Lincoln Ave, Breckenridge, CO 80424",,08:00 AM - 05:00 PM,,ho27855809,false,true,,,,poll1296449
Woodland Park Public Library,208 E Midland Ave,,,Woodland Park ,CO,80863.0,,Teller,VSPC,10/24/16,10/28/16,09:00:00-6:00,17:00:00-6:00,772,"208 E Midland Ave, Woodland Park, CO 80863",,09:00 AM - 05:00 PM,,ho38969500,false,true,,,,poll57709979
Woodland Park Public Library,208 E Midland Ave,,,Woodland Park ,CO,80863.0,,Teller,VSPC,10/29/16,10/29/16,09:00:00-6:00,13:00:00-6:00,773,"208 E Midland Ave, Woodland Park, CO 80863",,09:00 AM - 01:00 PM,,ho38969500,false,true,,,,poll57709979
Woodland Park Public Library,208 E Midland Ave,,,Woodland Park ,CO,80863.0,,Teller,VSPC,10/31/16,11/4/16,09:00:00-6:00,17:00:00-6:00,774,"208 E Midland Ave, Woodland Park, CO 80863",,09:00 AM - 05:00 PM,,ho38969500,false,true,,,,poll57709979
Woodland Park Public Library,208 E Midland Ave,,,Woodland Park ,CO,80863.0,,Teller,VSPC,11/5/16,11/5/16,09:00:00-6:00,13:00:00-6:00,775,"208 E Midland Ave, Woodland Park, CO 80863",,09:00 AM - 01:00 PM,,ho38969500,false,true,,,,poll57709979
Woodland Park Public Library,208 E Midland Ave,,,Woodland Park ,CO,80863.0,,Teller,VSPC,11/7/16,11/7/16,09:00:00-7:00,17:00:00-7:00,776,"208 E Midland Ave, Woodland Park, CO 80863",,09:00 AM - 05:00 PM,,ho38969500,false,true,,,,poll57709979
Courthouse,150 Ash Avenue ,,,Akron ,CO,80720.0,,Washington,VSPC,10/17/16,10/21/16,08:00:00-6:00,16:30:00-6:00,777,"150 Ash Avenue, Akron, CO 80720",,08:00 AM - 04:30 PM,,ho71694706,false,true,,,,poll9492729
Courthouse,150 Ash Avenue ,,,Akron ,CO,80720.0,,Washington,VSPC,10/22/16,10/22/16,08:00:00-6:00,12:00:00-6:00,778,"150 Ash Avenue, Akron, CO 80720",,08:00 AM - 12:00 PM,,ho71694706,false,true,,,,poll9492729
Courthouse,150 Ash Avenue ,,,Akron ,CO,80720.0,,Washington,VSPC,10/24/16,10/28/16,08:00:00-6:00,16:30:00-6:00,779,"150 Ash Avenue, Akron, CO 80720",,08:00 AM - 04:30 PM,,ho71694706,false,true,,,,poll9492729
Courthouse,150 Ash Avenue ,,,Akron ,CO,80720.0,,Washington,VSPC,10/29/16,10/29/16,08:00:00-6:00,12:00:00-6:00,780,"150 Ash Avenue, Akron, CO 80720",,08:00 AM - 12:00 PM,,ho71694706,false,true,,,,poll9492729
Courthouse,150 Ash Avenue ,,,Akron ,CO,80720.0,,Washington,VSPC,10/31/16,11/4/16,08:00:00-6:00,16:30:00-6:00,781,"150 Ash Avenue, Akron, CO 80720",,08:00 AM - 04:30 PM,,ho71694706,false,true,,,,poll9492729
Courthouse,150 Ash Avenue ,,,Akron ,CO,80720.0,,Washington,VSPC,11/5/16,11/5/16,08:00:00-6:00,12:00:00-6:00,782,"150 Ash Avenue, Akron, CO 80720",,08:00 AM - 12:00 PM,,ho71694706,false,true,,,,poll9492729
Courthouse,150 Ash Avenue,,,Akron ,CO,80720.0,,Washington,VSPC,11/7/16,11/7/16,08:00:00-7:00,16:30:00-7:00,783,"150 Ash Avenue, Akron, CO 80720",,08:00 AM - 04:30 PM,,ho71694706,false,true,,,,poll9492729
Weld County Training Center,1104 H Street ,1104 H Street ,,Greeley,CO,80631.0,,Weld,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00,784,"1104 H Street, Greeley, CO 80631",,08:00 AM - 05:00 PM,,ho39566403,false,true,,,,poll75170666
Weld County Training Center,1104 H Street ,1104 H Street ,,Greeley,CO,80631.0,,Weld,VSPC,10/29/16,10/29/16,10:00:00-6:00,14:00:00-6:00,785,"1104 H Street, Greeley, CO 80631",,10:00 AM - 02:00 PM,,ho39566403,false,true,,,,poll75170666
Weld County Training Center,1104 H Street ,1104 H Street ,,Greeley,CO,80631.0,,Weld,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00,786,"1104 H Street, Greeley, CO 80631",,08:00 AM - 05:00 PM,,ho39566403,false,true,,,,poll75170666
Weld County Training Center,1104 H Street,1104 H Street,,Greeley,CO,80631.0,,Weld,VSPC,11/5/16,11/5/16,10:00:00-6:00,14:00:00-6:00,787,"1104 H Street, Greeley, CO 80631",,10:00 AM - 02:00 PM,,ho39566403,false,true,,,,poll75170666
Weld County Training Center,1104 H Street,1104 H Street,,Greeley,CO,80631.0,,Weld,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00,788,"1104 H Street, Greeley, CO 80631",,08:00 AM - 05:00 PM,,ho39566403,false,true,,,,poll75170666
Southwest Weld Office (Del Camino),4209 County Road 24 1/2 ,4209 County Road 24 1/2 ,,Longmont,CO,80504.0,,Weld,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00,789,"4209 County Road 24 1/2, Longmont, CO 80504",,08:00 AM - 05:00 PM,,ho88135680,false,true,,,,poll23953029
Southwest Weld Office (Del Camino),4209 County Road 24 1/2 ,4209 County Road 24 1/2 ,,Longmont,CO,80504.0,,Weld,VSPC,10/29/16,10/29/16,10:00:00-6:00,14:00:00-6:00,790,"4209 County Road 24 1/2, Longmont, CO 80504",,10:00 AM - 02:00 PM,,ho88135680,false,true,,,,poll23953029
Southwest Weld Office (Del Camino),4209 County Road 24 1/2 ,4209 County Road 24 1/2 ,,Longmont,CO,80504.0,,Weld,VSPC,10/31/16,11/4/16,08:00:00-6:00,17:00:00-6:00,791,"4209 County Road 24 1/2, Longmont, CO 80504",,08:00 AM - 05:00 PM,,ho88135680,false,true,,,,poll23953029
Southwest Weld Office (Del Camino),4209 County Road 24 1/2 ,4209 County Road 24 1/2 ,,Longmont,CO,80504.0,,Weld,VSPC,11/5/16,11/5/16,10:00:00-6:00,14:00:00-6:00,792,"4209 County Road 24 1/2, Longmont, CO 80504",,10:00 AM - 02:00 PM,,ho88135680,false,true,,,,poll23953029
Southwest Weld Office (Del Camino),4209 County Road 24 1/2 ,4209 County Road 24 1/2 ,,Longmont,CO,80504.0,,Weld,VSPC,11/7/16,11/7/16,08:00:00-7:00,17:00:00-7:00,793,"4209 County Road 24 1/2, Longmont, CO 80504",,08:00 AM - 05:00 PM,,ho88135680,false,true,,,,poll23953029
Ft Lupton Recreation Center,203 S Harrison Avenue,,,Ft Lupton,CO,80621.0,,Weld,VSPC,10/24/16,10/28/16,08:00:00-6:00,17:00:00-6:00,794,"203 S Harrison Avenue, Ft Lupton, CO 80621",,08:00 AM - 05:00 PM,,ho89108220,false,true,,,,poll39226430
Ft Lupton Recreation Center,203 S Harrison Avenue,,,Ft Lupton,CO,80621.0,,Weld,VSPC,10/29/16,10/29/16,10:00:00-6:00,14:00:00-6:00,795,"203 S Harrison Avenue, Ft Lupton, CO 80621",,10:00 AM - 02:00 PM,,ho89108220,false,true,,,,poll39226430
