ocd_division,homepage,county,loc_name,address_one,address_two,dirs,city,state,zip,start_time,end_time,start_date,end_date,appt_1,appt_2,appt_3,subject_to_change,notes,index,name,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
ocd-division/country:us/state:il/county:kendall,http://www.co.kendall.il.us,Kendall County,Kendall County Clerk Office,111 West Fox Street,Room 103,,Yorkville,IL,60560,08:00:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,False,False,False,,,1021,Kendall County Clerk Office,"111 West Fox Street, Yorkville, IL, 60560",Room 103,08:00 AM - 07:00 PM,,ho72557714,false,true,,,,poll64049924
ocd-division/country:us/state:il/county:kendall,http://www.co.kendall.il.us,Kendall County,Kendall County Clerk Office,111 West Fox Street,Room 103,,Yorkville,IL,60560,08:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,False,False,False,,,1022,Kendall County Clerk Office,"111 West Fox Street, Yorkville, IL, 60560",Room 103,08:00 AM - 04:00 PM,,ho72557714,false,true,,,,poll64049924
ocd-division/country:us/state:il/county:kendall,http://www.co.kendall.il.us,Kendall County,Kendall County Clerk Office,111 West Fox Street,Room 103,,Yorkville,IL,60560,10:00:00 - 06:00,16:00:00 - 06:00,11/6/16,11/6/16,False,False,False,,,1023,Kendall County Clerk Office,"111 West Fox Street, Yorkville, IL, 60560",Room 103,10:00 AM - 04:00 PM,,ho72557714,false,true,,,,poll64049924
ocd-division/country:us/state:il/county:kendall,http://www.co.kendall.il.us,Kendall County,Kendall County Clerk Office,111 West Fox Street,Room 103,,Yorkville,IL,60560,08:00:00 - 06:00,19:00:00 - 06:00,11/7/16,11/7/16,False,False,False,,,1024,Kendall County Clerk Office,"111 West Fox Street, Yorkville, IL, 60560",Room 103,08:00 AM - 07:00 PM,,ho72557714,false,true,,,,poll64049924
ocd-division/country:us/state:il/county:kendall,http://www.co.kendall.il.us,Kendall County,Plano City Hall,7 N James St.,,"B&Z Entrance Door, Conference Room",Plano,IL,60545,13:00:00 - 05:00,19:00:00 - 05:00,10/17/16,10/21/16,False,False,False,,,1025,Plano City Hall,"7 N James St., Plano, IL, 60545","B&Z Entrance Door, Conference Room",01:00 PM - 07:00 PM,,ho98298897,false,true,,,,poll73464251
ocd-division/country:us/state:il/county:kendall,http://www.co.kendall.il.us,Kendall County,Plano City Hall,7 N James St.,,"B&Z Entrance Door, Conference Room",Plano,IL,60545,08:00:00 - 05:00,12:00:00 - 05:00,10/22/16,10/22/16,False,False,False,,,1026,Plano City Hall,"7 N James St., Plano, IL, 60545","B&Z Entrance Door, Conference Room",08:00 AM - 12:00 PM,,ho98298897,false,true,,,,poll73464251
ocd-division/country:us/state:il/county:kendall,http://www.co.kendall.il.us,Kendall County,Plano City Hall,7 N James St.,,"B&Z Entrance Door, Conference Room",Plano,IL,60545,13:00:00 - 05:00,19:00:00 - 05:00,10/24/16,10/28/16,False,False,False,,,1027,Plano City Hall,"7 N James St., Plano, IL, 60545","B&Z Entrance Door, Conference Room",01:00 PM - 07:00 PM,,ho98298897,false,true,,,,poll73464251
ocd-division/country:us/state:il/county:kendall,http://www.co.kendall.il.us,Kendall County,Plano City Hall,7 N James St.,,"B&Z Entrance Door, Conference Room",Plano,IL,60545,08:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,False,False,False,,,1028,Plano City Hall,"7 N James St., Plano, IL, 60545","B&Z Entrance Door, Conference Room",08:00 AM - 04:00 PM,,ho98298897,false,true,,,,poll73464251
ocd-division/country:us/state:il/county:kendall,http://www.co.kendall.il.us,Kendall County,Plano City Hall,7 N James St.,,"B&Z Entrance Door, Conference Room",Plano,IL,60545,13:00:00 - 05:00,19:00:00 - 05:00,10/31/16,11/3/16,False,False,False,,,1029,Plano City Hall,"7 N James St., Plano, IL, 60545","B&Z Entrance Door, Conference Room",01:00 PM - 07:00 PM,,ho98298897,false,true,,,,poll73464251
ocd-division/country:us/state:il/county:kendall,http://www.co.kendall.il.us,Kendall County,Oswego City Hall,100 Parkers Mill,Community Room,,Oswego,IL,60543,08:00:00 - 05:00,16:30:00 - 05:00,10/14/16,10/14/16,False,False,False,,,1030,Oswego City Hall,"100 Parkers Mill, Oswego, IL, 60543",Community Room,08:00 AM - 04:30 PM,,ho865243,false,true,,,,poll34034326
ocd-division/country:us/state:il/county:kendall,http://www.co.kendall.il.us,Kendall County,Oswego City Hall,100 Parkers Mill,Community Room,,Oswego,IL,60543,08:00:00 - 05:00,12:00:00 - 05:00,10/15/16,10/15/16,False,False,False,,,1031,Oswego City Hall,"100 Parkers Mill, Oswego, IL, 60543",Community Room,08:00 AM - 12:00 PM,,ho865243,false,true,,,,poll34034326
ocd-division/country:us/state:il/county:kendall,http://www.co.kendall.il.us,Kendall County,Oswego City Hall,100 Parkers Mill,Community Room,,Oswego,IL,60543,08:00:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,False,False,False,,,1032,Oswego City Hall,"100 Parkers Mill, Oswego, IL, 60543",Community Room,08:00 AM - 04:30 PM,,ho865243,false,true,,,,poll34034326
ocd-division/country:us/state:il/county:kendall,http://www.co.kendall.il.us,Kendall County,Oswego City Hall,100 Parkers Mill,Community Room,,Oswego,IL,60543,08:00:00 - 05:00,12:00:00 - 05:00,10/22/16,10/22/16,False,False,False,,,1033,Oswego City Hall,"100 Parkers Mill, Oswego, IL, 60543",Community Room,08:00 AM - 12:00 PM,,ho865243,false,true,,,,poll34034326
ocd-division/country:us/state:il/county:kendall,http://www.co.kendall.il.us,Kendall County,Oswego City Hall,100 Parkers Mill,Community Room,,Oswego,IL,60543,08:00:00 - 05:00,19:00:00 - 05:00,10/24/16,10/28/16,False,False,False,,,1034,Oswego City Hall,"100 Parkers Mill, Oswego, IL, 60543",Community Room,08:00 AM - 07:00 PM,,ho865243,false,true,,,,poll34034326
ocd-division/country:us/state:il/county:kendall,http://www.co.kendall.il.us,Kendall County,Oswego City Hall,100 Parkers Mill,Community Room,,Oswego,IL,60543,08:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,False,False,False,,,1035,Oswego City Hall,"100 Parkers Mill, Oswego, IL, 60543",Community Room,08:00 AM - 04:00 PM,,ho865243,false,true,,,,poll34034326
ocd-division/country:us/state:il/county:kendall,http://www.co.kendall.il.us,Kendall County,Oswego City Hall,100 Parkers Mill,Community Room,,Oswego,IL,60543,10:00:00 - 05:00,16:00:00 - 05:00,10/30/16,10/30/16,False,False,False,,,1036,Oswego City Hall,"100 Parkers Mill, Oswego, IL, 60543",Community Room,10:00 AM - 04:00 PM,,ho865243,false,true,,,,poll34034326
ocd-division/country:us/state:il/county:kendall,http://www.co.kendall.il.us,Kendall County,Oswego City Hall,100 Parkers Mill,Community Room,,Oswego,IL,60543,08:00:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,False,False,False,,,1037,Oswego City Hall,"100 Parkers Mill, Oswego, IL, 60543",Community Room,08:00 AM - 07:00 PM,,ho865243,false,true,,,,poll34034326
ocd-division/country:us/state:il/county:knox,http://www.co.knox.il.us/county-clerk/,Knox County,Knox County Court House,200 South Cherry,,,Galesburg,IL,61401,08:30:00 - 05:00,16:30:00 - 05:00,9/29/16,9/30/16,False,False,False,,,1038,Knox County Court House,"200 South Cherry, Galesburg, IL, 61401",,08:30 AM - 04:30 PM,,ho44524742,false,true,,,,poll16974189
ocd-division/country:us/state:il/county:knox,http://www.co.knox.il.us/county-clerk/,Knox County,Knox County Court House,200 South Cherry,,,Galesburg,IL,61401,08:30:00 - 05:00,16:30:00 - 05:00,10/3/16,10/7/16,False,False,False,,,1039,Knox County Court House,"200 South Cherry, Galesburg, IL, 61401",,08:30 AM - 04:30 PM,,ho44524742,false,true,,,,poll16974189
ocd-division/country:us/state:il/county:knox,http://www.co.knox.il.us/county-clerk/,Knox County,Knox County Court House,200 South Cherry,,,Galesburg,IL,61401,08:30:00 - 05:00,16:30:00 - 05:00,10/11/16,10/14/16,False,False,False,,,1040,Knox County Court House,"200 South Cherry, Galesburg, IL, 61401",,08:30 AM - 04:30 PM,,ho44524742,false,true,,,,poll16974189
ocd-division/country:us/state:il/county:knox,http://www.co.knox.il.us/county-clerk/,Knox County,Knox County Court House,200 South Cherry,,,Galesburg,IL,61401,08:30:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,False,False,False,,,1041,Knox County Court House,"200 South Cherry, Galesburg, IL, 61401",,08:30 AM - 04:30 PM,,ho44524742,false,true,,,,poll16974189
ocd-division/country:us/state:il/county:knox,http://www.co.knox.il.us/county-clerk/,Knox County,Knox County Court House,200 South Cherry,,,Galesburg,IL,61401,09:00:00 - 05:00,12:00:00 - 05:00,10/22/16,10/22/16,False,False,False,,,1042,Knox County Court House,"200 South Cherry, Galesburg, IL, 61401",,09:00 AM - 12:00 PM,,ho44524742,false,true,,,,poll16974189
ocd-division/country:us/state:il/county:knox,http://www.co.knox.il.us/county-clerk/,Knox County,Knox County Court House,200 South Cherry,,,Galesburg,IL,61401,08:30:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,False,False,False,,,1043,Knox County Court House,"200 South Cherry, Galesburg, IL, 61401",,08:30 AM - 04:30 PM,,ho44524742,false,true,,,,poll16974189
ocd-division/country:us/state:il/county:knox,http://www.co.knox.il.us/county-clerk/,Knox County,Knox County Court House,200 South Cherry,,,Galesburg,IL,61401,09:00:00 - 05:00,12:00:00 - 05:00,10/29/16,10/29/16,False,False,False,,,1044,Knox County Court House,"200 South Cherry, Galesburg, IL, 61401",,09:00 AM - 12:00 PM,,ho44524742,false,true,,,,poll16974189
ocd-division/country:us/state:il/county:knox,http://www.co.knox.il.us/county-clerk/,Knox County,Knox County Court House,200 South Cherry,,,Galesburg,IL,61401,08:30:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,False,False,False,,,1045,Knox County Court House,"200 South Cherry, Galesburg, IL, 61401",,08:30 AM - 04:30 PM,,ho44524742,false,true,,,,poll16974189
ocd-division/country:us/state:il/county:knox,http://www.co.knox.il.us/county-clerk/,Knox County,Knox County Court House,200 South Cherry,,,Galesburg,IL,61401,09:00:00 - 05:00,12:00:00 - 05:00,11/5/16,11/5/16,False,False,False,,,1046,Knox County Court House,"200 South Cherry, Galesburg, IL, 61401",,09:00 AM - 12:00 PM,,ho44524742,false,true,,,,poll16974189
ocd-division/country:us/state:il/county:knox,http://www.co.knox.il.us/county-clerk/,Knox County,Knox County Court House,200 South Cherry,,,Galesburg,IL,61401,08:30:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,False,False,False,,,1047,Knox County Court House,"200 South Cherry, Galesburg, IL, 61401",,08:30 AM - 04:30 PM,,ho44524742,false,true,,,,poll16974189
ocd-division/country:us/state:il/county:knox,http://www.co.knox.il.us/county-clerk/,Knox County,Galesburg City Hall,55 W Tompkins,,,Galesburg,IL,61401,08:00:00 - 05:00,18:00:00 - 05:00,9/29/16,9/30/16,False,False,False,,,1048,Galesburg City Hall,"55 W Tompkins, Galesburg, IL, 61401",,08:00 AM - 06:00 PM,,ho17520394,false,true,,,,poll5108715
ocd-division/country:us/state:il/county:knox,http://www.co.knox.il.us/county-clerk/,Knox County,Galesburg City Hall,55 W Tompkins,,,Galesburg,IL,61401,09:00:00 - 05:00,12:00:00 - 05:00,10/1/16,10/1/16,False,False,False,,,1049,Galesburg City Hall,"55 W Tompkins, Galesburg, IL, 61401",,09:00 AM - 12:00 PM,,ho17520394,false,true,,,,poll5108715
ocd-division/country:us/state:il/county:knox,http://www.co.knox.il.us/county-clerk/,Knox County,Galesburg City Hall,55 W Tompkins,,,Galesburg,IL,61401,08:00:00 - 05:00,18:00:00 - 05:00,10/3/16,10/7/16,False,False,False,,,1050,Galesburg City Hall,"55 W Tompkins, Galesburg, IL, 61401",,08:00 AM - 06:00 PM,,ho17520394,false,true,,,,poll5108715
ocd-division/country:us/state:il/county:knox,http://www.co.knox.il.us/county-clerk/,Knox County,Galesburg City Hall,55 W Tompkins,,,Galesburg,IL,61401,09:00:00 - 05:00,12:00:00 - 05:00,10/8/16,10/8/16,False,False,False,,,1051,Galesburg City Hall,"55 W Tompkins, Galesburg, IL, 61401",,09:00 AM - 12:00 PM,,ho17520394,false,true,,,,poll5108715
ocd-division/country:us/state:il/county:knox,http://www.co.knox.il.us/county-clerk/,Knox County,Galesburg City Hall,55 W Tompkins,,,Galesburg,IL,61401,08:00:00 - 05:00,18:00:00 - 05:00,10/11/16,10/14/16,False,False,False,,,1052,Galesburg City Hall,"55 W Tompkins, Galesburg, IL, 61401",,08:00 AM - 06:00 PM,,ho17520394,false,true,,,,poll5108715
ocd-division/country:us/state:il/county:knox,http://www.co.knox.il.us/county-clerk/,Knox County,Galesburg City Hall,55 W Tompkins,,,Galesburg,IL,61401,09:00:00 - 05:00,12:00:00 - 05:00,10/15/16,10/15/16,False,False,False,,,1053,Galesburg City Hall,"55 W Tompkins, Galesburg, IL, 61401",,09:00 AM - 12:00 PM,,ho17520394,false,true,,,,poll5108715
ocd-division/country:us/state:il/county:knox,http://www.co.knox.il.us/county-clerk/,Knox County,Galesburg City Hall,55 W Tompkins,,,Galesburg,IL,61401,08:00:00 - 05:00,18:00:00 - 05:00,10/17/16,10/21/16,False,False,False,,,1054,Galesburg City Hall,"55 W Tompkins, Galesburg, IL, 61401",,08:00 AM - 06:00 PM,,ho17520394,false,true,,,,poll5108715
ocd-division/country:us/state:il/county:knox,http://www.co.knox.il.us/county-clerk/,Knox County,Galesburg City Hall,55 W Tompkins,,,Galesburg,IL,61401,09:00:00 - 05:00,12:00:00 - 05:00,10/22/16,10/22/16,False,False,False,,,1055,Galesburg City Hall,"55 W Tompkins, Galesburg, IL, 61401",,09:00 AM - 12:00 PM,,ho17520394,false,true,,,,poll5108715
ocd-division/country:us/state:il/county:knox,http://www.co.knox.il.us/county-clerk/,Knox County,Galesburg City Hall,55 W Tompkins,,,Galesburg,IL,61401,08:00:00 - 05:00,18:00:00 - 05:00,10/24/16,10/28/16,False,False,False,,,1056,Galesburg City Hall,"55 W Tompkins, Galesburg, IL, 61401",,08:00 AM - 06:00 PM,,ho17520394,false,true,,,,poll5108715
ocd-division/country:us/state:il/county:knox,http://www.co.knox.il.us/county-clerk/,Knox County,Galesburg City Hall,55 W Tompkins,,,Galesburg,IL,61401,09:00:00 - 05:00,12:00:00 - 05:00,10/29/16,10/29/16,False,False,False,,,1057,Galesburg City Hall,"55 W Tompkins, Galesburg, IL, 61401",,09:00 AM - 12:00 PM,,ho17520394,false,true,,,,poll5108715
ocd-division/country:us/state:il/county:knox,http://www.co.knox.il.us/county-clerk/,Knox County,Galesburg City Hall,55 W Tompkins,,,Galesburg,IL,61401,08:00:00 - 05:00,18:00:00 - 05:00,10/31/16,10/31/16,False,False,False,,,1058,Galesburg City Hall,"55 W Tompkins, Galesburg, IL, 61401",,08:00 AM - 06:00 PM,,ho17520394,false,true,,,,poll5108715
ocd-division/country:us/state:il/county:knox,http://www.co.knox.il.us/county-clerk/,Knox County,Galesburg City Hall,55 W Tompkins,,,Galesburg,IL,61401,08:00:00 - 05:00,19:00:00 - 05:00,11/1/16,11/5/16,False,False,False,,,1059,Galesburg City Hall,"55 W Tompkins, Galesburg, IL, 61401",,08:00 AM - 07:00 PM,,ho17520394,false,true,,,,poll5108715
ocd-division/country:us/state:il/county:knox,http://www.co.knox.il.us/county-clerk/,Knox County,Galesburg City Hall,55 W Tompkins,,,Galesburg,IL,61401,10:00:00 - 05:00,16:00:00 - 05:00,11/6/16,11/6/16,False,False,False,,,1060,Galesburg City Hall,"55 W Tompkins, Galesburg, IL, 61401",,10:00 AM - 04:00 PM,,ho17520394,false,true,,,,poll5108715
ocd-division/country:us/state:il/county:knox,http://www.co.knox.il.us/county-clerk/,Knox County,Galesburg City Hall,55 W Tompkins,,,Galesburg,IL,61401,08:00:00 - 05:00,19:00:00 - 05:00,11/7/16,11/7/16,False,False,False,,,1061,Galesburg City Hall,"55 W Tompkins, Galesburg, IL, 61401",,08:00 AM - 07:00 PM,,ho17520394,false,true,,,,poll5108715
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,Lake County Clerk's office,18 N. County St.,,Room 101,Waukegan,IL,60085,09:00:00 - 05:00,09:00:00 - 05:00,9/29/16,9/30/16,False,False,False,,,1062,Lake County Clerk's office,"18 N. County St., Waukegan, IL, 60085",Room 101,09:00 AM - 09:00 AM,,ho2633440,false,true,,,,poll72607268
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,Lake County Clerk's office,18 N. County St.,,Room 101,Waukegan,IL,60085,09:00:00 - 05:00,17:00:00 - 05:00,10/3/16,10/7/16,False,False,False,,,1063,Lake County Clerk's office,"18 N. County St., Waukegan, IL, 60085",Room 101,09:00 AM - 05:00 PM,,ho2633440,false,true,,,,poll72607268
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,Lake County Clerk's office,18 N. County St.,,Room 101,Waukegan,IL,60085,09:00:00 - 05:00,17:00:00 - 05:00,10/11/16,10/14/16,False,False,False,,,1064,Lake County Clerk's office,"18 N. County St., Waukegan, IL, 60085",Room 101,09:00 AM - 05:00 PM,,ho2633440,false,true,,,,poll72607268
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,Lake County Clerk's office,18 N. County St.,,Room 101,Waukegan,IL,60085,09:00:00 - 05:00,17:00:00 - 05:00,10/17/16,10/21/16,False,False,False,,,1065,Lake County Clerk's office,"18 N. County St., Waukegan, IL, 60085",Room 101,09:00 AM - 05:00 PM,,ho2633440,false,true,,,,poll72607268
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,Lake County Clerk's office,18 N. County St.,,Room 101,Waukegan,IL,60085,09:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,False,False,False,,,1066,Lake County Clerk's office,"18 N. County St., Waukegan, IL, 60085",Room 101,09:00 AM - 05:00 PM,,ho2633440,false,true,,,,poll72607268
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,Lake County Clerk's office,18 N. County St.,,Room 101,Waukegan,IL,60085,09:00:00 - 05:00,14:00:00 - 05:00,10/29/16,10/29/16,False,False,False,,,1067,Lake County Clerk's office,"18 N. County St., Waukegan, IL, 60085",Room 101,09:00 AM - 02:00 PM,,ho2633440,false,true,,,,poll72607268
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,Lake County Clerk's office,18 N. County St.,,Room 101,Waukegan,IL,60085,10:00:00 - 05:00,16:00:00 - 05:00,10/30/16,10/30/16,False,False,False,,,1068,Lake County Clerk's office,"18 N. County St., Waukegan, IL, 60085",Room 101,10:00 AM - 04:00 PM,,ho2633440,false,true,,,,poll72607268
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,Lake County Clerk's office,18 N. County St.,,Room 101,Waukegan,IL,60085,09:00:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,False,False,False,,,1069,Lake County Clerk's office,"18 N. County St., Waukegan, IL, 60085",Room 101,09:00 AM - 07:00 PM,,ho2633440,false,true,,,,poll72607268
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,Lake County Clerk's office,18 N. County St.,,Room 101,Waukegan,IL,60085,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,False,False,False,,,1070,Lake County Clerk's office,"18 N. County St., Waukegan, IL, 60085",Room 101,09:00 AM - 02:00 PM,,ho2633440,false,true,,,,poll72607268
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,Lake County Clerk's office,18 N. County St.,,Room 101,Waukegan,IL,60085,09:00:00 - 05:00,16:00:00 - 05:00,11/6/16,11/6/16,False,False,False,,,1071,Lake County Clerk's office,"18 N. County St., Waukegan, IL, 60085",Room 101,09:00 AM - 04:00 PM,,ho2633440,false,true,,,,poll72607268
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,Lake County Clerk's office,18 N. County St.,,Room 101,Waukegan,IL,60085,09:00:00 - 05:00,19:00:00 - 05:00,11/7/16,11/7/16,False,False,False,,,1072,Lake County Clerk's office,"18 N. County St., Waukegan, IL, 60085",Room 101,09:00 AM - 07:00 PM,,ho2633440,false,true,,,,poll72607268
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,Antioch Township Office,1625 Deep Lake Rd.,,,Lake Villa,IL,60046,09:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,False,False,False,,,1073,Antioch Township Office,"1625 Deep Lake Rd., Lake Villa, IL, 60046",,09:00 AM - 05:00 PM,,ho19125435,false,true,,,,poll22508272
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,Antioch Township Office,1625 Deep Lake Rd.,,,Lake Villa,IL,60046,09:00:00 - 05:00,14:00:00 - 05:00,10/29/16,10/29/16,False,False,False,,,1074,Antioch Township Office,"1625 Deep Lake Rd., Lake Villa, IL, 60046",,09:00 AM - 02:00 PM,,ho19125435,false,true,,,,poll22508272
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,Antioch Township Office,1625 Deep Lake Rd.,,,Lake Villa,IL,60046,09:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,False,False,False,,,1075,Antioch Township Office,"1625 Deep Lake Rd., Lake Villa, IL, 60046",,09:00 AM - 05:00 PM,,ho19125435,false,true,,,,poll22508272
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,Antioch Township Office,1625 Deep Lake Rd.,,,Lake Villa,IL,60046,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,False,False,False,,,1076,Antioch Township Office,"1625 Deep Lake Rd., Lake Villa, IL, 60046",,09:00 AM - 02:00 PM,,ho19125435,false,true,,,,poll22508272
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,Ela Township Office,1155 E. Route 22,,,Lake Zurich,IL,60047,09:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,False,False,False,,,1077,Ela Township Office,"1155 E. Route 22, Lake Zurich, IL, 60047",,09:00 AM - 05:00 PM,,ho11039275,false,true,,,,poll10661449
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,Ela Township Office,1155 E. Route 22,,,Lake Zurich,IL,60047,09:00:00 - 05:00,14:00:00 - 05:00,10/29/16,10/29/16,False,False,False,,,1078,Ela Township Office,"1155 E. Route 22, Lake Zurich, IL, 60047",,09:00 AM - 02:00 PM,,ho11039275,false,true,,,,poll10661449
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,Ela Township Office,1155 E. Route 22,,,Lake Zurich,IL,60047,09:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,False,False,False,,,1079,Ela Township Office,"1155 E. Route 22, Lake Zurich, IL, 60047",,09:00 AM - 05:00 PM,,ho11039275,false,true,,,,poll10661449
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,Ela Township Office,1155 E. Route 22,,,Lake Zurich,IL,60047,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,False,False,False,,,1080,Ela Township Office,"1155 E. Route 22, Lake Zurich, IL, 60047",,09:00 AM - 02:00 PM,,ho11039275,false,true,,,,poll10661449
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,Fremont Public Library,1170 N. Midlothian Rd.,,,Mundelein,IL,60060,09:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,False,False,False,,,1081,Fremont Public Library,"1170 N. Midlothian Rd., Mundelein, IL, 60060",,09:00 AM - 05:00 PM,,ho86635935,false,true,,,,poll72328177
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,Fremont Public Library,1170 N. Midlothian Rd.,,,Mundelein,IL,60060,09:00:00 - 05:00,14:00:00 - 05:00,10/29/16,10/29/16,False,False,False,,,1082,Fremont Public Library,"1170 N. Midlothian Rd., Mundelein, IL, 60060",,09:00 AM - 02:00 PM,,ho86635935,false,true,,,,poll72328177
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,Fremont Public Library,1170 N. Midlothian Rd.,,,Mundelein,IL,60060,09:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,False,False,False,,,1083,Fremont Public Library,"1170 N. Midlothian Rd., Mundelein, IL, 60060",,09:00 AM - 05:00 PM,,ho86635935,false,true,,,,poll72328177
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,Fremont Public Library,1170 N. Midlothian Rd.,,,Mundelein,IL,60060,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,False,False,False,,,1084,Fremont Public Library,"1170 N. Midlothian Rd., Mundelein, IL, 60060",,09:00 AM - 02:00 PM,,ho86635935,false,true,,,,poll72328177
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,Highland Park Police Station,1677 Old Deerfield Rd.,,,Highland Park,IL,60035,09:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,False,False,False,,,1085,Highland Park Police Station,"1677 Old Deerfield Rd., Highland Park, IL, 60035",,09:00 AM - 05:00 PM,,ho57397085,false,true,,,,poll21544750
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,Highland Park Police Station,1677 Old Deerfield Rd.,,,Highland Park,IL,60035,09:00:00 - 05:00,14:00:00 - 05:00,10/29/16,10/29/16,False,False,False,,,1086,Highland Park Police Station,"1677 Old Deerfield Rd., Highland Park, IL, 60035",,09:00 AM - 02:00 PM,,ho57397085,false,true,,,,poll21544750
ocd-division/country:us/state:il/county:lake,http://countyclerk.lakecountyil.gov/ElectionInfo/Voter-Services/Pages/default.aspx,Lake County,Highland Park Police Station,1677 Old Deerfield Rd.,,,Highland Park,IL,60035,09:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,False,False,False,,,1087,Highland Park Police Station,"1677 Old Deerfield Rd., Highland Park, IL, 60035",,09:00 AM - 05:00 PM,,ho57397085,false,true,,,,poll21544750
