ocd_division,homepage,county,loc_name,address_one,address_two,dirs,city,state,zip,start_time,end_time,start_date,end_date,appt_1,appt_2,appt_3,subject_to_change,notes,index,name,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Franklin Park Village Hall,9500 Belmont Ave,,,Franklin Park,IL,60131,09:00:00 - 05:00,15:00:00 - 05:00,10/30/16,10/30/16,False,False,False,,,282,Franklin Park Village Hall,"9500 Belmont Ave, Franklin Park, IL, 60131",,09:00 AM - 03:00 PM,,ho81612897,false,true,,,,poll76510306
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Franklin Park Village Hall,9500 Belmont Ave,,,Franklin Park,IL,60131,09:00:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,False,False,False,,,283,Franklin Park Village Hall,"9500 Belmont Ave, Franklin Park, IL, 60131",,09:00 AM - 07:00 PM,,ho81612897,false,true,,,,poll76510306
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Franklin Park Village Hall,9500 Belmont Ave,,,Franklin Park,IL,60131,09:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,False,False,False,,,284,Franklin Park Village Hall,"9500 Belmont Ave, Franklin Park, IL, 60131",,09:00 AM - 05:00 PM,,ho81612897,false,true,,,,poll76510306
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Franklin Park Village Hall,9500 Belmont Ave,,,Franklin Park,IL,60131,09:00:00 - 05:00,15:00:00 - 05:00,11/6/16,11/6/16,False,False,False,,,285,Franklin Park Village Hall,"9500 Belmont Ave, Franklin Park, IL, 60131",,09:00 AM - 03:00 PM,,ho81612897,false,true,,,,poll76510306
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Franklin Park Village Hall,9500 Belmont Ave,,,Franklin Park,IL,60131,09:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,False,False,False,,,286,Franklin Park Village Hall,"9500 Belmont Ave, Franklin Park, IL, 60131",,09:00 AM - 05:00 PM,,ho81612897,false,true,,,,poll76510306
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Glenview Village Hall,2500 E. Lake Ave,,,Glenview,IL,60025,09:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,False,False,False,,,287,Glenview Village Hall,"2500 E. Lake Ave, Glenview, IL, 60025",,09:00 AM - 05:00 PM,,ho87723499,false,true,,,,poll64996771
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Glenview Village Hall,2500 E. Lake Ave,,,Glenview,IL,60025,09:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,False,False,False,,,288,Glenview Village Hall,"2500 E. Lake Ave, Glenview, IL, 60025",,09:00 AM - 05:00 PM,,ho87723499,false,true,,,,poll64996771
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Glenview Village Hall,2500 E. Lake Ave,,,Glenview,IL,60025,09:00:00 - 05:00,15:00:00 - 05:00,10/30/16,10/30/16,False,False,False,,,289,Glenview Village Hall,"2500 E. Lake Ave, Glenview, IL, 60025",,09:00 AM - 03:00 PM,,ho87723499,false,true,,,,poll64996771
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Glenview Village Hall,2500 E. Lake Ave,,,Glenview,IL,60025,09:00:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,False,False,False,,,290,Glenview Village Hall,"2500 E. Lake Ave, Glenview, IL, 60025",,09:00 AM - 07:00 PM,,ho87723499,false,true,,,,poll64996771
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Glenview Village Hall,2500 E. Lake Ave,,,Glenview,IL,60025,09:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,False,False,False,,,291,Glenview Village Hall,"2500 E. Lake Ave, Glenview, IL, 60025",,09:00 AM - 05:00 PM,,ho87723499,false,true,,,,poll64996771
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Glenview Village Hall,2500 E. Lake Ave,,,Glenview,IL,60025,09:00:00 - 05:00,15:00:00 - 05:00,11/6/16,11/6/16,False,False,False,,,292,Glenview Village Hall,"2500 E. Lake Ave, Glenview, IL, 60025",,09:00 AM - 03:00 PM,,ho87723499,false,true,,,,poll64996771
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Glenview Village Hall,2500 E. Lake Ave,,,Glenview,IL,60025,09:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,False,False,False,,,293,Glenview Village Hall,"2500 E. Lake Ave, Glenview, IL, 60025",,09:00 AM - 05:00 PM,,ho87723499,false,true,,,,poll64996771
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Hodgkins Village Hall,8990 Lyons St,,,Hodgkins,IL,60525,09:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,False,False,False,,,294,Hodgkins Village Hall,"8990 Lyons St, Hodgkins, IL, 60525",,09:00 AM - 05:00 PM,,ho41440674,false,true,,,,poll93434760
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Hodgkins Village Hall,8990 Lyons St,,,Hodgkins,IL,60525,09:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,False,False,False,,,295,Hodgkins Village Hall,"8990 Lyons St, Hodgkins, IL, 60525",,09:00 AM - 05:00 PM,,ho41440674,false,true,,,,poll93434760
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Hodgkins Village Hall,8990 Lyons St,,,Hodgkins,IL,60525,09:00:00 - 05:00,15:00:00 - 05:00,10/30/16,10/30/16,False,False,False,,,296,Hodgkins Village Hall,"8990 Lyons St, Hodgkins, IL, 60525",,09:00 AM - 03:00 PM,,ho41440674,false,true,,,,poll93434760
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Hodgkins Village Hall,8990 Lyons St,,,Hodgkins,IL,60525,09:00:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,False,False,False,,,297,Hodgkins Village Hall,"8990 Lyons St, Hodgkins, IL, 60525",,09:00 AM - 07:00 PM,,ho41440674,false,true,,,,poll93434760
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Hodgkins Village Hall,8990 Lyons St,,,Hodgkins,IL,60525,09:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,False,False,False,,,298,Hodgkins Village Hall,"8990 Lyons St, Hodgkins, IL, 60525",,09:00 AM - 05:00 PM,,ho41440674,false,true,,,,poll93434760
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Hodgkins Village Hall,8990 Lyons St,,,Hodgkins,IL,60525,09:00:00 - 05:00,15:00:00 - 05:00,11/6/16,11/6/16,False,False,False,,,299,Hodgkins Village Hall,"8990 Lyons St, Hodgkins, IL, 60525",,09:00 AM - 03:00 PM,,ho41440674,false,true,,,,poll93434760
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Hodgkins Village Hall,8990 Lyons St,,,Hodgkins,IL,60525,09:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,False,False,False,,,300,Hodgkins Village Hall,"8990 Lyons St, Hodgkins, IL, 60525",,09:00 AM - 05:00 PM,,ho41440674,false,true,,,,poll93434760
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Hoffman Estates Village Hall,1900 Hassell Rd,,,Hoffman Estates,IL,60169,09:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,False,False,False,,,301,Hoffman Estates Village Hall,"1900 Hassell Rd, Hoffman Estates, IL, 60169",,09:00 AM - 05:00 PM,,ho55006564,false,true,,,,poll89572274
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Hoffman Estates Village Hall,1900 Hassell Rd,,,Hoffman Estates,IL,60169,09:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,False,False,False,,,302,Hoffman Estates Village Hall,"1900 Hassell Rd, Hoffman Estates, IL, 60169",,09:00 AM - 05:00 PM,,ho55006564,false,true,,,,poll89572274
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Hoffman Estates Village Hall,1900 Hassell Rd,,,Hoffman Estates,IL,60169,09:00:00 - 05:00,15:00:00 - 05:00,10/30/16,10/30/16,False,False,False,,,303,Hoffman Estates Village Hall,"1900 Hassell Rd, Hoffman Estates, IL, 60169",,09:00 AM - 03:00 PM,,ho55006564,false,true,,,,poll89572274
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Hoffman Estates Village Hall,1900 Hassell Rd,,,Hoffman Estates,IL,60169,09:00:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,False,False,False,,,304,Hoffman Estates Village Hall,"1900 Hassell Rd, Hoffman Estates, IL, 60169",,09:00 AM - 07:00 PM,,ho55006564,false,true,,,,poll89572274
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Hoffman Estates Village Hall,1900 Hassell Rd,,,Hoffman Estates,IL,60169,09:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,False,False,False,,,305,Hoffman Estates Village Hall,"1900 Hassell Rd, Hoffman Estates, IL, 60169",,09:00 AM - 05:00 PM,,ho55006564,false,true,,,,poll89572274
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Hoffman Estates Village Hall,1900 Hassell Rd,,,Hoffman Estates,IL,60169,09:00:00 - 05:00,15:00:00 - 05:00,11/6/16,11/6/16,False,False,False,,,306,Hoffman Estates Village Hall,"1900 Hassell Rd, Hoffman Estates, IL, 60169",,09:00 AM - 03:00 PM,,ho55006564,false,true,,,,poll89572274
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Hoffman Estates Village Hall,1900 Hassell Rd,,,Hoffman Estates,IL,60169,09:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,False,False,False,,,307,Hoffman Estates Village Hall,"1900 Hassell Rd, Hoffman Estates, IL, 60169",,09:00 AM - 05:00 PM,,ho55006564,false,true,,,,poll89572274
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Lansing Public Library,2750 Indiana Ave,,,Lansing,IL,60438,09:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,False,False,False,,,308,Lansing Public Library,"2750 Indiana Ave, Lansing, IL, 60438",,09:00 AM - 05:00 PM,,ho7760027,false,true,,,,poll64500395
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Lansing Public Library,2750 Indiana Ave,,,Lansing,IL,60438,09:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,False,False,False,,,309,Lansing Public Library,"2750 Indiana Ave, Lansing, IL, 60438",,09:00 AM - 05:00 PM,,ho7760027,false,true,,,,poll64500395
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Lansing Public Library,2750 Indiana Ave,,,Lansing,IL,60438,09:00:00 - 05:00,15:00:00 - 05:00,10/30/16,10/30/16,False,False,False,,,310,Lansing Public Library,"2750 Indiana Ave, Lansing, IL, 60438",,09:00 AM - 03:00 PM,,ho7760027,false,true,,,,poll64500395
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Lansing Public Library,2750 Indiana Ave,,,Lansing,IL,60438,09:00:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,False,False,False,,,311,Lansing Public Library,"2750 Indiana Ave, Lansing, IL, 60438",,09:00 AM - 07:00 PM,,ho7760027,false,true,,,,poll64500395
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Lansing Public Library,2750 Indiana Ave,,,Lansing,IL,60438,09:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,False,False,False,,,312,Lansing Public Library,"2750 Indiana Ave, Lansing, IL, 60438",,09:00 AM - 05:00 PM,,ho7760027,false,true,,,,poll64500395
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Lansing Public Library,2750 Indiana Ave,,,Lansing,IL,60438,09:00:00 - 05:00,15:00:00 - 05:00,11/6/16,11/6/16,False,False,False,,,313,Lansing Public Library,"2750 Indiana Ave, Lansing, IL, 60438",,09:00 AM - 03:00 PM,,ho7760027,false,true,,,,poll64500395
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Lansing Public Library,2750 Indiana Ave,,,Lansing,IL,60438,09:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,False,False,False,,,314,Lansing Public Library,"2750 Indiana Ave, Lansing, IL, 60438",,09:00 AM - 05:00 PM,,ho7760027,false,true,,,,poll64500395
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Lemont Township Hall,1115 Warner Ave,,,Lemont,IL,60439,09:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,False,False,False,,,315,Lemont Township Hall,"1115 Warner Ave, Lemont, IL, 60439",,09:00 AM - 05:00 PM,,ho2361984,false,true,,,,poll66208792
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Lemont Township Hall,1115 Warner Ave,,,Lemont,IL,60439,09:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,False,False,False,,,316,Lemont Township Hall,"1115 Warner Ave, Lemont, IL, 60439",,09:00 AM - 05:00 PM,,ho2361984,false,true,,,,poll66208792
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Lemont Township Hall,1115 Warner Ave,,,Lemont,IL,60439,09:00:00 - 05:00,15:00:00 - 05:00,10/30/16,10/30/16,False,False,False,,,317,Lemont Township Hall,"1115 Warner Ave, Lemont, IL, 60439",,09:00 AM - 03:00 PM,,ho2361984,false,true,,,,poll66208792
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Lemont Township Hall,1115 Warner Ave,,,Lemont,IL,60439,09:00:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,False,False,False,,,318,Lemont Township Hall,"1115 Warner Ave, Lemont, IL, 60439",,09:00 AM - 07:00 PM,,ho2361984,false,true,,,,poll66208792
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Lemont Township Hall,1115 Warner Ave,,,Lemont,IL,60439,09:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,False,False,False,,,319,Lemont Township Hall,"1115 Warner Ave, Lemont, IL, 60439",,09:00 AM - 05:00 PM,,ho2361984,false,true,,,,poll66208792
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Lemont Township Hall,1115 Warner Ave,,,Lemont,IL,60439,09:00:00 - 05:00,15:00:00 - 05:00,11/6/16,11/6/16,False,False,False,,,320,Lemont Township Hall,"1115 Warner Ave, Lemont, IL, 60439",,09:00 AM - 03:00 PM,,ho2361984,false,true,,,,poll66208792
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Lemont Township Hall,1115 Warner Ave,,,Lemont,IL,60439,09:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,False,False,False,,,321,Lemont Township Hall,"1115 Warner Ave, Lemont, IL, 60439",,09:00 AM - 05:00 PM,,ho2361984,false,true,,,,poll66208792
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Lynwood Senior Youth Center,21490 Lincoln Hwy,,,Lynwood,IL,60411,09:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,False,False,False,,,322,Lynwood Senior Youth Center,"21490 Lincoln Hwy, Lynwood, IL, 60411",,09:00 AM - 05:00 PM,,ho54946082,false,true,,,,poll51649804
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Lynwood Senior Youth Center,21490 Lincoln Hwy,,,Lynwood,IL,60411,09:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,False,False,False,,,323,Lynwood Senior Youth Center,"21490 Lincoln Hwy, Lynwood, IL, 60411",,09:00 AM - 05:00 PM,,ho54946082,false,true,,,,poll51649804
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Lynwood Senior Youth Center,21490 Lincoln Hwy,,,Lynwood,IL,60411,09:00:00 - 05:00,15:00:00 - 05:00,10/30/16,10/30/16,False,False,False,,,324,Lynwood Senior Youth Center,"21490 Lincoln Hwy, Lynwood, IL, 60411",,09:00 AM - 03:00 PM,,ho54946082,false,true,,,,poll51649804
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Lynwood Senior Youth Center,21490 Lincoln Hwy,,,Lynwood,IL,60411,09:00:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,False,False,False,,,325,Lynwood Senior Youth Center,"21490 Lincoln Hwy, Lynwood, IL, 60411",,09:00 AM - 07:00 PM,,ho54946082,false,true,,,,poll51649804
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Lynwood Senior Youth Center,21490 Lincoln Hwy,,,Lynwood,IL,60411,09:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,False,False,False,,,326,Lynwood Senior Youth Center,"21490 Lincoln Hwy, Lynwood, IL, 60411",,09:00 AM - 05:00 PM,,ho54946082,false,true,,,,poll51649804
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Lynwood Senior Youth Center,21490 Lincoln Hwy,,,Lynwood,IL,60411,09:00:00 - 05:00,15:00:00 - 05:00,11/6/16,11/6/16,False,False,False,,,327,Lynwood Senior Youth Center,"21490 Lincoln Hwy, Lynwood, IL, 60411",,09:00 AM - 03:00 PM,,ho54946082,false,true,,,,poll51649804
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Lynwood Senior Youth Center,21490 Lincoln Hwy,,,Lynwood,IL,60411,09:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,False,False,False,,,328,Lynwood Senior Youth Center,"21490 Lincoln Hwy, Lynwood, IL, 60411",,09:00 AM - 05:00 PM,,ho54946082,false,true,,,,poll51649804
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Markham Courthouse,16501 S. Kedzie Ave. ,Room 238,,Markham,IL,60428,09:00:00 - 05:00,17:00:00 - 05:00,10/12/16,10/14/16,False,False,False,,,329,Markham Courthouse,"16501 S. Kedzie Ave., Markham, IL, 60428",Room 238,09:00 AM - 05:00 PM,,ho78379625,false,true,,,,poll27939442
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Markham Courthouse,16501 S. Kedzie Ave. ,Room 238,,Markham,IL,60428,09:00:00 - 05:00,17:00:00 - 05:00,10/17/16,10/21/16,False,False,False,,,330,Markham Courthouse,"16501 S. Kedzie Ave., Markham, IL, 60428",Room 238,09:00 AM - 05:00 PM,,ho78379625,false,true,,,,poll27939442
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Markham Courthouse,16501 S. Kedzie Ave. ,Room 238,,Markham,IL,60428,09:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,False,False,False,,,331,Markham Courthouse,"16501 S. Kedzie Ave., Markham, IL, 60428",Room 238,09:00 AM - 05:00 PM,,ho78379625,false,true,,,,poll27939442
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Markham Courthouse,16501 S. Kedzie Ave. ,Room 238,,Markham,IL,60428,09:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,False,False,False,,,332,Markham Courthouse,"16501 S. Kedzie Ave., Markham, IL, 60428",Room 238,09:00 AM - 05:00 PM,,ho78379625,false,true,,,,poll27939442
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Markham Courthouse,16501 S. Kedzie Ave. ,Room 238,,Markham,IL,60428,09:00:00 - 05:00,15:00:00 - 05:00,10/30/16,10/30/16,False,False,False,,,333,Markham Courthouse,"16501 S. Kedzie Ave., Markham, IL, 60428",Room 238,09:00 AM - 03:00 PM,,ho78379625,false,true,,,,poll27939442
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Markham Courthouse,16501 S. Kedzie Ave. ,Room 238,,Markham,IL,60428,09:00:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,False,False,False,,,334,Markham Courthouse,"16501 S. Kedzie Ave., Markham, IL, 60428",Room 238,09:00 AM - 07:00 PM,,ho78379625,false,true,,,,poll27939442
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Markham Courthouse,16501 S. Kedzie Ave. ,Room 238,,Markham,IL,60428,09:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,False,False,False,,,335,Markham Courthouse,"16501 S. Kedzie Ave., Markham, IL, 60428",Room 238,09:00 AM - 05:00 PM,,ho78379625,false,true,,,,poll27939442
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Markham Courthouse,16501 S. Kedzie Ave. ,Room 238,,Markham,IL,60428,09:00:00 - 05:00,15:00:00 - 05:00,11/6/16,11/6/16,False,False,False,,,336,Markham Courthouse,"16501 S. Kedzie Ave., Markham, IL, 60428",Room 238,09:00 AM - 03:00 PM,,ho78379625,false,true,,,,poll27939442
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Markham Courthouse,16501 S. Kedzie Ave. ,Room 238,,Markham,IL,60428,09:00:00 - 06:00,15:00:00 - 06:00,11/7/16,11/7/16,False,False,False,,,337,Markham Courthouse,"16501 S. Kedzie Ave., Markham, IL, 60428",Room 238,09:00 AM - 03:00 PM,,ho78379625,false,true,,,,poll27939442
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Matteson Community Center,20642 Matteson Ave,,,Matteson,IL,60443,09:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,False,False,False,,,338,Matteson Community Center,"20642 Matteson Ave, Matteson, IL, 60443",,09:00 AM - 05:00 PM,,ho46121648,false,true,,,,poll71950128
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Matteson Community Center,20642 Matteson Ave,,,Matteson,IL,60443,09:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,False,False,False,,,339,Matteson Community Center,"20642 Matteson Ave, Matteson, IL, 60443",,09:00 AM - 05:00 PM,,ho46121648,false,true,,,,poll71950128
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Matteson Community Center,20642 Matteson Ave,,,Matteson,IL,60443,09:00:00 - 05:00,15:00:00 - 05:00,10/30/16,10/30/16,False,False,False,,,340,Matteson Community Center,"20642 Matteson Ave, Matteson, IL, 60443",,09:00 AM - 03:00 PM,,ho46121648,false,true,,,,poll71950128
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Matteson Community Center,20642 Matteson Ave,,,Matteson,IL,60443,09:00:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,False,False,False,,,341,Matteson Community Center,"20642 Matteson Ave, Matteson, IL, 60443",,09:00 AM - 07:00 PM,,ho46121648,false,true,,,,poll71950128
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Matteson Community Center,20642 Matteson Ave,,,Matteson,IL,60443,09:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,False,False,False,,,342,Matteson Community Center,"20642 Matteson Ave, Matteson, IL, 60443",,09:00 AM - 05:00 PM,,ho46121648,false,true,,,,poll71950128
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Matteson Community Center,20642 Matteson Ave,,,Matteson,IL,60443,09:00:00 - 05:00,15:00:00 - 05:00,11/6/16,11/6/16,False,False,False,,,343,Matteson Community Center,"20642 Matteson Ave, Matteson, IL, 60443",,09:00 AM - 03:00 PM,,ho46121648,false,true,,,,poll71950128
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Matteson Community Center,20642 Matteson Ave,,,Matteson,IL,60443,09:00:00 - 06:00,19:00:00 - 06:00,11/7/16,11/7/16,False,False,False,,,344,Matteson Community Center,"20642 Matteson Ave, Matteson, IL, 60443",,09:00 AM - 07:00 PM,,ho46121648,false,true,,,,poll71950128
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Maywood Courthouse - Whitcomb Building,1311 Maybrook Sq. ,Room 104,,Maywood,IL,60153,09:00:00 - 05:00,17:00:00 - 05:00,10/12/16,10/14/16,False,False,False,,,345,Maywood Courthouse - Whitcomb Building,"1311 Maybrook Sq., Maywood, IL, 60153",Room 104,09:00 AM - 05:00 PM,,ho66238681,false,true,,,,poll64204080
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Maywood Courthouse - Whitcomb Building,1311 Maybrook Sq. ,Room 104,,Maywood,IL,60153,09:00:00 - 05:00,17:00:00 - 05:00,10/17/16,10/21/16,False,False,False,,,346,Maywood Courthouse - Whitcomb Building,"1311 Maybrook Sq., Maywood, IL, 60153",Room 104,09:00 AM - 05:00 PM,,ho66238681,false,true,,,,poll64204080
ocd-division/country:us/state:il/county:cook,http://www.cookcountyclerk.com/elections/Pages/default.aspx,Cook County,Maywood Courthouse - Whitcomb Building,1311 Maybrook Sq. ,Room 104,,Maywood,IL,60153,09:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,False,False,False,,,347,Maywood Courthouse - Whitcomb Building,"1311 Maybrook Sq., Maywood, IL, 60153",Room 104,09:00 AM - 05:00 PM,,ho66238681,false,true,,,,poll64204080
