office-name,ocd-division,directions,name,street,city,state,zip,start_time,end_time,start_date,end_date,notes
Mercer County,ocd-division/country:us/state:wv/county:mercer,,Mercer County Courthouse,"1501 Main Street, Ste 121",Princeton,WV,24740,09:00:00 - 04:00,17:00:00 - 04:00,10/29/16,10/29/16,
Mercer County,ocd-division/country:us/state:wv/county:mercer,,Mercer County Courthouse,"1501 Main Street, Ste 121",Princeton,WV,24740,08:30:00 - 04:00,16:30:00 - 04:00,10/31/16,11/4/16,
Mercer County,ocd-division/country:us/state:wv/county:mercer,,Mercer County Courthouse,"1501 Main Street, Ste 121",Princeton,WV,24740,09:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Mercer County,ocd-division/country:us/state:wv/county:mercer,,Ashworth Baptist Church,2224 Athens Road,Princeton,WV,24740,08:30:00 - 04:00,16:30:00 - 04:00,10/26/16,10/28/16,
Mercer County,ocd-division/country:us/state:wv/county:mercer,,Ashworth Baptist Church,2224 Athens Road,Princeton,WV,24740,09:00:00 - 04:00,17:00:00 - 04:00,10/29/16,10/29/16,
Mercer County,ocd-division/country:us/state:wv/county:mercer,,Ashworth Baptist Church,2224 Athens Road,Princeton,WV,24740,08:30:00 - 04:00,16:30:00 - 04:00,10/31/16,11/4/16,
Mercer County,ocd-division/country:us/state:wv/county:mercer,,Ashworth Baptist Church,2224 Athens Road,Princeton,WV,24740,09:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Mercer County,ocd-division/country:us/state:wv/county:mercer,,The Bluefield Auditorium,1780 Stadium Drive,Bluefield,WV,24701,08:30:00 - 04:00,16:30:00 - 04:00,10/26/16,10/28/16,
Mercer County,ocd-division/country:us/state:wv/county:mercer,,The Bluefield Auditorium,1780 Stadium Drive,Bluefield,WV,24701,09:00:00 - 04:00,17:00:00 - 04:00,10/29/16,10/29/16,
Mercer County,ocd-division/country:us/state:wv/county:mercer,,The Bluefield Auditorium,1780 Stadium Drive,Bluefield,WV,24701,08:30:00 - 04:00,16:30:00 - 04:00,10/31/16,11/4/16,
Mercer County,ocd-division/country:us/state:wv/county:mercer,,The Bluefield Auditorium,1780 Stadium Drive,Bluefield,WV,24701,09:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Mercer County,ocd-division/country:us/state:wv/county:mercer,,,3669 Coal Heritage Road ,Bluewell,WV,24701,08:30:00 - 04:00,16:30:00 - 04:00,10/26/16,10/28/16,
Mercer County,ocd-division/country:us/state:wv/county:mercer,,,3669 Coal Heritage Road ,Bluewell,WV,24701,09:00:00 - 04:00,17:00:00 - 04:00,10/29/16,10/29/16,
Mercer County,ocd-division/country:us/state:wv/county:mercer,,,3669 Coal Heritage Road ,Bluewell,WV,24701,08:30:00 - 04:00,16:30:00 - 04:00,10/31/16,11/4/16,
Mercer County,ocd-division/country:us/state:wv/county:mercer,,,3669 Coal Heritage Road ,Bluewell,WV,24701,09:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Mineral County,ocd-division/country:us/state:wv/county:mineral,,Mineral County Courthouse,150 Armstrong Street,Keyser,WV,26726,08:30:00 - 04:00,16:30:00 - 04:00,10/26/16,10/28/16,
Mineral County,ocd-division/country:us/state:wv/county:mineral,,Mineral County Courthouse,150 Armstrong Street,Keyser,WV,26726,09:00:00 - 04:00,17:00:00 - 04:00,10/29/16,10/29/16,
Mineral County,ocd-division/country:us/state:wv/county:mineral,,Mineral County Courthouse,150 Armstrong Street,Keyser,WV,26726,08:30:00 - 04:00,16:30:00 - 04:00,10/31/16,11/4/16,
Mineral County,ocd-division/country:us/state:wv/county:mineral,,Mineral County Courthouse,150 Armstrong Street,Keyser,WV,26726,09:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Mingo County,ocd-division/country:us/state:wv/county:mingo,Room #125,Mingo County Courthouse,78 East Second Avenue,Williamson,WV,25661,09:00:00 - 04:00,17:00:00 - 04:00,10/26/16,10/29/16,
Mingo County,ocd-division/country:us/state:wv/county:mingo,Room #125,Mingo County Courthouse,78 East Second Avenue,Williamson,WV,25661,09:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/5/16,
Monongalia County,ocd-division/country:us/state:wv/county:monongalia,Unit D-20; (on front of Mall beside Anytime Fitness enter from outside entrance from parking lot-no entrance from inside Mall),Mountaineer Mall,5000 Greenbag Road,Morgantown,WV,26505,07:00:00 - 04:00,19:00:00 - 04:00,10/26/16,10/29/16,
Monongalia County,ocd-division/country:us/state:wv/county:monongalia,Unit D-20; (on front of Mall beside Anytime Fitness enter from outside entrance from parking lot-no entrance from inside Mall),Mountaineer Mall,5000 Greenbag Road,Morgantown,WV,26505,07:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/5/16,
Monongalia County,ocd-division/country:us/state:wv/county:monongalia,,Mason Dixon Park,79 Buckyeye Road,Core ,WV,26541,07:00:00 - 04:00,19:00:00 - 04:00,10/26/16,10/29/16,
Monongalia County,ocd-division/country:us/state:wv/county:monongalia,,Mason Dixon Park,79 Buckyeye Road,Core ,WV,26541,07:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/5/16,
Monongalia County,ocd-division/country:us/state:wv/county:monongalia,,â€‹â€‹â€‹â€‹â€‹â€‹â€‹Pierpont Landing,7000 Mid-Atlantic Drive,Morgantown,WV,26505,07:00:00 - 04:00,19:00:00 - 04:00,10/26/16,10/29/16,
Monongalia County,ocd-division/country:us/state:wv/county:monongalia,,â€‹â€‹â€‹â€‹â€‹â€‹â€‹Pierpont Landing,7000 Mid-Atlantic Drive,Morgantown,WV,26505,07:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/5/16,
Monongalia County,ocd-division/country:us/state:wv/county:monongalia,,Westover Senior Center,500 Dupont Road,Westover,WV,26501,07:00:00 - 04:00,19:00:00 - 04:00,10/26/16,10/29/16,
Monongalia County,ocd-division/country:us/state:wv/county:monongalia,,Westover Senior Center,500 Dupont Road,Westover,WV,26501,07:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/5/16,
Monongalia County,ocd-division/country:us/state:wv/county:monongalia,,WVU Alumni Center,1 Alumni Drive,Morgantown,WV,26504,07:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16,
Monroe County,ocd-division/country:us/state:wv/county:monroe,Ste. 1,Monroe 911 Center,39 Nota Street,Union,WV,24983,08:30:00 - 04:00,16:30:00 - 04:00,10/26/16,10/28/16,
Monroe County,ocd-division/country:us/state:wv/county:monroe,Ste. 1,Monroe 911 Center,39 Nota Street,Union,WV,24983,09:00:00 - 04:00,17:00:00 - 04:00,10/29/16,10/29/16,
Monroe County,ocd-division/country:us/state:wv/county:monroe,Ste. 1,Monroe 911 Center,39 Nota Street,Union,WV,24983,08:30:00 - 04:00,16:30:00 - 04:00,10/31/16,11/4/16,
Monroe County,ocd-division/country:us/state:wv/county:monroe,Ste. 1,Monroe 911 Center,39 Nota Street,Union,WV,24983,09:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Monroe County,ocd-division/country:us/state:wv/county:monroe,,Peterstown Town Hall,125 Thomas Street,Peterstown,WV,24963,08:30:00 - 04:00,16:30:00 - 04:00,10/26/16,10/28/16,
Monroe County,ocd-division/country:us/state:wv/county:monroe,,Peterstown Town Hall,125 Thomas Street,Peterstown,WV,24963,09:00:00 - 04:00,17:00:00 - 04:00,10/29/16,10/29/16,
Monroe County,ocd-division/country:us/state:wv/county:monroe,,Peterstown Town Hall,125 Thomas Street,Peterstown,WV,24963,08:30:00 - 04:00,16:30:00 - 04:00,10/31/16,11/4/16,
Monroe County,ocd-division/country:us/state:wv/county:monroe,,Peterstown Town Hall,125 Thomas Street,Peterstown,WV,24963,09:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Morgan County,ocd-division/country:us/state:wv/county:morgan,Room 102,Morgan County Courthouse,77 Fairfax Street,Berkeley Springs,WV,25411,09:00:00 - 04:00,17:00:00 - 04:00,10/26/16,10/29/16,
Morgan County,ocd-division/country:us/state:wv/county:morgan,Room 102,Morgan County Courthouse,77 Fairfax Street,Berkeley Springs,WV,25411,09:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/5/16,
Nicholas County,ocd-division/country:us/state:wv/county:nicholas,,Nicholas County Courthouse,700 Main Street,Summersville,WV,26651,08:30:00 - 04:00,16:30:00 - 04:00,10/26/16,10/28/16,
Nicholas County,ocd-division/country:us/state:wv/county:nicholas,,Nicholas County Courthouse,700 Main Street,Summersville,WV,26651,09:00:00 - 04:00,17:00:00 - 04:00,10/29/16,10/29/16,
Nicholas County,ocd-division/country:us/state:wv/county:nicholas,,Nicholas County Courthouse,700 Main Street,Summersville,WV,26651,08:30:00 - 04:00,16:30:00 - 04:00,10/31/16,11/4/16,
Nicholas County,ocd-division/country:us/state:wv/county:nicholas,,Nicholas County Courthouse,700 Main Street,Summersville,WV,26651,09:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Ohio County,ocd-division/country:us/state:wv/county:ohio,Room 102,Ohio County Courthouse,1500 Chapline Street,Wheeling,WV,26003,09:00:00 - 04:00,17:00:00 - 04:00,10/26/16,10/29/16,
Ohio County,ocd-division/country:us/state:wv/county:ohio,Room 102,Ohio County Courthouse,1500 Chapline Street,Wheeling,WV,26003,09:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/5/16,
Pendleton County,ocd-division/country:us/state:wv/county:pendleton,,Pendleton County Courthouse,100 South Main Street,Franklin,WV,26807,08:30:00 - 04:00,16:30:00 - 04:00,10/26/16,10/28/16,
Pendleton County,ocd-division/country:us/state:wv/county:pendleton,,Pendleton County Courthouse,100 South Main Street,Franklin,WV,26807,09:00:00 - 04:00,17:00:00 - 04:00,10/29/16,10/29/16,
Pendleton County,ocd-division/country:us/state:wv/county:pendleton,,Pendleton County Courthouse,100 South Main Street,Franklin,WV,26807,08:30:00 - 04:00,16:30:00 - 04:00,10/31/16,11/4/16,
Pendleton County,ocd-division/country:us/state:wv/county:pendleton,,Pendleton County Courthouse,100 South Main Street,Franklin,WV,26807,09:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Pleasants County,ocd-division/country:us/state:wv/county:pleasants,,Pleasants County Courthouse,301 Court Lane,St. Marys,WV,26170,08:30:00 - 04:00,16:30:00 - 04:00,10/26/16,10/28/16,
Pleasants County,ocd-division/country:us/state:wv/county:pleasants,,Pleasants County Courthouse,301 Court Lane,St. Marys,WV,26170,09:00:00 - 04:00,17:00:00 - 04:00,10/29/16,10/29/16,
Pleasants County,ocd-division/country:us/state:wv/county:pleasants,,Pleasants County Courthouse,301 Court Lane,St. Marys,WV,26170,08:30:00 - 04:00,16:30:00 - 04:00,10/31/16,11/4/16,
Pleasants County,ocd-division/country:us/state:wv/county:pleasants,,Pleasants County Courthouse,301 Court Lane,St. Marys,WV,26170,09:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Pocahontas County,ocd-division/country:us/state:wv/county:pocahontas,,Pocahontas County Courthouse,900 10th Avenue,Marlinton,WV,24954,08:30:00 - 04:00,16:30:00 - 04:00,10/26/16,10/28/16,
Pocahontas County,ocd-division/country:us/state:wv/county:pocahontas,,Pocahontas County Courthouse,900 10th Avenue,Marlinton,WV,24954,09:00:00 - 04:00,17:00:00 - 04:00,10/29/16,10/29/16,
Pocahontas County,ocd-division/country:us/state:wv/county:pocahontas,,Pocahontas County Courthouse,900 10th Avenue,Marlinton,WV,24954,08:30:00 - 04:00,16:30:00 - 04:00,10/31/16,11/4/16,
Pocahontas County,ocd-division/country:us/state:wv/county:pocahontas,,Pocahontas County Courthouse,900 10th Avenue,Marlinton,WV,24954,09:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Preston County,ocd-division/country:us/state:wv/county:preston,,Preston County 911 Center,300 Rich Wolfe Drive,Kingwood,WV,26537,08:30:00 - 04:00,18:00:00 - 04:00,10/26/16,10/29/16,
Preston County,ocd-division/country:us/state:wv/county:preston,,Preston County 911 Center,300 Rich Wolfe Drive,Kingwood,WV,26537,08:30:00 - 04:00,18:00:00 - 04:00,10/31/16,11/5/16,
Putnam County,ocd-division/country:us/state:wv/county:putnam,,Putnam County Courthouse,12093 Winfield Rd.,Winfield,WV,25213,08:00:00 - 04:00,16:00:00 - 04:00,10/26/16,10/26/16,
Putnam County,ocd-division/country:us/state:wv/county:putnam,,Putnam County Courthouse,12093 Winfield Rd.,Winfield,WV,25213,08:00:00 - 04:00,19:00:00 - 04:00,10/27/16,10/27/16,
Putnam County,ocd-division/country:us/state:wv/county:putnam,,Putnam County Courthouse,12093 Winfield Rd.,Winfield,WV,25213,08:00:00 - 04:00,16:00:00 - 04:00,10/28/16,10/28/16,
Putnam County,ocd-division/country:us/state:wv/county:putnam,,Putnam County Courthouse,12093 Winfield Rd.,Winfield,WV,25213,09:00:00 - 04:00,17:00:00 - 04:00,10/29/16,10/29/16,
Putnam County,ocd-division/country:us/state:wv/county:putnam,,Putnam County Courthouse,12093 Winfield Rd.,Winfield,WV,25213,08:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/2/16,
Putnam County,ocd-division/country:us/state:wv/county:putnam,,Putnam County Courthouse,12093 Winfield Rd.,Winfield,WV,25213,08:00:00 - 04:00,19:00:00 - 04:00,11/3/16,11/3/16,
Putnam County,ocd-division/country:us/state:wv/county:putnam,,Putnam County Courthouse,12093 Winfield Rd.,Winfield,WV,25213,08:00:00 - 04:00,16:00:00 - 04:00,11/4/16,11/4/16,
Putnam County,ocd-division/country:us/state:wv/county:putnam,,Putnam County Courthouse,12093 Winfield Rd.,Winfield,WV,25213,09:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Raleigh County,ocd-division/country:us/state:wv/county:raleigh,2nd Floor (large ceremonial courtroom),Raleigh County Courthouse,215 Main St.,Beckley,WV,25802,08:30:00 - 04:00,16:30:00 - 04:00,10/26/16,10/28/16,
Raleigh County,ocd-division/country:us/state:wv/county:raleigh,2nd Floor (large ceremonial courtroom),Raleigh County Courthouse,215 Main St.,Beckley,WV,25802,09:00:00 - 04:00,17:00:00 - 04:00,10/29/16,10/29/16,
Raleigh County,ocd-division/country:us/state:wv/county:raleigh,2nd Floor (large ceremonial courtroom),Raleigh County Courthouse,215 Main St.,Beckley,WV,25802,08:30:00 - 04:00,16:30:00 - 04:00,10/31/16,11/4/16,
Raleigh County,ocd-division/country:us/state:wv/county:raleigh,2nd Floor (large ceremonial courtroom),Raleigh County Courthouse,215 Main St.,Beckley,WV,25802,09:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Randolph County,ocd-division/country:us/state:wv/county:randolph,,Randolph County Courthouse Annex,4 Randolph Avenue,Elkins,WV,26241,08:00:00 - 04:00,16:30:00 - 04:00,10/26/16,10/28/16,
Randolph County,ocd-division/country:us/state:wv/county:randolph,,Randolph County Courthouse Annex,4 Randolph Avenue,Elkins,WV,26241,09:00:00 - 04:00,17:00:00 - 04:00,10/29/16,10/29/16,
Randolph County,ocd-division/country:us/state:wv/county:randolph,,Randolph County Courthouse Annex,4 Randolph Avenue,Elkins,WV,26241,08:00:00 - 04:00,16:30:00 - 04:00,10/31/16,11/4/16,
Randolph County,ocd-division/country:us/state:wv/county:randolph,,Randolph County Courthouse Annex,4 Randolph Avenue,Elkins,WV,26241,09:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Ritchie County,ocd-division/country:us/state:wv/county:ritchie,,Ritchie County Courthouse,115 East Main St.,Harrisville,WV,26362,08:00:00 - 04:00,16:00:00 - 04:00,10/26/16,10/28/16,
Ritchie County,ocd-division/country:us/state:wv/county:ritchie,,Ritchie County Courthouse,115 East Main St.,Harrisville,WV,26362,09:00:00 - 04:00,17:00:00 - 04:00,10/29/16,10/29/16,
Ritchie County,ocd-division/country:us/state:wv/county:ritchie,,Ritchie County Courthouse,115 East Main St.,Harrisville,WV,26362,08:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/4/16,
Ritchie County,ocd-division/country:us/state:wv/county:ritchie,,Ritchie County Courthouse,115 East Main St.,Harrisville,WV,26362,09:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Roane County,ocd-division/country:us/state:wv/county:roane,,Roane County Courthouse,200 Main Street,Spencer,WV,25276,08:30:00 - 04:00,16:00:00 - 04:00,10/26/16,10/28/16,
Roane County,ocd-division/country:us/state:wv/county:roane,,Roane County Courthouse,200 Main Street,Spencer,WV,25276,09:00:00 - 04:00,17:00:00 - 04:00,10/29/16,10/29/16,
Roane County,ocd-division/country:us/state:wv/county:roane,,Roane County Courthouse,200 Main Street,Spencer,WV,25276,08:30:00 - 04:00,16:00:00 - 04:00,10/31/16,11/4/16,
Roane County,ocd-division/country:us/state:wv/county:roane,,Roane County Courthouse,200 Main Street,Spencer,WV,25276,09:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Summers County,ocd-division/country:us/state:wv/county:summers,,Summers County Courthouse,120 Ballengee St.,Hinton,WV,25951,08:30:00 - 04:00,16:30:00 - 04:00,10/26/16,10/28/16,
Summers County,ocd-division/country:us/state:wv/county:summers,,Summers County Courthouse,120 Ballengee St.,Hinton,WV,25951,09:00:00 - 04:00,17:00:00 - 04:00,10/29/16,10/29/16,
Summers County,ocd-division/country:us/state:wv/county:summers,,Summers County Courthouse,120 Ballengee St.,Hinton,WV,25951,08:30:00 - 04:00,16:30:00 - 04:00,10/31/16,11/4/16,
Summers County,ocd-division/country:us/state:wv/county:summers,,Summers County Courthouse,120 Ballengee St.,Hinton,WV,25951,09:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Taylor County,ocd-division/country:us/state:wv/county:taylor,,Taylor County Courthouse,214 W. Main Street,Grafton,WV,26354,08:30:00 - 04:00,16:30:00 - 04:00,10/26/16,10/28/16,
Taylor County,ocd-division/country:us/state:wv/county:taylor,,Taylor County Courthouse,214 W. Main Street,Grafton,WV,26354,09:00:00 - 04:00,17:00:00 - 04:00,10/29/16,10/29/16,
Taylor County,ocd-division/country:us/state:wv/county:taylor,,Taylor County Courthouse,214 W. Main Street,Grafton,WV,26354,08:30:00 - 04:00,16:30:00 - 04:00,10/31/16,11/4/16,
Taylor County,ocd-division/country:us/state:wv/county:taylor,,Taylor County Courthouse,214 W. Main Street,Grafton,WV,26354,09:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Taylor County,ocd-division/country:us/state:wv/county:taylor,,Taylor County Senior Citizens,52 Trap Springs Rd,Grafton,WV,26354,08:30:00 - 04:00,16:30:00 - 04:00,10/26/16,10/28/16,Found address on Google maps; their address was wrong
Taylor County,ocd-division/country:us/state:wv/county:taylor,,Taylor County Senior Citizens,52 Trap Springs Rd,Grafton,WV,26354,09:00:00 - 04:00,17:00:00 - 04:00,10/29/16,10/29/16,
Taylor County,ocd-division/country:us/state:wv/county:taylor,,Taylor County Senior Citizens,52 Trap Springs Rd,Grafton,WV,26354,08:30:00 - 04:00,16:30:00 - 04:00,10/31/16,11/4/16,
Taylor County,ocd-division/country:us/state:wv/county:taylor,,Taylor County Senior Citizens,52 Trap Springs Rd,Grafton,WV,26354,09:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Tucker County,ocd-division/country:us/state:wv/county:tucker,Ste. 4,Tucker County Courthouse,211 First Street,Parsons,WV,26287,08:00:00 - 04:00,16:00:00 - 04:00,10/26/16,10/28/16,
Tucker County,ocd-division/country:us/state:wv/county:tucker,Ste. 4,Tucker County Courthouse,211 First Street,Parsons,WV,26287,09:00:00 - 04:00,17:00:00 - 04:00,10/29/16,10/29/16,
Tucker County,ocd-division/country:us/state:wv/county:tucker,Ste. 4,Tucker County Courthouse,211 First Street,Parsons,WV,26287,08:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/4/16,
Tucker County,ocd-division/country:us/state:wv/county:tucker,Ste. 4,Tucker County Courthouse,211 First Street,Parsons,WV,26287,09:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Tyler County,ocd-division/country:us/state:wv/county:tyler,,Tyler County Courthouse,121 Main Street,Middlebourne,WV,26149,08:00:00 - 04:00,16:00:00 - 04:00,10/26/16,10/28/16,
Tyler County,ocd-division/country:us/state:wv/county:tyler,,Tyler County Courthouse,121 Main Street,Middlebourne,WV,26149,09:00:00 - 04:00,17:00:00 - 04:00,10/29/16,10/29/16,
Tyler County,ocd-division/country:us/state:wv/county:tyler,,Tyler County Courthouse,121 Main Street,Middlebourne,WV,26149,08:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/4/16,
Tyler County,ocd-division/country:us/state:wv/county:tyler,,Tyler County Courthouse,121 Main Street,Middlebourne,WV,26149,09:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Upshur County,ocd-division/country:us/state:wv/county:upshur,,Upshur County Courthouse,40 W. Main St.,Buckhannon,WV,26201,08:00:00 - 04:00,16:30:00 - 04:00,10/26/16,10/28/16,
Upshur County,ocd-division/country:us/state:wv/county:upshur,,Upshur County Courthouse,40 W. Main St.,Buckhannon,WV,26201,09:00:00 - 04:00,17:00:00 - 04:00,10/29/16,10/29/16,
Upshur County,ocd-division/country:us/state:wv/county:upshur,,Upshur County Courthouse,40 W. Main St.,Buckhannon,WV,26201,08:00:00 - 04:00,16:30:00 - 04:00,10/31/16,11/4/16,
Upshur County,ocd-division/country:us/state:wv/county:upshur,,Upshur County Courthouse,40 W. Main St.,Buckhannon,WV,26201,09:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Wayne County,ocd-division/country:us/state:wv/county:wayne,,Wayne County Courthouse,700 Hendricks Street,Wayne,WV,25570,08:00:00 - 04:00,16:00:00 - 04:00,10/26/16,10/26/16,
Wayne County,ocd-division/country:us/state:wv/county:wayne,,Wayne County Courthouse,700 Hendricks Street,Wayne,WV,25570,08:00:00 - 04:00,19:00:00 - 04:00,10/27/16,10/27/16,
Wayne County,ocd-division/country:us/state:wv/county:wayne,,Wayne County Courthouse,700 Hendricks Street,Wayne,WV,25570,08:00:00 - 04:00,16:00:00 - 04:00,10/28/16,10/28/16,
Wayne County,ocd-division/country:us/state:wv/county:wayne,,Wayne County Courthouse,700 Hendricks Street,Wayne,WV,25570,09:00:00 - 04:00,17:00:00 - 04:00,10/29/16,10/29/16,
Wayne County,ocd-division/country:us/state:wv/county:wayne,,Wayne County Courthouse,700 Hendricks Street,Wayne,WV,25570,08:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/2/16,
Wayne County,ocd-division/country:us/state:wv/county:wayne,,Wayne County Courthouse,700 Hendricks Street,Wayne,WV,25570,08:00:00 - 04:00,19:00:00 - 04:00,11/3/16,11/3/16,
Wayne County,ocd-division/country:us/state:wv/county:wayne,,Wayne County Courthouse,700 Hendricks Street,Wayne,WV,25570,08:00:00 - 04:00,16:00:00 - 04:00,11/4/16,11/4/16,
Wayne County,ocd-division/country:us/state:wv/county:wayne,,Wayne County Courthouse,700 Hendricks Street,Wayne,WV,25570,09:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Webster County,ocd-division/country:us/state:wv/county:webster,,Webster County Courthouse,2 Court Square,Webster Springs,WV,26288,08:30:00 - 04:00,16:00:00 - 04:00,10/26/16,10/28/16,
Webster County,ocd-division/country:us/state:wv/county:webster,,Webster County Courthouse,2 Court Square,Webster Springs,WV,26288,09:00:00 - 04:00,17:00:00 - 04:00,10/29/16,10/29/16,
Webster County,ocd-division/country:us/state:wv/county:webster,,Webster County Courthouse,2 Court Square,Webster Springs,WV,26288,08:30:00 - 04:00,16:00:00 - 04:00,10/31/16,11/4/16,
Webster County,ocd-division/country:us/state:wv/county:webster,,Webster County Courthouse,2 Court Square,Webster Springs,WV,26288,09:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Wetzel County,ocd-division/country:us/state:wv/county:wetzel,,Wetzel County Courthouse,200 Main Street,New Martinsville,WV,26155,09:00:00 - 04:00,16:30:00 - 04:00,10/26/16,10/26/16,
Wetzel County,ocd-division/country:us/state:wv/county:wetzel,,Wetzel County Courthouse,200 Main Street,New Martinsville,WV,26155,09:00:00 - 04:00,16:00:00 - 04:00,10/27/16,10/27/16,
Wetzel County,ocd-division/country:us/state:wv/county:wetzel,,Wetzel County Courthouse,200 Main Street,New Martinsville,WV,26155,09:00:00 - 04:00,16:30:00 - 04:00,10/28/16,10/28/16,
Wetzel County,ocd-division/country:us/state:wv/county:wetzel,,Wetzel County Courthouse,200 Main Street,New Martinsville,WV,26155,09:00:00 - 04:00,17:00:00 - 04:00,10/29/16,10/29/16,
Wetzel County,ocd-division/country:us/state:wv/county:wetzel,,Wetzel County Courthouse,200 Main Street,New Martinsville,WV,26155,09:00:00 - 04:00,16:30:00 - 04:00,10/31/16,11/2/16,
Wetzel County,ocd-division/country:us/state:wv/county:wetzel,,Wetzel County Courthouse,200 Main Street,New Martinsville,WV,26155,09:00:00 - 04:00,16:00:00 - 04:00,11/3/16,11/3/16,
Wetzel County,ocd-division/country:us/state:wv/county:wetzel,,Wetzel County Courthouse,200 Main Street,New Martinsville,WV,26155,09:00:00 - 04:00,16:30:00 - 04:00,11/4/16,11/4/16,
Wetzel County,ocd-division/country:us/state:wv/county:wetzel,,Wetzel County Courthouse,200 Main Street,New Martinsville,WV,26155,09:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Wirt County,ocd-division/country:us/state:wv/county:wirt,,Wirt County Courthouse,1 Court Square,Elizabeth,WV,26143,08:00:00 - 04:00,16:00:00 - 04:00,10/26/16,10/28/16,
Wirt County,ocd-division/country:us/state:wv/county:wirt,,Wirt County Courthouse,1 Court Square,Elizabeth,WV,26143,09:00:00 - 04:00,17:00:00 - 04:00,10/29/16,10/29/16,
Wirt County,ocd-division/country:us/state:wv/county:wirt,,Wirt County Courthouse,1 Court Square,Elizabeth,WV,26143,08:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/4/16,
Wirt County,ocd-division/country:us/state:wv/county:wirt,,Wirt County Courthouse,1 Court Square,Elizabeth,WV,26143,09:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Wood County,ocd-division/country:us/state:wv/county:wood,,Judge Black Annex,315 Market Street,Parkersburg,WV,26101,08:30:00 - 04:00,16:30:00 - 04:00,10/26/16,10/28/16,
Wood County,ocd-division/country:us/state:wv/county:wood,,Judge Black Annex,315 Market Street,Parkersburg,WV,26101,09:00:00 - 04:00,17:00:00 - 04:00,10/29/16,10/29/16,
Wood County,ocd-division/country:us/state:wv/county:wood,,Judge Black Annex,315 Market Street,Parkersburg,WV,26101,08:30:00 - 04:00,16:30:00 - 04:00,10/31/16,11/4/16,
Wood County,ocd-division/country:us/state:wv/county:wood,,Judge Black Annex,315 Market Street,Parkersburg,WV,26101,09:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Wood County,ocd-division/country:us/state:wv/county:wood,,Williamstown City Building,100 W. 5th Street,Williamstown,WV,26187,08:30:00 - 04:00,16:30:00 - 04:00,11/1/16,11/5/16,
Wood County,ocd-division/country:us/state:wv/county:wood,,Vienna City Building,609 29th Street,Vienna,WV,26105,08:30:00 - 04:00,16:30:00 - 04:00,11/1/16,11/5/16,
Wood County,ocd-division/country:us/state:wv/county:wood,,Mineral Wells Volunteer Fire Dept.,1695 Elizabeth Pike,Mineral Wells,WV,26150,08:30:00 - 04:00,16:30:00 - 04:00,11/1/16,11/5/16,
Wood County,ocd-division/country:us/state:wv/county:wood,,Lubeck Volunteer Fire Dept.,1340 Harris Highway,Parkersburg,WV,26101,08:30:00 - 04:00,16:30:00 - 04:00,11/1/16,11/5/16,
