ocd_division,county,location_name,address_1,address_2,city,state,zip,start_time,end_time,start_date,end_date,is_only_by_appointment,is_or_by_appointment,appointment_phone_num,is_subject_to_change,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
ocd-division/country:us/state:mn/county:becker,Becker,Becker County Courthouse,915 Lake Ave,,Detroit Lakes,MN,56501,800,1630,09-23-2016,09-23-2016,False,False,False,,225,"915 Lake Ave, Detroit Lakes, MN 56501",,08:00 AM-04:30 PM,,ho43657871,false,true,,,,poll0225
ocd-division/country:us/state:mn/county:becker,Becker,Becker County Courthouse,915 Lake Ave,,Detroit Lakes,MN,56501,1000,1500,11-05-2016,11-05-2016,False,False,False,,232,"915 Lake Ave, Detroit Lakes, MN 56501",,10:00 AM-03:00 PM,,ho43657871,false,true,,,,poll0232
ocd-division/country:us/state:mn/county:becker,Becker,Becker County Courthouse,915 Lake Ave,,Detroit Lakes,MN,56501,800,1700,11-07-2016,11-07-2016,False,False,False,,233,"915 Lake Ave, Detroit Lakes, MN 56501",,08:00 AM-05:00 PM,,ho43657871,false,true,,,,poll0233
ocd-division/country:us/state:mn/county:beltrami,Beltrami,Beltrami County Administration Building,701 Minnesota Ave NW,Ste 220,Bemidji,MN,56601,800,1630,09-23-2016,09-23-2016,False,False,False,,234,"701 Minnesota Ave NW Ste 220, Bemidji, MN 56601",,08:00 AM-04:30 PM,,ho70805654,false,true,,,,poll0234
ocd-division/country:us/state:mn/county:beltrami,Beltrami,Beltrami County Administration Building,701 Minnesota Ave NW,Ste 220,Bemidji,MN,56601,1000,1500,11-05-2016,11-05-2016,False,False,False,,241,"701 Minnesota Ave NW Ste 220, Bemidji, MN 56601",,10:00 AM-03:00 PM,,ho70805654,false,true,,,,poll0241
ocd-division/country:us/state:mn/county:beltrami,Beltrami,Beltrami County Administration Building,701 Minnesota Ave NW,Ste 220,Bemidji,MN,56601,800,1700,11-07-2016,11-07-2016,False,False,False,,242,"701 Minnesota Ave NW Ste 220, Bemidji, MN 56601",,08:00 AM-05:00 PM,,ho70805654,false,true,,,,poll0242
ocd-division/country:us/state:mn/county:benton,Benton,Benton County Administration Building,531 Dewey St,,Foley,MN,56329,800,1630,09-23-2016,09-23-2016,False,False,False,,243,"531 Dewey St, Foley, MN 56329",,08:00 AM-04:30 PM,,ho25372659,false,true,,,,poll0243
ocd-division/country:us/state:mn/county:benton,Benton,Benton County Administration Building,531 Dewey St,,Foley,MN,56329,1000,1500,11-05-2016,11-05-2016,False,False,False,,250,"531 Dewey St, Foley, MN 56329",,10:00 AM-03:00 PM,,ho25372659,false,true,,,,poll0250
ocd-division/country:us/state:mn/county:benton,Benton,Benton County Administration Building,531 Dewey St,,Foley,MN,56329,800,1700,11-07-2016,11-07-2016,False,False,False,,251,"531 Dewey St, Foley, MN 56329",,08:00 AM-05:00 PM,,ho25372659,false,true,,,,poll0251
ocd-division/country:us/state:mn/county:big_stone,Big Stone,Big Stone County Courthouse,20 2nd St SE,Ste 103,Ortonville,MN,56278,800,1600,09-23-2016,09-23-2016,False,False,False,,252,"20 2nd St SE Ste 103, Ortonville, MN 56278",,08:00 AM-04:00 PM,,ho29035088,false,true,,,,poll0252
ocd-division/country:us/state:mn/county:big_stone,Big Stone,Big Stone County Courthouse,20 2nd St SE,Ste 103,Ortonville,MN,56278,1000,1500,11-05-2016,11-05-2016,False,False,False,,259,"20 2nd St SE Ste 103, Ortonville, MN 56278",,10:00 AM-03:00 PM,,ho29035088,false,true,,,,poll0259
ocd-division/country:us/state:mn/county:big_stone,Big Stone,Big Stone County Courthouse,20 2nd St SE,Ste 103,Ortonville,MN,56278,800,1700,11-07-2016,11-07-2016,False,False,False,,260,"20 2nd St SE Ste 103, Ortonville, MN 56278",,08:00 AM-05:00 PM,,ho29035088,false,true,,,,poll0260
ocd-division/country:us/state:mn/county:blue_earth,Blue Earth,Blue Earth County Government Center,410 S 5th St,,Mankato,MN,56002,800,1630,09-23-2016,09-23-2016,False,False,False,,261,"410 S 5th St, Mankato, MN 56002",,08:00 AM-04:30 PM,,ho79013503,false,true,,,,poll0261
ocd-division/country:us/state:mn/county:blue_earth,Blue Earth,Blue Earth County Government Center,410 S 5th St,,Mankato,MN,56002,1000,1500,11-05-2016,11-05-2016,False,False,False,,268,"410 S 5th St, Mankato, MN 56002",,10:00 AM-03:00 PM,,ho79013503,false,true,,,,poll0268
ocd-division/country:us/state:mn/county:blue_earth,Blue Earth,Blue Earth County Government Center,410 S 5th St,,Mankato,MN,56002,800,1700,11-07-2016,11-07-2016,False,False,False,,269,"410 S 5th St, Mankato, MN 56002",,08:00 AM-05:00 PM,,ho79013503,false,true,,,,poll0269
ocd-division/country:us/state:mn/county:brown,Brown,Brown County Courthouse,14 South State St,,New Ulm,MN,56073,800,1630,09-23-2016,09-23-2016,False,False,False,,270,"14 South State St, New Ulm, MN 56073",,08:00 AM-04:30 PM,,ho95182637,false,true,,,,poll0270
