office,name,adr_1,adr_2,dirs,city,state,zip,start_time,end_time,start_date,end_date,appt,ocd-id,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
KODIAK,KODIAK BOROUGH CLERK'S OFFICE,710 MILL BAY ROAD,Rm 234,,Kodiak,AK,99615,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:32,417,"710 Mill Bay Road, Kodiak, AK 99615",Rm 234,09:00 AM - 05:00 PM,,ho44112944,false,true,,,,poll44112944
KODIAK,KODIAK BOROUGH CLERK'S OFFICE,710 MILL BAY ROAD,Rm 234,,Kodiak,AK,99615,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:32,418,"710 Mill Bay Road, Kodiak, AK 99615",Rm 234,09:00 AM - 05:00 PM,,ho44112944,false,true,,,,poll44112944
KODIAK,KODIAK BOROUGH CLERK'S OFFICE,710 MILL BAY ROAD,Rm 234,,Kodiak,AK,99615,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:32,419,"710 Mill Bay Road, Kodiak, AK 99615",Rm 234,09:00 AM - 05:00 PM,,ho44112944,false,true,,,,poll44112944
Upper Kalskag,MULTI PURPOSE CENTER,8 Airport Rd,,"Not in City Hall, but close by",Kalskag,AK,99607,,,10/24/16,10/28/16,True,ocd-division/country:us/state:ak/sldl:38,420,"8 Airport Rd, Kalskag, AK 99607","Not in City Hall, but close by",appointment only,,ho96565633,false,true,,,,poll96565633
Upper Kalskag,MULTI PURPOSE CENTER,8 Airport Rd,,"Not in City Hall, but close by",Kalskag,AK,99607,,,10/31/16,11/4/16,True,ocd-division/country:us/state:ak/sldl:38,421,"8 Airport Rd, Kalskag, AK 99607","Not in City Hall, but close by",appointment only,,ho96565633,false,true,,,,poll96565633
Upper Kalskag,MULTI PURPOSE CENTER,8 Airport Rd,,"Not in City Hall, but close by",Kalskag,AK,99607,,,11/7/16,11/7/16,True,ocd-division/country:us/state:ak/sldl:38,422,"8 Airport Rd, Kalskag, AK 99607","Not in City Hall, but close by",appointment only,,ho96565633,false,true,,,,poll96565633
LARSEN BAY,LARSEN BAY TRIBAL OFFICE,8 Main St,,,Larsen Bay,AK,99624,13:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:32,423,"8 Main St, Larsen Bay, AK 99624",,01:00 PM - 04:00 PM,,ho52954854,false,true,,,,poll52954854
LARSEN BAY,LARSEN BAY TRIBAL OFFICE,8 Main St,,,Larsen Bay,AK,99624,13:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:32,424,"8 Main St, Larsen Bay, AK 99624",,01:00 PM - 04:00 PM,,ho52954854,false,true,,,,poll52954854
LARSEN BAY,LARSEN BAY TRIBAL OFFICE,8 Main St,,,Larsen Bay,AK,99624,13:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:32,425,"8 Main St, Larsen Bay, AK 99624",,01:00 PM - 04:00 PM,,ho52954854,false,true,,,,poll52954854
LARSEN BAY,LARSEN BAY TRIBAL OFFICE,8 Main St,,,Larsen Bay,AK,99624,9:00:00 - 08:00,12:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:32,426,"8 Main St, Larsen Bay, AK 99624",,09:00 AM - 12:00 PM,,ho52954854,false,true,,,,poll52954854
LARSEN BAY,LARSEN BAY TRIBAL OFFICE,8 Main St,,,Larsen Bay,AK,99624,9:00:00 - 08:00,12:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:32,427,"8 Main St, Larsen Bay, AK 99624",,09:00 AM - 12:00 PM,,ho52954854,false,true,,,,poll52954854
LARSEN BAY,LARSEN BAY TRIBAL OFFICE,8 Main St,,,Larsen Bay,AK,99624,9:00:00 - 08:00,12:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:32,428,"8 Main St, Larsen Bay, AK 99624",,09:00 AM - 12:00 PM,,ho52954854,false,true,,,,poll52954854
TRAPPER CREEK,TRAPPER CREEK PUBLIC LIBRARY,8901 E DEVONSHIRE DR,,,Drive Trapper Creek,AK,99683,10:00:00 - 08:00,15:00:00 - 08:00,10/27/16,10/27/16,,ocd-division/country:us/state:ak/sldl:10,429,"8901 E Devonshire Dr, Drive Trapper Creek, AK 99683",,10:00 AM - 03:00 PM,,ho25637463,false,true,,,,poll25637463
TRAPPER CREEK,TRAPPER CREEK PUBLIC LIBRARY,8901 E DEVONSHIRE DR,,,Drive Trapper Creek,AK,99683,10:00:00 - 08:00,15:00:00 - 08:00,11/3/16,11/3/16,,ocd-division/country:us/state:ak/sldl:10,430,"8901 E Devonshire Dr, Drive Trapper Creek, AK 99683",,10:00 AM - 03:00 PM,,ho25637463,false,true,,,,poll25637463
TRAPPER CREEK,TRAPPER CREEK PUBLIC LIBRARY,8901 E DEVONSHIRE DR,,,Drive Trapper Creek,AK,99683,12:00:00 - 08:00,18:00:00 - 08:00,10/29/16,10/29/16,,ocd-division/country:us/state:ak/sldl:10,431,"8901 E Devonshire Dr, Drive Trapper Creek, AK 99683",,12:00 PM - 06:00 PM,,ho25637463,false,true,,,,poll25637463
TRAPPER CREEK,TRAPPER CREEK PUBLIC LIBRARY,8901 E DEVONSHIRE DR,,,Drive Trapper Creek,AK,99683,12:00:00 - 08:00,18:00:00 - 08:00,11/5/16,11/5/16,,ocd-division/country:us/state:ak/sldl:10,432,"8901 E Devonshire Dr, Drive Trapper Creek, AK 99683",,12:00 PM - 06:00 PM,,ho25637463,false,true,,,,poll25637463
TRAPPER CREEK,TRAPPER CREEK PUBLIC LIBRARY,8901 E DEVONSHIRE DR,,,Drive Trapper Creek,AK,99683,12:00:00 - 08:00,19:00:00 - 08:00,10/24/16,10/24/16,,ocd-division/country:us/state:ak/sldl:10,433,"8901 E Devonshire Dr, Drive Trapper Creek, AK 99683",,12:00 PM - 07:00 PM,,ho25637463,false,true,,,,poll25637463
TRAPPER CREEK,TRAPPER CREEK PUBLIC LIBRARY,8901 E DEVONSHIRE DR,,,Drive Trapper Creek,AK,99683,12:00:00 - 08:00,19:00:00 - 08:00,10/26/16,10/26/16,,ocd-division/country:us/state:ak/sldl:10,434,"8901 E Devonshire Dr, Drive Trapper Creek, AK 99683",,12:00 PM - 07:00 PM,,ho25637463,false,true,,,,poll25637463
TRAPPER CREEK,TRAPPER CREEK PUBLIC LIBRARY,8901 E DEVONSHIRE DR,,,Drive Trapper Creek,AK,99683,12:00:00 - 08:00,19:00:00 - 08:00,10/31/16,10/31/16,,ocd-division/country:us/state:ak/sldl:10,435,"8901 E Devonshire Dr, Drive Trapper Creek, AK 99683",,12:00 PM - 07:00 PM,,ho25637463,false,true,,,,poll25637463
TRAPPER CREEK,TRAPPER CREEK PUBLIC LIBRARY,8901 E DEVONSHIRE DR,,,Drive Trapper Creek,AK,99683,12:00:00 - 08:00,19:00:00 - 08:00,11/2/16,11/2/16,,ocd-division/country:us/state:ak/sldl:10,436,"8901 E Devonshire Dr, Drive Trapper Creek, AK 99683",,12:00 PM - 07:00 PM,,ho25637463,false,true,,,,poll25637463
Hydaburg City ,HYDABURG CITY CLERK'S OFFICE,8TH STREET EXTENSION,,,Hydaburg,AK,99922,09:00:00 - 08:00,16:30:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:36,437,"8Th Street Extension, Hydaburg, AK 99922",,09:00 AM - 04:30 PM,,ho5741998,false,true,,,,poll5741998
Hydaburg City ,HYDABURG CITY CLERK'S OFFICE,8TH STREET EXTENSION,,,Hydaburg,AK,99922,09:00:00 - 08:00,16:30:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:36,438,"8Th Street Extension, Hydaburg, AK 99922",,09:00 AM - 04:30 PM,,ho5741998,false,true,,,,poll5741998
Hydaburg City ,HYDABURG CITY CLERK'S OFFICE,8TH STREET EXTENSION,,,Hydaburg,AK,99922,09:00:00 - 08:00,16:30:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:36,439,"8Th Street Extension, Hydaburg, AK 99922",,09:00 AM - 04:30 PM,,ho5741998,false,true,,,,poll5741998
RUBY,RUBY CITY HALL,90 Wildberry Rd,,,RUBY,AK,99768,08:30:00 - 08:00,17:30:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:39,440,"90 Wildberry Rd, Ruby, AK 99768",,08:30 AM - 05:30 PM,,ho31379730,false,true,,,,poll31379730
RUBY,RUBY CITY HALL,90 Wildberry Rd,,,RUBY,AK,99768,08:30:00 - 08:00,17:30:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:39,441,"90 Wildberry Rd, Ruby, AK 99768",,08:30 AM - 05:30 PM,,ho31379730,false,true,,,,poll31379730
RUBY,RUBY CITY HALL,90 Wildberry Rd,,,RUBY,AK,99768,08:30:00 - 08:00,17:30:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:39,442,"90 Wildberry Rd, Ruby, AK 99768",,08:30 AM - 05:30 PM,,ho31379730,false,true,,,,poll31379730
Juneau City ,REGION I ELECTIONS OFFICE,9109 Mendenhall Mall Road,Ste 3,,JUNEAU,AK,99801,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak,443,"9109 Mendenhall Mall Road, Juneau, AK 99801",Ste 3,08:00 AM - 05:00 PM,,ho99959069,false,true,,,,poll99959069
Juneau City ,REGION I ELECTIONS OFFICE,9109 Mendenhall Mall Road,Ste 3,,JUNEAU,AK,99801,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak,444,"9109 Mendenhall Mall Road, Juneau, AK 99801",Ste 3,08:00 AM - 05:00 PM,,ho99959069,false,true,,,,poll99959069
Juneau City ,REGION I ELECTIONS OFFICE,9109 Mendenhall Mall Road,Ste 3,,JUNEAU,AK,99801,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak,445,"9109 Mendenhall Mall Road, Juneau, AK 99801",Ste 3,08:00 AM - 05:00 PM,,ho99959069,false,true,,,,poll99959069
Juneau City ,REGION I ELECTIONS OFFICE,9109 Mendenhall Mall Road,Ste 3,,JUNEAU,AK,99801,10:00:00 - 08:00,16:00:00 - 08:00,11/5/16,11/5/16,,ocd-division/country:us/state:ak,446,"9109 Mendenhall Mall Road, Juneau, AK 99801",Ste 3,10:00 AM - 04:00 PM,,ho99959069,false,true,,,,poll99959069
Juneau City ,REGION I ELECTIONS OFFICE,9109 Mendenhall Mall Road,Ste 3,,JUNEAU,AK,99801,12:00:00 - 08:00,16:00:00 - 08:00,11/6/16,11/6/16,,ocd-division/country:us/state:ak,447,"9109 Mendenhall Mall Road, Juneau, AK 99801",Ste 3,12:00 PM - 04:00 PM,,ho99959069,false,true,,,,poll99959069
Stebbins,STEBBINS CITY CLERK'S OFFICE,ABEL STREET,,,Stebbins,AK,99671,08:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:39,448,"Abel Street, Stebbins, AK 99671",,08:00 AM - 04:00 PM,,ho53262117,false,true,,,,poll53262117
Stebbins,STEBBINS CITY CLERK'S OFFICE,ABEL STREET,,,Stebbins,AK,99671,08:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:39,449,"Abel Street, Stebbins, AK 99671",,08:00 AM - 04:00 PM,,ho53262117,false,true,,,,poll53262117
Stebbins,STEBBINS CITY CLERK'S OFFICE,ABEL STREET,,,Stebbins,AK,99671,08:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:39,450,"Abel Street, Stebbins, AK 99671",,08:00 AM - 04:00 PM,,ho53262117,false,true,,,,poll53262117
Kivalina,CITY OF KIVALINA CONFERENCE ROOM,BERING STREET,,,Kivalina,AK,99750,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:40,451,"Bering Street, Kivalina, AK 99750",,09:00 AM - 05:00 PM,,ho26495685,false,true,,,,poll26495685
Kivalina,CITY OF KIVALINA CONFERENCE ROOM,BERING STREET,,,Kivalina,AK,99750,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:40,452,"Bering Street, Kivalina, AK 99750",,09:00 AM - 05:00 PM,,ho26495685,false,true,,,,poll26495685
Kivalina,CITY OF KIVALINA CONFERENCE ROOM,BERING STREET,,,Kivalina,AK,99750,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:40,453,"Bering Street, Kivalina, AK 99750",,09:00 AM - 05:00 PM,,ho26495685,false,true,,,,poll26495685
Stony River,STONY RIVER TRADITIONAL COUNCIL BUILDING,BIRCH RD,BLDG 7,,Stony River,AK,99557,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:37,454,"Birch Rd, Stony River, AK 99557",BLDG 7,09:00 AM - 05:00 PM,,ho99563918,false,true,,,,poll99563918
Stony River,STONY RIVER TRADITIONAL COUNCIL BUILDING,BIRCH RD,BLDG 7,,Stony River,AK,99557,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:37,455,"Birch Rd, Stony River, AK 99557",BLDG 7,09:00 AM - 05:00 PM,,ho99563918,false,true,,,,poll99563918
Stony River,STONY RIVER TRADITIONAL COUNCIL BUILDING,BIRCH RD,BLDG 7,,Stony River,AK,99557,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:37,456,"Birch Rd, Stony River, AK 99557",BLDG 7,09:00 AM - 05:00 PM,,ho99563918,false,true,,,,poll99563918
Kiana,KIANA CITY CLERK'S OFFICE,Casonoff St,,Casonoff St & W Willow St,Kiana,AK,99749,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:40,457,"Casonoff St, Kiana, AK 99749",Casonoff St & W Willow St,08:00 AM - 05:00 PM,,ho35989437,false,true,,,,poll35989437
Kiana,KIANA CITY CLERK'S OFFICE,Casonoff St,,Casonoff St & W Willow St,Kiana,AK,99749,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:40,458,"Casonoff St, Kiana, AK 99749",Casonoff St & W Willow St,08:00 AM - 05:00 PM,,ho35989437,false,true,,,,poll35989437
Kiana,KIANA CITY CLERK'S OFFICE,Casonoff St,,Casonoff St & W Willow St,Kiana,AK,99749,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:40,459,"Casonoff St, Kiana, AK 99749",Casonoff St & W Willow St,08:00 AM - 05:00 PM,,ho35989437,false,true,,,,poll35989437
Newtok,NATIVE VILLAGE OF NEWTOK BUILDING,CHURCH ROAD,,"Newtok Native Village is represented by CALISTA CORPORATION: 601 West 5th Avenue. Ste 200, Anchorage, AK",,,99501-2225,08:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:38,460,"Church Road, , AK 99501","Newtok Native Village is represented by CALISTA CORPORATION: 601 West 5th Avenue. Ste 200, Anchorage, AK",08:00 AM - 04:00 PM,,ho56068672,false,true,,,,poll56068672
Newtok,NATIVE VILLAGE OF NEWTOK BUILDING,CHURCH ROAD,,"Newtok Native Village is represented by CALISTA CORPORATION: 601 West 5th Avenue. Ste 200, Anchorage, AK",,,99501-2225,08:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:38,461,"Church Road, , AK 99501","Newtok Native Village is represented by CALISTA CORPORATION: 601 West 5th Avenue. Ste 200, Anchorage, AK",08:00 AM - 04:00 PM,,ho56068672,false,true,,,,poll56068672
Newtok,NATIVE VILLAGE OF NEWTOK BUILDING,CHURCH ROAD,,"Newtok Native Village is represented by CALISTA CORPORATION: 601 West 5th Avenue. Ste 200, Anchorage, AK",,,99501-2225,08:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:38,462,"Church Road, , AK 99501","Newtok Native Village is represented by CALISTA CORPORATION: 601 West 5th Avenue. Ste 200, Anchorage, AK",08:00 AM - 04:00 PM,,ho56068672,false,true,,,,poll56068672
VENETIE,VENETIE VILLAGE COUNCIL,110 Woodyard Rd,,,Venetie,AK,99781,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:6,463,"110 Woodyard Rd, Venetie, AK 99781",,08:00 AM - 05:00 PM,,ho49975982,false,true,,,,poll49975982
VENETIE,VENETIE VILLAGE COUNCIL,110 Woodyard Rd,,,Venetie,AK,99781,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:6,464,"110 Woodyard Rd, Venetie, AK 99781",,08:00 AM - 05:00 PM,,ho49975982,false,true,,,,poll49975982
VENETIE,VENETIE VILLAGE COUNCIL,110 Woodyard Rd,,,Venetie,AK,99781,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:6,465,"110 Woodyard Rd, Venetie, AK 99781",,08:00 AM - 05:00 PM,,ho49975982,false,true,,,,poll49975982
WHALE PASS,HILLIS LAND CLEARING,LOT 16,,,WHALE PASS,AK,99950,,,10/24/16,11/7/16,True,ocd-division/country:us/state:ak/sldl:35,466,"Lot 16, Whale Pass, AK 99950",,appointment only,,ho59689052,false,true,,,,poll59689052
Noatak,NOATAK IRA CONFERENCE ROOM,MAIN ST,,,Noatak,AK,99761,08:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:40,467,"Main St, Noatak, AK 99761",,08:00 AM - 04:00 PM,,ho34098409,false,true,,,,poll34098409
Noatak,NOATAK IRA CONFERENCE ROOM,MAIN ST,,,Noatak,AK,99761,08:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:40,468,"Main St, Noatak, AK 99761",,08:00 AM - 04:00 PM,,ho34098409,false,true,,,,poll34098409
Noatak,NOATAK IRA CONFERENCE ROOM,MAIN ST,,,Noatak,AK,99761,08:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:40,469,"Main St, Noatak, AK 99761",,08:00 AM - 04:00 PM,,ho34098409,false,true,,,,poll34098409
Koliganek,NEW KOLIGANEK VILLAGE COUNCIL BUILDING,MAIN STREET,,,Koliganek,AK,99576,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:37,470,"Main Street, Koliganek, AK 99576",,09:00 AM - 05:00 PM,,ho61781258,false,true,,,,poll61781258
Koliganek,NEW KOLIGANEK VILLAGE COUNCIL BUILDING,MAIN STREET,,,Koliganek,AK,99576,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:37,471,"Main Street, Koliganek, AK 99576",,09:00 AM - 05:00 PM,,ho61781258,false,true,,,,poll61781258
Koliganek,NEW KOLIGANEK VILLAGE COUNCIL BUILDING,MAIN STREET,,,Koliganek,AK,99576,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:37,472,"Main Street, Koliganek, AK 99576",,09:00 AM - 05:00 PM,,ho61781258,false,true,,,,poll61781258
CANTWELL,KELLIE TAYLOR'S RESIDENCE ,MI 0.5 W DENALI HWY,,,CANTWELL,AK,99729,,,10/24/16,11/7/16,True,ocd-division/country:us/state:ak/sldl:6,473,"Mi 0.5 W Denali Hwy, Cantwell, AK 99729",,appointment only,,ho68699714,false,true,,,,poll68699714
Healy City ,DENALI BOROUGH CLERKS OFFICE,"Mile .5, Healy Spur Rd",,,HEALY,AK,99743,09:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/27/16,,ocd-division/country:us/state:ak/sldl:6,474,"Mile .5, Healy Spur Rd, Healy, AK 99743",,09:00 AM - 04:00 PM,,ho13372654,false,true,,,,poll13372654
Healy City ,DENALI BOROUGH CLERKS OFFICE,"Mile .5, Healy Spur Rd",,,HEALY,AK,99743,09:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/3/16,,ocd-division/country:us/state:ak/sldl:6,475,"Mile .5, Healy Spur Rd, Healy, AK 99743",,09:00 AM - 04:00 PM,,ho13372654,false,true,,,,poll13372654
Healy City ,DENALI BOROUGH CLERKS OFFICE,"Mile .5, Healy Spur Rd",,,HEALY,AK,99743,09:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:6,476,"Mile .5, Healy Spur Rd, Healy, AK 99743",,09:00 AM - 04:00 PM,,ho13372654,false,true,,,,poll13372654
Gulkana City ,Gulkana Village Councilë_,Mile 127 Richardson Hwy,,,Gakona,AK,99586,09:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:6,477,"Mile 127 Richardson Hwy, Gakona, AK 99586",,09:00 AM - 04:00 PM,,ho96589106,false,true,,,,poll96589106
Gulkana City ,Gulkana Village Councilë_,Mile 127 Richardson Hwy,,,Gakona,AK,99586,09:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:6,478,"Mile 127 Richardson Hwy, Gakona, AK 99586",,09:00 AM - 04:00 PM,,ho96589106,false,true,,,,poll96589106
Gulkana City ,Gulkana Village Councilë_,Mile 127 Richardson Hwy,,,Gakona,AK,99586,09:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:6,479,"Mile 127 Richardson Hwy, Gakona, AK 99586",,09:00 AM - 04:00 PM,,ho96589106,false,true,,,,poll96589106
TOK,TOK DISTRICT COURT,MILE 1313.5 ALASKA HWY,,,Tok,AK,99780,09:00:00 - 08:00,12:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:6,480,"Mile 1313.5 Alaska Hwy, Tok, AK 99780",,09:00 AM - 12:00 PM,,ho62692792,false,true,,,,poll62692792
TOK,TOK DISTRICT COURT,MILE 1313.5 ALASKA HWY,,,Tok,AK,99780,09:00:00 - 08:00,12:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:6,481,"Mile 1313.5 Alaska Hwy, Tok, AK 99780",,09:00 AM - 12:00 PM,,ho62692792,false,true,,,,poll62692792
TOK,TOK DISTRICT COURT,MILE 1313.5 ALASKA HWY,,,Tok,AK,99780,09:00:00 - 08:00,12:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:6,482,"Mile 1313.5 Alaska Hwy, Tok, AK 99780",,09:00 AM - 12:00 PM,,ho62692792,false,true,,,,poll62692792
TOK,TOK DISTRICT COURT,MILE 1313.5 ALASKA HWY,,,Tok,AK,99780,13:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:6,483,"Mile 1313.5 Alaska Hwy, Tok, AK 99780",,01:00 PM - 04:00 PM,,ho62692792,false,true,,,,poll62692792
TOK,TOK DISTRICT COURT,MILE 1313.5 ALASKA HWY,,,Tok,AK,99780,13:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:6,484,"Mile 1313.5 Alaska Hwy, Tok, AK 99780",,01:00 PM - 04:00 PM,,ho62692792,false,true,,,,poll62692792
TOK,TOK DISTRICT COURT,MILE 1313.5 ALASKA HWY,,,Tok,AK,99780,13:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:6,485,"Mile 1313.5 Alaska Hwy, Tok, AK 99780",,01:00 PM - 04:00 PM,,ho62692792,false,true,,,,poll62692792
Coldfoot City,Coldfoot Camp,Mile 175 Dalton Hwy,,,Fairbanks,AK,99701,,,10/24/16,11/7/16,True,ocd-division/country:us/state:ak/sldl:40,486,"Mile 175 Dalton Hwy, Fairbanks, AK 99701",,appointment only,,ho95287160,false,true,,,,poll95287160
Glennallen City ,Cooper Valley Community Library,Mile 186 Glenn Hwy ,,,Glennallen,AK,99588,11:00:00 - 08:00,18:00:00 - 08:00,10/29/16,10/29/16,,ocd-division/country:us/state:ak/sldl:6,487,"Mile 186 Glenn Hwy, Glennallen, AK 99588",,11:00 AM - 06:00 PM,,ho57522602,false,true,,,,poll57522602
Glennallen City ,Cooper Valley Community Library,Mile 186 Glenn Hwy ,,,Glennallen,AK,99588,11:00:00 - 08:00,18:00:00 - 08:00,11/5/16,11/5/16,,ocd-division/country:us/state:ak/sldl:6,488,"Mile 186 Glenn Hwy, Glennallen, AK 99588",,11:00 AM - 06:00 PM,,ho57522602,false,true,,,,poll57522602
Glennallen City ,Cooper Valley Community Library,Mile 186 Glenn Hwy ,,,Glennallen,AK,99588,13:00:00 - 08:00,18:00:00 - 08:00,10/25/16,10/27/16,,ocd-division/country:us/state:ak/sldl:6,491,"Mile 186 Glenn Hwy, Glennallen, AK 99588",,01:00 PM - 06:00 PM,,ho57522602,false,true,,,,poll57522602
Glennallen City ,Cooper Valley Community Library,Mile 186 Glenn Hwy ,,,Glennallen,AK,99588,13:00:00 - 08:00,20:00:00 - 08:00,10/28/16,10/28/16,,ocd-division/country:us/state:ak/sldl:6,492,"Mile 186 Glenn Hwy, Glennallen, AK 99588",,01:00 PM - 08:00 PM,,ho57522602,false,true,,,,poll57522602
Glennallen City ,Cooper Valley Community Library,Mile 186 Glenn Hwy ,,,Glennallen,AK,99588,13:00:00 - 08:00,18:00:00 - 08:00,11/1/16,11/3/16,,ocd-division/country:us/state:ak/sldl:6,493,"Mile 186 Glenn Hwy, Glennallen, AK 99588",,01:00 PM - 06:00 PM,,ho57522602,false,true,,,,poll57522602
Glennallen City ,Cooper Valley Community Library,Mile 186 Glenn Hwy ,,,Glennallen,AK,99588,13:00:00 - 08:00,20:00:00 - 08:00,11/4/16,11/4/16,,ocd-division/country:us/state:ak/sldl:6,494,"Mile 186 Glenn Hwy, Glennallen, AK 99588",,01:00 PM - 08:00 PM,,ho57522602,false,true,,,,poll57522602
Arctic Village,Arctic Village Traditional Council,Mile 190 Dalton Hwy ,,"Approximately 2 hours from Fairbanks, past the Arctic Village Airport",Arctic Village,AK,99722,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:6,499,"Mile 190 Dalton Hwy, Arctic Village, AK 99722","Approximately 2 hours from Fairbanks, past the Arctic Village Airport",09:00 AM - 05:00 PM,,ho72371375,false,true,,,,poll72371375
Arctic Village,Arctic Village Traditional Council,Mile 190 Dalton Hwy ,,"Approximately 2 hours from Fairbanks, past the Arctic Village Airport",Arctic Village,AK,99722,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:6,500,"Mile 190 Dalton Hwy, Arctic Village, AK 99722","Approximately 2 hours from Fairbanks, past the Arctic Village Airport",09:00 AM - 05:00 PM,,ho72371375,false,true,,,,poll72371375
