index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
771,"400 N Locust St., Sanger, TX 76266",,08:00 AM-05:00 PM,,ho91945471,false,true,,,,poll42475900
776,"400 E. Gravis, 2nd Floor, San Diego, TX 78384",,08:00 AM-05:00 PM,,ho69639058,false,true,,,,poll18266471
782,"100 West Main St, Ste 104A, Eastland, TX 76448",,08:00 AM-05:00 PM,,ho51644684,false,true,,,,poll9611703
784,"101 E Main, Rocksprings, TX 78880",,08:00 AM-05:00 PM,,ho57734740,false,true,,,,poll91282058
786,"151 N. Washington St., Room 108, La Grange, TX 78945",,08:00 AM-05:00 PM,,ho93292929,false,true,,,,poll12588637
790,"410 S Pecan St, Pearsall, TX 78061",,08:00 AM-05:00 PM,,ho31549317,false,true,,,,poll68579639
793,"2803 53rd Street, Galveston, TX 77552",,08:00 AM-05:00 PM,,ho31702260,false,true,,,,poll20094188
797,"750 Highway 87, Crystal Beach, TX 77650",,08:00 AM-05:00 PM,,ho26341335,false,true,,,,poll88617614
801,"722 Moody Ave., Galveston, TX 77550",,08:00 AM-05:00 PM,,ho72126776,false,true,,,,poll45930153
805,"2929 Highway 6, Bayou Vista , TX 77563",,08:00 AM-05:00 PM,,ho38380834,false,true,,,,poll75962933
809,"6333 Highway 6, Hitchcock, TX 77563",,08:00 AM-05:00 PM,,ho30549492,false,true,,,,poll74382076
813,"11730 Highway 6, Santa Fe, TX 77510",,08:00 AM-05:00 PM,,ho99363252,false,true,,,,poll88599803
817,"1109 B Bayou Road, La Marque, TX 77568",,08:00 AM-05:00 PM,,ho80171921,false,true,,,,poll11159171
821,"6415 Park Avenue, Texas City, TX 77591",,08:00 AM-05:00 PM,,ho36542391,false,true,,,,poll48979566
825,"2010 5th Ave. N, Texas City, TX 77590",,08:00 AM-05:00 PM,,ho62834743,false,true,,,,poll55921532
829,"2714 Highway 3, Dickinson, TX 77539",,08:00 AM-05:00 PM,,ho8167423,false,true,,,,poll93177343
833,"4503 11th Street, Bacliff, TX 77518",,08:00 AM-05:00 PM,,ho44055799,false,true,,,,poll32910025
837,"800 Harris Avenue, Kemah, TX 77565",,08:00 AM-05:00 PM,,ho90155071,false,true,,,,poll21297463
841,"2425 East Main Street, League City, TX 77573",,08:00 AM-05:00 PM,,ho92728426,false,true,,,,poll743787
845,"174 Calder Road, League City, TX 77573",,08:00 AM-05:00 PM,,ho69131302,false,true,,,,poll43109386
849,"4320 West Main Street, League City, TX 77573",,08:00 AM-05:00 PM,,ho55978138,false,true,,,,poll56346546
853,"910 South Friendswood Ave, Friendswood, TX 77546",,08:00 AM-05:00 PM,,ho78677975,false,true,,,,poll88937540
857,"600 59th Street, Galveston, TX 77551",,08:00 AM-05:00 PM,,ho37156147,false,true,,,,poll83311948
861,"329 W franklin St, Goliad, TX 77963",,09:00 AM-05:00 PM,,ho63390406,false,true,,,,poll3584002
866,"115 W. Houston Street, Sherman, TX 75090",,07:00 AM-07:00 PM,,ho85757006,false,true,,,,poll5655693
869,"102 N. Rice St., Ste 107, Hamilton, TX 76531",,08:00 AM-04:30 PM,,ho72215567,false,true,,,,poll60604053
871,"300 Monroe, Ste B-110, Kountze, TX 77625",,08:00 AM-05:00 PM,,ho92676135,false,true,,,,poll58257309
872,"1001 Preston Street, 1st Floor, Houston, TX 77002",,08:00 AM-06:00 PM,,ho49535939,false,true,,,,poll32610049
876,"3725 Fulton Street, Houston, TX 77009",,08:00 AM-06:00 PM,,ho29372706,false,true,,,,poll46178285
880,"4802 Lockwood Drive, Houston, TX 77026",,08:00 AM-06:00 PM,,ho7308224,false,true,,,,poll91459292
884,"4410 Navigation Boulevard, Houston, TX 77011",,08:00 AM-06:00 PM,,ho15032760,false,true,,,,poll58904677
888,"6960 Rustic Street, Parking Garage, Houston, TX 77087",,08:00 AM-06:00 PM,,ho64141416,false,true,,,,poll73696603
892,"5300 Griggs Road, Houston, TX 77021",,08:00 AM-06:00 PM,,ho58282735,false,true,,,,poll25470674
896,"8130 Kirby Drive, Houston, TX 77054",,08:00 AM-06:00 PM,,ho5044408,false,true,,,,poll17142168
900,"1475 W. Gray Street, Houston, TX 77019",,08:00 AM-06:00 PM,,ho13565056,false,true,,,,poll6225201
904,"2223 West Loop South Fwy, 1st Floor, Houston, TX 77027",,08:00 AM-06:00 PM,,ho16063049,false,true,,,,poll23466170
908,"1435 Beall Street, Houston, TX 77008",,08:00 AM-06:00 PM,,ho42740772,false,true,,,,poll94666104
912,"9720 Spaulding Street, Building #4, Houston, TX 77016",,08:00 AM-06:00 PM,,ho51890430,false,true,,,,poll65623945
916,"1302 Keene Street, Galena Park, TX 77547",,08:00 AM-06:00 PM,,ho52337039,false,true,,,,poll5076534
920,"101 S. Richey Street, Pasadena, TX 77506",,08:00 AM-06:00 PM,,ho80475043,false,true,,,,poll1713876
924,"9314 Cullen Boulevard, Houston, TX 77051",,08:00 AM-06:00 PM,,ho10456272,false,true,,,,poll28769852
928,"3810 W. Fuqua Street, Houston, TX 77045",,08:00 AM-06:00 PM,,ho53821352,false,true,,,,poll82005643
932,"6400 Bissonnet Street (near Hillcroft), Houston, TX 77074",,08:00 AM-06:00 PM,,ho83700391,false,true,,,,poll24125586
936,"3599 Westcenter Drive (One block East of Sam Houston Tollway), Houston, TX 77042",,08:00 AM-06:00 PM,,ho59375015,false,true,,,,poll65269047
940,"1414 Wirt Road, Houston, TX 77055",,08:00 AM-06:00 PM,,ho51434991,false,true,,,,poll45590438
944,"4141 Victory Drive, Houston, TX 77088",,08:00 AM-06:00 PM,,ho52540140,false,true,,,,poll92735707
948,"6719 W. Montgomery Road, Houston, TX 77091",,08:00 AM-06:00 PM,,ho48585347,false,true,,,,poll91465867
952,"11901 West Hardy Road, Houston, TX 77076",,08:00 AM-06:00 PM,,ho38471531,false,true,,,,poll68400883
956,"1503 South Houston Avenue, Humble, TX 77338",,08:00 AM-06:00 PM,,ho6857243,false,true,,,,poll92644130
960,"4400 Bens View Lane, Kingwood, TX 77345",,08:00 AM-06:00 PM,,ho86058824,false,true,,,,poll15084590
964,"15903 W. Lake Houston Parkway, Houston, TX 77044",,08:00 AM-06:00 PM,,ho86939565,false,true,,,,poll79300779
968,"135 Hare Road, Crosby, TX 77532",,08:00 AM-06:00 PM,,ho16380545,false,true,,,,poll35091924
972,"15741 Wallisville Road, Houston, TX 77049",,08:00 AM-06:00 PM,,ho924797,false,true,,,,poll42555953
976,"2407 Market Street, Baytown, TX 77520",,08:00 AM-06:00 PM,,ho63726665,false,true,,,,poll67323611
980,"7340 Spencer Highway, Pasadena, TX 77505",,08:00 AM-06:00 PM,,ho28372889,false,true,,,,poll29635123
984,"16616 Diana Lane, Houston, TX 77062",,08:00 AM-06:00 PM,,ho7487856,false,true,,,,poll66921898
988,"10851 Scarsdale Boulevard, Houston, TX 77089",,08:00 AM-06:00 PM,,ho88078639,false,true,,,,poll82781922
992,"4250 Cook Road, Houston, TX 77072",,08:00 AM-06:00 PM,,ho93369016,false,true,,,,poll30944881
996,"805 Hidden Canyon Road, Katy, TX 77450",,08:00 AM-06:00 PM,,ho13956777,false,true,,,,poll66420806
1000,"926 Country Place Drive, Houston, TX 77079",,08:00 AM-06:00 PM,,ho81546117,false,true,,,,poll97781321
1004,"5414 Franz Road, Katy, TX 77493",,08:00 AM-06:00 PM,,ho90307662,false,true,,,,poll27799050
1008,"3055 Bear Creek Drive, Houston, TX 77084",,08:00 AM-06:00 PM,,ho32808648,false,true,,,,poll36218839
1012,"19710 Clay Road, Katy, TX 77449",,08:00 AM-06:00 PM,,ho42332417,false,true,,,,poll89196685
1016,"16327 Lakeview Drive, Jersey Village, TX 77040",,08:00 AM-06:00 PM,,ho82314186,false,true,,,,poll42503895
1020,"8440 Greenhouse Road, Cypress, TX 77433",,08:00 AM-06:00 PM,,ho42620300,false,true,,,,poll49656647
1024,"26026 Hempstead Highway, Cypress, TX 77429",,08:00 AM-06:00 PM,,ho90730075,false,true,,,,poll8500935
1028,"9449 Grant Road, Houston, TX 77070",,08:00 AM-06:00 PM,,ho41980430,false,true,,,,poll15218071
1032,"12512 Walters Road, Houston, TX 77014",,08:00 AM-06:00 PM,,ho36857814,false,true,,,,poll96398698
1036,"4840 Strack Road, Houston, TX 77069",,08:00 AM-06:00 PM,,ho95612996,false,true,,,,poll25485862
1040,"501B James Street, Tomball, TX 77375",,08:00 AM-06:00 PM,,ho98324856,false,true,,,,poll13735129
1044,"8747 West New Harmony Trail, Tomball, TX 77375",,08:00 AM-06:00 PM,,ho73417903,false,true,,,,poll76476590
1048,"3031 FM 2920 Road, Spring, TX 77388",,08:00 AM-06:00 PM,,ho64236568,false,true,,,,poll89048378
1052,"22248 Aldine Westfield Road, Humble, TX 77338",,08:00 AM-06:00 PM,,ho87818900,false,true,,,,poll76254067
1056,"415 East Burleson, Marshall, TX 75671",,08:00 AM-05:00 PM,,ho5862757,false,true,,,,poll20083534
1059,"1 Ave. D, Haskell, TX 79521",,08:30 AM-12:00 PM,,ho18215402,false,true,,,,poll81759408
1067,"80 N Waco, Hillboro, TX 76645",,08:00 AM-05:00 PM,,ho6660623,false,true,,,,poll5955617
1069,"1410 W. Pearl St., Granbury, TX 76048",,08:00 AM-05:00 PM,,ho93512059,false,true,,,,poll69526233
1073,"209 N. Parkview, Mertzon, TX 76941",,08:00 AM-12:00 PM,,ho80313008,false,true,,,,poll64682816
1077,"100 N. Main, Ste 208, Jacksboro, TX 76458",,08:00 AM-05:00 PM,,ho54308980,false,true,,,,poll7566959
1080,"111 North Front Street, Fort Davis, TX 79734",,09:00 AM-05:00 PM,,ho70783230,false,true,,,,poll43046768
1082,"103 S. Walnut St., Cleburne, TX 76033",,08:00 AM-05:00 PM,,ho64853537,false,true,,,,poll21417126
1086,"1501 W. Henderson St., Cleburne, TX 76033",,08:00 AM-05:00 PM,,ho59948497,false,true,,,,poll79341969
1090,"247 Elk Dr. Rm., 104 Burleson, TX 76028",,08:00 AM-05:00 PM,,ho60000126,false,true,,,,poll51838537
1094,"206 N. Baugh St., Alvarado, TX 76009",,08:00 AM-05:00 PM,,ho61551729,false,true,,,,poll76452907
1098,"10420 E. FM 917, Alvarado, TX 76009",,08:00 AM-05:00 PM,,ho89508587,false,true,,,,poll28645
1102,"4300 E. FM 4, Cleburne, TX 76031",,08:00 AM-05:00 PM,,ho39522047,false,true,,,,poll49670506
1106,"101 N Main St, Jayton, TX 79528",,08:30 AM-12:00 PM,,ho16780936,false,true,,,,poll23095125
1110,"Courthouse, 501 Main St., Junction, TX 76849",,08:30 AM-12:00 PM,,ho83177019,false,true,,,,poll15499497
1114,"800 S Baker St, Guthrie, TX 79236",,08:00 AM-05:00 PM,,ho44482590,false,true,,,,poll51747392
1116,"700 E. Kleberg Avenue, Kingsville, TX 78363",,08:00 AM-05:00 PM,,ho46075392,false,true,,,,poll26973191
1118,"101 Courthouse Square, Ste 107, Cotulla, TX 78014",,08:00 AM-05:00 PM,,ho48719097,false,true,,,,poll56575150
1120,"701 Berry St, Encinal, TX 78019",,09:00 AM-03:00 PM,,ho73690569,false,true,,,,poll94444190
1122,"407 S. Pecan St., Lampasas, TX 76550",,08:00 AM-05:00 PM,,ho48930514,false,true,,,,poll98553027
1124,"843 E. Industry, Ste B, Giddings, TX 78942",,08:00 AM-05:00 PM,,ho16822146,false,true,,,,poll85059877
1127,"101 S. Main, Lipscomb, TX 79056",,08:30 AM-05:00 PM,,ho86838927,false,true,,,,poll1155905
1129,"100 Bell Street, Mentone, TX 79754",,08:00 AM-05:00 PM,,ho90992329,false,true,,,,poll48888405
1133,"201 Fort McKavitt, Mason, TX 76856",,08:00 AM-04:00 PM,,ho64749338,false,true,,,,poll71962924
1135,"2105 Avenue M, Bay City, TX 77414-5094",,08:00 AM-05:00 PM,,ho99041822,false,true,,,,poll54628187
1137,"101 N. High St., Brady, TX 76825",,08:00 AM-05:00 PM,,ho5033346,false,true,,,,poll16026648
1139,"1202 14th Street, Hondo, TX 78861",,08:00 AM-05:00 PM,,ho59506782,false,true,,,,poll32021037
1144,"317 TX-132, Devine, TX 78016",,08:00 AM-05:00 PM,,ho84043467,false,true,,,,poll18137637
1149,"8406 FM471, Castroville, TX 78009",,08:00 AM-05:00 PM,,ho35058180,false,true,,,,poll19142878
1154,"107 W. Main St., Cameron, TX 76520",,08:00 AM-05:00 PM,,ho56816755,false,true,,,,poll93466812
1156,"110 W. Main St., Buckholts, TX 76518",,09:00 AM-04:00 PM,,ho72836442,false,true,,,,poll2835179
1158,"696 N. FM 487, Rockdale, TX 76567",,09:00 AM-04:00 PM,,ho43673027,false,true,,,,poll82001877
1160,"304 E. Moerbe, Thorndale, TX 76577",,09:00 AM-04:00 PM,,ho13787117,false,true,,,,poll78726373
1162,"203 W. Main St., Nacogdoches, TX 75961",,08:00 AM-05:00 PM,,ho38732297,false,true,,,,poll27859362
1166,"301 N Highland Ave, Marfa, TX 79843",,08:00 AM-05:00 PM,,ho23142899,false,true,,,,poll8418741
1168,"500 E. Wallace, Ste 202, San Saba, TX 76877",,08:00 AM-12:00 PM,,ho84182845,false,true,,,,poll41659824
1172,"First Floor, County Courthouse, 225 South Main Street, Albany, TX 76430",,08:30 AM-12:00 PM,,ho20535061,false,true,,,,poll11233289
1176,"701 N 3rd St, Stratford, TX 79084",,09:00 AM-12:00 PM,,ho97754616,false,true,,,,poll30663088
1180,"302 E Ferguson St, Tyler, TX 75702",,08:00 AM-05:00 PM,,ho22279979,false,true,,,,poll7619549
1184,"401 N Britton Ave, Rio Grande City, TX 78582",,08:00 AM-05:00 PM,,ho55175905,false,true,,,,poll59500988
1186,"609 4th St, Sterling City, TX 76951",,08:00 AM-04:00 PM,,ho38218713,false,true,,,,poll39970006
1190,"128 Town Square Ln, Aspermont, TX 79502",,08:00 AM-04:30 PM,,ho60778867,false,true,,,,poll73540757
1194,"North Mega Site - ACC Highland Mall, 6001 Airport Blvd, Austin, TX 78752",,07:00 AM-07:00 PM,,ho31846141,false,true,,,,poll92268114
1197,"West Mega Site - Ben Hur Shrine Center, 7811 Rockwood Ln, Austin, TX 78757",,07:00 AM-07:00 PM,,ho68884279,false,true,,,,poll83485062
1200,"South Mega Site - Southpark Meadows, 9600 IH-35 South, Austin, TX 78748",,07:00 AM-07:00 PM,,ho1076913,false,true,,,,poll8049379
1203,"East Mega Site - Millennium Youth Complex, 1156 Hargrave St, Austin, TX 78702",,07:00 AM-07:00 PM,,ho88849864,false,true,,,,poll99184094
1206,"Austin City Hall 301 W 2ND St, Austin, TX 78701",,07:00 AM-07:00 PM,,ho67942734,false,true,,,,poll14390502
1209,"Fiesta Mart Central in Delwood Shopping Center 3909 North IH-35, Austin, TX 787522",,07:00 AM-07:00 PM,,ho9671439,false,true,,,,poll10882630
1210,"Fiesta Mart Central in Delwood Shopping Center 3909 North IH-36, Austin, TX 787522",,12:00 PM-06:00 PM,,ho22996181,false,true,,,,poll52853588
1211,"Fiesta Mart Central in Delwood Shopping Center 3909 North IH-37, Austin, TX 787522",,07:00 AM-07:00 PM,,ho64484742,false,true,,,,poll95771562
1212,"Howson Public Library 2500 Exposition Blvd, Austin, TX 78703",,07:00 AM-07:00 PM,,ho20810757,false,true,,,,poll51591733
1215,"Travis County Granger Building 314 W 11th St, 1st Floor, Austin, TX 78701",,07:00 AM-07:00 PM,,ho55874045,false,true,,,,poll15087698
1218,"University of Texas Flawn Academic Center (Lobby) 2400 Inner Campus Dr, Austin, TX 78712",,07:00 AM-07:00 PM,,ho81624028,false,true,,,,poll46696326
1221,"Goodwill Community Center 1015 Norwood Park Blvd, Austin, TX 78753",,07:00 AM-07:00 PM,,ho14638975,false,true,,,,poll18881940
1224,"County Tax Office, Pflugerville (Community Room) 15822 Foothill Farms Loop, Pflugerville, TX 78660",,07:00 AM-07:00 PM,,ho29127379,false,true,,,,poll26624073
1227,"Little Walnut Creek Library 835 W Rundberg Ln, Austin, TX 78758",,07:00 AM-07:00 PM,,ho42283915,false,true,,,,poll25124652
1230,"Hartfield Performing Arts Center 5800 McNeil Dr, Austin, TX 78729",,07:00 AM-07:00 PM,,ho61574106,false,true,,,,poll10019570
1233,"Disability Rights Texas 2222 W Braker Ln, Austin, TX 78758",,07:00 AM-07:00 PM,,ho9657616,false,true,,,,poll40970258
1236,"Austin Area Urban League 8011A Cameron Rd, Suite 100, Austin, TX 78754",,07:00 AM-07:00 PM,,ho60678057,false,true,,,,poll32222958
1237,"Austin Area Urban League 8011A Cameron Rd, Suite 101, Austin, TX 78754",,12:00 PM-06:00 PM,,ho21718760,false,true,,,,poll31230555
1238,"Austin Area Urban League 8011A Cameron Rd, Suite 102, Austin, TX 78754",,07:00 AM-07:00 PM,,ho77838484,false,true,,,,poll46023709
1239,"Randalls Research and Braker 10900-D Research Blvd, Austin, TX 78759",,07:00 AM-07:00 PM,,ho8331853,false,true,,,,poll83203636
1242,"Randalls Steiner Ranch 5145 RM 620 North, Austin, TX 78732",,07:00 AM-07:00 PM,,ho17587380,false,true,,,,poll63567500
1245,"Gardner / Betts Annex 2501 S Congress, Austin, TX 78704",,07:00 AM-07:00 PM,,ho5967907,false,true,,,,poll59818734
1248,"Randalls Ben White and Manchaca 2025 W Ben White Blvd, Austin, TX 78704",,07:00 AM-07:00 PM,,ho78553347,false,true,,,,poll25738355
1251,"Dan Ruiz Public Library 1600 Grove Blvd, Austin, TX 78741",,07:00 AM-07:00 PM,,ho41340518,false,true,,,,poll24464880
1254,"Fiesta Mart Stassney 5510 South IH-35, Austin, TX 78745",,07:00 AM-07:00 PM,,ho19728238,false,true,,,,poll74546194
1255,"Fiesta Mart Stassney 5510 South IH-36, Austin, TX 78745",,12:00 PM-06:00 PM,,ho48557032,false,true,,,,poll1049236
1256,"Fiesta Mart Stassney 5510 South IH-37, Austin, TX 78745",,07:00 AM-07:00 PM,,ho15045835,false,true,,,,poll54885730
1257,"Del Valle ISD Administration Building 5301 Ross Rd, Del Valle, TX 78617",,07:00 AM-07:00 PM,,ho47499029,false,true,,,,poll70741296
1260,"Dove Springs Recreation Center 5801 Ainez Dr, Austin, TX 78744",,07:00 AM-07:00 PM,,ho80465643,false,true,,,,poll67077073
1263,"Randalls South Mopac and William Cannon 6600 South Mopac, Austin, TX 78749",,07:00 AM-07:00 PM,,ho67911820,false,true,,,,poll66637410
1266,"Randalls Brodie and Slaughter 9911 Brodie Ln, Austin, TX 78748",,07:00 AM-07:00 PM,,ho73165547,false,true,,,,poll73946098
1269,"Carver Branch Library 1161 Angelina St, Austin, TX 78702",,07:00 AM-07:00 PM,,ho38996017,false,true,,,,poll36809307
1272,"Parque Zaragoza Recreation Center 2608 Gonzales Street, Austin, TX 78702",,07:00 AM-07:00 PM,,ho78497460,false,true,,,,poll11633238
1275,"Manor ISD Administration Building 10335 US Hwy 290E, Manor, TX 78653",,07:00 AM-07:00 PM,,ho83432924,false,true,,,,poll66170058
1278,"Randalls Flagship West Lake Hills 3300 Bee Caves Rd, West Lake Hills, TX 78746",,07:00 AM-07:00 PM,,ho63098293,false,true,,,,poll34719435
1281,"Randalls Lakeway 2301 RR 620 South, Lakeway, TX 78734",,07:00 AM-07:00 PM,,ho59897005,false,true,,,,poll23636467
1284,"Bee Cave City Hall 4000 Galleria Parkway, Bee Cave, TX 78738",,07:00 AM-07:00 PM,,ho81645711,false,true,,,,poll52420551
1287,"101 W. Madison St, Trinity, TX 75862",,08:00 AM-05:00 PM,,ho58303589,false,true,,,,poll14086350
1289,"14755 Texas 94, Apple Springs , TX 75926",,08:00 AM-05:00 PM,,ho36140597,false,true,,,,poll93035759
1291,"836 Austin St., Ste 103, Hempstead, TX 77445",,08:00 AM-05:00 PM,,ho77639991,false,true,,,,poll42841634
1296,"Brookshire Waller Co. Library, 3815 6th St., Brookshire, TX 77423",,09:00 AM-03:00 PM,,ho39067281,false,true,,,,poll78627269
1299,"Prairie View City Hall,44500 Bus- Hwy. 290 East, Prairie View, TX 77445",,09:00 AM-03:00 PM,,ho21813014,false,true,,,,poll13675610
1301,"Fieldstore County Building (JP2) 27388 Fieldstore Road, Fieldstore, TX 77484",,08:00 AM-08:00 PM,,ho12980151,false,true,,,,poll34726448
1302,"Waller ISD Administration Building, 2214 Waller St., Waller, TX 77484",,08:00 AM-08:00 PM,,ho539259,false,true,,,,poll15535413
1303,"Monaville JP 3 Building, 12620 FM 1887, Hempstead, TX 77445",,08:00 AM-08:00 PM,,ho88995825,false,true,,,,poll33547544
1304,"Katy Cane lsland Event Center, 2100 Cane lsland Pkwy, Katy, TX 77493",,08:00 AM-08:00 PM,,ho14782817,false,true,,,,poll99496679
1305,"Student Center, PVAM University, LW Minor Street, Prairie View, TX 77445",,11:00 AM-08:00 PM,,ho41391058,false,true,,,,poll17370717
1306,"SL Francis Episcopal Church, 204 Dooley SL, Prairie View, TX 77445",,11:00 AM-08:00 PM,,ho71001836,false,true,,,,poll4058013
1307,"El Campo Library, 200 W Church St, Wharton, TX 77488",,08:00 AM-05:00 PM,,ho33330197,false,true,,,,poll72803809
1310,"Wharton Annex, 315 E Milam, Wharton, TX 77488",,08:00 AM-05:00 PM,,ho48186147,false,true,,,,poll62016781
1313,"100 E. Winkler, 3rd Floor Courthouse, Kermit, TX 79745",,08:00 AM-05:00 PM,,ho75670429,false,true,,,,poll45521528
1315,"200 S. Trinity, Decatur, TX 76234",,08:00 AM-05:00 PM,,ho67756635,false,true,,,,poll23247880
1322,"Alvord City Hall, 215 W Elm, Alvord, TX 76225",,08:00 AM-05:00 PM,,ho64076361,false,true,,,,poll83618250
1329,"Boyd Community Center, 420 E Morton Ave, Boyd, TX 76023",,08:00 AM-05:00 PM,,ho49394540,false,true,,,,poll8606926
1335,"Bridgeport Law Enforcement Center, 1000 Thompson St, Bridgeport, TX 76426",,07:00 AM-07:00 PM,,ho65978067,false,true,,,,poll80383505
1342,"200 E. 7th Avenue, Ste 138, Zapata, TX 78076",,07:00 AM-07:00 PM,,ho77654737,false,true,,,,poll40837735
1344,"123 South 6th Street, Orange, TX 77630",,08:00 AM-05:00 PM,,ho23327291,false,true,,,,poll80644053
1350,"P. O. Drawer 2119, Livingston, TX 77351",,08:00 AM-05:00 PM,,ho60794789,false,true,,,,poll63894174
1352,"East Annex 1524 E Mulberry, Angleton, TX 77515",,08:00 AM-05:00 PM,,ho19828101,false,true,,,,poll90687111
1356,"Alvin Library, 105 S Gordon, Alvin, TX 77511",,08:00 AM-05:00 PM,,ho49714999,false,true,,,,poll41582206
1360,"Brazoria Library, 620 S Brooks, Brazoria, TX 77422",,08:00 AM-05:00 PM,,ho54308661,false,true,,,,poll7255792
1364,"Freeport Library, 410 Brazosport Blvd, Freeport, TX 77541",,08:00 AM-05:00 PM,,ho34044499,false,true,,,,poll29581606
1368,"Lake Jackson Civic Center, 333 Hwy 332 East, Lake Jackson, TX 77566",,08:00 AM-05:00 PM,,ho83557007,false,true,,,,poll21151286
1372,"North Annex, 7313 Corporate Dr, Manvel, TX 77578",,08:00 AM-05:00 PM,,ho9531806,false,true,,,,poll99534490
1376,"Tom Reid Library, 3522 Liberty Dr, Pearland, TX 77581",,08:00 AM-05:00 PM,,ho53301681,false,true,,,,poll59653153
1380,"Westside Event Center, 2150 Countryplace Pkwy, Pearland, TX 77584",,08:00 AM-05:00 PM,,ho18809449,false,true,,,,poll96595690
1384,"Precinct 4 Building, 121 N 10th St, West Columbia, TX 77486",,08:00 AM-05:00 PM,,ho5122537,false,true,,,,poll72897977
1388,"200 S Texas Ave, Bryan, TX 77803",,08:00 AM-05:00 PM,,ho35429835,false,true,,,,poll49032479
1392,"Arena Hall, 2906 Tabor Road, Bryan, TX 77803",,08:00 AM-05:00 PM,,ho54141388,false,true,,,,poll75404586
1396,"Galilee Baptist Church, 804 N Logan, Bryan, TX 77803",,08:00 AM-05:00 PM,,ho38535755,false,true,,,,poll80671653
1400,"College Station Utilities Meeting & Training Facility, 1603 Graham Road, College Station, TX 77845",,08:00 AM-05:00 PM,,ho51593104,false,true,,,,poll11470874
1404,"Memorial Student Center (MSC) Texas A&M University, Rm 526, College Station, TX 77845",,08:00 AM-05:00 PM,,ho78316587,false,true,,,,poll95130392
1408,"Marble Falls Courthouse South Annex, 810 Steve Hawkins Pkwy, Marble Falls, TX 78654",,08:00 AM-05:00 PM,,ho79871993,false,true,,,,poll92895959
1410,"1403 Blackjack St., Ste C, Lockhart, TX 78644",,08:00 AM-05:00 PM,,ho64032673,false,true,,,,poll20109638
1414,"100 W. 4th St., Ste 104, Baird, TX 79504",,08:00 AM-05:00 PM,,ho11162483,false,true,,,,poll44372959
1416,"208 Oak St, Clyde, TX 79510",,08:00 AM-05:00 PM,,ho92913109,false,true,,,,poll42652033
1418,"424 South Main, Cross Plains, TX 76443",,08:00 AM-05:00 PM,,ho53131315,false,true,,,,poll55377325
1420,"954 E Harrison St,, Brownsville, TX 78520",,09:00 AM-06:00 PM,,ho65045506,false,true,,,,poll248757
1424,"2600 Central Blvd, Brownsville, TX 78520",,09:00 AM-08:00 PM,,ho53208642,false,true,,,,poll81290674
1428,"4320 Southmost Rd, Brownsville, TX 78521",,09:00 AM-08:00 PM,,ho6565602,false,true,,,,poll86499069
1432,"1900 E Price Rd, Brownsville, TX 78521",,09:00 AM-08:00 PM,,ho28987632,false,true,,,,poll64075508
1436,"2100 Gregory Ave, Brownsville, TX 78526",,09:00 AM-08:00 PM,,ho33621255,false,true,,,,poll79385491
1440,"3302 Wilson Rd, Harlingen, TX 78552",,09:00 AM-08:00 PM,,ho6943081,false,true,,,,poll23293692
1444,"210 East Heywood Street, San Benito, TX 78586",,09:00 AM-08:00 PM,,ho12552009,false,true,,,,poll56932774
1448,"505 State Highway 100, Port Isabel, TX 78578",,09:00 AM-06:00 PM,,ho30009135,false,true,,,,poll42173732
1451,"474 N Villarreal, La Feria, TX 78559",,09:00 AM-06:00 PM,,ho12889905,false,true,,,,poll29136651
1454,"204 N Brazil St, Los Fresnos, TX 78566",,09:00 AM-08:00 PM,,ho40498912,false,true,,,,poll68355182
1458,"191 E Price Rd, Brownsville, TX 78521",,09:00 AM-06:00 PM,,ho63152797,false,true,,,,poll55658081
1461,"11119 Old Military Highway 281, Santa Maria, TX 78592",,09:00 AM-06:00 PM,,ho37603699,false,true,,,,poll10779760
1464,"576 76 Dr, Harlingen, TX 78550",,09:00 AM-06:00 PM,,ho97218812,false,true,,,,poll21974541
1467,"125 W COLORADO AVE, RIO HONDO, TX 78583",,09:00 AM-06:00 PM,,ho79092536,false,true,,,,poll40981948
1468,"116 Santa Vista Ave, Santa Rosa, TX 78593",,09:00 AM-06:00 PM,,ho92286417,false,true,,,,poll311498
1469,"35428 Padilla St, San Benito , TX 78586",,09:00 AM-06:00 PM,,ho84038146,false,true,,,,poll82691482
1470,"2101 Pease St., Harlingen, TX 78550",,09:00 AM-06:00 PM,,ho86594568,false,true,,,,poll65283777
1471,"1902 N. Loop, Harlingen, TX 78550",,09:00 AM-06:00 PM,,ho77770443,false,true,,,,poll46942448
1472,"1040 W Jefferson St, Brownsville, TX 78520",,09:00 AM-06:00 PM,,ho45397770,false,true,,,,poll53403197
1473,"100A E. Alton Gloor Blvd., Brownsville, TX 78526",,09:00 AM-06:00 PM,,ho91456358,false,true,,,,poll69474618
1474,"3301 Carmen Ave., Rancho Viejo, TX 78575",,09:00 AM-06:00 PM,,ho65006175,false,true,,,,poll82355732
1475,"9901 California Rd., Brownsville, TX 78521",,09:00 AM-06:00 PM,,ho98856020,false,true,,,,poll14834082
1476,"650 E. Ringgold St., Brownsville, TX 78520",,09:00 AM-06:00 PM,,ho40856274,false,true,,,,poll2902003
1477,"80 Fort Brown, Brownsville, TX 78520",,09:00 AM-06:00 PM,,ho72653044,false,true,,,,poll27683056
