ocd-division,COUNTY,Location Name,Address 1,Address 2,City,State,Zip,start_time,end_time,start_date,end_date,is_only_by_appointment,is_or_by_appointment,Appointment Phone #,is_subject_to_change
ocd-division/country:us/state:mn/county:cass,Cass,Cass County Courthouse,303 Minnesota Ave W,,Walker,MN,56484,800,1700,11/7/2016,11/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:chippewa,Chippewa,Chippewa County Courthouse,629 N 11th St,,Montevideo,MN,56265,800,1630,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:chippewa,Chippewa,Chippewa County Courthouse,629 N 11th St,,Montevideo,MN,56265,800,1630,9/26/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:chippewa,Chippewa,Chippewa County Courthouse,629 N 11th St,,Montevideo,MN,56265,800,1630,10/3/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:chippewa,Chippewa,Chippewa County Courthouse,629 N 11th St,,Montevideo,MN,56265,800,1630,10/10/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:chippewa,Chippewa,Chippewa County Courthouse,629 N 11th St,,Montevideo,MN,56265,800,1630,10/17/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:chippewa,Chippewa,Chippewa County Courthouse,629 N 11th St,,Montevideo,MN,56265,800,1630,10/24/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:chippewa,Chippewa,Chippewa County Courthouse,629 N 11th St,,Montevideo,MN,56265,800,1630,10/31/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:chippewa,Chippewa,Chippewa County Courthouse,629 N 11th St,,Montevideo,MN,56265,1000,1300,11/5/2016,11/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:chippewa,Chippewa,Chippewa County Courthouse,629 N 11th St,,Montevideo,MN,56265,800,1700,11/7/2016,11/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:chisago,Chisago,Chisago County Courthouse,313 N Main St,Rm 271,Center City,MN,55012,800,1630,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:chisago,Chisago,Chisago County Courthouse,313 N Main St,Rm 271,Center City,MN,55012,800,1630,9/26/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:chisago,Chisago,Chisago County Courthouse,313 N Main St,Rm 271,Center City,MN,55012,800,1630,10/3/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:chisago,Chisago,Chisago County Courthouse,313 N Main St,Rm 271,Center City,MN,55012,800,1630,10/10/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:chisago,Chisago,Chisago County Courthouse,313 N Main St,Rm 271,Center City,MN,55012,800,1630,10/17/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:chisago,Chisago,Chisago County Courthouse,313 N Main St,Rm 271,Center City,MN,55012,800,1630,10/24/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:chisago,Chisago,Chisago County Courthouse,313 N Main St,Rm 271,Center City,MN,55012,800,1630,10/31/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:chisago,Chisago,Chisago County Courthouse,313 N Main St,Rm 271,Center City,MN,55012,1000,1300,11/5/2016,11/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:chisago,Chisago,Chisago County Courthouse,313 N Main St,Rm 271,Center City,MN,55012,800,1700,11/7/2016,11/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:clay,Clay,Clay County Courthouse,807 N 11th St,,Moorhead,MN,56560,800,1630,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:clay,Clay,Clay County Courthouse,807 N 11th St,,Moorhead,MN,56560,800,1630,9/26/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:clay,Clay,Clay County Courthouse,807 N 11th St,,Moorhead,MN,56560,800,1630,10/3/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:clay,Clay,Clay County Courthouse,807 N 11th St,,Moorhead,MN,56560,800,1630,10/10/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:clay,Clay,Clay County Courthouse,807 N 11th St,,Moorhead,MN,56560,800,1630,10/17/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:clay,Clay,Clay County Courthouse,807 N 11th St,,Moorhead,MN,56560,800,1630,10/24/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:clay,Clay,Clay County Courthouse,807 N 11th St,,Moorhead,MN,56560,800,1630,10/31/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:clay,Clay,Clay County Courthouse,807 N 11th St,,Moorhead,MN,56560,1000,1300,11/5/2016,11/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:clay,Clay,Clay County Courthouse,807 N 11th St,,Moorhead,MN,56560,800,1700,11/7/2016,11/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:clearwater,Clearwater,Clearwater County Courthouse,213 Main Ave N,Dept 202,Bagley,MN,56621,800,1630,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:clearwater,Clearwater,Clearwater County Courthouse,213 Main Ave N,Dept 202,Bagley,MN,56621,800,1630,9/26/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:clearwater,Clearwater,Clearwater County Courthouse,213 Main Ave N,Dept 202,Bagley,MN,56621,800,1630,10/3/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:clearwater,Clearwater,Clearwater County Courthouse,213 Main Ave N,Dept 202,Bagley,MN,56621,800,1630,10/10/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:clearwater,Clearwater,Clearwater County Courthouse,213 Main Ave N,Dept 202,Bagley,MN,56621,800,1630,10/17/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:clearwater,Clearwater,Clearwater County Courthouse,213 Main Ave N,Dept 202,Bagley,MN,56621,800,1630,10/24/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:clearwater,Clearwater,Clearwater County Courthouse,213 Main Ave N,Dept 202,Bagley,MN,56621,800,1630,10/31/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:clearwater,Clearwater,Clearwater County Courthouse,213 Main Ave N,Dept 202,Bagley,MN,56621,1000,1300,11/5/2016,11/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:clearwater,Clearwater,Clearwater County Courthouse,213 Main Ave N,Dept 202,Bagley,MN,56621,800,1700,11/7/2016,11/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:cook,Cook,Cook County Courthouse,411 W 2nd St,,Grand Marais,MN,55604,800,1600,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:cook,Cook,Cook County Courthouse,411 W 2nd St,,Grand Marais,MN,55604,800,1600,9/26/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:cook,Cook,Cook County Courthouse,411 W 2nd St,,Grand Marais,MN,55604,800,1600,10/3/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:cook,Cook,Cook County Courthouse,411 W 2nd St,,Grand Marais,MN,55604,800,1600,10/10/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:cook,Cook,Cook County Courthouse,411 W 2nd St,,Grand Marais,MN,55604,800,1600,10/17/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:cook,Cook,Cook County Courthouse,411 W 2nd St,,Grand Marais,MN,55604,800,1600,10/24/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:cook,Cook,Cook County Courthouse,411 W 2nd St,,Grand Marais,MN,55604,800,1600,10/31/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:cook,Cook,Cook County Courthouse,411 W 2nd St,,Grand Marais,MN,55604,1000,1300,11/5/2016,11/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:cook,Cook,Cook County Courthouse,411 W 2nd St,,Grand Marais,MN,55604,800,1700,11/7/2016,11/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:cottonwood,Cottonwood Wing,Cottonwood County Courthouse,900 3rd Ave,,Windom,MN,56101,800,1630,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:cottonwood,Cottonwood Wing,Cottonwood County Courthouse,900 3rd Ave,,Windom,MN,56101,800,1630,9/26/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:cottonwood,Cottonwood Wing,Cottonwood County Courthouse,900 3rd Ave,,Windom,MN,56101,800,1630,10/3/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:cottonwood,Cottonwood Wing,Cottonwood County Courthouse,900 3rd Ave,,Windom,MN,56101,800,1630,10/10/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:cottonwood,Cottonwood Wing,Cottonwood County Courthouse,900 3rd Ave,,Windom,MN,56101,800,1630,10/17/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:cottonwood,Cottonwood Wing,Cottonwood County Courthouse,900 3rd Ave,,Windom,MN,56101,800,1630,10/24/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:cottonwood,Cottonwood Wing,Cottonwood County Courthouse,900 3rd Ave,,Windom,MN,56101,800,1630,10/31/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:cottonwood,Cottonwood Wing,Cottonwood County Courthouse,900 3rd Ave,,Windom,MN,56101,1000,1300,11/5/2016,11/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:cottonwood,Cottonwood Wing,Cottonwood County Courthouse,900 3rd Ave,,Windom,MN,56101,800,1700,11/7/2016,11/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:crow_wing,Crow Wing,Historic Courthouse,326 Laurel St,Ste 22,Brainerd,MN,56401,800,1700,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:crow_wing,Crow Wing,Historic Courthouse,326 Laurel St,Ste 22,Brainerd,MN,56401,800,1700,9/26/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:crow_wing,Crow Wing,Historic Courthouse,326 Laurel St,Ste 22,Brainerd,MN,56401,800,1700,10/3/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:crow_wing,Crow Wing,Historic Courthouse,326 Laurel St,Ste 22,Brainerd,MN,56401,800,1700,10/10/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:crow_wing,Crow Wing,Historic Courthouse,326 Laurel St,Ste 22,Brainerd,MN,56401,800,1700,10/17/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:crow_wing,Crow Wing,Historic Courthouse,326 Laurel St,Ste 22,Brainerd,MN,56401,800,1700,10/24/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:crow_wing,Crow Wing,Historic Courthouse,326 Laurel St,Ste 22,Brainerd,MN,56401,800,1700,10/31/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:crow_wing,Crow Wing,Historic Courthouse,326 Laurel St,Ste 22,Brainerd,MN,56401,1000,1300,11/5/2016,11/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:crow_wing,Crow Wing,Historic Courthouse,326 Laurel St,Ste 22,Brainerd,MN,56401,800,1700,11/7/2016,11/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Apple Valley Municipal Center,7100 147th St W,,Apple Valley,MN,55124,800,1630,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Apple Valley Municipal Center,7100 147th St W,,Apple Valley,MN,55124,800,1630,9/26/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Apple Valley Municipal Center,7100 147th St W,,Apple Valley,MN,55124,800,1630,10/3/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Apple Valley Municipal Center,7100 147th St W,,Apple Valley,MN,55124,800,1630,10/10/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Apple Valley Municipal Center,7100 147th St W,,Apple Valley,MN,55124,800,1630,10/17/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Apple Valley Municipal Center,7100 147th St W,,Apple Valley,MN,55124,800,1630,10/24/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Apple Valley Municipal Center,7100 147th St W,,Apple Valley,MN,55124,800,1630,10/31/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Apple Valley Municipal Center,7100 147th St W,,Apple Valley,MN,55124,1000,1300,11/5/2016,11/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Apple Valley Municipal Center,7100 147th St W,,Apple Valley,MN,55124,800,1700,11/7/2016,11/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Burnsville City Hall,100 Civic Center,,Burnsville,MN,55337,800,1630,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Burnsville City Hall,100 Civic Center,,Burnsville,MN,55337,800,1630,9/26/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Burnsville City Hall,100 Civic Center,,Burnsville,MN,55337,800,1630,10/3/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Burnsville City Hall,100 Civic Center,,Burnsville,MN,55337,800,1630,10/10/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Burnsville City Hall,100 Civic Center,,Burnsville,MN,55337,800,1630,10/17/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Burnsville City Hall,100 Civic Center,,Burnsville,MN,55337,800,1630,10/24/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Burnsville City Hall,100 Civic Center,,Burnsville,MN,55337,800,1630,10/31/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Burnsville City Hall,100 Civic Center,,Burnsville,MN,55337,1000,1300,11/5/2016,11/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Burnsville City Hall,100 Civic Center,,Burnsville,MN,55337,800,1700,11/7/2016,11/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Administration Center*,1590 Hwy 55,Ste 2300,Hastings,MN,55033,800,1630,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Administration Center*,1590 Hwy 55,Ste 2300,Hastings,MN,55033,800,1630,9/26/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Administration Center*,1590 Hwy 55,Ste 2300,Hastings,MN,55033,800,1630,10/3/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Administration Center*,1590 Hwy 55,Ste 2300,Hastings,MN,55033,800,1630,10/10/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Administration Center*,1590 Hwy 55,Ste 2300,Hastings,MN,55033,800,1630,10/17/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Administration Center*,1590 Hwy 55,Ste 2300,Hastings,MN,55033,800,1630,10/24/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Administration Center*,1590 Hwy 55,Ste 2300,Hastings,MN,55033,800,1630,10/31/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Administration Center*,1590 Hwy 55,Ste 2300,Hastings,MN,55033,1000,1300,11/5/2016,11/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Administration Center*,1590 Hwy 55,Ste 2300,Hastings,MN,55033,800,1700,11/7/2016,11/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Northern Service Center*,1 Mendota Rd,,West St Paul,MN,55118,800,1630,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Northern Service Center*,1 Mendota Rd,,West St Paul,MN,55118,800,1630,9/26/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Northern Service Center*,1 Mendota Rd,,West St Paul,MN,55118,800,1630,10/3/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Northern Service Center*,1 Mendota Rd,,West St Paul,MN,55118,800,1630,10/10/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Northern Service Center*,1 Mendota Rd,,West St Paul,MN,55118,800,1630,10/17/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Northern Service Center*,1 Mendota Rd,,West St Paul,MN,55118,800,1630,10/24/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Northern Service Center*,1 Mendota Rd,,West St Paul,MN,55118,800,1630,10/31/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Northern Service Center*,1 Mendota Rd,,West St Paul,MN,55118,1000,1300,11/5/2016,11/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Northern Service Center*,1 Mendota Rd,,West St Paul,MN,55118,800,1700,11/7/2016,11/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1630,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1630,9/26/2016,9/26/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1800,9/27/2016,9/27/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1630,9/28/2016,9/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1800,9/29/2016,9/29/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1630,9/30/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1630,10/3/2016,10/3/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1800,10/4/2016,10/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1630,10/5/2016,10/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1800,10/6/2016,10/6/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1630,10/7/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1630,10/10/2016,10/10/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1800,10/11/2016,10/11/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1630,10/12/2016,10/12/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1800,10/13/2016,10/13/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1630,10/14/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1630,10/17/2016,10/17/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1800,10/18/2016,10/18/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1630,10/19/2016,10/19/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1800,10/20/2016,10/20/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1630,10/21/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1630,10/24/2016,10/24/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1800,10/25/2016,10/25/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1630,10/26/2016,10/26/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1800,10/27/2016,10/27/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1630,10/28/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1630,10/31/2016,10/31/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1800,11/1/2016,11/1/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1630,11/2/2016,11/2/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1800,11/3/2016,11/3/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1630,11/4/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,1000,1300,11/5/2016,11/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Dakota County Western Service Center*,14955 Galaxie Ave,,Apple Valley,MN,55124,800,1700,11/7/2016,11/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Eagan Municipal Center,3830 Pilot Knob Rd,,Eagan,MN,55122,800,1630,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Eagan Municipal Center,3830 Pilot Knob Rd,,Eagan,MN,55122,800,1630,9/26/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Eagan Municipal Center,3830 Pilot Knob Rd,,Eagan,MN,55122,800,1630,10/3/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Eagan Municipal Center,3830 Pilot Knob Rd,,Eagan,MN,55122,800,1630,10/10/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Eagan Municipal Center,3830 Pilot Knob Rd,,Eagan,MN,55122,800,1630,10/17/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Eagan Municipal Center,3830 Pilot Knob Rd,,Eagan,MN,55122,800,1630,10/24/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Eagan Municipal Center,3830 Pilot Knob Rd,,Eagan,MN,55122,800,1630,10/31/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Eagan Municipal Center,3830 Pilot Knob Rd,,Eagan,MN,55122,1000,1300,11/5/2016,11/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Eagan Municipal Center,3830 Pilot Knob Rd,,Eagan,MN,55122,800,1700,11/7/2016,11/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Farmington City Hall,430 3rd St,,Farmington,MN,55024,800,1630,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Farmington City Hall,430 3rd St,,Farmington,MN,55024,800,1630,9/26/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Farmington City Hall,430 3rd St,,Farmington,MN,55024,800,1630,10/3/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Farmington City Hall,430 3rd St,,Farmington,MN,55024,800,1630,10/10/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Farmington City Hall,430 3rd St,,Farmington,MN,55024,800,1630,10/17/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Farmington City Hall,430 3rd St,,Farmington,MN,55024,800,1630,10/24/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Farmington City Hall,430 3rd St,,Farmington,MN,55024,800,1630,10/31/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Farmington City Hall,430 3rd St,,Farmington,MN,55024,1000,1300,11/5/2016,11/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Farmington City Hall,430 3rd St,,Farmington,MN,55024,800,1700,11/7/2016,11/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Hastings City Hall,101 4th St E,,Hastings,MN,55033,800,1630,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Hastings City Hall,101 4th St E,,Hastings,MN,55033,800,1630,9/26/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Hastings City Hall,101 4th St E,,Hastings,MN,55033,800,1630,10/3/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Hastings City Hall,101 4th St E,,Hastings,MN,55033,800,1630,10/10/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Hastings City Hall,101 4th St E,,Hastings,MN,55033,800,1630,10/17/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Hastings City Hall,101 4th St E,,Hastings,MN,55033,800,1630,10/24/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:dakota,Dakota,Hastings City Hall,101 4th St E,,Hastings,MN,55033,800,1630,10/31/2016,11/4/2016,no,no,,no
