ocd-division,COUNTY,Location Name,Address 1,Address 2,City,State,Zip,start_time,end_time,start_date,end_date,is_only_by_appointment,is_or_by_appointment,Appointment Phone #,is_subject_to_change
ocd-division/country:us/state:mn/county:aitkin,Aitkin,,209 2nd St NW,Rm 202,Aitkin,MN,56431,800,1630,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:aitkin,Aitkin,,209 2nd St NW,Rm 202,Aitkin,MN,56431,800,1630,9/26/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:aitkin,Aitkin,,209 2nd St NW,Rm 202,Aitkin,MN,56431,800,1630,10/3/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:aitkin,Aitkin,,209 2nd St NW,Rm 202,Aitkin,MN,56431,800,1630,10/10/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:aitkin,Aitkin,,209 2nd St NW,Rm 202,Aitkin,MN,56431,800,1630,10/17/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:aitkin,Aitkin,,209 2nd St NW,Rm 202,Aitkin,MN,56431,800,1630,10/24/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:aitkin,Aitkin,,209 2nd St NW,Rm 202,Aitkin,MN,56431,800,1630,10/31/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:aitkin,Aitkin,,209 2nd St NW,Rm 202,Aitkin,MN,56431,1000,1500,11/5/2016,11/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:aitkin,Aitkin,,209 2nd St NW,Rm 202,Aitkin,MN,56431,800,1700,11/7/2016,11/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Andover City Hall,1685 Crosstown Blvd NW,,Andover,MN,55304,800,1630,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Andover City Hall,1685 Crosstown Blvd NW,,Andover,MN,55304,800,1630,9/26/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Andover City Hall,1685 Crosstown Blvd NW,,Andover,MN,55304,800,1630,10/3/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Andover City Hall,1685 Crosstown Blvd NW,,Andover,MN,55304,800,1630,10/10/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Andover City Hall,1685 Crosstown Blvd NW,,Andover,MN,55304,800,1630,10/17/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Andover City Hall,1685 Crosstown Blvd NW,,Andover,MN,55304,800,1630,10/24/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Andover City Hall,1685 Crosstown Blvd NW,,Andover,MN,55304,800,1630,10/31/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Andover City Hall,1685 Crosstown Blvd NW,,Andover,MN,55304,1000,1500,11/5/2016,11/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Andover City Hall,1685 Crosstown Blvd NW,,Andover,MN,55304,800,1700,11/7/2016,11/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Anoka City Hall,2015 First Ave North,,Anoka,MN,55303,800,1630,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Anoka City Hall,2015 First Ave North,,Anoka,MN,55303,800,1630,9/26/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Anoka City Hall,2015 First Ave North,,Anoka,MN,55303,800,1630,10/3/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Anoka City Hall,2015 First Ave North,,Anoka,MN,55303,800,1630,10/10/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Anoka City Hall,2015 First Ave North,,Anoka,MN,55303,800,1630,10/17/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Anoka City Hall,2015 First Ave North,,Anoka,MN,55303,800,1630,10/24/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Anoka City Hall,2015 First Ave North,,Anoka,MN,55303,800,1630,10/31/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Anoka City Hall,2015 First Ave North,,Anoka,MN,55303,1000,1300,11/5/2016,11/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Anoka City Hall,2015 First Ave North,,Anoka,MN,55303,800,1700,11/7/2016,11/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Bethel - Sandhill Center,23820 Dewey St,,Bethel,MN,55005,725,1425,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Bethel - Sandhill Center,23820 Dewey St,,Bethel,MN,55005,725,1425,9/26/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Bethel - Sandhill Center,23820 Dewey St,,Bethel,MN,55005,725,1425,10/3/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Bethel - Sandhill Center,23820 Dewey St,,Bethel,MN,55005,725,1425,10/10/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Bethel - Sandhill Center,23820 Dewey St,,Bethel,MN,55005,725,1425,10/17/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Bethel - Sandhill Center,23820 Dewey St,,Bethel,MN,55005,725,1425,10/24/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Bethel - Sandhill Center,23820 Dewey St,,Bethel,MN,55005,725,1425,10/31/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Bethel - Sandhill Center,23820 Dewey St,,Bethel,MN,55005,1000,1500,11/5/2016,11/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Bethel - Sandhill Center,23820 Dewey St,,Bethel,MN,55005,725,1700,11/7/2016,11/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Blaine City Hall,10801 Town Square Dr,,Blaine,MN,55449,800,1630,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Blaine City Hall,10801 Town Square Dr,,Blaine,MN,55449,800,1630,9/26/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Blaine City Hall,10801 Town Square Dr,,Blaine,MN,55449,800,1630,10/3/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Blaine City Hall,10801 Town Square Dr,,Blaine,MN,55449,800,1630,10/10/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Blaine City Hall,10801 Town Square Dr,,Blaine,MN,55449,800,1630,10/17/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Blaine City Hall,10801 Town Square Dr,,Blaine,MN,55449,800,1630,10/24/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Blaine City Hall,10801 Town Square Dr,,Blaine,MN,55449,800,1630,10/31/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Blaine City Hall,10801 Town Square Dr,,Blaine,MN,55449,1000,1500,11/5/2016,11/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Blaine City Hall,10801 Town Square Dr,,Blaine,MN,55449,800,1700,11/7/2016,11/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Centerville City Hall,1880 Main St,,Centerville,MN,55038,700,1600,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Centerville City Hall,1880 Main St,,Centerville,MN,55038,700,1600,9/26/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Centerville City Hall,1880 Main St,,Centerville,MN,55038,700,1600,10/3/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Centerville City Hall,1880 Main St,,Centerville,MN,55038,700,1600,10/10/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Centerville City Hall,1880 Main St,,Centerville,MN,55038,700,1600,10/17/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Centerville City Hall,1880 Main St,,Centerville,MN,55038,700,1600,10/24/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Centerville City Hall,1880 Main St,,Centerville,MN,55038,700,1600,10/31/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Centerville City Hall,1880 Main St,,Centerville,MN,55038,1000,1500,11/5/2016,11/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Centerville City Hall,1880 Main St,,Centerville,MN,55038,700,1700,11/7/2016,11/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Circle Pines City Hall,200 Civic Heights Cir,,Circle Pines,MN,55014,800,1630,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Circle Pines City Hall,200 Civic Heights Cir,,Circle Pines,MN,55014,800,1630,9/26/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Circle Pines City Hall,200 Civic Heights Cir,,Circle Pines,MN,55014,800,1630,10/3/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Circle Pines City Hall,200 Civic Heights Cir,,Circle Pines,MN,55014,800,1630,10/10/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Circle Pines City Hall,200 Civic Heights Cir,,Circle Pines,MN,55014,800,1630,10/17/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Circle Pines City Hall,200 Civic Heights Cir,,Circle Pines,MN,55014,800,1630,10/24/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Circle Pines City Hall,200 Civic Heights Cir,,Circle Pines,MN,55014,800,1630,10/31/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Circle Pines City Hall,200 Civic Heights Cir,,Circle Pines,MN,55014,1000,1500,11/5/2016,11/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Circle Pines City Hall,200 Civic Heights Cir,,Circle Pines,MN,55014,800,1700,11/7/2016,11/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Columbia Heights City Hall,590 40th Ave NE,,Columbia Heights,MN,55421,800,1630,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Columbia Heights City Hall,590 40th Ave NE,,Columbia Heights,MN,55421,800,1630,9/26/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Columbia Heights City Hall,590 40th Ave NE,,Columbia Heights,MN,55421,800,1630,10/3/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Columbia Heights City Hall,590 40th Ave NE,,Columbia Heights,MN,55421,800,1630,10/10/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Columbia Heights City Hall,590 40th Ave NE,,Columbia Heights,MN,55421,800,1630,10/17/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Columbia Heights City Hall,590 40th Ave NE,,Columbia Heights,MN,55421,800,1630,10/24/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Columbia Heights City Hall,590 40th Ave NE,,Columbia Heights,MN,55421,800,1630,10/31/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Columbia Heights City Hall,590 40th Ave NE,,Columbia Heights,MN,55421,1000,1500,11/5/2016,11/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Columbia Heights City Hall,590 40th Ave NE,,Columbia Heights,MN,55421,800,1700,11/7/2016,11/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Columbus City Hall,16319 Kettle River Blvd,,Columbus,MN,55025,800,1600,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Columbus City Hall,16319 Kettle River Blvd,,Columbus,MN,55025,800,1600,9/26/2016,9/27/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Columbus City Hall,16319 Kettle River Blvd,,Columbus,MN,55025,800,1700,9/28/2016,9/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Columbus City Hall,16319 Kettle River Blvd,,Columbus,MN,55025,800,1600,9/29/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Columbus City Hall,16319 Kettle River Blvd,,Columbus,MN,55025,800,1600,10/3/2016,10/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Columbus City Hall,16319 Kettle River Blvd,,Columbus,MN,55025,800,1700,10/5/2016,10/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Columbus City Hall,16319 Kettle River Blvd,,Columbus,MN,55025,800,1600,10/6/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Columbus City Hall,16319 Kettle River Blvd,,Columbus,MN,55025,800,1600,10/10/2016,10/11/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Columbus City Hall,16319 Kettle River Blvd,,Columbus,MN,55025,800,1700,10/12/2016,10/12/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Columbus City Hall,16319 Kettle River Blvd,,Columbus,MN,55025,800,1600,10/13/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Columbus City Hall,16319 Kettle River Blvd,,Columbus,MN,55025,800,1600,10/17/2016,10/18/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Columbus City Hall,16319 Kettle River Blvd,,Columbus,MN,55025,800,1700,10/19/2016,10/19/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Columbus City Hall,16319 Kettle River Blvd,,Columbus,MN,55025,800,1600,10/20/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Columbus City Hall,16319 Kettle River Blvd,,Columbus,MN,55025,800,1600,10/24/2016,10/25/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Columbus City Hall,16319 Kettle River Blvd,,Columbus,MN,55025,800,1700,10/26/2016,10/26/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Columbus City Hall,16319 Kettle River Blvd,,Columbus,MN,55025,800,1600,10/27/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Columbus City Hall,16319 Kettle River Blvd,,Columbus,MN,55025,800,1600,10/31/2016,11/1/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Columbus City Hall,16319 Kettle River Blvd,,Columbus,MN,55025,800,1700,11/2/2016,11/2/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Columbus City Hall,16319 Kettle River Blvd,,Columbus,MN,55025,800,1600,11/3/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Columbus City Hall,16319 Kettle River Blvd,,Columbus,MN,55025,1000,1500,11/5/2016,11/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Columbus City Hall,16319 Kettle River Blvd,,Columbus,MN,55025,800,1700,11/7/2016,11/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Coon Rapids City Hall,11155 Robinson Dr,,Coon Rapids,MN,55433,800,1630,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Coon Rapids City Hall,11155 Robinson Dr,,Coon Rapids,MN,55433,800,1630,9/26/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Coon Rapids City Hall,11155 Robinson Dr,,Coon Rapids,MN,55433,800,1630,10/3/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Coon Rapids City Hall,11155 Robinson Dr,,Coon Rapids,MN,55433,800,1630,10/10/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Coon Rapids City Hall,11155 Robinson Dr,,Coon Rapids,MN,55433,800,1630,10/17/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Coon Rapids City Hall,11155 Robinson Dr,,Coon Rapids,MN,55433,800,1630,10/24/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Coon Rapids City Hall,11155 Robinson Dr,,Coon Rapids,MN,55433,800,1630,10/31/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Coon Rapids City Hall,11155 Robinson Dr,,Coon Rapids,MN,55433,1000,1500,11/5/2016,11/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Coon Rapids City Hall,11155 Robinson Dr,,Coon Rapids,MN,55433,800,1700,11/7/2016,11/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,East Bethel City Hall,2241 221st Ave NE,,East Bethel,MN,55011,800,1600,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,East Bethel City Hall,2241 221st Ave NE,,East Bethel,MN,55011,800,1600,9/26/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,East Bethel City Hall,2241 221st Ave NE,,East Bethel,MN,55011,800,1600,10/3/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,East Bethel City Hall,2241 221st Ave NE,,East Bethel,MN,55011,800,1600,10/17/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,East Bethel City Hall,2241 221st Ave NE,,East Bethel,MN,55011,800,1600,10/17/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,East Bethel City Hall,2241 221st Ave NE,,East Bethel,MN,55011,800,1600,10/24/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,East Bethel City Hall,2241 221st Ave NE,,East Bethel,MN,55011,800,1600,10/31/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,East Bethel City Hall,2241 221st Ave NE,,East Bethel,MN,55011,1000,1500,11/5/2016,11/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,East Bethel City Hall,2241 221st Ave NE,,East Bethel,MN,55011,800,1700,11/7/2016,11/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Fridley Municipal Center,6431 University Ave NE,,Fridley,MN,55432,800,1630,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Fridley Municipal Center,6431 University Ave NE,,Fridley,MN,55432,800,1630,9/26/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Fridley Municipal Center,6431 University Ave NE,,Fridley,MN,55432,800,1630,10/3/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Fridley Municipal Center,6431 University Ave NE,,Fridley,MN,55432,800,1630,10/10/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Fridley Municipal Center,6431 University Ave NE,,Fridley,MN,55432,800,1630,10/17/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Fridley Municipal Center,6431 University Ave NE,,Fridley,MN,55432,800,1630,10/24/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Fridley Municipal Center,6431 University Ave NE,,Fridley,MN,55432,800,1630,10/31/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Fridley Municipal Center,6431 University Ave NE,,Fridley,MN,55432,1000,1500,11/5/2016,11/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Fridley Municipal Center,6431 University Ave NE,,Fridley,MN,55432,800,1700,11/7/2016,11/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Ham Lake City Hall,15544 Central Ave NE,,Ham Lake,MN,55304,700,1200,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Ham Lake City Hall,15544 Central Ave NE,,Ham Lake,MN,55304,700,1200,9/30/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Ham Lake City Hall,15544 Central Ave NE,,Ham Lake,MN,55304,700,1200,10/7/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Ham Lake City Hall,15544 Central Ave NE,,Ham Lake,MN,55304,700,1200,10/14/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Ham Lake City Hall,15544 Central Ave NE,,Ham Lake,MN,55304,700,1200,10/21/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Ham Lake City Hall,15544 Central Ave NE,,Ham Lake,MN,55304,700,1200,10/28/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Ham Lake City Hall,15544 Central Ave NE,,Ham Lake,MN,55304,700,1200,11/4/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Ham Lake City Hall,15544 Central Ave NE,,Ham Lake,MN,55304,700,1630,9/26/2016,9/29/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Ham Lake City Hall,15544 Central Ave NE,,Ham Lake,MN,55304,700,1630,10/3/2016,10/6/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Ham Lake City Hall,15544 Central Ave NE,,Ham Lake,MN,55304,700,1630,10/10/2016,10/13/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Ham Lake City Hall,15544 Central Ave NE,,Ham Lake,MN,55304,700,1630,10/17/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Ham Lake City Hall,15544 Central Ave NE,,Ham Lake,MN,55304,700,1630,10/24/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Ham Lake City Hall,15544 Central Ave NE,,Ham Lake,MN,55304,700,1630,10/31/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Ham Lake City Hall,15544 Central Ave NE,,Ham Lake,MN,55304,1000,1500,11/5/2016,11/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Ham Lake City Hall,15544 Central Ave NE,,Ham Lake,MN,55304,700,1700,11/7/2016,11/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Hilltop City Hall,4555 Jackson St,,Hilltop,MN,55421,800,1630,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Hilltop City Hall,4555 Jackson St,,Hilltop,MN,55421,800,1630,9/26/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Hilltop City Hall,4555 Jackson St,,Hilltop,MN,55421,800,1630,10/3/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Hilltop City Hall,4555 Jackson St,,Hilltop,MN,55421,800,1630,10/10/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Hilltop City Hall,4555 Jackson St,,Hilltop,MN,55421,800,1630,10/17/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Hilltop City Hall,4555 Jackson St,,Hilltop,MN,55421,800,1630,10/24/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Hilltop City Hall,4555 Jackson St,,Hilltop,MN,55421,800,1630,10/31/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Hilltop City Hall,4555 Jackson St,,Hilltop,MN,55421,1000,1500,11/5/2016,11/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Hilltop City Hall,4555 Jackson St,,Hilltop,MN,55421,800,1700,11/7/2016,11/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Lexington Offices,9180 Lexington Ave,,Lexington,MN,55014,800,1630,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Lexington Offices,9180 Lexington Ave,,Lexington,MN,55014,800,1630,9/26/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Lexington Offices,9180 Lexington Ave,,Lexington,MN,55014,800,1630,10/3/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Lexington Offices,9180 Lexington Ave,,Lexington,MN,55014,800,1630,10/10/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Lexington Offices,9180 Lexington Ave,,Lexington,MN,55014,800,1630,10/17/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Lexington Offices,9180 Lexington Ave,,Lexington,MN,55014,800,1630,10/24/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Lexington Offices,9180 Lexington Ave,,Lexington,MN,55014,800,1630,10/31/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Lexington Offices,9180 Lexington Ave,,Lexington,MN,55014,1000,1500,11/5/2016,11/5/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Lexington Offices,9180 Lexington Ave,,Lexington,MN,55014,800,1700,11/7/2016,11/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Lino Lakes City Hall,600 Town Center Pkwy,,Lino Lakes,MN,55014,800,1630,9/23/2016,9/23/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Lino Lakes City Hall,600 Town Center Pkwy,,Lino Lakes,MN,55014,800,1630,9/26/2016,9/30/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Lino Lakes City Hall,600 Town Center Pkwy,,Lino Lakes,MN,55014,800,1630,10/3/2016,10/7/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Lino Lakes City Hall,600 Town Center Pkwy,,Lino Lakes,MN,55014,800,1630,10/10/2016,10/14/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Lino Lakes City Hall,600 Town Center Pkwy,,Lino Lakes,MN,55014,800,1630,10/17/2016,10/21/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Lino Lakes City Hall,600 Town Center Pkwy,,Lino Lakes,MN,55014,800,1630,10/24/2016,10/28/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Lino Lakes City Hall,600 Town Center Pkwy,,Lino Lakes,MN,55014,800,1630,10/31/2016,11/4/2016,no,no,,no
ocd-division/country:us/state:mn/county:anoka,Anoka,Lino Lakes City Hall,600 Town Center Pkwy,,Lino Lakes,MN,55014,1000,1500,11/5/2016,11/5/2016,no,no,,no
