ocd-division,county,name,address_one,address_two,dirs,city,state,zip,start_time,end_time,start_date,end_date,appt_1,appt_2,appt_3,subject_to_change,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
ocd-division/country:us/state:ca/county:inyo,Inyo County,Inyo County Courthouse,168 N. Edwards St,Inyo County Elections,,Independence,CA,93526,8:00:00,17:00:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,68,"168 N. Edwards St Inyo County Elections, Independence, CA 93526",,08:00 AM-05:00 PM,,ho22306379,FALSE,TRUE,,,,poll67455466
ocd-division/country:us/state:ca/county:kern,Kern County,Auditor-Controller-County Clerk-Registrar of Voters,1115 Truxtun Avenue,,,Bakersfield,CA,93301,8:00:00,17:00:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE,69,"1115 Truxtun Avenue, Bakersfield, CA 93301",,08:00 AM-05:00 PM,,ho40327739,FALSE,TRUE,,,,poll73958333
ocd-division/country:us/state:ca/county:kern,Kern County,Auditor-Controller-County Clerk-Registrar of Voters,1115 Truxtun Avenue,,,Bakersfield,CA,93301,8:00:00,17:00:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,70,"1115 Truxtun Avenue, Bakersfield, CA 93301",,08:00 AM-05:00 PM,,ho40327739,FALSE,TRUE,,,,poll73958333
ocd-division/country:us/state:ca/county:kern,Kern County,Auditor-Controller-County Clerk-Registrar of Voters,1115 Truxtun Avenue,,,Bakersfield,CA,93301,8:00:00,17:00:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,71,"1115 Truxtun Avenue, Bakersfield, CA 93301",,08:00 AM-05:00 PM,,ho40327739,FALSE,TRUE,,,,poll73958333
ocd-division/country:us/state:ca/county:kern,Kern County,Auditor-Controller-County Clerk-Registrar of Voters,1115 Truxtun Avenue,,,Bakersfield,CA,93301,8:00:00,17:00:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,72,"1115 Truxtun Avenue, Bakersfield, CA 93301",,08:00 AM-05:00 PM,,ho40327739,FALSE,TRUE,,,,poll73958333
ocd-division/country:us/state:ca/county:kern,Kern County,Auditor-Controller-County Clerk-Registrar of Voters,1115 Truxtun Avenue,,,Bakersfield,CA,93301,8:00:00,17:00:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,73,"1115 Truxtun Avenue, Bakersfield, CA 93301",,08:00 AM-05:00 PM,,ho40327739,FALSE,TRUE,,,,poll73958333
ocd-division/country:us/state:ca/county:kings,Kings County,Registrar of Voters-Recorder-County Clerk,1400 W. Lacey Blvd.,,,Hanford,CA,93230,8:00:00,17:00:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE,74,"1400 W. Lacey Blvd., Hanford, CA 93230",,08:00 AM-05:00 PM,,ho87133124,FALSE,TRUE,,,,poll37788599
ocd-division/country:us/state:ca/county:kings,Kings County,Registrar of Voters-Recorder-County Clerk,1400 W. Lacey Blvd.,,,Hanford,CA,93230,8:00:00,17:00:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,75,"1400 W. Lacey Blvd., Hanford, CA 93230",,08:00 AM-05:00 PM,,ho87133124,FALSE,TRUE,,,,poll37788599
ocd-division/country:us/state:ca/county:kings,Kings County,Registrar of Voters-Recorder-County Clerk,1400 W. Lacey Blvd.,,,Hanford,CA,93230,8:00:00,17:00:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,76,"1400 W. Lacey Blvd., Hanford, CA 93230",,08:00 AM-05:00 PM,,ho87133124,FALSE,TRUE,,,,poll37788599
ocd-division/country:us/state:ca/county:kings,Kings County,Registrar of Voters-Recorder-County Clerk,1400 W. Lacey Blvd.,,,Hanford,CA,93230,8:00:00,17:00:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,77,"1400 W. Lacey Blvd., Hanford, CA 93230",,08:00 AM-05:00 PM,,ho87133124,FALSE,TRUE,,,,poll37788599
ocd-division/country:us/state:ca/county:kings,Kings County,Registrar of Voters-Recorder-County Clerk,1400 W. Lacey Blvd.,,,Hanford,CA,93230,8:00:00,17:00:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,78,"1400 W. Lacey Blvd., Hanford, CA 93230",,08:00 AM-05:00 PM,,ho87133124,FALSE,TRUE,,,,poll37788599
ocd-division/country:us/state:ca/county:lassen,Lassen County,County Clerk-Recorder,"220 S. Lassen Street, Ste 5",,,Susanville,CA,96130,9:00:00,17:00:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE,79,"220 S. Lassen Street, Ste 5, Susanville, CA 96130",,09:00 AM-05:00 PM,,ho35269615,FALSE,TRUE,,,,poll40013324
ocd-division/country:us/state:ca/county:lassen,Lassen County,County Clerk-Recorder,"220 S. Lassen Street, Ste 5",,,Susanville,CA,96130,9:00:00,17:00:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,80,"220 S. Lassen Street, Ste 5, Susanville, CA 96130",,09:00 AM-05:00 PM,,ho35269615,FALSE,TRUE,,,,poll40013324
ocd-division/country:us/state:ca/county:lassen,Lassen County,County Clerk-Recorder,"220 S. Lassen Street, Ste 5",,,Susanville,CA,96130,9:00:00,17:00:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,81,"220 S. Lassen Street, Ste 5, Susanville, CA 96130",,09:00 AM-05:00 PM,,ho35269615,FALSE,TRUE,,,,poll40013324
ocd-division/country:us/state:ca/county:lassen,Lassen County,County Clerk-Recorder,"220 S. Lassen Street, Ste 5",,,Susanville,CA,96130,9:00:00,17:00:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,82,"220 S. Lassen Street, Ste 5, Susanville, CA 96130",,09:00 AM-05:00 PM,,ho35269615,FALSE,TRUE,,,,poll40013324
ocd-division/country:us/state:ca/county:lassen,Lassen County,County Clerk-Recorder,"220 S. Lassen Street, Ste 5",,,Susanville,CA,96130,9:00:00,17:00:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,83,"220 S. Lassen Street, Ste 5, Susanville, CA 96130",,09:00 AM-05:00 PM,,ho35269615,FALSE,TRUE,,,,poll40013324
ocd-division/country:us/state:ca/county:los_angeles,Los Angeles County,Election Office,12400 Imperial Hwy.,,,Norwalk,CA,90650,8:00:00,17:00:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE,84,"12400 Imperial Hwy., Norwalk, CA 90650",,08:00 AM-05:00 PM,,ho73826420,FALSE,TRUE,,,,poll24955377
ocd-division/country:us/state:ca/county:los_angeles,Los Angeles County,Election Office,12400 Imperial Hwy.,,,Norwalk,CA,90650,8:00:00,17:00:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,85,"12400 Imperial Hwy., Norwalk, CA 90650",,08:00 AM-05:00 PM,,ho73826420,FALSE,TRUE,,,,poll24955377
ocd-division/country:us/state:ca/county:los_angeles,Los Angeles County,Election Office,12400 Imperial Hwy.,,,Norwalk,CA,90650,8:00:00,17:00:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,86,"12400 Imperial Hwy., Norwalk, CA 90650",,08:00 AM-05:00 PM,,ho73826420,FALSE,TRUE,,,,poll24955377
ocd-division/country:us/state:ca/county:los_angeles,Los Angeles County,Election Office,12400 Imperial Hwy.,,,Norwalk,CA,90650,8:00:00,16:00:00,10/29/16,10/29/16,FALSE,FALSE,FALSE,FALSE,87,"12400 Imperial Hwy., Norwalk, CA 90650",,08:00 AM-04:00 PM,,ho73826420,FALSE,TRUE,,,,poll24955377
ocd-division/country:us/state:ca/county:los_angeles,Los Angeles County,Election Office,12400 Imperial Hwy.,,,Norwalk,CA,90650,8:00:00,17:00:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,88,"12400 Imperial Hwy., Norwalk, CA 90650",,08:00 AM-05:00 PM,,ho73826420,FALSE,TRUE,,,,poll24955377
ocd-division/country:us/state:ca/county:los_angeles,Los Angeles County,Election Office,12400 Imperial Hwy.,,,Norwalk,CA,90650,8:00:00,16:00:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,FALSE,89,"12400 Imperial Hwy., Norwalk, CA 90650",,08:00 AM-04:00 PM,,ho73826420,FALSE,TRUE,,,,poll24955377
ocd-division/country:us/state:ca/county:los_angeles,Los Angeles County,Election Office,12400 Imperial Hwy.,,,Norwalk,CA,90650,8:00:00,17:00:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,90,"12400 Imperial Hwy., Norwalk, CA 90650",,08:00 AM-05:00 PM,,ho73826420,FALSE,TRUE,,,,poll24955377
ocd-division/country:us/state:ca/county:madera,Madera County,Office of the County Clerk-Recorder,200 W. 4th Street,,,Madera,CA,93637,8:00:00,17:00:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE,91,"200 W. 4th Street, Madera, CA 93637",,08:00 AM-05:00 PM,,ho85147266,FALSE,TRUE,,,,poll54856670
ocd-division/country:us/state:ca/county:madera,Madera County,Office of the County Clerk-Recorder,200 W. 4th Street,,,Madera,CA,93637,8:00:00,17:00:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,92,"200 W. 4th Street, Madera, CA 93637",,08:00 AM-05:00 PM,,ho85147266,FALSE,TRUE,,,,poll54856670
ocd-division/country:us/state:ca/county:madera,Madera County,Office of the County Clerk-Recorder,200 W. 4th Street,,,Madera,CA,93637,8:00:00,17:00:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,93,"200 W. 4th Street, Madera, CA 93637",,08:00 AM-05:00 PM,,ho85147266,FALSE,TRUE,,,,poll54856670
ocd-division/country:us/state:ca/county:madera,Madera County,Office of the County Clerk-Recorder,200 W. 4th Street,,,Madera,CA,93637,8:00:00,17:00:00,10/31/16,11/1/16,FALSE,FALSE,FALSE,FALSE,94,"200 W. 4th Street, Madera, CA 93637",,08:00 AM-05:00 PM,,ho85147266,FALSE,TRUE,,,,poll54856670
ocd-division/country:us/state:ca/county:madera,Madera County,Office of the County Clerk-Recorder,200 W. 4th Street,,,Madera,CA,93637,10:00:00,15:00:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,FALSE,95,"200 W. 4th Street, Madera, CA 93637",,10:00 AM-03:00 PM,,ho85147266,FALSE,TRUE,,,,poll54856670
ocd-division/country:us/state:ca/county:madera,Madera County,Sheriff's Office,48267 Liberty Lane,,,Oakhurst ,CA,93644,10:00:00,15:00:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,FALSE,96,"48267 Liberty Lane, Oakhurst , CA 93644",,10:00 AM-03:00 PM,,ho87414622,FALSE,TRUE,,,,poll65006922
ocd-division/country:us/state:ca/county:marin,Marin County,Registrar of Voters,"3501 Civic Center, Room 121",,,San Rafael,CA,94903,8:00:00,16:30:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE,97,"3501 Civic Center, Room 121, San Rafael, CA 94903",,08:00 AM-04:30 PM,,ho42523122,FALSE,TRUE,,,,poll75856392
ocd-division/country:us/state:ca/county:marin,Marin County,Registrar of Voters,"3501 Civic Center, Room 121",,,San Rafael,CA,94903,8:00:00,16:30:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,98,"3501 Civic Center, Room 121, San Rafael, CA 94903",,08:00 AM-04:30 PM,,ho42523122,FALSE,TRUE,,,,poll75856392
ocd-division/country:us/state:ca/county:marin,Marin County,Registrar of Voters,"3501 Civic Center, Room 121",,,San Rafael,CA,94903,8:00:00,16:30:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,99,"3501 Civic Center, Room 121, San Rafael, CA 94903",,08:00 AM-04:30 PM,,ho42523122,FALSE,TRUE,,,,poll75856392
ocd-division/country:us/state:ca/county:marin,Marin County,Registrar of Voters,"3501 Civic Center, Room 121",,,San Rafael,CA,94903,8:00:00,16:30:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,100,"3501 Civic Center, Room 121, San Rafael, CA 94903",,08:00 AM-04:30 PM,,ho42523122,FALSE,TRUE,,,,poll75856392
ocd-division/country:us/state:ca/county:marin,Marin County,Registrar of Voters,"3501 Civic Center, Room 121",,,San Rafael,CA,94903,8:00:00,16:30:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,101,"3501 Civic Center, Room 121, San Rafael, CA 94903",,08:00 AM-04:30 PM,,ho42523122,FALSE,TRUE,,,,poll75856392
ocd-division/country:us/state:ca/county:mariposa,Mariposa County,County Clerk,4982 10th Street,,,Mariposa,CA,95338,8:00:00,17:00:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE,102,"4982 10th Street, Mariposa, CA 95338",,08:00 AM-05:00 PM,,ho82331149,FALSE,TRUE,,,,poll33199359
ocd-division/country:us/state:ca/county:mariposa,Mariposa County,County Clerk,4982 10th Street,,,Mariposa,CA,95338,8:00:00,17:00:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,103,"4982 10th Street, Mariposa, CA 95338",,08:00 AM-05:00 PM,,ho82331149,FALSE,TRUE,,,,poll33199359
ocd-division/country:us/state:ca/county:mariposa,Mariposa County,County Clerk,4982 10th Street,,,Mariposa,CA,95338,8:00:00,17:00:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,104,"4982 10th Street, Mariposa, CA 95338",,08:00 AM-05:00 PM,,ho82331149,FALSE,TRUE,,,,poll33199359
ocd-division/country:us/state:ca/county:mariposa,Mariposa County,County Clerk,4982 10th Street,,,Mariposa,CA,95338,8:00:00,17:00:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,105,"4982 10th Street, Mariposa, CA 95338",,08:00 AM-05:00 PM,,ho82331149,FALSE,TRUE,,,,poll33199359
ocd-division/country:us/state:ca/county:mariposa,Mariposa County,County Clerk,4982 10th Street,,,Mariposa,CA,95338,8:00:00,17:00:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,106,"4982 10th Street, Mariposa, CA 95338",,08:00 AM-05:00 PM,,ho82331149,FALSE,TRUE,,,,poll33199359
ocd-division/country:us/state:ca/county:mendocino,Mendocino County,Assessor-County Clerk-Recorder,"501 Low Gap Rd., Room 1020",,,Ukiah,CA,95482,8:00:00,17:00:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE,107,"501 Low Gap Rd., Room 1020, Ukiah, CA 95482",,08:00 AM-05:00 PM,,ho36345638,FALSE,TRUE,,,,poll3135162
ocd-division/country:us/state:ca/county:mendocino,Mendocino County,Assessor-County Clerk-Recorder,"501 Low Gap Rd., Room 1020",,,Ukiah,CA,95482,8:00:00,17:00:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,108,"501 Low Gap Rd., Room 1020, Ukiah, CA 95482",,08:00 AM-05:00 PM,,ho36345638,FALSE,TRUE,,,,poll3135162
ocd-division/country:us/state:ca/county:mendocino,Mendocino County,Assessor-County Clerk-Recorder,"501 Low Gap Rd., Room 1020",,,Ukiah,CA,95482,8:00:00,17:00:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,109,"501 Low Gap Rd., Room 1020, Ukiah, CA 95482",,08:00 AM-05:00 PM,,ho36345638,FALSE,TRUE,,,,poll3135162
ocd-division/country:us/state:ca/county:mendocino,Mendocino County,Assessor-County Clerk-Recorder,"501 Low Gap Rd., Room 1020",,,Ukiah,CA,95482,8:00:00,17:00:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,110,"501 Low Gap Rd., Room 1020, Ukiah, CA 95482",,08:00 AM-05:00 PM,,ho36345638,FALSE,TRUE,,,,poll3135162
ocd-division/country:us/state:ca/county:mendocino,Mendocino County,Assessor-County Clerk-Recorder,"501 Low Gap Rd., Room 1020",,,Ukiah,CA,95482,8:00:00,17:00:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,111,"501 Low Gap Rd., Room 1020, Ukiah, CA 95482",,08:00 AM-05:00 PM,,ho36345638,FALSE,TRUE,,,,poll3135162
ocd-division/country:us/state:ca/county:merced,Merced County,County Clerk,"2222 M Street, Room 14",,,Merced,CA,95340,8:00:00,17:00:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE,112,"2222 M Street, Room 14, Merced, CA 95340",,08:00 AM-05:00 PM,,ho59406384,FALSE,TRUE,,,,poll50099825
ocd-division/country:us/state:ca/county:merced,Merced County,County Clerk,"2222 M Street, Room 14",,,Merced,CA,95340,8:00:00,17:00:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,113,"2222 M Street, Room 14, Merced, CA 95340",,08:00 AM-05:00 PM,,ho59406384,FALSE,TRUE,,,,poll50099825
ocd-division/country:us/state:ca/county:merced,Merced County,County Clerk,"2222 M Street, Room 14",,,Merced,CA,95340,8:00:00,17:00:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,114,"2222 M Street, Room 14, Merced, CA 95340",,08:00 AM-05:00 PM,,ho59406384,FALSE,TRUE,,,,poll50099825
ocd-division/country:us/state:ca/county:merced,Merced County,County Clerk,"2222 M Street, Room 14",,,Merced,CA,95340,8:00:00,17:00:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,115,"2222 M Street, Room 14, Merced, CA 95340",,08:00 AM-05:00 PM,,ho59406384,FALSE,TRUE,,,,poll50099825
ocd-division/country:us/state:ca/county:merced,Merced County,County Clerk,"2222 M Street, Room 14",,,Merced,CA,95340,8:00:00,17:00:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,116,"2222 M Street, Room 14, Merced, CA 95340",,08:00 AM-05:00 PM,,ho59406384,FALSE,TRUE,,,,poll50099825
ocd-division/country:us/state:ca/county:modoc,Modoc County,County Auditor-Clerk-Recorder,108 E. Modoc Street,,,Alturas,CA,96101,8:30:00,17:00:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE,117,"108 E. Modoc Street, Alturas, CA 96101",,08:30 AM-05:00 PM,,ho65997374,FALSE,TRUE,,,,poll25997673
ocd-division/country:us/state:ca/county:modoc,Modoc County,County Auditor-Clerk-Recorder,108 E. Modoc Street,,,Alturas,CA,96101,8:30:00,17:00:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,118,"108 E. Modoc Street, Alturas, CA 96101",,08:30 AM-05:00 PM,,ho65997374,FALSE,TRUE,,,,poll25997673
ocd-division/country:us/state:ca/county:modoc,Modoc County,County Auditor-Clerk-Recorder,108 E. Modoc Street,,,Alturas,CA,96101,8:30:00,17:00:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,119,"108 E. Modoc Street, Alturas, CA 96101",,08:30 AM-05:00 PM,,ho65997374,FALSE,TRUE,,,,poll25997673
ocd-division/country:us/state:ca/county:modoc,Modoc County,County Auditor-Clerk-Recorder,108 E. Modoc Street,,,Alturas,CA,96101,8:30:00,17:00:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,120,"108 E. Modoc Street, Alturas, CA 96101",,08:30 AM-05:00 PM,,ho65997374,FALSE,TRUE,,,,poll25997673
ocd-division/country:us/state:ca/county:modoc,Modoc County,County Auditor-Clerk-Recorder,108 E. Modoc Street,,,Alturas,CA,96101,8:30:00,17:00:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,121,"108 E. Modoc Street, Alturas, CA 96101",,08:30 AM-05:00 PM,,ho65997374,FALSE,TRUE,,,,poll25997673
ocd-division/country:us/state:ca/county:mono,Mono County,County Clerk-Recorder-Registrar,74 N. School Street,,Annex I,Bridgeport,CA,93517,8:00:00,17:00:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE,122,"74 N. School Street, Bridgeport, CA 93517",Annex I,08:00 AM-05:00 PM,,ho62796482,FALSE,TRUE,,,,poll4718991
ocd-division/country:us/state:ca/county:mono,Mono County,County Clerk-Recorder-Registrar,74 N. School Street,,Annex I,Bridgeport,CA,93517,8:00:00,17:00:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,123,"74 N. School Street, Bridgeport, CA 93517",Annex I,08:00 AM-05:00 PM,,ho62796482,FALSE,TRUE,,,,poll4718991
ocd-division/country:us/state:ca/county:mono,Mono County,County Clerk-Recorder-Registrar,74 N. School Street,,Annex I,Bridgeport,CA,93517,8:00:00,17:00:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,124,"74 N. School Street, Bridgeport, CA 93517",Annex I,08:00 AM-05:00 PM,,ho62796482,FALSE,TRUE,,,,poll4718991
ocd-division/country:us/state:ca/county:mono,Mono County,County Clerk-Recorder-Registrar,74 N. School Street,,Annex I,Bridgeport,CA,93517,8:00:00,17:00:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,125,"74 N. School Street, Bridgeport, CA 93517",Annex I,08:00 AM-05:00 PM,,ho62796482,FALSE,TRUE,,,,poll4718991
ocd-division/country:us/state:ca/county:mono,Mono County,County Clerk-Recorder-Registrar,74 N. School Street,,Annex I,Bridgeport,CA,93517,8:00:00,17:00:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,126,"74 N. School Street, Bridgeport, CA 93517",Annex I,08:00 AM-05:00 PM,,ho62796482,FALSE,TRUE,,,,poll4718991
ocd-division/country:us/state:ca/county:monterey,Monterey County,Registrar of Voters,1370 S. Main St # B,,,Salinas,CA,93901,8:00:00,17:00:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE,127,"1370 S. Main St # B, Salinas, CA 93901",,08:00 AM-05:00 PM,,ho1226727,FALSE,TRUE,,,,poll16320877
ocd-division/country:us/state:ca/county:monterey,Monterey County,Registrar of Voters,1370 S. Main St # B,,,Salinas,CA,93901,8:00:00,17:00:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,128,"1370 S. Main St # B, Salinas, CA 93901",,08:00 AM-05:00 PM,,ho1226727,FALSE,TRUE,,,,poll16320877
ocd-division/country:us/state:ca/county:monterey,Monterey County,Registrar of Voters,1370 S. Main St # B,,,Salinas,CA,93901,8:00:00,17:00:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,129,"1370 S. Main St # B, Salinas, CA 93901",,08:00 AM-05:00 PM,,ho1226727,FALSE,TRUE,,,,poll16320877
ocd-division/country:us/state:ca/county:monterey,Monterey County,Registrar of Voters,1370 S. Main St # B,,,Salinas,CA,93901,8:00:00,17:00:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,130,"1370 S. Main St # B, Salinas, CA 93901",,08:00 AM-05:00 PM,,ho1226727,FALSE,TRUE,,,,poll16320877
ocd-division/country:us/state:ca/county:monterey,Monterey County,Registrar of Voters,1370 S. Main St # B,,,Salinas,CA,93901,8:00:00,17:00:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,131,"1370 S. Main St # B, Salinas, CA 93901",,08:00 AM-05:00 PM,,ho1226727,FALSE,TRUE,,,,poll16320877
ocd-division/country:us/state:ca/county:napa,Napa County,County Clerk's Office,"900 Coombs St, Room 256",,,Napa,CA,94559,8:00:00,17:00:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE,132,"900 Coombs St, Room 256, Napa, CA 94559",,08:00 AM-05:00 PM,,ho47788951,FALSE,TRUE,,,,poll37346554
ocd-division/country:us/state:ca/county:napa,Napa County,County Clerk's Office,"900 Coombs St, Room 256",,,Napa,CA,94559,8:00:00,17:00:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,133,"900 Coombs St, Room 256, Napa, CA 94559",,08:00 AM-05:00 PM,,ho47788951,FALSE,TRUE,,,,poll37346554
ocd-division/country:us/state:ca/county:napa,Napa County,County Clerk's Office,"900 Coombs St, Room 256",,,Napa,CA,94559,8:00:00,17:00:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,134,"900 Coombs St, Room 256, Napa, CA 94559",,08:00 AM-05:00 PM,,ho47788951,FALSE,TRUE,,,,poll37346554
ocd-division/country:us/state:ca/county:napa,Napa County,County Clerk's Office,"900 Coombs St, Room 256",,,Napa,CA,94559,8:00:00,17:00:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,135,"900 Coombs St, Room 256, Napa, CA 94559",,08:00 AM-05:00 PM,,ho47788951,FALSE,TRUE,,,,poll37346554
ocd-division/country:us/state:ca/county:napa,Napa County,County Clerk's Office,"900 Coombs St, Room 256",,,Napa,CA,94559,8:30:00,16:30:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,FALSE,136,"900 Coombs St, Room 256, Napa, CA 94559",,08:30 AM-04:30 PM,,ho47788951,FALSE,TRUE,,,,poll37346554
ocd-division/country:us/state:ca/county:napa,Napa County,County Clerk's Office,"900 Coombs St, Room 256",,,Napa,CA,94559,8:30:00,16:30:00,11/6/16,11/6/16,FALSE,FALSE,FALSE,FALSE,137,"900 Coombs St, Room 256, Napa, CA 94559",,08:30 AM-04:30 PM,,ho47788951,FALSE,TRUE,,,,poll37346554
ocd-division/country:us/state:ca/county:napa,Napa County,County Clerk's Office,"900 Coombs St, Room 256",,,Napa,CA,94559,8:00:00,17:00:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,138,"900 Coombs St, Room 256, Napa, CA 94559",,08:00 AM-05:00 PM,,ho47788951,FALSE,TRUE,,,,poll37346554
ocd-division/country:us/state:ca/county:nevada,Nevada County,County Clerk Office,"950 Maidu Avenue, Ste 250",,,Nevada City,CA,95959,8:00:00,17:00:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE,139,"950 Maidu Avenue, Ste 250, Nevada City, CA 95959",,08:00 AM-05:00 PM,,ho84886677,FALSE,TRUE,,,,poll40113841
ocd-division/country:us/state:ca/county:nevada,Nevada County,County Clerk Office,"950 Maidu Avenue, Ste 250",,,Nevada City,CA,95959,8:00:00,17:00:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,140,"950 Maidu Avenue, Ste 250, Nevada City, CA 95959",,08:00 AM-05:00 PM,,ho84886677,FALSE,TRUE,,,,poll40113841
ocd-division/country:us/state:ca/county:nevada,Nevada County,County Clerk Office,"950 Maidu Avenue, Ste 250",,,Nevada City,CA,95959,8:00:00,17:00:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,141,"950 Maidu Avenue, Ste 250, Nevada City, CA 95959",,08:00 AM-05:00 PM,,ho84886677,FALSE,TRUE,,,,poll40113841
ocd-division/country:us/state:ca/county:nevada,Nevada County,County Clerk Office,"950 Maidu Avenue, Ste 250",,,Nevada City,CA,95959,8:00:00,17:00:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,142,"950 Maidu Avenue, Ste 250, Nevada City, CA 95959",,08:00 AM-05:00 PM,,ho84886677,FALSE,TRUE,,,,poll40113841
ocd-division/country:us/state:ca/county:nevada,Nevada County,County Clerk Office,"950 Maidu Avenue, Ste 250",,,Nevada City,CA,95959,9:00:00,16:00:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,FALSE,143,"950 Maidu Avenue, Ste 250, Nevada City, CA 95959",,09:00 AM-04:00 PM,,ho84886677,FALSE,TRUE,,,,poll40113841
ocd-division/country:us/state:ca/county:nevada,Nevada County,County Clerk Office,"950 Maidu Avenue, Ste 250",,,Nevada City,CA,95959,8:00:00,17:00:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,144,"950 Maidu Avenue, Ste 250, Nevada City, CA 95959",,08:00 AM-05:00 PM,,ho84886677,FALSE,TRUE,,,,poll40113841
ocd-division/country:us/state:ca/county:placer,Placer County,County Clerk Office,2956 Richardson Drive,,,Auburn,CA,95603,8:00:00,17:00:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE,145,"2956 Richardson Drive, Auburn, CA 95603",,08:00 AM-05:00 PM,,ho11169864,FALSE,TRUE,,,,poll92627841
