office-name,official-title,types,ocd-division,description,homepage,phone,email,street,city,state,zip,start_time,end_time,start_date,end_date,appt,notes,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Auburn City,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:auburn,Auburn City ME,,(207) 333-6600,,"60 Court Street, Suite 150",Auburn,ME,4210,08:00:00 - 04:00,16:30:00 - 04:00,10/11/16,10/14/16,,Ballots available Oct 11-Nov 3. Office hours: M-F 8-4:30 // Nov 3: 8-7:00,1010,"60 Court Street, Suite 150, Auburn, ME 04210",,08:00 AM-04:30 PM,,ho17310153,false,true,,,,poll91646111
Auburn City,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:auburn,Auburn City ME,,(207) 333-6600,,"60 Court Street, Suite 150",Auburn,ME,4210,08:00:00 - 04:00,16:30:00 - 04:00,10/17/16,10/21/16,,,1011,"60 Court Street, Suite 150, Auburn, ME 04210",,08:00 AM-04:30 PM,,ho17310153,false,true,,,,poll91646111
Auburn City,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:auburn,Auburn City ME,,(207) 333-6600,,"60 Court Street, Suite 150",Auburn,ME,4210,08:00:00 - 04:00,16:30:00 - 04:00,10/24/16,10/28/16,,,1012,"60 Court Street, Suite 150, Auburn, ME 04210",,08:00 AM-04:30 PM,,ho17310153,false,true,,,,poll91646111
Auburn City,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:auburn,Auburn City ME,,(207) 333-6600,,"60 Court Street, Suite 150",Auburn,ME,4210,08:00:00 - 04:00,16:30:00 - 04:00,10/31/16,11/2/16,,,1013,"60 Court Street, Suite 150, Auburn, ME 04210",,08:00 AM-04:30 PM,,ho17310153,false,true,,,,poll91646111
Auburn City,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:auburn,Auburn City ME,,(207) 333-6600,,"60 Court Street, Suite 150",Auburn,ME,4210,08:00:00 - 04:00,19:00:00 - 04:00,11/3/16,11/3/16,,,1014,"60 Court Street, Suite 150, Auburn, ME 04210",,08:00 AM-07:00 PM,,ho17310153,false,true,,,,poll91646111
Appleton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:appleton,Appleton Town ME,,(207) 785-4722,,2915 Sennebec Road,Appleton,ME,4862,08:30:00 - 04:00,13:30:00 - 04:00,10/7/16,10/7/16,,Ballots available Oct 7-Nov 3. Office hours: M R F 8:30-1:30 // T(uesday) 8:30-1:30 and 5:30-8:00,1015,"2915 Sennebec Road, Appleton, ME 04862",,08:30 AM-01:30 PM,,ho56512286,false,true,,,,poll60487697
Appleton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:appleton,Appleton Town ME,,(207) 785-4722,,2915 Sennebec Road,Appleton,ME,4862,08:30:00 - 04:00,13:30:00 - 04:00,10/11/16,10/11/16,,,1016,"2915 Sennebec Road, Appleton, ME 04862",,08:30 AM-01:30 PM,,ho56512286,false,true,,,,poll60487697
Appleton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:appleton,Appleton Town ME,,(207) 785-4722,,2915 Sennebec Road,Appleton,ME,4862,17:30:00 - 04:00,20:00:00 - 04:00,10/11/16,10/11/16,,,1017,"2915 Sennebec Road, Appleton, ME 04862",,05:30 PM-08:00 PM,,ho56512286,false,true,,,,poll60487697
Appleton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:appleton,Appleton Town ME,,(207) 785-4722,,2915 Sennebec Road,Appleton,ME,4862,08:30:00 - 04:00,13:30:00 - 04:00,10/13/16,10/14/16,,,1018,"2915 Sennebec Road, Appleton, ME 04862",,08:30 AM-01:30 PM,,ho56512286,false,true,,,,poll60487697
Appleton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:appleton,Appleton Town ME,,(207) 785-4722,,2915 Sennebec Road,Appleton,ME,4862,08:30:00 - 04:00,13:30:00 - 04:00,10/17/16,10/17/16,,,1019,"2915 Sennebec Road, Appleton, ME 04862",,08:30 AM-01:30 PM,,ho56512286,false,true,,,,poll60487697
Appleton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:appleton,Appleton Town ME,,(207) 785-4722,,2915 Sennebec Road,Appleton,ME,4862,08:30:00 - 04:00,13:30:00 - 04:00,10/18/16,10/18/16,,,1020,"2915 Sennebec Road, Appleton, ME 04862",,08:30 AM-01:30 PM,,ho56512286,false,true,,,,poll60487697
Appleton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:appleton,Appleton Town ME,,(207) 785-4722,,2915 Sennebec Road,Appleton,ME,4862,17:30:00 - 04:00,20:00:00 - 04:00,10/18/16,10/18/16,,,1021,"2915 Sennebec Road, Appleton, ME 04862",,05:30 PM-08:00 PM,,ho56512286,false,true,,,,poll60487697
Appleton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:appleton,Appleton Town ME,,(207) 785-4722,,2915 Sennebec Road,Appleton,ME,4862,08:30:00 - 04:00,13:30:00 - 04:00,10/20/16,10/21/16,,,1022,"2915 Sennebec Road, Appleton, ME 04862",,08:30 AM-01:30 PM,,ho56512286,false,true,,,,poll60487697
Appleton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:appleton,Appleton Town ME,,(207) 785-4722,,2915 Sennebec Road,Appleton,ME,4862,08:30:00 - 04:00,13:30:00 - 04:00,10/24/16,10/24/16,,,1023,"2915 Sennebec Road, Appleton, ME 04862",,08:30 AM-01:30 PM,,ho56512286,false,true,,,,poll60487697
Appleton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:appleton,Appleton Town ME,,(207) 785-4722,,2915 Sennebec Road,Appleton,ME,4862,08:30:00 - 04:00,13:30:00 - 04:00,10/25/16,10/25/16,,,1024,"2915 Sennebec Road, Appleton, ME 04862",,08:30 AM-01:30 PM,,ho56512286,false,true,,,,poll60487697
Appleton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:appleton,Appleton Town ME,,(207) 785-4722,,2915 Sennebec Road,Appleton,ME,4862,17:30:00 - 04:00,20:00:00 - 04:00,10/25/16,10/25/16,,,1025,"2915 Sennebec Road, Appleton, ME 04862",,05:30 PM-08:00 PM,,ho56512286,false,true,,,,poll60487697
Appleton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:appleton,Appleton Town ME,,(207) 785-4722,,2915 Sennebec Road,Appleton,ME,4862,08:30:00 - 04:00,13:30:00 - 04:00,10/27/16,10/28/16,,,1026,"2915 Sennebec Road, Appleton, ME 04862",,08:30 AM-01:30 PM,,ho56512286,false,true,,,,poll60487697
Appleton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:appleton,Appleton Town ME,,(207) 785-4722,,2915 Sennebec Road,Appleton,ME,4862,08:30:00 - 04:00,13:30:00 - 04:00,10/31/16,10/31/16,,,1027,"2915 Sennebec Road, Appleton, ME 04862",,08:30 AM-01:30 PM,,ho56512286,false,true,,,,poll60487697
Appleton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:appleton,Appleton Town ME,,(207) 785-4722,,2915 Sennebec Road,Appleton,ME,4862,08:30:00 - 04:00,13:30:00 - 04:00,11/1/16,11/1/16,,,1028,"2915 Sennebec Road, Appleton, ME 04862",,08:30 AM-01:30 PM,,ho56512286,false,true,,,,poll60487697
Appleton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:appleton,Appleton Town ME,,(207) 785-4722,,2915 Sennebec Road,Appleton,ME,4862,17:30:00 - 04:00,20:00:00 - 04:00,11/1/16,11/1/16,,,1029,"2915 Sennebec Road, Appleton, ME 04862",,05:30 PM-08:00 PM,,ho56512286,false,true,,,,poll60487697
Appleton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:appleton,Appleton Town ME,,(207) 785-4722,,2915 Sennebec Road,Appleton,ME,4862,08:30:00 - 04:00,13:30:00 - 04:00,11/3/16,11/3/16,,,1030,"2915 Sennebec Road, Appleton, ME 04862",,08:30 AM-01:30 PM,,ho56512286,false,true,,,,poll60487697
Avon Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:avon,Avon Town ME,,(207) 639-5326,,1116 Rangeley Rd,Phillips,ME,4966,12:30:00 - 04:00,17:30:00 - 04:00,10/7/16,10/7/16,,Ballots available Oct 7-Nov 3 Office hours: M W F 12:30-5:30,1031,"1116 Rangeley Rd, Phillips, ME 04966",,12:30 PM-05:30 PM,,ho91123171,false,true,,,,poll61272311
Avon Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:avon,Avon Town ME,,(207) 639-5326,,1116 Rangeley Rd,Phillips,ME,4966,12:30:00 - 04:00,17:30:00 - 04:00,10/12/16,10/12/16,,,1032,"1116 Rangeley Rd, Phillips, ME 04966",,12:30 PM-05:30 PM,,ho91123171,false,true,,,,poll61272311
Avon Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:avon,Avon Town ME,,(207) 639-5326,,1116 Rangeley Rd,Phillips,ME,4966,12:30:00 - 04:00,17:30:00 - 04:00,10/14/16,10/14/16,,,1033,"1116 Rangeley Rd, Phillips, ME 04966",,12:30 PM-05:30 PM,,ho91123171,false,true,,,,poll61272311
Avon Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:avon,Avon Town ME,,(207) 639-5326,,1116 Rangeley Rd,Phillips,ME,4966,12:30:00 - 04:00,17:30:00 - 04:00,10/17/16,10/17/16,,,1034,"1116 Rangeley Rd, Phillips, ME 04966",,12:30 PM-05:30 PM,,ho91123171,false,true,,,,poll61272311
Avon Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:avon,Avon Town ME,,(207) 639-5326,,1116 Rangeley Rd,Phillips,ME,4966,12:30:00 - 04:00,17:30:00 - 04:00,10/19/16,10/19/16,,,1035,"1116 Rangeley Rd, Phillips, ME 04966",,12:30 PM-05:30 PM,,ho91123171,false,true,,,,poll61272311
Avon Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:avon,Avon Town ME,,(207) 639-5326,,1116 Rangeley Rd,Phillips,ME,4966,12:30:00 - 04:00,17:30:00 - 04:00,10/21/16,10/21/16,,,1036,"1116 Rangeley Rd, Phillips, ME 04966",,12:30 PM-05:30 PM,,ho91123171,false,true,,,,poll61272311
Avon Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:avon,Avon Town ME,,(207) 639-5326,,1116 Rangeley Rd,Phillips,ME,4966,12:30:00 - 04:00,17:30:00 - 04:00,10/24/16,10/24/16,,,1037,"1116 Rangeley Rd, Phillips, ME 04966",,12:30 PM-05:30 PM,,ho91123171,false,true,,,,poll61272311
Avon Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:avon,Avon Town ME,,(207) 639-5326,,1116 Rangeley Rd,Phillips,ME,4966,12:30:00 - 04:00,17:30:00 - 04:00,10/26/16,10/26/16,,,1038,"1116 Rangeley Rd, Phillips, ME 04966",,12:30 PM-05:30 PM,,ho91123171,false,true,,,,poll61272311
Avon Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:avon,Avon Town ME,,(207) 639-5326,,1116 Rangeley Rd,Phillips,ME,4966,12:30:00 - 04:00,17:30:00 - 04:00,10/28/16,10/28/16,,,1039,"1116 Rangeley Rd, Phillips, ME 04966",,12:30 PM-05:30 PM,,ho91123171,false,true,,,,poll61272311
Avon Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:avon,Avon Town ME,,(207) 639-5326,,1116 Rangeley Rd,Phillips,ME,4966,12:30:00 - 04:00,17:30:00 - 04:00,10/31/16,10/31/16,,,1040,"1116 Rangeley Rd, Phillips, ME 04966",,12:30 PM-05:30 PM,,ho91123171,false,true,,,,poll61272311
Avon Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:avon,Avon Town ME,,(207) 639-5326,,1116 Rangeley Rd,Phillips,ME,4966,12:30:00 - 04:00,17:30:00 - 04:00,11/2/16,11/2/16,,,1041,"1116 Rangeley Rd, Phillips, ME 04966",,12:30 PM-05:30 PM,,ho91123171,false,true,,,,poll61272311
Baldwin Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:baldwin,Baldwin Town ME,,(207) 625-3581,,534 Pequawket Trail,West Baldwin,ME,4091,08:00:00 - 04:00,12:00:00 - 04:00,10/7/16,10/7/16,,Ballots available Oct 7-Nov 3 Office hours: M 8-12 // T-F 8-12 + 1-5,1042,"534 Pequawket Trail, West Baldwin, ME 04091",,08:00 AM-12:00 PM,,ho87464415,false,true,,,,poll46845609
Baldwin Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:baldwin,Baldwin Town ME,,(207) 625-3581,,534 Pequawket Trail,West Baldwin,ME,4091,08:00:00 - 04:00,12:00:00 - 04:00,10/11/16,10/14/16,,,1043,"534 Pequawket Trail, West Baldwin, ME 04091",,08:00 AM-12:00 PM,,ho87464415,false,true,,,,poll46845609
Baldwin Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:baldwin,Baldwin Town ME,,(207) 625-3581,,534 Pequawket Trail,West Baldwin,ME,4091,13:00:00 - 04:00,17:00:00 - 04:00,10/11/16,10/14/16,,,1044,"534 Pequawket Trail, West Baldwin, ME 04091",,01:00 PM-05:00 PM,,ho87464415,false,true,,,,poll46845609
Baldwin Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:baldwin,Baldwin Town ME,,(207) 625-3581,,534 Pequawket Trail,West Baldwin,ME,4091,08:00:00 - 04:00,12:00:00 - 04:00,10/17/16,10/17/16,,,1045,"534 Pequawket Trail, West Baldwin, ME 04091",,08:00 AM-12:00 PM,,ho87464415,false,true,,,,poll46845609
Baldwin Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:baldwin,Baldwin Town ME,,(207) 625-3581,,534 Pequawket Trail,West Baldwin,ME,4091,08:00:00 - 04:00,12:00:00 - 04:00,10/18/16,10/21/16,,,1046,"534 Pequawket Trail, West Baldwin, ME 04091",,08:00 AM-12:00 PM,,ho87464415,false,true,,,,poll46845609
Baldwin Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:baldwin,Baldwin Town ME,,(207) 625-3581,,534 Pequawket Trail,West Baldwin,ME,4091,13:00:00 - 04:00,17:00:00 - 04:00,10/18/16,10/21/16,,,1047,"534 Pequawket Trail, West Baldwin, ME 04091",,01:00 PM-05:00 PM,,ho87464415,false,true,,,,poll46845609
Baldwin Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:baldwin,Baldwin Town ME,,(207) 625-3581,,534 Pequawket Trail,West Baldwin,ME,4091,08:00:00 - 04:00,12:00:00 - 04:00,10/24/16,10/24/16,,,1048,"534 Pequawket Trail, West Baldwin, ME 04091",,08:00 AM-12:00 PM,,ho87464415,false,true,,,,poll46845609
Baldwin Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:baldwin,Baldwin Town ME,,(207) 625-3581,,534 Pequawket Trail,West Baldwin,ME,4091,08:00:00 - 04:00,12:00:00 - 04:00,10/25/16,10/28/16,,,1049,"534 Pequawket Trail, West Baldwin, ME 04091",,08:00 AM-12:00 PM,,ho87464415,false,true,,,,poll46845609
Baldwin Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:baldwin,Baldwin Town ME,,(207) 625-3581,,534 Pequawket Trail,West Baldwin,ME,4091,13:00:00 - 04:00,17:00:00 - 04:00,10/25/16,10/28/16,,,1050,"534 Pequawket Trail, West Baldwin, ME 04091",,01:00 PM-05:00 PM,,ho87464415,false,true,,,,poll46845609
Baldwin Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:baldwin,Baldwin Town ME,,(207) 625-3581,,534 Pequawket Trail,West Baldwin,ME,4091,08:00:00 - 04:00,12:00:00 - 04:00,10/31/16,10/31/16,,,1051,"534 Pequawket Trail, West Baldwin, ME 04091",,08:00 AM-12:00 PM,,ho87464415,false,true,,,,poll46845609
Baldwin Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:baldwin,Baldwin Town ME,,(207) 625-3581,,534 Pequawket Trail,West Baldwin,ME,4091,08:00:00 - 04:00,12:00:00 - 04:00,11/1/16,11/3/16,,,1052,"534 Pequawket Trail, West Baldwin, ME 04091",,08:00 AM-12:00 PM,,ho87464415,false,true,,,,poll46845609
Baldwin Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:baldwin,Baldwin Town ME,,(207) 625-3581,,534 Pequawket Trail,West Baldwin,ME,4091,13:00:00 - 04:00,17:00:00 - 04:00,11/1/16,11/3/16,,,1053,"534 Pequawket Trail, West Baldwin, ME 04091",,01:00 PM-05:00 PM,,ho87464415,false,true,,,,poll46845609
Bangor City,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:bangor,Bangor City ME,,(207) 992-4200,,73 Harlow Street,Bangor,ME,4401,08:00:00 - 04:00,16:30:00 - 04:00,10/11/16,10/14/16,,Ballots available Oct. 7-Nov. 3. Office hours: M-F 8-4:30,1054,"73 Harlow Street, Bangor, ME 04401",,08:00 AM-04:30 PM,,ho15849898,false,true,,,,poll53333963
Bangor City,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:bangor,Bangor City ME,,(207) 992-4200,,73 Harlow Street,Bangor,ME,4401,08:00:00 - 04:00,16:30:00 - 04:00,10/17/16,10/21/16,,,1055,"73 Harlow Street, Bangor, ME 04401",,08:00 AM-04:30 PM,,ho15849898,false,true,,,,poll53333963
Bangor City,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:bangor,Bangor City ME,,(207) 992-4200,,73 Harlow Street,Bangor,ME,4401,08:00:00 - 04:00,16:30:00 - 04:00,10/24/16,10/28/16,,,1056,"73 Harlow Street, Bangor, ME 04401",,08:00 AM-04:30 PM,,ho15849898,false,true,,,,poll53333963
Bangor City,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:bangor,Bangor City ME,,(207) 992-4200,,73 Harlow Street,Bangor,ME,4401,08:00:00 - 04:00,16:30:00 - 04:00,10/31/16,11/3/16,,,1057,"73 Harlow Street, Bangor, ME 04401",,08:00 AM-04:30 PM,,ho15849898,false,true,,,,poll53333963
Bangor City,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:bangor,Bangor City ME,,(207) 992-4200,,73 Harlow Street,Bangor,ME,4401,08:00:00 - 04:00,16:30:00 - 04:00,10/7/16,10/7/16,,,1058,"73 Harlow Street, Bangor, ME 04401",,08:00 AM-04:30 PM,,ho15849898,false,true,,,,poll53333963
Bar Harbor Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:bar_harbor,Bar Harbor Town ME,,(207) 288-4098,,93 Cottage St Suite I,Barharbor,ME,4609,08:00:00 - 04:00,17:00:00 - 04:00,10/11/16,10/14/16,,Ballots available Oct 7-Nov. 3. Office hours: M-F 8-5,1059,"93 Cottage St Suite I, Barharbor, ME 04609",,08:00 AM-05:00 PM,,ho6687203,false,true,,,,poll92577503
Bar Harbor Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:bar_harbor,Bar Harbor Town ME,,(207) 288-4098,,93 Cottage St Suite I,Barharbor,ME,4609,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16,,,1060,"93 Cottage St Suite I, Barharbor, ME 04609",,08:00 AM-05:00 PM,,ho6687203,false,true,,,,poll92577503
Bar Harbor Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:bar_harbor,Bar Harbor Town ME,,(207) 288-4098,,93 Cottage St Suite I,Barharbor,ME,4609,08:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16,,,1061,"93 Cottage St Suite I, Barharbor, ME 04609",,08:00 AM-05:00 PM,,ho6687203,false,true,,,,poll92577503
Bar Harbor Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:bar_harbor,Bar Harbor Town ME,,(207) 288-4098,,93 Cottage St Suite I,Barharbor,ME,4609,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/3/16,,,1062,"93 Cottage St Suite I, Barharbor, ME 04609",,08:00 AM-05:00 PM,,ho6687203,false,true,,,,poll92577503
Bar Harbor Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:bar_harbor,Bar Harbor Town ME,,(207) 288-4098,,93 Cottage St Suite I,Barharbor,ME,4609,08:00:00 - 04:00,17:00:00 - 04:00,10/7/16,10/7/16,,,1063,"93 Cottage St Suite I, Barharbor, ME 04609",,08:00 AM-05:00 PM,,ho6687203,false,true,,,,poll92577503
Beals Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:beals,Beals Town ME,,(207) 497-2589,,11 Big Pond Road,Beals,ME,4611,08:00:00 - 04:00,16:00:00 - 04:00,10/11/16,10/14/16,,Beals located in Washington County. County hours: M-F 8-4 except holidays. Ballots available Oct. 7-Nov 3.,1064,"11 Big Pond Road, Beals, ME 04611",,08:00 AM-04:00 PM,,ho85949124,false,true,,,,poll42610485
Beals Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:beals,Beals Town ME,,(207) 497-2589,,11 Big Pond Road,Beals,ME,4611,08:00:00 - 04:00,16:00:00 - 04:00,10/17/16,10/21/16,,,1065,"11 Big Pond Road, Beals, ME 04611",,08:00 AM-04:00 PM,,ho85949124,false,true,,,,poll42610485
Beals Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:beals,Beals Town ME,,(207) 497-2589,,11 Big Pond Road,Beals,ME,4611,08:00:00 - 04:00,16:00:00 - 04:00,10/24/16,10/28/16,,,1066,"11 Big Pond Road, Beals, ME 04611",,08:00 AM-04:00 PM,,ho85949124,false,true,,,,poll42610485
Beals Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:beals,Beals Town ME,,(207) 497-2589,,11 Big Pond Road,Beals,ME,4611,08:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/3/16,,,1067,"11 Big Pond Road, Beals, ME 04611",,08:00 AM-04:00 PM,,ho85949124,false,true,,,,poll42610485
Beals Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:beals,Beals Town ME,,(207) 497-2589,,11 Big Pond Road,Beals,ME,4611,08:00:00 - 04:00,16:00:00 - 04:00,10/7/16,10/7/16,,,1068,"11 Big Pond Road, Beals, ME 04611",,08:00 AM-04:00 PM,,ho85949124,false,true,,,,poll42610485
Beddington Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:beddington,Beddington Town ME,,(207) 638-2514,,1951 State Hwy 193,Beddington,ME,4622,08:00:00 - 04:00,16:00:00 - 04:00,10/11/16,10/14/16,,Beddington located in Washington County. County hours: M-F 8-4 except holidays. Ballots available Oct. 7-Nov 3.,1069,"1951 State Hwy 193, Beddington, ME 04622",,08:00 AM-04:00 PM,,ho53340888,false,true,,,,poll14162748
Beddington Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:beddington,Beddington Town ME,,(207) 638-2514,,1951 State Hwy 193,Beddington,ME,4622,08:00:00 - 04:00,16:00:00 - 04:00,10/17/16,10/21/16,,,1070,"1951 State Hwy 193, Beddington, ME 04622",,08:00 AM-04:00 PM,,ho53340888,false,true,,,,poll14162748
Beddington Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:beddington,Beddington Town ME,,(207) 638-2514,,1951 State Hwy 193,Beddington,ME,4622,08:00:00 - 04:00,16:00:00 - 04:00,10/24/16,10/28/16,,,1071,"1951 State Hwy 193, Beddington, ME 04622",,08:00 AM-04:00 PM,,ho53340888,false,true,,,,poll14162748
Beddington Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:beddington,Beddington Town ME,,(207) 638-2514,,1951 State Hwy 193,Beddington,ME,4622,08:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/3/16,,,1072,"1951 State Hwy 193, Beddington, ME 04622",,08:00 AM-04:00 PM,,ho53340888,false,true,,,,poll14162748
Beddington Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:beddington,Beddington Town ME,,(207) 638-2514,,1951 State Hwy 193,Beddington,ME,4622,08:00:00 - 04:00,16:00:00 - 04:00,10/7/16,10/7/16,,,1073,"1951 State Hwy 193, Beddington, ME 04622",,08:00 AM-04:00 PM,,ho53340888,false,true,,,,poll14162748
Bath City,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:bath,Bath City ME,,(207) 443-8332,,55 Front Street,Bath,ME,4530,08:30:00 - 04:00,16:30:00 - 04:00,10/11/16,10/14/16,,Ballots available Oct 11-Nov 3. Office hours M-F 8:30-4:30,1074,"55 Front Street, Bath, ME 04530",,08:30 AM-04:30 PM,,ho19597636,false,true,,,,poll74025672
Bath City,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:bath,Bath City ME,,(207) 443-8332,,55 Front Street,Bath,ME,4530,08:30:00 - 04:00,16:30:00 - 04:00,10/17/16,10/21/16,,,1075,"55 Front Street, Bath, ME 04530",,08:30 AM-04:30 PM,,ho19597636,false,true,,,,poll74025672
Bath City,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:bath,Bath City ME,,(207) 443-8332,,55 Front Street,Bath,ME,4530,08:30:00 - 04:00,16:30:00 - 04:00,10/24/16,10/28/16,,,1076,"55 Front Street, Bath, ME 04530",,08:30 AM-04:30 PM,,ho19597636,false,true,,,,poll74025672
Bath City,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:bath,Bath City ME,,(207) 443-8332,,55 Front Street,Bath,ME,4530,08:30:00 - 04:00,16:30:00 - 04:00,10/31/16,11/3/16,,,1077,"55 Front Street, Bath, ME 04530",,08:30 AM-04:30 PM,,ho19597636,false,true,,,,poll74025672
Bath City,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:bath,Bath City ME,,(207) 443-8332,,55 Front Street,Bath,ME,4530,08:30:00 - 04:00,16:30:00 - 04:00,10/7/16,10/7/16,,,1078,"55 Front Street, Bath, ME 04530",,08:30 AM-04:30 PM,,ho19597636,false,true,,,,poll74025672
Beaver Cove Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:beaver_cove,Beaver Cove Town ME,,(207) 695-2880,,795 Lily Bay Rd 101,Beaver Cove,ME,4441,09:00:00 - 04:00,13:30:00 - 04:00,10/13/16,10/14/16,,Ballots available Oct 11-Nov 3. Office hours R F 9-1:30,1079,"795 Lily Bay Rd 101, Beaver Cove, ME 04441",,09:00 AM-01:30 PM,,ho8806116,false,true,,,,poll42436192
Beaver Cove Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:beaver_cove,Beaver Cove Town ME,,(207) 695-2880,,795 Lily Bay Rd 101,Beaver Cove,ME,4441,09:00:00 - 04:00,13:30:00 - 04:00,10/20/16,10/21/16,,,1080,"795 Lily Bay Rd 101, Beaver Cove, ME 04441",,09:00 AM-01:30 PM,,ho8806116,false,true,,,,poll42436192
Beaver Cove Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:beaver_cove,Beaver Cove Town ME,,(207) 695-2880,,795 Lily Bay Rd 101,Beaver Cove,ME,4441,09:00:00 - 04:00,13:30:00 - 04:00,10/27/16,10/28/16,,,1081,"795 Lily Bay Rd 101, Beaver Cove, ME 04441",,09:00 AM-01:30 PM,,ho8806116,false,true,,,,poll42436192
