ocd_division,homepage_url,county,location_name,address_1,address_2,city,state,zip_code,start_time,end_time,start_date,end_date,is_only_by_appointment,is_or_by_appointment,appointment_phone,is_subject_to_change,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
ocd-division/country:us/state:oh/county:coshocton,http://www.coshoctoncounty.net/agency/boe/index.php,Coshocton County,County Services Building ,724 S. Seventh St.,Room 100,Coshocton,OH,43812,08:00:00 - 05:00,14:00:00 - 05:00,11-07-2016,11-07-2016,False,False,False,False,144,"County Services Building , 724 S. Seventh St. Room 100, Coshocton, OH 43812",,08:00 AM-02:00 PM,,ho12570864,false,false,,,,poll64628163
ocd-division/country:us/state:oh/county:crawford,http://sites.google.com/site/crawfordboe/home,Crawford County,Courthouse ,112 East Mansfield St.,Ste A,Bucyrus,OH,44820,08:00:00 - 04:00,17:00:00 - 04:00,10-12-2016,10-14-2016,False,False,False,False,145,"Courthouse , 112 East Mansfield St. Ste A, Bucyrus, OH 44820",,08:00 AM-05:00 PM,,ho67418461,false,false,,,,poll1193782
ocd-division/country:us/state:oh/county:crawford,http://sites.google.com/site/crawfordboe/home,Crawford County,Courthouse ,112 East Mansfield St.,Ste A,Bucyrus,OH,44820,08:00:00 - 04:00,17:00:00 - 04:00,10-17-2016,10-21-2016,False,False,False,False,146,"Courthouse , 112 East Mansfield St. Ste A, Bucyrus, OH 44820",,08:00 AM-05:00 PM,,ho67418461,false,false,,,,poll1193782
ocd-division/country:us/state:oh/county:crawford,http://sites.google.com/site/crawfordboe/home,Crawford County,Courthouse ,112 East Mansfield St.,Ste A,Bucyrus,OH,44820,08:00:00 - 04:00,18:00:00 - 04:00,10-24-2016,10-28-2016,False,False,False,False,147,"Courthouse , 112 East Mansfield St. Ste A, Bucyrus, OH 44820",,08:00 AM-06:00 PM,,ho67418461,false,false,,,,poll1193782
ocd-division/country:us/state:oh/county:crawford,http://sites.google.com/site/crawfordboe/home,Crawford County,Courthouse ,112 East Mansfield St.,Ste A,Bucyrus,OH,44820,08:00:00 - 04:00,16:00:00 - 04:00,10-29-2016,10-29-2016,False,False,False,False,148,"Courthouse , 112 East Mansfield St. Ste A, Bucyrus, OH 44820",,08:00 AM-04:00 PM,,ho67418461,false,false,,,,poll1193782
ocd-division/country:us/state:oh/county:crawford,http://sites.google.com/site/crawfordboe/home,Crawford County,Courthouse ,112 East Mansfield St.,Ste A,Bucyrus,OH,44820,13:00:00 - 04:00,17:00:00 - 04:00,10-30-2016,10-30-2016,False,False,False,False,149,"Courthouse , 112 East Mansfield St. Ste A, Bucyrus, OH 44820",,01:00 PM-05:00 PM,,ho67418461,false,false,,,,poll1193782
ocd-division/country:us/state:oh/county:crawford,http://sites.google.com/site/crawfordboe/home,Crawford County,Courthouse ,112 East Mansfield St.,Ste A,Bucyrus,OH,44820,08:00:00 - 04:00,19:00:00 - 04:00,10-31-2016,11-04-2016,False,False,False,False,150,"Courthouse , 112 East Mansfield St. Ste A, Bucyrus, OH 44820",,08:00 AM-07:00 PM,,ho67418461,false,false,,,,poll1193782
ocd-division/country:us/state:oh/county:crawford,http://sites.google.com/site/crawfordboe/home,Crawford County,Courthouse ,112 East Mansfield St.,Ste A,Bucyrus,OH,44820,08:00:00 - 04:00,16:00:00 - 04:00,11-05-2016,11-05-2016,False,False,False,False,151,"Courthouse , 112 East Mansfield St. Ste A, Bucyrus, OH 44820",,08:00 AM-04:00 PM,,ho67418461,false,false,,,,poll1193782
ocd-division/country:us/state:oh/county:crawford,http://sites.google.com/site/crawfordboe/home,Crawford County,Courthouse ,112 East Mansfield St.,Ste A,Bucyrus,OH,44820,13:00:00 - 05:00,17:00:00 - 05:00,11-06-2016,11-06-2016,False,False,False,False,152,"Courthouse , 112 East Mansfield St. Ste A, Bucyrus, OH 44820",,01:00 PM-05:00 PM,,ho67418461,false,false,,,,poll1193782
ocd-division/country:us/state:oh/county:crawford,http://sites.google.com/site/crawfordboe/home,Crawford County,Courthouse ,112 East Mansfield St.,Ste A,Bucyrus,OH,44820,08:00:00 - 05:00,14:00:00 - 05:00,11-07-2016,11-07-2016,False,False,False,False,153,"Courthouse , 112 East Mansfield St. Ste A, Bucyrus, OH 44820",,08:00 AM-02:00 PM,,ho67418461,false,false,,,,poll1193782
ocd-division/country:us/state:oh/county:cuyahoga,http://boe.cuyahogacounty.us/,Cuyahoga County,Board of Elections Building,2925 Euclid Ave.,,Cleveland,OH,44115,08:00:00 - 04:00,17:00:00 - 04:00,10-12-2016,10-14-2016,False,False,False,False,154,"Board of Elections Building, 2925 Euclid Ave., Cleveland, OH 44115",,08:00 AM-05:00 PM,,ho68871083,false,false,,,,poll40714411
ocd-division/country:us/state:oh/county:cuyahoga,http://boe.cuyahogacounty.us/,Cuyahoga County,Board of Elections Building,2925 Euclid Ave.,,Cleveland,OH,44115,08:00:00 - 04:00,17:00:00 - 04:00,10-17-2016,10-21-2016,False,False,False,False,155,"Board of Elections Building, 2925 Euclid Ave., Cleveland, OH 44115",,08:00 AM-05:00 PM,,ho68871083,false,false,,,,poll40714411
ocd-division/country:us/state:oh/county:cuyahoga,http://boe.cuyahogacounty.us/,Cuyahoga County,Board of Elections Building,2925 Euclid Ave.,,Cleveland,OH,44115,08:00:00 - 04:00,18:00:00 - 04:00,10-24-2016,10-28-2016,False,False,False,False,156,"Board of Elections Building, 2925 Euclid Ave., Cleveland, OH 44115",,08:00 AM-06:00 PM,,ho68871083,false,false,,,,poll40714411
ocd-division/country:us/state:oh/county:cuyahoga,http://boe.cuyahogacounty.us/,Cuyahoga County,Board of Elections Building,2925 Euclid Ave.,,Cleveland,OH,44115,08:00:00 - 04:00,16:00:00 - 04:00,10-29-2016,10-29-2016,False,False,False,False,157,"Board of Elections Building, 2925 Euclid Ave., Cleveland, OH 44115",,08:00 AM-04:00 PM,,ho68871083,false,false,,,,poll40714411
ocd-division/country:us/state:oh/county:cuyahoga,http://boe.cuyahogacounty.us/,Cuyahoga County,Board of Elections Building,2925 Euclid Ave.,,Cleveland,OH,44115,13:00:00 - 04:00,17:00:00 - 04:00,10-30-2016,10-30-2016,False,False,False,False,158,"Board of Elections Building, 2925 Euclid Ave., Cleveland, OH 44115",,01:00 PM-05:00 PM,,ho68871083,false,false,,,,poll40714411
ocd-division/country:us/state:oh/county:cuyahoga,http://boe.cuyahogacounty.us/,Cuyahoga County,Board of Elections Building,2925 Euclid Ave.,,Cleveland,OH,44115,08:00:00 - 04:00,19:00:00 - 04:00,10-31-2016,11-04-2016,False,False,False,False,159,"Board of Elections Building, 2925 Euclid Ave., Cleveland, OH 44115",,08:00 AM-07:00 PM,,ho68871083,false,false,,,,poll40714411
ocd-division/country:us/state:oh/county:cuyahoga,http://boe.cuyahogacounty.us/,Cuyahoga County,Board of Elections Building,2925 Euclid Ave.,,Cleveland,OH,44115,08:00:00 - 04:00,16:00:00 - 04:00,11-05-2016,11-05-2016,False,False,False,False,160,"Board of Elections Building, 2925 Euclid Ave., Cleveland, OH 44115",,08:00 AM-04:00 PM,,ho68871083,false,false,,,,poll40714411
ocd-division/country:us/state:oh/county:cuyahoga,http://boe.cuyahogacounty.us/,Cuyahoga County,Board of Elections Building,2925 Euclid Ave.,,Cleveland,OH,44115,13:00:00 - 05:00,17:00:00 - 05:00,11-06-2016,11-06-2016,False,False,False,False,161,"Board of Elections Building, 2925 Euclid Ave., Cleveland, OH 44115",,01:00 PM-05:00 PM,,ho68871083,false,false,,,,poll40714411
ocd-division/country:us/state:oh/county:cuyahoga,http://boe.cuyahogacounty.us/,Cuyahoga County,Board of Elections Building,2925 Euclid Ave.,,Cleveland,OH,44115,08:00:00 - 05:00,14:00:00 - 05:00,11-07-2016,11-07-2016,False,False,False,False,162,"Board of Elections Building, 2925 Euclid Ave., Cleveland, OH 44115",,08:00 AM-02:00 PM,,ho68871083,false,false,,,,poll40714411
ocd-division/country:us/state:oh/county:darke,http://www.electionsonthe.net/oh/Darke/,Darke County,Courthouse ,300 Garst Ave.,Ste 7,Greenville,OH,45331,08:00:00 - 04:00,17:00:00 - 04:00,10-12-2016,10-14-2016,False,False,False,False,163,"Courthouse , 300 Garst Ave. Ste 7, Greenville, OH 45331",,08:00 AM-05:00 PM,,ho96777192,false,false,,,,poll33362136
ocd-division/country:us/state:oh/county:darke,http://www.electionsonthe.net/oh/Darke/,Darke County,Courthouse ,300 Garst Ave.,Ste 7,Greenville,OH,45331,08:00:00 - 04:00,17:00:00 - 04:00,10-17-2016,10-21-2016,False,False,False,False,164,"Courthouse , 300 Garst Ave. Ste 7, Greenville, OH 45331",,08:00 AM-05:00 PM,,ho96777192,false,false,,,,poll33362136
ocd-division/country:us/state:oh/county:darke,http://www.electionsonthe.net/oh/Darke/,Darke County,Courthouse ,300 Garst Ave.,Ste 7,Greenville,OH,45331,08:00:00 - 04:00,18:00:00 - 04:00,10-24-2016,10-28-2016,False,False,False,False,165,"Courthouse , 300 Garst Ave. Ste 7, Greenville, OH 45331",,08:00 AM-06:00 PM,,ho96777192,false,false,,,,poll33362136
ocd-division/country:us/state:oh/county:darke,http://www.electionsonthe.net/oh/Darke/,Darke County,Courthouse ,300 Garst Ave.,Ste 7,Greenville,OH,45331,08:00:00 - 04:00,16:00:00 - 04:00,10-29-2016,10-29-2016,False,False,False,False,166,"Courthouse , 300 Garst Ave. Ste 7, Greenville, OH 45331",,08:00 AM-04:00 PM,,ho96777192,false,false,,,,poll33362136
ocd-division/country:us/state:oh/county:darke,http://www.electionsonthe.net/oh/Darke/,Darke County,Courthouse ,300 Garst Ave.,Ste 7,Greenville,OH,45331,13:00:00 - 04:00,17:00:00 - 04:00,10-30-2016,10-30-2016,False,False,False,False,167,"Courthouse , 300 Garst Ave. Ste 7, Greenville, OH 45331",,01:00 PM-05:00 PM,,ho96777192,false,false,,,,poll33362136
ocd-division/country:us/state:oh/county:darke,http://www.electionsonthe.net/oh/Darke/,Darke County,Courthouse ,300 Garst Ave.,Ste 7,Greenville,OH,45331,08:00:00 - 04:00,19:00:00 - 04:00,10-31-2016,11-04-2016,False,False,False,False,168,"Courthouse , 300 Garst Ave. Ste 7, Greenville, OH 45331",,08:00 AM-07:00 PM,,ho96777192,false,false,,,,poll33362136
ocd-division/country:us/state:oh/county:darke,http://www.electionsonthe.net/oh/Darke/,Darke County,Courthouse ,300 Garst Ave.,Ste 7,Greenville,OH,45331,08:00:00 - 04:00,16:00:00 - 04:00,11-05-2016,11-05-2016,False,False,False,False,169,"Courthouse , 300 Garst Ave. Ste 7, Greenville, OH 45331",,08:00 AM-04:00 PM,,ho96777192,false,false,,,,poll33362136
ocd-division/country:us/state:oh/county:darke,http://www.electionsonthe.net/oh/Darke/,Darke County,Courthouse ,300 Garst Ave.,Ste 7,Greenville,OH,45331,13:00:00 - 05:00,17:00:00 - 05:00,11-06-2016,11-06-2016,False,False,False,False,170,"Courthouse , 300 Garst Ave. Ste 7, Greenville, OH 45331",,01:00 PM-05:00 PM,,ho96777192,false,false,,,,poll33362136
ocd-division/country:us/state:oh/county:darke,http://www.electionsonthe.net/oh/Darke/,Darke County,Courthouse ,300 Garst Ave.,Ste 7,Greenville,OH,45331,08:00:00 - 05:00,14:00:00 - 05:00,11-07-2016,11-07-2016,False,False,False,False,171,"Courthouse , 300 Garst Ave. Ste 7, Greenville, OH 45331",,08:00 AM-02:00 PM,,ho96777192,false,false,,,,poll33362136
ocd-division/country:us/state:oh/county:defiance,http://www.defiance-county.com/boardofelections,Defiance County,County Administration Building,1300 E. Second St.,Ste 103,Defiance,OH,43512,08:00:00 - 04:00,17:00:00 - 04:00,10-12-2016,10-14-2016,False,False,False,False,172,"County Administration Building, 1300 E. Second St. Ste 103, Defiance, OH 43512",,08:00 AM-05:00 PM,,ho26469121,false,false,,,,poll62908575
ocd-division/country:us/state:oh/county:defiance,http://www.defiance-county.com/boardofelections,Defiance County,County Administration Building,1300 E. Second St.,Ste 103,Defiance,OH,43512,08:00:00 - 04:00,17:00:00 - 04:00,10-17-2016,10-21-2016,False,False,False,False,173,"County Administration Building, 1300 E. Second St. Ste 103, Defiance, OH 43512",,08:00 AM-05:00 PM,,ho26469121,false,false,,,,poll62908575
ocd-division/country:us/state:oh/county:defiance,http://www.defiance-county.com/boardofelections,Defiance County,County Administration Building,1300 E. Second St.,Ste 103,Defiance,OH,43512,08:00:00 - 04:00,18:00:00 - 04:00,10-24-2016,10-28-2016,False,False,False,False,174,"County Administration Building, 1300 E. Second St. Ste 103, Defiance, OH 43512",,08:00 AM-06:00 PM,,ho26469121,false,false,,,,poll62908575
ocd-division/country:us/state:oh/county:defiance,http://www.defiance-county.com/boardofelections,Defiance County,County Administration Building,1300 E. Second St.,Ste 103,Defiance,OH,43512,08:00:00 - 04:00,16:00:00 - 04:00,10-29-2016,10-29-2016,False,False,False,False,175,"County Administration Building, 1300 E. Second St. Ste 103, Defiance, OH 43512",,08:00 AM-04:00 PM,,ho26469121,false,false,,,,poll62908575
ocd-division/country:us/state:oh/county:defiance,http://www.defiance-county.com/boardofelections,Defiance County,County Administration Building,1300 E. Second St.,Ste 103,Defiance,OH,43512,13:00:00 - 04:00,17:00:00 - 04:00,10-30-2016,10-30-2016,False,False,False,False,176,"County Administration Building, 1300 E. Second St. Ste 103, Defiance, OH 43512",,01:00 PM-05:00 PM,,ho26469121,false,false,,,,poll62908575
ocd-division/country:us/state:oh/county:defiance,http://www.defiance-county.com/boardofelections,Defiance County,County Administration Building,1300 E. Second St.,Ste 103,Defiance,OH,43512,08:00:00 - 04:00,19:00:00 - 04:00,10-31-2016,11-04-2016,False,False,False,False,177,"County Administration Building, 1300 E. Second St. Ste 103, Defiance, OH 43512",,08:00 AM-07:00 PM,,ho26469121,false,false,,,,poll62908575
ocd-division/country:us/state:oh/county:defiance,http://www.defiance-county.com/boardofelections,Defiance County,County Administration Building,1300 E. Second St.,Ste 103,Defiance,OH,43512,08:00:00 - 04:00,16:00:00 - 04:00,11-05-2016,11-05-2016,False,False,False,False,178,"County Administration Building, 1300 E. Second St. Ste 103, Defiance, OH 43512",,08:00 AM-04:00 PM,,ho26469121,false,false,,,,poll62908575
ocd-division/country:us/state:oh/county:defiance,http://www.defiance-county.com/boardofelections,Defiance County,County Administration Building,1300 E. Second St.,Ste 103,Defiance,OH,43512,13:00:00 - 05:00,17:00:00 - 05:00,11-06-2016,11-06-2016,False,False,False,False,179,"County Administration Building, 1300 E. Second St. Ste 103, Defiance, OH 43512",,01:00 PM-05:00 PM,,ho26469121,false,false,,,,poll62908575
ocd-division/country:us/state:oh/county:defiance,http://www.defiance-county.com/boardofelections,Defiance County,County Administration Building,1300 E. Second St.,Ste 103,Defiance,OH,43512,08:00:00 - 05:00,14:00:00 - 05:00,11-07-2016,11-07-2016,False,False,False,False,180,"County Administration Building, 1300 E. Second St. Ste 103, Defiance, OH 43512",,08:00 AM-02:00 PM,,ho26469121,false,false,,,,poll62908575
ocd-division/country:us/state:oh/county:delaware,http://www.co.delaware.oh.us/boe/,Delaware County,County Administration Building,2079 U.S. 23 North,,Delaware,OH,43015,08:00:00 - 04:00,17:00:00 - 04:00,10-12-2016,10-14-2016,False,False,False,False,181,"County Administration Building, 2079 U.S. 23 North, Delaware, OH 43015",,08:00 AM-05:00 PM,,ho13396980,false,false,,,,poll14503586
ocd-division/country:us/state:oh/county:delaware,http://www.co.delaware.oh.us/boe/,Delaware County,County Administration Building,2079 U.S. 23 North,,Delaware,OH,43015,08:00:00 - 04:00,17:00:00 - 04:00,10-17-2016,10-21-2016,False,False,False,False,182,"County Administration Building, 2079 U.S. 23 North, Delaware, OH 43015",,08:00 AM-05:00 PM,,ho13396980,false,false,,,,poll14503586
ocd-division/country:us/state:oh/county:delaware,http://www.co.delaware.oh.us/boe/,Delaware County,County Administration Building,2079 U.S. 23 North,,Delaware,OH,43015,08:00:00 - 04:00,18:00:00 - 04:00,10-24-2016,10-28-2016,False,False,False,False,183,"County Administration Building, 2079 U.S. 23 North, Delaware, OH 43015",,08:00 AM-06:00 PM,,ho13396980,false,false,,,,poll14503586
ocd-division/country:us/state:oh/county:delaware,http://www.co.delaware.oh.us/boe/,Delaware County,County Administration Building,2079 U.S. 23 North,,Delaware,OH,43015,08:00:00 - 04:00,16:00:00 - 04:00,10-29-2016,10-29-2016,False,False,False,False,184,"County Administration Building, 2079 U.S. 23 North, Delaware, OH 43015",,08:00 AM-04:00 PM,,ho13396980,false,false,,,,poll14503586
ocd-division/country:us/state:oh/county:delaware,http://www.co.delaware.oh.us/boe/,Delaware County,County Administration Building,2079 U.S. 23 North,,Delaware,OH,43015,13:00:00 - 04:00,17:00:00 - 04:00,10-30-2016,10-30-2016,False,False,False,False,185,"County Administration Building, 2079 U.S. 23 North, Delaware, OH 43015",,01:00 PM-05:00 PM,,ho13396980,false,false,,,,poll14503586
ocd-division/country:us/state:oh/county:delaware,http://www.co.delaware.oh.us/boe/,Delaware County,County Administration Building,2079 U.S. 23 North,,Delaware,OH,43015,08:00:00 - 04:00,19:00:00 - 04:00,10-31-2016,11-04-2016,False,False,False,False,186,"County Administration Building, 2079 U.S. 23 North, Delaware, OH 43015",,08:00 AM-07:00 PM,,ho13396980,false,false,,,,poll14503586
ocd-division/country:us/state:oh/county:delaware,http://www.co.delaware.oh.us/boe/,Delaware County,County Administration Building,2079 U.S. 23 North,,Delaware,OH,43015,08:00:00 - 04:00,16:00:00 - 04:00,11-05-2016,11-05-2016,False,False,False,False,187,"County Administration Building, 2079 U.S. 23 North, Delaware, OH 43015",,08:00 AM-04:00 PM,,ho13396980,false,false,,,,poll14503586
ocd-division/country:us/state:oh/county:delaware,http://www.co.delaware.oh.us/boe/,Delaware County,County Administration Building,2079 U.S. 23 North,,Delaware,OH,43015,13:00:00 - 05:00,17:00:00 - 05:00,11-06-2016,11-06-2016,False,False,False,False,188,"County Administration Building, 2079 U.S. 23 North, Delaware, OH 43015",,01:00 PM-05:00 PM,,ho13396980,false,false,,,,poll14503586
ocd-division/country:us/state:oh/county:delaware,http://www.co.delaware.oh.us/boe/,Delaware County,County Administration Building,2079 U.S. 23 North,,Delaware,OH,43015,08:00:00 - 05:00,14:00:00 - 05:00,11-07-2016,11-07-2016,False,False,False,False,189,"County Administration Building, 2079 U.S. 23 North, Delaware, OH 43015",,08:00 AM-02:00 PM,,ho13396980,false,false,,,,poll14503586
ocd-division/country:us/state:oh/county:erie,http://www.electionsonthe.net/oh/Erie/,Erie County,Board of Elections Building,2900 Columbus Ave.,Room 101,Sandusky,OH,44870,08:00:00 - 04:00,17:00:00 - 04:00,10-12-2016,10-14-2016,False,False,False,False,190,"Board of Elections Building, 2900 Columbus Ave. Room 101, Sandusky, OH 44870",,08:00 AM-05:00 PM,,ho16161462,false,false,,,,poll3684763
ocd-division/country:us/state:oh/county:erie,http://www.electionsonthe.net/oh/Erie/,Erie County,Board of Elections Building,2900 Columbus Ave.,Room 101,Sandusky,OH,44870,08:00:00 - 04:00,17:00:00 - 04:00,10-17-2016,10-21-2016,False,False,False,False,191,"Board of Elections Building, 2900 Columbus Ave. Room 101, Sandusky, OH 44870",,08:00 AM-05:00 PM,,ho16161462,false,false,,,,poll3684763
ocd-division/country:us/state:oh/county:erie,http://www.electionsonthe.net/oh/Erie/,Erie County,Board of Elections Building,2900 Columbus Ave.,Room 101,Sandusky,OH,44870,08:00:00 - 04:00,18:00:00 - 04:00,10-24-2016,10-28-2016,False,False,False,False,192,"Board of Elections Building, 2900 Columbus Ave. Room 101, Sandusky, OH 44870",,08:00 AM-06:00 PM,,ho16161462,false,false,,,,poll3684763
ocd-division/country:us/state:oh/county:erie,http://www.electionsonthe.net/oh/Erie/,Erie County,Board of Elections Building,2900 Columbus Ave.,Room 101,Sandusky,OH,44870,08:00:00 - 04:00,16:00:00 - 04:00,10-29-2016,10-29-2016,False,False,False,False,193,"Board of Elections Building, 2900 Columbus Ave. Room 101, Sandusky, OH 44870",,08:00 AM-04:00 PM,,ho16161462,false,false,,,,poll3684763
ocd-division/country:us/state:oh/county:erie,http://www.electionsonthe.net/oh/Erie/,Erie County,Board of Elections Building,2900 Columbus Ave.,Room 101,Sandusky,OH,44870,13:00:00 - 04:00,17:00:00 - 04:00,10-30-2016,10-30-2016,False,False,False,False,194,"Board of Elections Building, 2900 Columbus Ave. Room 101, Sandusky, OH 44870",,01:00 PM-05:00 PM,,ho16161462,false,false,,,,poll3684763
ocd-division/country:us/state:oh/county:erie,http://www.electionsonthe.net/oh/Erie/,Erie County,Board of Elections Building,2900 Columbus Ave.,Room 101,Sandusky,OH,44870,08:00:00 - 04:00,19:00:00 - 04:00,10-31-2016,11-04-2016,False,False,False,False,195,"Board of Elections Building, 2900 Columbus Ave. Room 101, Sandusky, OH 44870",,08:00 AM-07:00 PM,,ho16161462,false,false,,,,poll3684763
ocd-division/country:us/state:oh/county:erie,http://www.electionsonthe.net/oh/Erie/,Erie County,Board of Elections Building,2900 Columbus Ave.,Room 101,Sandusky,OH,44870,08:00:00 - 04:00,16:00:00 - 04:00,11-05-2016,11-05-2016,False,False,False,False,196,"Board of Elections Building, 2900 Columbus Ave. Room 101, Sandusky, OH 44870",,08:00 AM-04:00 PM,,ho16161462,false,false,,,,poll3684763
ocd-division/country:us/state:oh/county:erie,http://www.electionsonthe.net/oh/Erie/,Erie County,Board of Elections Building,2900 Columbus Ave.,Room 101,Sandusky,OH,44870,13:00:00 - 05:00,17:00:00 - 05:00,11-06-2016,11-06-2016,False,False,False,False,197,"Board of Elections Building, 2900 Columbus Ave. Room 101, Sandusky, OH 44870",,01:00 PM-05:00 PM,,ho16161462,false,false,,,,poll3684763
ocd-division/country:us/state:oh/county:erie,http://www.electionsonthe.net/oh/Erie/,Erie County,Board of Elections Building,2900 Columbus Ave.,Room 101,Sandusky,OH,44870,08:00:00 - 05:00,14:00:00 - 05:00,11-07-2016,11-07-2016,False,False,False,False,198,"Board of Elections Building, 2900 Columbus Ave. Room 101, Sandusky, OH 44870",,08:00 AM-02:00 PM,,ho16161462,false,false,,,,poll3684763
ocd-division/country:us/state:oh/county:fairfield,http://www.fairfieldelections.com/,Fairfield County,Education Service Center,951 Liberty Dr.,,Lancaster,OH,43130,08:00:00 - 04:00,17:00:00 - 04:00,10-12-2016,10-14-2016,False,False,False,False,199,"Education Service Center, 951 Liberty Dr., Lancaster, OH 43130",,08:00 AM-05:00 PM,,ho99976418,false,false,,,,poll46140468
ocd-division/country:us/state:oh/county:fairfield,http://www.fairfieldelections.com/,Fairfield County,Education Service Center,951 Liberty Dr.,,Lancaster,OH,43130,08:00:00 - 04:00,17:00:00 - 04:00,10-17-2016,10-21-2016,False,False,False,False,200,"Education Service Center, 951 Liberty Dr., Lancaster, OH 43130",,08:00 AM-05:00 PM,,ho99976418,false,false,,,,poll46140468
ocd-division/country:us/state:oh/county:fairfield,http://www.fairfieldelections.com/,Fairfield County,Education Service Center,951 Liberty Dr.,,Lancaster,OH,43130,08:00:00 - 04:00,18:00:00 - 04:00,10-24-2016,10-28-2016,False,False,False,False,201,"Education Service Center, 951 Liberty Dr., Lancaster, OH 43130",,08:00 AM-06:00 PM,,ho99976418,false,false,,,,poll46140468
ocd-division/country:us/state:oh/county:fairfield,http://www.fairfieldelections.com/,Fairfield County,Education Service Center,951 Liberty Dr.,,Lancaster,OH,43130,08:00:00 - 04:00,16:00:00 - 04:00,10-29-2016,10-29-2016,False,False,False,False,202,"Education Service Center, 951 Liberty Dr., Lancaster, OH 43130",,08:00 AM-04:00 PM,,ho99976418,false,false,,,,poll46140468
ocd-division/country:us/state:oh/county:fairfield,http://www.fairfieldelections.com/,Fairfield County,Education Service Center,951 Liberty Dr.,,Lancaster,OH,43130,13:00:00 - 04:00,17:00:00 - 04:00,10-30-2016,10-30-2016,False,False,False,False,203,"Education Service Center, 951 Liberty Dr., Lancaster, OH 43130",,01:00 PM-05:00 PM,,ho99976418,false,false,,,,poll46140468
ocd-division/country:us/state:oh/county:fairfield,http://www.fairfieldelections.com/,Fairfield County,Education Service Center,951 Liberty Dr.,,Lancaster,OH,43130,08:00:00 - 04:00,19:00:00 - 04:00,10-31-2016,11-04-2016,False,False,False,False,204,"Education Service Center, 951 Liberty Dr., Lancaster, OH 43130",,08:00 AM-07:00 PM,,ho99976418,false,false,,,,poll46140468
ocd-division/country:us/state:oh/county:fairfield,http://www.fairfieldelections.com/,Fairfield County,Education Service Center,951 Liberty Dr.,,Lancaster,OH,43130,08:00:00 - 04:00,16:00:00 - 04:00,11-05-2016,11-05-2016,False,False,False,False,205,"Education Service Center, 951 Liberty Dr., Lancaster, OH 43130",,08:00 AM-04:00 PM,,ho99976418,false,false,,,,poll46140468
ocd-division/country:us/state:oh/county:fairfield,http://www.fairfieldelections.com/,Fairfield County,Education Service Center,951 Liberty Dr.,,Lancaster,OH,43130,13:00:00 - 05:00,17:00:00 - 05:00,11-06-2016,11-06-2016,False,False,False,False,206,"Education Service Center, 951 Liberty Dr., Lancaster, OH 43130",,01:00 PM-05:00 PM,,ho99976418,false,false,,,,poll46140468
ocd-division/country:us/state:oh/county:fairfield,http://www.fairfieldelections.com/,Fairfield County,Education Service Center,951 Liberty Dr.,,Lancaster,OH,43130,08:00:00 - 05:00,14:00:00 - 05:00,11-07-2016,11-07-2016,False,False,False,False,207,"Education Service Center, 951 Liberty Dr., Lancaster, OH 43130",,08:00 AM-02:00 PM,,ho99976418,false,false,,,,poll46140468
ocd-division/country:us/state:oh/county:fayette,http://www.electionsonthe.net/oh/fayette/,Fayette County,Courthouse,135 S. Main St.,,Washington Courthouse,OH,43160,08:00:00 - 04:00,17:00:00 - 04:00,10-12-2016,10-14-2016,False,False,False,False,208,"Courthouse, 135 S. Main St., Washington Courthouse, OH 43160",,08:00 AM-05:00 PM,,ho37788453,false,false,,,,poll39988858
ocd-division/country:us/state:oh/county:fayette,http://www.electionsonthe.net/oh/fayette/,Fayette County,Courthouse,135 S. Main St.,,Washington Courthouse,OH,43160,08:00:00 - 04:00,17:00:00 - 04:00,10-17-2016,10-21-2016,False,False,False,False,209,"Courthouse, 135 S. Main St., Washington Courthouse, OH 43160",,08:00 AM-05:00 PM,,ho37788453,false,false,,,,poll39988858
ocd-division/country:us/state:oh/county:fayette,http://www.electionsonthe.net/oh/fayette/,Fayette County,Courthouse,135 S. Main St.,,Washington Courthouse,OH,43160,08:00:00 - 04:00,18:00:00 - 04:00,10-24-2016,10-28-2016,False,False,False,False,210,"Courthouse, 135 S. Main St., Washington Courthouse, OH 43160",,08:00 AM-06:00 PM,,ho37788453,false,false,,,,poll39988858
ocd-division/country:us/state:oh/county:fayette,http://www.electionsonthe.net/oh/fayette/,Fayette County,Courthouse,135 S. Main St.,,Washington Courthouse,OH,43160,08:00:00 - 04:00,16:00:00 - 04:00,10-29-2016,10-29-2016,False,False,False,False,211,"Courthouse, 135 S. Main St., Washington Courthouse, OH 43160",,08:00 AM-04:00 PM,,ho37788453,false,false,,,,poll39988858
ocd-division/country:us/state:oh/county:fayette,http://www.electionsonthe.net/oh/fayette/,Fayette County,Courthouse,135 S. Main St.,,Washington Courthouse,OH,43160,13:00:00 - 04:00,17:00:00 - 04:00,10-30-2016,10-30-2016,False,False,False,False,212,"Courthouse, 135 S. Main St., Washington Courthouse, OH 43160",,01:00 PM-05:00 PM,,ho37788453,false,false,,,,poll39988858
ocd-division/country:us/state:oh/county:fayette,http://www.electionsonthe.net/oh/fayette/,Fayette County,Courthouse,135 S. Main St.,,Washington Courthouse,OH,43160,08:00:00 - 04:00,19:00:00 - 04:00,10-31-2016,11-04-2016,False,False,False,False,213,"Courthouse, 135 S. Main St., Washington Courthouse, OH 43160",,08:00 AM-07:00 PM,,ho37788453,false,false,,,,poll39988858
