ocd-division,homepage-url,County,Location Name,Address 1,Address 2,dirs,city,state,zip,start_time,end_time,start_date,end_date,is_only_by_appointment,is_or_by_appointment,is_subject_to_change,notes
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Fox Valley Mall,195 Fox Valley Center Dr.,,,Aurora,IL,60504,09:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Fox Valley Mall,195 Fox Valley Center Dr.,,,Aurora,IL,60504,10:00:00 - 06:00,16:00:00 - 06:00,11/6/16,11/6/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Fox Valley Mall,195 Fox Valley Center Dr.,,,Aurora,IL,60504,08:30:00 - 06:00,19:30:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Fox Valley Mall,195 Fox Valley Center Dr.,,,Aurora,IL,60504,08:30:00 - 05:00,19:30:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Fox Valley Mall,195 Fox Valley Center Dr.,,,Aurora,IL,60504,09:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Fox Valley Mall,195 Fox Valley Center Dr.,,,Aurora,IL,60504,10:00:00 - 05:00,16:00:00 - 05:00,10/30/16,10/30/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Fox Valley Mall,195 Fox Valley Center Dr.,,,Aurora,IL,60504,08:30:00 - 05:00,19:30:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Fox Valley Mall,195 Fox Valley Center Dr.,,,Aurora,IL,60504,09:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Fox Valley Mall,195 Fox Valley Center Dr.,,,Aurora,IL,60504,10:00:00 - 06:00,16:00:00 - 06:00,11/6/16,11/6/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Fox Valley Mall,195 Fox Valley Center Dr.,,,Aurora,IL,60504,08:30:00 - 06:00,19:30:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Addison Township Office,401 N. Addison Rd.,,,Addison,IL,60101,08:30:00 - 05:00,19:30:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Addison Township Office,401 N. Addison Rd.,,,Addison,IL,60101,09:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Addison Township Office,401 N. Addison Rd.,,,Addison,IL,60101,08:30:00 - 05:00,19:30:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Addison Township Office,401 N. Addison Rd.,,,Addison,IL,60101,09:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Bartlett Community Center,700 S. Bartlett Rd.,,,Bartlett,IL,60103,08:30:00 - 05:00,19:30:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Bartlett Community Center,700 S. Bartlett Rd.,,,Bartlett,IL,60103,09:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Bartlett Community Center,700 S. Bartlett Rd.,,,Bartlett,IL,60103,08:30:00 - 05:00,19:30:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Bartlett Community Center,700 S. Bartlett Rd.,,,Bartlett,IL,60103,09:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Downers Grove Village Hall,801 Burlington Ave.,,,Downers Grove,IL,60515,08:30:00 - 05:00,19:30:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Downers Grove Village Hall,801 Burlington Ave.,,,Downers Grove,IL,60515,09:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Downers Grove Village Hall,801 Burlington Ave.,,,Downers Grove,IL,60515,08:30:00 - 05:00,19:30:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Downers Grove Village Hall,801 Burlington Ave.,,,Downers Grove,IL,60515,09:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Elmhurst City Hall,209 N. York St.,,,Elmhurst,IL,60126,08:30:00 - 05:00,19:30:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Elmhurst City Hall,209 N. York St.,,,Elmhurst,IL,60126,09:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Elmhurst City Hall,209 N. York St.,,,Elmhurst,IL,60126,08:30:00 - 05:00,19:30:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Elmhurst City Hall,209 N. York St.,,,Elmhurst,IL,60126,09:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Glen Ellyn Civic Center,535 Duane St.,,,Glen Ellyn,IL,60137,08:30:00 - 05:00,19:30:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Glen Ellyn Civic Center,535 Duane St.,,,Glen Ellyn,IL,60137,09:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Glen Ellyn Civic Center,535 Duane St.,,,Glen Ellyn,IL,60137,08:30:00 - 05:00,19:30:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Glen Ellyn Civic Center,535 Duane St.,,,Glen Ellyn,IL,60137,09:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Yorktown Shopping Center,203 Yorktown Mall Drive,,,Lombard,IL,60148,08:30:00 - 05:00,19:30:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Yorktown Shopping Center,203 Yorktown Mall Drive,,,Lombard,IL,60148,09:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Yorktown Shopping Center,203 Yorktown Mall Drive,,,Lombard,IL,60148,10:00:00 - 05:00,16:00:00 - 05:00,10/30/16,10/30/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Yorktown Shopping Center,203 Yorktown Mall Drive,,,Lombard,IL,60148,08:30:00 - 05:00,19:30:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Yorktown Shopping Center,203 Yorktown Mall Drive,,,Lombard,IL,60148,09:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Yorktown Shopping Center,203 Yorktown Mall Drive,,,Lombard,IL,60148,10:00:00 - 06:00,16:00:00 - 06:00,11/6/16,11/6/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:dupage,http://www.dupageelections.com,DuPage County,Yorktown Shopping Center,203 Yorktown Mall Drive,,,Lombard,IL,60148,08:30:00 - 06:00,19:30:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:edgar,http://edgarcountyillinois.com/offices/clerk-recorder/,Edgar County,Edgar Clerk County Court House,115 West Court Street,Room J,,Paris,IL,61944,08:00:00 - 05:00,16:00:00 - 05:00,9/29/16,9/30/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:edgar,http://edgarcountyillinois.com/offices/clerk-recorder/,Edgar County,Edgar Clerk County Court House,115 West Court Street,Room J,,Paris,IL,61944,08:00:00 - 05:00,16:00:00 - 05:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:edgar,http://edgarcountyillinois.com/offices/clerk-recorder/,Edgar County,Edgar Clerk County Court House,115 West Court Street,Room J,,Paris,IL,61944,08:00:00 - 05:00,16:00:00 - 05:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:edgar,http://edgarcountyillinois.com/offices/clerk-recorder/,Edgar County,Edgar Clerk County Court House,115 West Court Street,Room J,,Paris,IL,61944,08:00:00 - 05:00,16:00:00 - 05:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:edgar,http://edgarcountyillinois.com/offices/clerk-recorder/,Edgar County,Edgar Clerk County Court House,115 West Court Street,Room J,,Paris,IL,61944,08:00:00 - 05:00,16:00:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:edgar,http://edgarcountyillinois.com/offices/clerk-recorder/,Edgar County,Edgar Clerk County Court House,115 West Court Street,Room J,,Paris,IL,61944,08:00:00 - 05:00,16:00:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:edgar,http://edgarcountyillinois.com/offices/clerk-recorder/,Edgar County,Edgar Clerk County Court House,115 West Court Street,Room J,,Paris,IL,61944,08:00:00 - 05:00,12:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:edgar,http://edgarcountyillinois.com/offices/clerk-recorder/,Edgar County,Edgar Clerk County Court House,115 West Court Street,Room J,,Paris,IL,61944,08:00:00 - 06:00,16:00:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:edwards,,Edwards County,Edwards County Courthouse,50 East Main,,,Albion,IL,62806,08:00:00 - 05:00,16:00:00 - 05:00,9/29/16,9/30/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:edwards,,Edwards County,Edwards County Courthouse,50 East Main,,,Albion,IL,62806,08:00:00 - 05:00,16:00:00 - 05:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:edwards,,Edwards County,Edwards County Courthouse,50 East Main,,,Albion,IL,62806,08:00:00 - 05:00,16:00:00 - 05:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:edwards,,Edwards County,Edwards County Courthouse,50 East Main,,,Albion,IL,62806,08:00:00 - 05:00,16:00:00 - 05:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:edwards,,Edwards County,Edwards County Courthouse,50 East Main,,,Albion,IL,62806,08:00:00 - 05:00,16:00:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:edwards,,Edwards County,Edwards County Courthouse,50 East Main,,,Albion,IL,62806,08:00:00 - 05:00,16:00:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:edwards,,Edwards County,Edwards County Courthouse,50 East Main,,,Albion,IL,62806,08:30:00 - 05:00,12:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:edwards,,Edwards County,Edwards County Courthouse,50 East Main,,,Albion,IL,62806,08:00:00 - 06:00,16:00:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:effingham,http://www.co.effingham.il.us/clerk-recorder/elections,Effingham County,Effingham County Clerk Office,101 North 4th,Ste 201,,Effingham,IL,62401,08:00:00 - 05:00,16:00:00 - 05:00,9/29/16,9/30/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:effingham,http://www.co.effingham.il.us/clerk-recorder/elections,Effingham County,Effingham County Clerk Office,101 North 4th,Ste 201,,Effingham,IL,62401,08:00:00 - 05:00,16:00:00 - 05:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:effingham,http://www.co.effingham.il.us/clerk-recorder/elections,Effingham County,Effingham County Clerk Office,101 North 4th,Ste 201,,Effingham,IL,62401,08:00:00 - 05:00,16:00:00 - 05:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:effingham,http://www.co.effingham.il.us/clerk-recorder/elections,Effingham County,Effingham County Clerk Office,101 North 4th,Ste 201,,Effingham,IL,62401,08:00:00 - 05:00,16:00:00 - 05:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:effingham,http://www.co.effingham.il.us/clerk-recorder/elections,Effingham County,Effingham County Clerk Office,101 North 4th,Ste 201,,Effingham,IL,62401,08:00:00 - 05:00,16:00:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:effingham,http://www.co.effingham.il.us/clerk-recorder/elections,Effingham County,Effingham County Clerk Office,101 North 4th,Ste 201,,Effingham,IL,62401,08:00:00 - 05:00,16:00:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:effingham,http://www.co.effingham.il.us/clerk-recorder/elections,Effingham County,Effingham County Clerk Office,101 North 4th,Ste 201,,Effingham,IL,62401,08:00:00 - 05:00,12:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:effingham,http://www.co.effingham.il.us/clerk-recorder/elections,Effingham County,Effingham County Clerk Office,101 North 4th,Ste 201,,Effingham,IL,62401,08:00:00 - 06:00,16:00:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:fayette,http://www.fayettecountyillinois.org/2160/County-Clerk-Recorder,Fayette County,Fayette County Clerk Office,221 South 7th Street,,,Vandalia,IL,62471,08:00:00 - 05:00,16:00:00 - 05:00,9/29/16,9/30/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:fayette,http://www.fayettecountyillinois.org/2160/County-Clerk-Recorder,Fayette County,Fayette County Clerk Office,221 South 7th Street,,,Vandalia,IL,62471,08:00:00 - 05:00,16:00:00 - 05:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:fayette,http://www.fayettecountyillinois.org/2160/County-Clerk-Recorder,Fayette County,Fayette County Clerk Office,221 South 7th Street,,,Vandalia,IL,62471,08:00:00 - 05:00,16:00:00 - 05:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:fayette,http://www.fayettecountyillinois.org/2160/County-Clerk-Recorder,Fayette County,Fayette County Clerk Office,221 South 7th Street,,,Vandalia,IL,62471,08:00:00 - 05:00,16:00:00 - 05:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:fayette,http://www.fayettecountyillinois.org/2160/County-Clerk-Recorder,Fayette County,Fayette County Clerk Office,221 South 7th Street,,,Vandalia,IL,62471,09:00:00 - 05:00,13:00:00 - 05:00,10/22/16,10/22/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:fayette,http://www.fayettecountyillinois.org/2160/County-Clerk-Recorder,Fayette County,Fayette County Clerk Office,221 South 7th Street,,,Vandalia,IL,62471,08:00:00 - 05:00,16:00:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:fayette,http://www.fayettecountyillinois.org/2160/County-Clerk-Recorder,Fayette County,Fayette County Clerk Office,221 South 7th Street,,,Vandalia,IL,62471,09:00:00 - 05:00,13:00:00 - 05:00,10/29/16,10/29/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:fayette,http://www.fayettecountyillinois.org/2160/County-Clerk-Recorder,Fayette County,Fayette County Clerk Office,221 South 7th Street,,,Vandalia,IL,62471,08:00:00 - 05:00,16:00:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:fayette,http://www.fayettecountyillinois.org/2160/County-Clerk-Recorder,Fayette County,Fayette County Clerk Office,221 South 7th Street,,,Vandalia,IL,62471,09:00:00 - 05:00,13:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:fayette,http://www.fayettecountyillinois.org/2160/County-Clerk-Recorder,Fayette County,Fayette County Clerk Office,221 South 7th Street,,,Vandalia,IL,62471,08:00:00 - 06:00,16:00:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:ford,http://www.fordcounty.illinois.gov/ccrecorder/elections/electiondates.htm,Ford County,Ford County Clerk Office,"200 West State Street, Room 101",Room 101,,Paxton,IL,60957,08:30:00 - 05:00,16:30:00 - 05:00,9/29/16,9/30/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:ford,http://www.fordcounty.illinois.gov/ccrecorder/elections/electiondates.htm,Ford County,Ford County Clerk Office,"200 West State Street, Room 101",Room 101,,Paxton,IL,60957,08:30:00 - 05:00,16:30:00 - 05:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:ford,http://www.fordcounty.illinois.gov/ccrecorder/elections/electiondates.htm,Ford County,Ford County Clerk Office,"200 West State Street, Room 101",Room 101,,Paxton,IL,60957,08:30:00 - 05:00,16:30:00 - 05:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:ford,http://www.fordcounty.illinois.gov/ccrecorder/elections/electiondates.htm,Ford County,Ford County Clerk Office,"200 West State Street, Room 101",Room 101,,Paxton,IL,60957,08:30:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:ford,http://www.fordcounty.illinois.gov/ccrecorder/elections/electiondates.htm,Ford County,Ford County Clerk Office,"200 West State Street, Room 101",Room 101,,Paxton,IL,60957,08:30:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:ford,http://www.fordcounty.illinois.gov/ccrecorder/elections/electiondates.htm,Ford County,Ford County Clerk Office,"200 West State Street, Room 101",Room 101,,Paxton,IL,60957,08:30:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:ford,http://www.fordcounty.illinois.gov/ccrecorder/elections/electiondates.htm,Ford County,Ford County Clerk Office,"200 West State Street, Room 101",Room 101,,Paxton,IL,60957,08:30:00 - 05:00,12:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:ford,http://www.fordcounty.illinois.gov/ccrecorder/elections/electiondates.htm,Ford County,Ford County Clerk Office,"200 West State Street, Room 101",Room 101,,Paxton,IL,60957,08:30:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:franklin,,Franklin County,Franklin County Clerk Office,202 West Main,,,Benton,IL,62812,08:00:00 - 05:00,16:00:00 - 05:00,10/12/16,10/15/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:franklin,,Franklin County,Franklin County Clerk Office,202 West Main,,,Benton,IL,62812,08:00:00 - 05:00,16:00:00 - 05:00,10/17/16,10/22/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:franklin,,Franklin County,Franklin County Clerk Office,202 West Main,,,Benton,IL,62812,08:00:00 - 05:00,16:00:00 - 05:00,10/24/16,10/29/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:franklin,,Franklin County,Franklin County Clerk Office,202 West Main,,,Benton,IL,62812,08:00:00 - 05:00,16:00:00 - 05:00,10/31/16,11/5/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:franklin,,Franklin County,Franklin County Clerk Office,202 West Main,,,Benton,IL,62812,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:franklin,,Franklin County,Denning Township,217 S Horn St.,,,West Frankfort,IL,62896,12:30:00 - 05:00,15:30:00 - 05:00,10/29/16,10/29/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:fulton,http://www.fultonco.org/officials/elected/county-clerk/elections/,Fulton County,Fulton County Courthouse,100 Main St,,,Lewistown,IL,61542,08:00:00 - 05:00,16:00:00 - 05:00,9/29/16,9/30/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:fulton,http://www.fultonco.org/officials/elected/county-clerk/elections/,Fulton County,Fulton County Courthouse,100 Main St,,,Lewistown,IL,61542,08:00:00 - 05:00,16:00:00 - 05:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:fulton,http://www.fultonco.org/officials/elected/county-clerk/elections/,Fulton County,Fulton County Courthouse,100 Main St,,,Lewistown,IL,61542,08:00:00 - 05:00,16:00:00 - 05:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:fulton,http://www.fultonco.org/officials/elected/county-clerk/elections/,Fulton County,Fulton County Courthouse,100 Main St,,,Lewistown,IL,61542,08:00:00 - 05:00,16:00:00 - 05:00,10/15/16,10/15/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:fulton,http://www.fultonco.org/officials/elected/county-clerk/elections/,Fulton County,Fulton County Courthouse,100 Main St,,,Lewistown,IL,61542,08:00:00 - 05:00,16:00:00 - 05:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:fulton,http://www.fultonco.org/officials/elected/county-clerk/elections/,Fulton County,Fulton County Courthouse,100 Main St,,,Lewistown,IL,61542,08:00:00 - 05:00,16:00:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:fulton,http://www.fultonco.org/officials/elected/county-clerk/elections/,Fulton County,Fulton County Courthouse,100 Main St,,,Lewistown,IL,61542,08:00:00 - 05:00,16:00:00 - 05:00,10/29/16,10/29/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:fulton,http://www.fultonco.org/officials/elected/county-clerk/elections/,Fulton County,Fulton County Courthouse,100 Main St,,,Lewistown,IL,61542,08:00:00 - 05:00,16:00:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:fulton,http://www.fultonco.org/officials/elected/county-clerk/elections/,Fulton County,Fulton County Courthouse,100 Main St,,,Lewistown,IL,61542,08:00:00 - 05:00,16:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:fulton,http://www.fultonco.org/officials/elected/county-clerk/elections/,Fulton County,Fulton County Courthouse,100 Main St,,,Lewistown,IL,61542,08:00:00 - 06:00,16:00:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:gallatin,,Gallatin County,Gallatin County Clerk Office,484 North Lincoln Boulevard West,,,Shawneetown,IL,62984,08:00:00 - 05:00,16:00:00 - 05:00,9/29/16,9/30/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:gallatin,,Gallatin County,Gallatin County Clerk Office,484 North Lincoln Boulevard West,,,Shawneetown,IL,62984,08:00:00 - 05:00,16:00:00 - 05:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:gallatin,,Gallatin County,Gallatin County Clerk Office,484 North Lincoln Boulevard West,,,Shawneetown,IL,62984,08:00:00 - 05:00,16:00:00 - 05:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:gallatin,,Gallatin County,Gallatin County Clerk Office,484 North Lincoln Boulevard West,,,Shawneetown,IL,62984,08:00:00 - 05:00,16:00:00 - 05:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:gallatin,,Gallatin County,Gallatin County Clerk Office,484 North Lincoln Boulevard West,,,Shawneetown,IL,62984,08:00:00 - 05:00,16:00:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:gallatin,,Gallatin County,Gallatin County Clerk Office,484 North Lincoln Boulevard West,,,Shawneetown,IL,62984,08:00:00 - 05:00,16:00:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:gallatin,,Gallatin County,Gallatin County Clerk Office,484 North Lincoln Boulevard West,,,Shawneetown,IL,62984,08:00:00 - 05:00,12:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:gallatin,,Gallatin County,Gallatin County Clerk Office,484 North Lincoln Boulevard West,,,Shawneetown,IL,62984,08:00:00 - 06:00,16:00:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:greene,,Greene County,Greene County Clerk Office,519 North Main Street,,,Carrollton,IL,62016,08:00:00 - 05:00,16:00:00 - 05:00,9/29/16,9/30/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:greene,,Greene County,Greene County Clerk Office,519 North Main Street,,,Carrollton,IL,62016,08:00:00 - 05:00,16:00:00 - 05:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,
ocd-division/country:us/state:il/county:greene,,Greene County,Greene County Clerk Office,519 North Main Street,,,Carrollton,IL,62016,08:00:00 - 05:00,16:00:00 - 05:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,
