ballot_style_id,electoral_district_ids,external_identifier_type,external_identifier_othertype,external_identifier_value,is_mail_only,locality_id,name,number,polling_location_ids,precinct_split_name,ward,id
,,ocd-id,,ocd-division/country:us/state:tx/county:nueces,,loc19188740,1,,poll14882167 poll98448241 poll54706738 poll60450865 poll45799109 poll40577319 poll82915793 poll1636119 poll94916005 poll6942946 poll60689543 poll98847556 poll92117073 poll17081602 poll25449270 poll47319127 poll20727778 poll7059805 poll24654192 poll59336536 poll10103804 poll61838561 poll32159799 poll71719849 poll85482000 poll16829769 poll7712836 poll85364387 poll31888261 poll42489988 poll91795362 poll45654250 poll11604195 poll40395233 poll49095061 poll41176826 poll19831970 poll7429040 poll79208562 poll76362088 poll97814790 poll6091507 poll62089601 poll35078173 poll12652528 poll53695459 poll76251756 poll69329884 poll93762617 poll63284776 poll20616082 poll49353306 poll88375549 poll71507929 poll47418797 poll97258238 poll14245784 poll24325230 poll6184271 poll2923541 poll10615893 poll49363338 poll94995918 poll53966001 poll329562 poll31353001 poll40346788 poll38029425 poll284965 poll1819226 poll13250146 poll64092196 poll98738455 poll15249504 poll6205420 poll72944971 poll72397181 poll74331786 poll57841106 poll73242949 poll38912464 poll38999147 poll94121626 poll52817135 poll41664032 poll74567684 poll1497052 poll51039093 poll55205212 poll95446745 poll52570865poll55887176,,,pre954754
