name,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
,"101 Court Square, Dewitt, AR 72042",,08:00 AM - 06:00 PM,,ho35080659,false,true,,,,poll21329873
,"302 South College, Stuttgart, AR 72160",,08:00 AM - 06:00 PM,,ho26176157,false,true,,,,poll15704214
Ashley County Clerk,"205 East Jefferson, Hamburg, AR 71646",#5,08:00 AM - 06:00 PM,,ho44730125,false,true,,,,poll58688282
Baxter County Clerk,"1 East 7th St., Mountain Home, AR 72653",Suite 103,08:00 AM - 06:00 PM,,ho83259757,false,true,,,,poll57422531
Twin Lakes Plaza,"759 Hwy 62, Mountain Home, AR 72653",,10:00 AM - 04:00 PM,,ho77559338,false,true,,,,poll8757651
Benton County Clerk'S Office,"215 East Central Ave, Bentonville, AR 72712",,08:00 AM - 06:00 PM,,ho17884193,false,true,,,,poll83807781
,"1428 W. Walnut St., Rogers, AR 72712",,08:00 AM - 06:00 PM,,ho4969780,false,true,,,,poll26025197
,"707 S. Lincoln St., Siloam Springs, AR 72761",# C,08:00 AM - 06:00 PM,,ho33119152,false,true,,,,poll6687891
,"706 S. Walton Blvd, Bentonville, AR 72712",,08:30 AM - 05:00 PM,,ho71818225,false,true,,,,poll2912177
,"3 Riordan Rd., Bella Visa, AR 72714",,08:00 AM - 05:00 PM,,ho18511442,false,true,,,,poll6329575
,"330 Market St., Rogers, AR 72758",Suite 130,08:00 AM - 05:00 PM,,ho70353278,false,true,,,,poll81671886
,"401 Charlotte St. SE, Gravette, AR 72736",,09:00 AM - 06:00 PM,,ho7940164,false,true,,,,poll45827819
,"506 Enterprise Dr., Lowell, AR 72745",,08:00 AM - 05:00 PM,,ho30611508,false,true,,,,poll34443286
,"755 W. Centerton Blvd., Centerton, AR 72719",,09:00 AM - 06:00 PM,,ho9963740,false,true,,,,poll66012437
,"17823 Marshall St., Garfield, AR 72732",,09:00 AM - 06:00 PM,,ho40356597,false,true,,,,poll40131738
,"414 W. Central Harrison, Harrison, AR 72601",,08:00 AM - 06:00 PM,,ho28930629,false,true,,,,poll15021816
,"101 East Cedar St., Warren, AR 71671",,08:00 AM - 06:00 PM,,ho37539806,false,true,,,,poll63965051
,"309 West Main, Hampton, AR 71744",,08:00 AM - 06:00 PM,,ho64599599,false,true,,,,poll77369785
,"210 West Church St., Berryville, AR 72616",,08:00 AM - 06:00 PM,,ho58936397,false,true,,,,poll89061978
,"44 S. Main St, Eureka Springs, AR 72632",,08:00 AM - 06:00 PM,,ho10654755,false,true,,,,poll92263209
,"108 Main St., Lake Village, AR 71653",,08:00 AM - 06:00 PM,,ho17861247,false,true,,,,poll32392040
,"401 Clay St., Arkadelphia, AR 71923",,08:00 AM - 06:00 PM,,ho31477641,false,true,,,,poll79430252
,"151 South Second Ave., Piggott and Corning, AR 72454",,08:00 AM - 06:00 PM,,ho27890972,false,true,,,,poll37911088
,"800 Sw 2nd St, Corning, AR 72422",,08:00 AM - 06:00 PM,,ho91425669,false,true,,,,poll28378054
,"301 West Main St, Heber Springs, AR 72543",,08:00 AM - 06:00 PM,,ho28464775,false,true,,,,poll34633431
,"20 Magnolia Street, Rison, AR 71665",,08:00 AM - 06:00 PM,,ho84799382,false,true,,,,poll71360343
,"1 Court Square, Magnolia, AR 71753",Suite 1,08:00 AM - 06:00 PM,,ho18846674,false,true,,,,poll46229643
,"4th Floor Courthouse, Morrilton, AR 72110",115 South Moose St.,08:00 AM - 06:00 PM,,ho99922967,false,true,,,,poll83140417
,"315 W Jefferson, Jonesboro, AR 72401",,08:00 AM - 06:00 PM,,ho42995826,false,true,,,,poll93145916
,"107 Cobean Blvd, Lake City, AR 72437",,08:00 AM - 06:00 PM,,ho70417622,false,true,,,,poll33922704
,"1820 Chestnut St, Van Buren, AR 72956",,08:00 AM - 06:00 PM,,ho50123786,false,true,,,,poll10076781
,"100 Court Square, Marion, AR 72364",,08:00 AM - 06:00 PM,,ho82434301,false,true,,,,poll82645771
,"705 East Union St, Wynne, AR 72396",,08:00 AM - 06:00 PM,,ho2180267,false,true,,,,poll90777792
,"608 Robert Moore Street, Arkansas City, AR 71630",,08:00 AM - 06:00 PM,,ho28282373,false,true,,,,poll8815443
,"901 Holly St, McGehee, AR 71654",,08:00 AM - 06:00 PM,,ho58194246,false,true,,,,poll3826799
,"18 Belmont St, Dumas, AR 71639",,08:00 AM - 06:00 PM,,ho42031502,false,true,,,,poll12790951
,"210 South Main St., Monticello, AR 71655",,08:00 AM - 06:00 PM,,ho68448706,false,true,,,,poll6100786
,"801 Locust St., Conway, AR 72034",,08:00 AM - 06:00 PM,,ho4939602,false,true,,,,poll2619015
,"211 West Commercial, Ozark, AR 72949",,08:00 AM - 06:00 PM,,ho40330882,false,true,,,,poll72536162
,"123 South Main Street, Salem, AR 72576",,08:00 AM - 06:00 PM,,ho47262805,false,true,,,,poll61675759
,"649 Ouachita Ave, Hot Springs, AR 71901",,08:00 AM - 06:00 PM,,ho49395461,false,true,,,,poll23525682
,"3213 North Hwy 7, Hot Springs, AR 71909",,08:00 AM - 06:00 PM,,ho96868046,false,true,,,,poll72856680
,"525 Airport Rd, Hot Springs, AR 71913",,08:00 AM - 06:00 PM,,ho61221116,false,true,,,,poll66640195
,"101 West Center, Sheridan, AR 72150",Room 106,08:00 AM - 06:00 PM,,ho62505355,false,true,,,,poll5428156
,"320 West Court Street, Paragould, AR 72450",Room 102,08:00 AM - 06:00 PM,,ho82369739,false,true,,,,poll2011394
,"400 South Washington, Hope, AR 71801",,08:00 AM - 06:00 PM,,ho82599626,false,true,,,,poll77110240
,"230 W 2nd, Malvern, AR 72104",,08:00 AM - 06:00 PM,,ho64542823,false,true,,,,poll64328082
,"200 Lake Nichols Dr, Nashville, AR 71852",,08:00 AM - 06:00 PM,,ho65906137,false,true,,,,poll84726617
,"192 East Main Street, Batesville, AR 72501",,08:00 AM - 06:00 PM,,ho9818525,false,true,,,,poll21912754
,"218 College Drive, Melbourne, AR 72556",,08:00 AM - 06:00 PM,,ho94749639,false,true,,,,poll41223315
Village Mall,"2119 Malcolm Avenue, Newport, AR 72112",,08:00 AM - 06:00 PM,,ho10430339,false,true,,,,poll21938856
,"101 East Barraque Street, Pine Bluff, AR 71601",,08:00 AM - 06:00 PM,,ho88825851,false,true,,,,poll74167889
,"215 West Main Street, Clarksville, AR 72830",,08:00 AM - 06:00 PM,,ho40650685,false,true,,,,poll59874977
,"116 W 3rd St, Lewisville, AR 71845",,08:00 AM - 06:00 PM,,ho55028182,false,true,,,,poll13859184
,"315 West Main Street, Walnut Ridge, AR 72476",,08:00 AM - 06:00 PM,,ho87763344,false,true,,,,poll47731530
,"15 East Chestnut Street, Marianna, AR 72360",Room 4,08:00 AM - 06:00 PM,,ho10501041,false,true,,,,poll89992817
,"300 South Drew St., Star City, AR 71667",,08:00 AM - 06:00 PM,,ho74023367,false,true,,,,poll79196911
,"351 North 2nd St., Ashdown, AR 71822",,08:00 AM - 06:00 PM,,ho98777027,false,true,,,,poll91843750
,"#25 West Walnut St., Paris, AR 72855",,08:00 AM - 06:00 PM,,ho41830180,false,true,,,,poll14955905
,"301 North Center St, Lonoke, AR 72086",,08:00 AM - 06:00 PM,,ho22909016,false,true,,,,poll39960625
,"201 West Main St., Huntsville, AR 72740",Suite 202,08:00 AM - 06:00 PM,,ho7468424,false,true,,,,poll82046659
,"300 East Old Main, Yellville, AR 72687",,08:00 AM - 06:00 PM,,ho60166719,false,true,,,,poll4850804
,"400 Laurel St., Texarkana, AR 71854",Room 105,08:00 AM - 06:00 PM,,ho66142751,false,true,,,,poll23565801
,"200 West Hale, Osceola, AR 72370",,08:00 AM - 06:00 PM,,ho46233656,false,true,,,,poll69126721
,"105 NW Dewey, Manila, AR 72442",,08:00 AM - 06:00 PM,,ho73362345,false,true,,,,poll88862449
,"105 S Main St, Leachville, AR 72438",,08:00 AM - 06:00 PM,,ho73264822,false,true,,,,poll88225428
,"123 Madison Street, Clarendon, AR 72029",,08:00 AM - 06:00 PM,,ho42088882,false,true,,,,poll22432008
,"117 Ray Drive, Mount Ida, AR 71957",,08:00 AM - 06:00 PM,,ho61873543,false,true,,,,poll54444089
,"215 East 2nd St. South, Prescott, AR 71857",,08:00 AM - 06:00 PM,,ho64778144,false,true,,,,poll11276503
,"100 East Court St, Jasper, AR 72641",,08:00 AM - 06:00 PM,,ho55118536,false,true,,,,poll40276629
,"145 Jefferson St. SW, Camden, AR 71701",,08:00 AM - 06:00 PM,,ho31323678,false,true,,,,poll82424215
,"204 West Main, Perryville, AR 72126",,08:00 AM - 06:00 PM,,ho51893557,false,true,,,,poll32232372
,"620 Cherry St., Helena, AR 72342",Suite 202,08:00 AM - 06:00 PM,,ho90515483,false,true,,,,poll92020142
,"112 North Washington, Murfeesboro, AR 71958",,08:00 AM - 06:00 PM,,ho59115341,false,true,,,,poll64570149
,"510 N. 1st St., Glenwood, AR 79143",,10:00 AM - 02:00 PM,,ho14776276,false,true,,,,poll70802175
,"401 Market St., Harrisburg, AR 72432",,08:00 AM - 06:00 PM,,ho64867399,false,true,,,,poll79078269
,"606 Pine Street, Mena, AR 71953",,08:00 AM - 06:00 PM,,ho91143221,false,true,,,,poll85757976
,"1509 East Main St, Russellville, AR 72801",Suite 7,08:00 AM - 06:00 PM,,ho66021219,false,true,,,,poll78422934
,"200 Courthouse Square, Des Arc, AR 72040",Suite 104,08:00 AM - 06:00 PM,,ho32533147,false,true,,,,poll57723704
,"183 Prairie St, Des Arc, AR 72041",,08:00 AM - 06:00 PM,,ho18464240,false,true,,,,poll57236712
,"501 West Markham, Little Rock, AR 72201",,08:00 AM - 06:00 PM,,ho17786907,false,true,,,,poll21818787
Sue Cowan Williams Library,"1800 S Chester St, Little Rock, AR 72206",,10:00 AM - 06:00 PM,,ho15642638,false,true,,,,poll24878301
Dee Brown Library,"6325 Baseline Rd, Little Rock, AR 72209",,10:00 AM - 06:00 PM,,ho77138334,false,true,,,,poll63415346
Roosevelt Thompson Library,"38 Rahling Circle, Little Rock, AR 72223",,10:00 AM - 06:00 PM,,ho33395199,false,true,,,,poll46351431
Laman Library,"2801 Orange St, North Little Rock, AR 72114",,10:00 AM - 06:00 PM,,ho17897882,false,true,,,,poll41328152
Sidney S. Mcmath Library,"2100 John Barrow Rd, Little Rock, AR 72204",,10:00 AM - 06:00 PM,,ho11669274,false,true,,,,poll58831913
Jacksonville Community Center,"5 Municipal Dr, Jacksonville, AR 72076",,10:00 AM - 06:00 PM,,ho7491642,false,true,,,,poll82041096
Jess Odom Community Center,"1100 Edgewood Dr, Maumelle, AR 72113",,10:00 AM - 06:00 PM,,ho68882952,false,true,,,,poll41431721
Jack Evans Senior Citizen Center,"2301 Thornhill Dr, Sherwood, AR 72120",,10:00 AM - 06:00 PM,,ho73268549,false,true,,,,poll32719903
,"511 W Church St, Pocahontas, AR 72455",,08:00 AM - 06:00 PM,,ho46002914,false,true,,,,poll94525702
Benton Early Voting Center,"221 North Main, Benton, AR 72015",,08:00 AM - 06:00 PM,,ho42612220,false,true,,,,poll14094987
Grace Church,"4200 Hwy 5 North, Bryant, AR 72022",,10:00 AM - 06:00 PM,,ho38525273,false,true,,,,poll31362327
Bank Of The Ozarks,"24705 Hwy 5, Lonsdale, AR 72087",,10:00 AM - 06:00 PM,,ho44100486,false,true,,,,poll95737351
East Union Baptist Church,"20422 North Springlake Road, Helsey, AR 72065",,10:00 AM - 06:00 PM,,ho26118243,false,true,,,,poll42484838
Fort Smith Courthouse,"30 S 6th St, Fort Smith, AR 72901",#10308,10:00 AM - 06:00 PM,,ho9211162,false,true,,,,poll49189027
Greenwood Courthouse,"301 E Center St, Greenwood, AR 72936",,10:00 AM - 06:00 PM,,ho51593231,false,true,,,,poll76330147
Eastside Baptist,"2710 Massard Rd, Fort Smith, AR 72903",,10:00 AM - 06:00 PM,,ho53740544,false,true,,,,poll34332602
Harvest Time Tabernacle,"3100 Briarcliff, Fort Smith, AR 72908",,10:00 AM - 06:00 PM,,ho66794638,false,true,,,,poll33771496
Creekmore Park,"3301 South ""M"" St, Fort Smith, AR 72901",,10:00 AM - 06:00 PM,,ho52384048,false,true,,,,poll22981282
,"190 West 1st St., Waldron, AR 72958",,08:00 AM - 06:00 PM,,ho94591064,false,true,,,,poll5782240
,"200 South Highway 27, Marshall, AR 72650",,08:00 AM - 06:00 PM,,ho97171536,false,true,,,,poll80966298
,"115 North 3rd St., De Queen, AR 71832",Room 102,08:00 AM - 06:00 PM,,ho56692581,false,true,,,,poll5912654
,"718 Ash Flat Drive, Ash Flat, AR 72513",,08:00 AM - 06:00 PM,,ho14513419,false,true,,,,poll66200501
,"313 South Izard, Forrest City, AR 72335",,08:00 AM - 06:00 PM,,ho41424250,false,true,,,,poll27269908
,"111 N Peabody Ave, Mountain View, AR 72560",,08:00 AM - 06:00 PM,,ho1769903,false,true,,,,poll91663508
