ocd_division,county,location_name,address_1,address_2,dirs,city,state,zip,start_time,end_time,start_date,end_date,is_only_by_appointment,is_or_by_appointment,is_subject_to_change,index,name,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
ocd-division/country:us/state:mn/county:cottonwood,Cottonwood Wing,Cottonwood County Courthouse,900 3rd Ave,,,Windom,MN,56101,800,1630,9/23/16,9/23/16,False,False,False,445,Cottonwood County Courthouse,"900 3rd Ave, Windom, MN 56101", ,08:00 AM-04:30 PM,,ho3005540,false,true,,,,poll67583879
ocd-division/country:us/state:mn/county:cottonwood,Cottonwood Wing,Cottonwood County Courthouse,900 3rd Ave,,,Windom,MN,56101,800,1630,9/26/16,9/30/16,False,False,False,446,Cottonwood County Courthouse,"900 3rd Ave, Windom, MN 56101", ,08:00 AM-04:30 PM,,ho3005540,false,true,,,,poll67583879
ocd-division/country:us/state:mn/county:cottonwood,Cottonwood Wing,Cottonwood County Courthouse,900 3rd Ave,,,Windom,MN,56101,800,1630,10/3/16,10/7/16,False,False,False,447,Cottonwood County Courthouse,"900 3rd Ave, Windom, MN 56101", ,08:00 AM-04:30 PM,,ho3005540,false,true,,,,poll67583879
ocd-division/country:us/state:mn/county:cottonwood,Cottonwood Wing,Cottonwood County Courthouse,900 3rd Ave,,,Windom,MN,56101,800,1630,10/10/16,10/14/16,False,False,False,448,Cottonwood County Courthouse,"900 3rd Ave, Windom, MN 56101", ,08:00 AM-04:30 PM,,ho3005540,false,true,,,,poll67583879
ocd-division/country:us/state:mn/county:cottonwood,Cottonwood Wing,Cottonwood County Courthouse,900 3rd Ave,,,Windom,MN,56101,800,1630,10/17/16,10/21/16,False,False,False,449,Cottonwood County Courthouse,"900 3rd Ave, Windom, MN 56101", ,08:00 AM-04:30 PM,,ho3005540,false,true,,,,poll67583879
ocd-division/country:us/state:mn/county:cottonwood,Cottonwood Wing,Cottonwood County Courthouse,900 3rd Ave,,,Windom,MN,56101,800,1630,10/24/16,10/28/16,False,False,False,450,Cottonwood County Courthouse,"900 3rd Ave, Windom, MN 56101", ,08:00 AM-04:30 PM,,ho3005540,false,true,,,,poll67583879
ocd-division/country:us/state:mn/county:cottonwood,Cottonwood Wing,Cottonwood County Courthouse,900 3rd Ave,,,Windom,MN,56101,800,1630,10/31/16,11/4/16,False,False,False,451,Cottonwood County Courthouse,"900 3rd Ave, Windom, MN 56101", ,08:00 AM-04:30 PM,,ho3005540,false,true,,,,poll67583879
ocd-division/country:us/state:mn/county:cottonwood,Cottonwood Wing,Cottonwood County Courthouse,900 3rd Ave,,,Windom,MN,56101,1000,1500,11/5/16,11/5/16,False,False,False,452,Cottonwood County Courthouse,"900 3rd Ave, Windom, MN 56101", ,10:00 AM-03:00 PM,,ho3005540,false,true,,,,poll67583879
ocd-division/country:us/state:mn/county:cottonwood,Cottonwood Wing,Cottonwood County Courthouse,900 3rd Ave,,,Windom,MN,56101,800,1700,11/7/16,11/7/16,False,False,False,453,Cottonwood County Courthouse,"900 3rd Ave, Windom, MN 56101", ,08:00 AM-05:00 PM,,ho3005540,false,true,,,,poll67583879
ocd-division/country:us/state:mn/county:crow_wing,Crow Wing,Historic Courthouse,326 Laurel St,Ste 22,,Brainerd,MN,56401,800,1700,9/23/16,9/23/16,False,False,False,454,Historic Courthouse,"326 Laurel St, Brainerd, MN 56401",Ste 22 ,08:00 AM-05:00 PM,,ho50560323,false,true,,,,poll41956677
ocd-division/country:us/state:mn/county:crow_wing,Crow Wing,Historic Courthouse,326 Laurel St,Ste 22,,Brainerd,MN,56401,800,1700,9/26/16,9/30/16,False,False,False,455,Historic Courthouse,"326 Laurel St, Brainerd, MN 56401",Ste 22 ,08:00 AM-05:00 PM,,ho50560323,false,true,,,,poll41956677
ocd-division/country:us/state:mn/county:crow_wing,Crow Wing,Historic Courthouse,326 Laurel St,Ste 22,,Brainerd,MN,56401,800,1700,10/3/16,10/7/16,False,False,False,456,Historic Courthouse,"326 Laurel St, Brainerd, MN 56401",Ste 22 ,08:00 AM-05:00 PM,,ho50560323,false,true,,,,poll41956677
ocd-division/country:us/state:mn/county:crow_wing,Crow Wing,Historic Courthouse,326 Laurel St,Ste 22,,Brainerd,MN,56401,800,1700,10/10/16,10/14/16,False,False,False,457,Historic Courthouse,"326 Laurel St, Brainerd, MN 56401",Ste 22 ,08:00 AM-05:00 PM,,ho50560323,false,true,,,,poll41956677
ocd-division/country:us/state:mn/county:crow_wing,Crow Wing,Historic Courthouse,326 Laurel St,Ste 22,,Brainerd,MN,56401,800,1700,10/17/16,10/21/16,False,False,False,458,Historic Courthouse,"326 Laurel St, Brainerd, MN 56401",Ste 22 ,08:00 AM-05:00 PM,,ho50560323,false,true,,,,poll41956677
ocd-division/country:us/state:mn/county:crow_wing,Crow Wing,Historic Courthouse,326 Laurel St,Ste 22,,Brainerd,MN,56401,800,1700,10/24/16,10/28/16,False,False,False,459,Historic Courthouse,"326 Laurel St, Brainerd, MN 56401",Ste 22 ,08:00 AM-05:00 PM,,ho50560323,false,true,,,,poll41956677
ocd-division/country:us/state:mn/county:crow_wing,Crow Wing,Historic Courthouse,326 Laurel St,Ste 22,,Brainerd,MN,56401,800,1700,10/31/16,11/4/16,False,False,False,460,Historic Courthouse,"326 Laurel St, Brainerd, MN 56401",Ste 22 ,08:00 AM-05:00 PM,,ho50560323,false,true,,,,poll41956677
ocd-division/country:us/state:mn/county:crow_wing,Crow Wing,Historic Courthouse,326 Laurel St,Ste 22,,Brainerd,MN,56401,1000,1500,11/5/16,11/5/16,False,False,False,461,Historic Courthouse,"326 Laurel St, Brainerd, MN 56401",Ste 22 ,10:00 AM-03:00 PM,,ho50560323,false,true,,,,poll41956677
ocd-division/country:us/state:mn/county:crow_wing,Crow Wing,Historic Courthouse,326 Laurel St,Ste 22,,Brainerd,MN,56401,800,1700,11/7/16,11/7/16,False,False,False,462,Historic Courthouse,"326 Laurel St, Brainerd, MN 56401",Ste 22 ,08:00 AM-05:00 PM,,ho50560323,false,true,,,,poll41956677
ocd-division/country:us/state:mn/county:dakota,Dakota,Administration Center,1590 Highway 55,Ste 2300,,Hastings,MN,55033,800,1630,9/23/16,9/23/16,False,False,False,463,Administration Center,"1590 Highway 55, Hastings, MN 55033",Ste 2300 ,08:00 AM-04:30 PM,,ho56553194,false,true,,,,poll63374282
ocd-division/country:us/state:mn/county:dakota,Dakota,Administration Center,1590 Highway 55,Ste 2300,,Hastings,MN,55033,800,1630,9/26/16,9/30/16,False,False,False,464,Administration Center,"1590 Highway 55, Hastings, MN 55033",Ste 2300 ,08:00 AM-04:30 PM,,ho56553194,false,true,,,,poll63374282
ocd-division/country:us/state:mn/county:dakota,Dakota,Administration Center,1590 Highway 55,Ste 2300,,Hastings,MN,55033,800,1630,10/3/16,10/7/16,False,False,False,465,Administration Center,"1590 Highway 55, Hastings, MN 55033",Ste 2300 ,08:00 AM-04:30 PM,,ho56553194,false,true,,,,poll63374282
ocd-division/country:us/state:mn/county:dakota,Dakota,Administration Center,1590 Highway 55,Ste 2300,,Hastings,MN,55033,800,1630,10/10/16,10/14/16,False,False,False,466,Administration Center,"1590 Highway 55, Hastings, MN 55033",Ste 2300 ,08:00 AM-04:30 PM,,ho56553194,false,true,,,,poll63374282
ocd-division/country:us/state:mn/county:dakota,Dakota,Administration Center,1590 Highway 55,Ste 2300,,Hastings,MN,55033,800,1630,10/17/16,10/21/16,False,False,False,467,Administration Center,"1590 Highway 55, Hastings, MN 55033",Ste 2300 ,08:00 AM-04:30 PM,,ho56553194,false,true,,,,poll63374282
ocd-division/country:us/state:mn/county:dakota,Dakota,Administration Center,1590 Highway 55,Ste 2300,,Hastings,MN,55033,800,1630,10/24/16,10/28/16,False,False,False,468,Administration Center,"1590 Highway 55, Hastings, MN 55033",Ste 2300 ,08:00 AM-04:30 PM,,ho56553194,false,true,,,,poll63374282
ocd-division/country:us/state:mn/county:dakota,Dakota,Administration Center,1590 Highway 55,Ste 2300,,Hastings,MN,55033,800,1630,10/31/16,11/4/16,False,False,False,469,Administration Center,"1590 Highway 55, Hastings, MN 55033",Ste 2300 ,08:00 AM-04:30 PM,,ho56553194,false,true,,,,poll63374282
ocd-division/country:us/state:mn/county:dakota,Dakota,Administration Center,1590 Highway 55,Ste 2300,,Hastings,MN,55033,1000,1500,11/5/16,11/5/16,False,False,False,470,Administration Center,"1590 Highway 55, Hastings, MN 55033",Ste 2300 ,10:00 AM-03:00 PM,,ho56553194,false,true,,,,poll63374282
ocd-division/country:us/state:mn/county:dakota,Dakota,Administration Center,1590 Highway 55,Ste 2300,,Hastings,MN,55033,800,1700,11/7/16,11/7/16,False,False,False,471,Administration Center,"1590 Highway 55, Hastings, MN 55033",Ste 2300 ,08:00 AM-05:00 PM,,ho56553194,false,true,,,,poll63374282
ocd-division/country:us/state:mn/place:apple_valley,Dakota,Apple Valley Municipal Center,7100 147th St W,,,Apple Valley,MN,55124,800,1630,9/23/16,9/23/16,False,False,False,472,Apple Valley Municipal Center,"7100 147th St W, Apple Valley, MN 55124", ,08:00 AM-04:30 PM,,ho69603365,false,true,,,,poll693470
ocd-division/country:us/state:mn/place:apple_valley,Dakota,Apple Valley Municipal Center,7100 147th St W,,,Apple Valley,MN,55124,800,1630,9/26/16,9/30/16,False,False,False,473,Apple Valley Municipal Center,"7100 147th St W, Apple Valley, MN 55124", ,08:00 AM-04:30 PM,,ho69603365,false,true,,,,poll693470
ocd-division/country:us/state:mn/place:apple_valley,Dakota,Apple Valley Municipal Center,7100 147th St W,,,Apple Valley,MN,55124,800,1630,10/3/16,10/7/16,False,False,False,474,Apple Valley Municipal Center,"7100 147th St W, Apple Valley, MN 55124", ,08:00 AM-04:30 PM,,ho69603365,false,true,,,,poll693470
ocd-division/country:us/state:mn/place:apple_valley,Dakota,Apple Valley Municipal Center,7100 147th St W,,,Apple Valley,MN,55124,800,1630,10/10/16,10/14/16,False,False,False,475,Apple Valley Municipal Center,"7100 147th St W, Apple Valley, MN 55124", ,08:00 AM-04:30 PM,,ho69603365,false,true,,,,poll693470
ocd-division/country:us/state:mn/place:apple_valley,Dakota,Apple Valley Municipal Center,7100 147th St W,,,Apple Valley,MN,55124,800,1630,10/17/16,10/21/16,False,False,False,476,Apple Valley Municipal Center,"7100 147th St W, Apple Valley, MN 55124", ,08:00 AM-04:30 PM,,ho69603365,false,true,,,,poll693470
ocd-division/country:us/state:mn/place:apple_valley,Dakota,Apple Valley Municipal Center,7100 147th St W,,,Apple Valley,MN,55124,800,1630,10/24/16,10/28/16,False,False,False,477,Apple Valley Municipal Center,"7100 147th St W, Apple Valley, MN 55124", ,08:00 AM-04:30 PM,,ho69603365,false,true,,,,poll693470
ocd-division/country:us/state:mn/place:apple_valley,Dakota,Apple Valley Municipal Center,7100 147th St W,,,Apple Valley,MN,55124,800,1630,10/31/16,11/4/16,False,False,False,478,Apple Valley Municipal Center,"7100 147th St W, Apple Valley, MN 55124", ,08:00 AM-04:30 PM,,ho69603365,false,true,,,,poll693470
ocd-division/country:us/state:mn/place:apple_valley,Dakota,Apple Valley Municipal Center,7100 147th St W,,,Apple Valley,MN,55124,1000,1500,11/5/16,11/5/16,False,False,False,479,Apple Valley Municipal Center,"7100 147th St W, Apple Valley, MN 55124", ,10:00 AM-03:00 PM,,ho69603365,false,true,,,,poll693470
ocd-division/country:us/state:mn/place:apple_valley,Dakota,Apple Valley Municipal Center,7100 147th St W,,,Apple Valley,MN,55124,800,1700,11/7/16,11/7/16,False,False,False,480,Apple Valley Municipal Center,"7100 147th St W, Apple Valley, MN 55124", ,08:00 AM-05:00 PM,,ho69603365,false,true,,,,poll693470
ocd-division/country:us/state:mn/place:burnsville,Dakota,Burnsville City Hall,100 Civic Center,,,Burnsville,MN,55337,800,1630,9/23/16,9/23/16,False,False,False,481,Burnsville City Hall,"100 Civic Center, Burnsville, MN 55337", ,08:00 AM-04:30 PM,,ho21948784,false,true,,,,poll89364246
ocd-division/country:us/state:mn/place:burnsville,Dakota,Burnsville City Hall,100 Civic Center,,,Burnsville,MN,55337,800,1630,9/26/16,9/30/16,False,False,False,482,Burnsville City Hall,"100 Civic Center, Burnsville, MN 55337", ,08:00 AM-04:30 PM,,ho21948784,false,true,,,,poll89364246
ocd-division/country:us/state:mn/place:burnsville,Dakota,Burnsville City Hall,100 Civic Center,,,Burnsville,MN,55337,800,1630,10/3/16,10/7/16,False,False,False,483,Burnsville City Hall,"100 Civic Center, Burnsville, MN 55337", ,08:00 AM-04:30 PM,,ho21948784,false,true,,,,poll89364246
ocd-division/country:us/state:mn/place:burnsville,Dakota,Burnsville City Hall,100 Civic Center,,,Burnsville,MN,55337,800,1630,10/10/16,10/14/16,False,False,False,484,Burnsville City Hall,"100 Civic Center, Burnsville, MN 55337", ,08:00 AM-04:30 PM,,ho21948784,false,true,,,,poll89364246
ocd-division/country:us/state:mn/place:burnsville,Dakota,Burnsville City Hall,100 Civic Center,,,Burnsville,MN,55337,800,1630,10/17/16,10/21/16,False,False,False,485,Burnsville City Hall,"100 Civic Center, Burnsville, MN 55337", ,08:00 AM-04:30 PM,,ho21948784,false,true,,,,poll89364246
ocd-division/country:us/state:mn/place:burnsville,Dakota,Burnsville City Hall,100 Civic Center,,,Burnsville,MN,55337,800,1630,10/24/16,10/28/16,False,False,False,486,Burnsville City Hall,"100 Civic Center, Burnsville, MN 55337", ,08:00 AM-04:30 PM,,ho21948784,false,true,,,,poll89364246
ocd-division/country:us/state:mn/place:burnsville,Dakota,Burnsville City Hall,100 Civic Center,,,Burnsville,MN,55337,800,1630,10/31/16,11/4/16,False,False,False,487,Burnsville City Hall,"100 Civic Center, Burnsville, MN 55337", ,08:00 AM-04:30 PM,,ho21948784,false,true,,,,poll89364246
ocd-division/country:us/state:mn/place:burnsville,Dakota,Burnsville City Hall,100 Civic Center,,,Burnsville,MN,55337,1000,1500,11/5/16,11/5/16,False,False,False,488,Burnsville City Hall,"100 Civic Center, Burnsville, MN 55337", ,10:00 AM-03:00 PM,,ho21948784,false,true,,,,poll89364246
ocd-division/country:us/state:mn/place:burnsville,Dakota,Burnsville City Hall,100 Civic Center,,,Burnsville,MN,55337,800,1700,11/7/16,11/7/16,False,False,False,489,Burnsville City Hall,"100 Civic Center, Burnsville, MN 55337", ,08:00 AM-05:00 PM,,ho21948784,false,true,,,,poll89364246
ocd-division/country:us/state:mn/place:northfield,Rice,City Clerk's Office,801 Washington St,,,Northfield,MN,55057,800,1700,9/23/16,9/23/16,False,False,False,490,City Clerk's Office,"801 Washington St, Northfield, MN 55057", ,08:00 AM-05:00 PM,,ho35980089,false,true,,,,poll64068567
ocd-division/country:us/state:mn/place:northfield,Rice,City Clerk's Office,801 Washington St,,,Northfield,MN,55057,800,1700,9/26/16,9/30/16,False,False,False,491,City Clerk's Office,"801 Washington St, Northfield, MN 55057", ,08:00 AM-05:00 PM,,ho35980089,false,true,,,,poll64068567
ocd-division/country:us/state:mn/place:northfield,Rice,City Clerk's Office,801 Washington St,,,Northfield,MN,55057,800,1700,10/3/16,10/7/16,False,False,False,492,City Clerk's Office,"801 Washington St, Northfield, MN 55057", ,08:00 AM-05:00 PM,,ho35980089,false,true,,,,poll64068567
ocd-division/country:us/state:mn/place:northfield,Rice,City Clerk's Office,801 Washington St,,,Northfield,MN,55057,800,1700,10/10/16,10/14/16,False,False,False,493,City Clerk's Office,"801 Washington St, Northfield, MN 55057", ,08:00 AM-05:00 PM,,ho35980089,false,true,,,,poll64068567
