ocd_division,county,location_name,address_1,address_2,dirs,city,state,zip,start_time,end_time,start_date,end_date,is_only_by_appointment,is_or_by_appointment,is_subject_to_change,index,name,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
ocd-division/country:us/state:mn/place:rogers,Hennepin,Rogers City Hall,22350 S Diamond Lk Rd,,,Rogers,MN,55374,730,1330,9/23/16,9/23/16,False,False,False,1107,Rogers City Hall,"22350 S Diamond Lk Rd, Rogers, MN 55374", ,07:30 AM-01:30 PM,,ho31066695,false,true,,,,poll52692906
ocd-division/country:us/state:mn/place:rogers,Hennepin,Rogers City Hall,22350 S Diamond Lk Rd,,,Rogers,MN,55374,730,1630,9/26/16,9/29/16,False,False,False,1108,Rogers City Hall,"22350 S Diamond Lk Rd, Rogers, MN 55374", ,07:30 AM-04:30 PM,,ho31066695,false,true,,,,poll52692906
ocd-division/country:us/state:mn/place:rogers,Hennepin,Rogers City Hall,22350 S Diamond Lk Rd,,,Rogers,MN,55374,730,1330,9/30/16,9/30/16,False,False,False,1109,Rogers City Hall,"22350 S Diamond Lk Rd, Rogers, MN 55374", ,07:30 AM-01:30 PM,,ho31066695,false,true,,,,poll52692906
ocd-division/country:us/state:mn/place:rogers,Hennepin,Rogers City Hall,22350 S Diamond Lk Rd,,,Rogers,MN,55374,730,1630,10/3/16,10/6/16,False,False,False,1110,Rogers City Hall,"22350 S Diamond Lk Rd, Rogers, MN 55374", ,07:30 AM-04:30 PM,,ho31066695,false,true,,,,poll52692906
ocd-division/country:us/state:mn/place:rogers,Hennepin,Rogers City Hall,22350 S Diamond Lk Rd,,,Rogers,MN,55374,730,1330,10/7/16,10/7/16,False,False,False,1111,Rogers City Hall,"22350 S Diamond Lk Rd, Rogers, MN 55374", ,07:30 AM-01:30 PM,,ho31066695,false,true,,,,poll52692906
ocd-division/country:us/state:mn/place:rogers,Hennepin,Rogers City Hall,22350 S Diamond Lk Rd,,,Rogers,MN,55374,730,1630,10/10/16,10/13/16,False,False,False,1112,Rogers City Hall,"22350 S Diamond Lk Rd, Rogers, MN 55374", ,07:30 AM-04:30 PM,,ho31066695,false,true,,,,poll52692906
ocd-division/country:us/state:mn/place:rogers,Hennepin,Rogers City Hall,22350 S Diamond Lk Rd,,,Rogers,MN,55374,730,1330,10/14/16,10/14/16,False,False,False,1113,Rogers City Hall,"22350 S Diamond Lk Rd, Rogers, MN 55374", ,07:30 AM-01:30 PM,,ho31066695,false,true,,,,poll52692906
ocd-division/country:us/state:mn/place:rogers,Hennepin,Rogers City Hall,22350 S Diamond Lk Rd,,,Rogers,MN,55374,730,1630,10/17/16,10/20/16,False,False,False,1114,Rogers City Hall,"22350 S Diamond Lk Rd, Rogers, MN 55374", ,07:30 AM-04:30 PM,,ho31066695,false,true,,,,poll52692906
ocd-division/country:us/state:mn/place:rogers,Hennepin,Rogers City Hall,22350 S Diamond Lk Rd,,,Rogers,MN,55374,730,1330,10/21/16,10/21/16,False,False,False,1115,Rogers City Hall,"22350 S Diamond Lk Rd, Rogers, MN 55374", ,07:30 AM-01:30 PM,,ho31066695,false,true,,,,poll52692906
ocd-division/country:us/state:mn/place:rogers,Hennepin,Rogers City Hall,22350 S Diamond Lk Rd,,,Rogers,MN,55374,730,1630,10/24/16,10/27/16,False,False,False,1116,Rogers City Hall,"22350 S Diamond Lk Rd, Rogers, MN 55374", ,07:30 AM-04:30 PM,,ho31066695,false,true,,,,poll52692906
ocd-division/country:us/state:mn/place:rogers,Hennepin,Rogers City Hall,22350 S Diamond Lk Rd,,,Rogers,MN,55374,730,1330,10/28/16,10/28/16,False,False,False,1117,Rogers City Hall,"22350 S Diamond Lk Rd, Rogers, MN 55374", ,07:30 AM-01:30 PM,,ho31066695,false,true,,,,poll52692906
ocd-division/country:us/state:mn/place:rogers,Hennepin,Rogers City Hall,22350 S Diamond Lk Rd,,,Rogers,MN,55374,730,1630,10/31/16,11/3/16,False,False,False,1118,Rogers City Hall,"22350 S Diamond Lk Rd, Rogers, MN 55374", ,07:30 AM-04:30 PM,,ho31066695,false,true,,,,poll52692906
ocd-division/country:us/state:mn/place:rogers,Hennepin,Rogers City Hall,22350 S Diamond Lk Rd,,,Rogers,MN,55374,730,1330,11/4/16,11/4/16,False,False,False,1119,Rogers City Hall,"22350 S Diamond Lk Rd, Rogers, MN 55374", ,07:30 AM-01:30 PM,,ho31066695,false,true,,,,poll52692906
ocd-division/country:us/state:mn/place:rogers,Hennepin,Rogers City Hall,22350 S Diamond Lk Rd,,,Rogers,MN,55374,730,1630,11/7/16,11/7/16,False,False,False,1120,Rogers City Hall,"22350 S Diamond Lk Rd, Rogers, MN 55374", ,07:30 AM-04:30 PM,,ho31066695,false,true,,,,poll52692906
ocd-division/country:us/state:mn/place:shorewood,Hennepin,Shorewood City Hall,5755 Country Club Road,,,Shorewood,MN,55331,800,1630,9/23/16,9/23/16,False,False,False,1121,Shorewood City Hall,"5755 Country Club Road, Shorewood, MN 55331", ,08:00 AM-04:30 PM,,ho61600237,false,true,,,,poll54249879
ocd-division/country:us/state:mn/place:shorewood,Hennepin,Shorewood City Hall,5755 Country Club Road,,,Shorewood,MN,55331,800,1630,9/26/16,9/30/16,False,False,False,1122,Shorewood City Hall,"5755 Country Club Road, Shorewood, MN 55331", ,08:00 AM-04:30 PM,,ho61600237,false,true,,,,poll54249879
ocd-division/country:us/state:mn/place:shorewood,Hennepin,Shorewood City Hall,5755 Country Club Road,,,Shorewood,MN,55331,800,1630,10/3/16,10/7/16,False,False,False,1123,Shorewood City Hall,"5755 Country Club Road, Shorewood, MN 55331", ,08:00 AM-04:30 PM,,ho61600237,false,true,,,,poll54249879
ocd-division/country:us/state:mn/place:shorewood,Hennepin,Shorewood City Hall,5755 Country Club Road,,,Shorewood,MN,55331,800,1630,10/10/16,10/14/16,False,False,False,1124,Shorewood City Hall,"5755 Country Club Road, Shorewood, MN 55331", ,08:00 AM-04:30 PM,,ho61600237,false,true,,,,poll54249879
ocd-division/country:us/state:mn/place:shorewood,Hennepin,Shorewood City Hall,5755 Country Club Road,,,Shorewood,MN,55331,800,1630,10/17/16,10/21/16,False,False,False,1125,Shorewood City Hall,"5755 Country Club Road, Shorewood, MN 55331", ,08:00 AM-04:30 PM,,ho61600237,false,true,,,,poll54249879
ocd-division/country:us/state:mn/place:shorewood,Hennepin,Shorewood City Hall,5755 Country Club Road,,,Shorewood,MN,55331,800,1630,10/24/16,10/28/16,False,False,False,1126,Shorewood City Hall,"5755 Country Club Road, Shorewood, MN 55331", ,08:00 AM-04:30 PM,,ho61600237,false,true,,,,poll54249879
ocd-division/country:us/state:mn/place:shorewood,Hennepin,Shorewood City Hall,5755 Country Club Road,,,Shorewood,MN,55331,800,1630,10/31/16,11/4/16,False,False,False,1127,Shorewood City Hall,"5755 Country Club Road, Shorewood, MN 55331", ,08:00 AM-04:30 PM,,ho61600237,false,true,,,,poll54249879
ocd-division/country:us/state:mn/place:shorewood,Hennepin,Shorewood City Hall,5755 Country Club Road,,,Shorewood,MN,55331,1000,1500,11/5/16,11/5/16,False,False,False,1128,Shorewood City Hall,"5755 Country Club Road, Shorewood, MN 55331", ,10:00 AM-03:00 PM,,ho61600237,false,true,,,,poll54249879
ocd-division/country:us/state:mn/place:shorewood,Hennepin,Shorewood City Hall,5755 Country Club Road,,,Shorewood,MN,55331,800,1700,11/7/16,11/7/16,False,False,False,1129,Shorewood City Hall,"5755 Country Club Road, Shorewood, MN 55331", ,08:00 AM-05:00 PM,,ho61600237,false,true,,,,poll54249879
ocd-division/country:us/state:mn/place:spring_park,Hennepin,Spring Park City Hall,4349 Warren Ave,,,Spring Park,MN,55384,800,1630,9/23/16,9/23/16,False,False,False,1130,Spring Park City Hall,"4349 Warren Ave, Spring Park, MN 55384", ,08:00 AM-04:30 PM,,ho65140231,false,true,,,,poll15303953
ocd-division/country:us/state:mn/place:spring_park,Hennepin,Spring Park City Hall,4349 Warren Ave,,,Spring Park,MN,55384,800,1630,9/26/16,9/30/16,False,False,False,1131,Spring Park City Hall,"4349 Warren Ave, Spring Park, MN 55384", ,08:00 AM-04:30 PM,,ho65140231,false,true,,,,poll15303953
ocd-division/country:us/state:mn/place:spring_park,Hennepin,Spring Park City Hall,4349 Warren Ave,,,Spring Park,MN,55384,800,1630,10/3/16,10/7/16,False,False,False,1132,Spring Park City Hall,"4349 Warren Ave, Spring Park, MN 55384", ,08:00 AM-04:30 PM,,ho65140231,false,true,,,,poll15303953
ocd-division/country:us/state:mn/place:spring_park,Hennepin,Spring Park City Hall,4349 Warren Ave,,,Spring Park,MN,55384,800,1630,10/10/16,10/14/16,False,False,False,1133,Spring Park City Hall,"4349 Warren Ave, Spring Park, MN 55384", ,08:00 AM-04:30 PM,,ho65140231,false,true,,,,poll15303953
ocd-division/country:us/state:mn/place:spring_park,Hennepin,Spring Park City Hall,4349 Warren Ave,,,Spring Park,MN,55384,800,1630,10/17/16,10/21/16,False,False,False,1134,Spring Park City Hall,"4349 Warren Ave, Spring Park, MN 55384", ,08:00 AM-04:30 PM,,ho65140231,false,true,,,,poll15303953
ocd-division/country:us/state:mn/place:spring_park,Hennepin,Spring Park City Hall,4349 Warren Ave,,,Spring Park,MN,55384,800,1630,10/24/16,10/28/16,False,False,False,1135,Spring Park City Hall,"4349 Warren Ave, Spring Park, MN 55384", ,08:00 AM-04:30 PM,,ho65140231,false,true,,,,poll15303953
ocd-division/country:us/state:mn/place:spring_park,Hennepin,Spring Park City Hall,4349 Warren Ave,,,Spring Park,MN,55384,800,1630,10/31/16,11/4/16,False,False,False,1136,Spring Park City Hall,"4349 Warren Ave, Spring Park, MN 55384", ,08:00 AM-04:30 PM,,ho65140231,false,true,,,,poll15303953
ocd-division/country:us/state:mn/place:spring_park,Hennepin,Spring Park City Hall,4349 Warren Ave,,,Spring Park,MN,55384,1000,1500,11/5/16,11/5/16,False,False,False,1137,Spring Park City Hall,"4349 Warren Ave, Spring Park, MN 55384", ,10:00 AM-03:00 PM,,ho65140231,false,true,,,,poll15303953
ocd-division/country:us/state:mn/place:spring_park,Hennepin,Spring Park City Hall,4349 Warren Ave,,,Spring Park,MN,55384,800,1700,11/7/16,11/7/16,False,False,False,1138,Spring Park City Hall,"4349 Warren Ave, Spring Park, MN 55384", ,08:00 AM-05:00 PM,,ho65140231,false,true,,,,poll15303953
ocd-division/country:us/state:mn/place:st_anthony,Hennepin,St. Anthony City Hall,3301 Silver Lake Rd,,,St. Anthony,MN,55418,800,1630,9/23/16,9/23/16,False,False,False,1139,St. Anthony City Hall,"3301 Silver Lake Rd, St. Anthony, MN 55418", ,08:00 AM-04:30 PM,,ho6453931,false,true,,,,poll45837687
ocd-division/country:us/state:mn/place:st_anthony,Hennepin,St. Anthony City Hall,3301 Silver Lake Rd,,,St. Anthony,MN,55418,800,1630,9/26/16,9/30/16,False,False,False,1140,St. Anthony City Hall,"3301 Silver Lake Rd, St. Anthony, MN 55418", ,08:00 AM-04:30 PM,,ho6453931,false,true,,,,poll45837687
ocd-division/country:us/state:mn/place:st_anthony,Hennepin,St. Anthony City Hall,3301 Silver Lake Rd,,,St. Anthony,MN,55418,800,1630,10/3/16,10/7/16,False,False,False,1141,St. Anthony City Hall,"3301 Silver Lake Rd, St. Anthony, MN 55418", ,08:00 AM-04:30 PM,,ho6453931,false,true,,,,poll45837687
ocd-division/country:us/state:mn/place:st_anthony,Hennepin,St. Anthony City Hall,3301 Silver Lake Rd,,,St. Anthony,MN,55418,800,1630,10/10/16,10/14/16,False,False,False,1142,St. Anthony City Hall,"3301 Silver Lake Rd, St. Anthony, MN 55418", ,08:00 AM-04:30 PM,,ho6453931,false,true,,,,poll45837687
ocd-division/country:us/state:mn/place:st_anthony,Hennepin,St. Anthony City Hall,3301 Silver Lake Rd,,,St. Anthony,MN,55418,800,1630,10/17/16,10/21/16,False,False,False,1143,St. Anthony City Hall,"3301 Silver Lake Rd, St. Anthony, MN 55418", ,08:00 AM-04:30 PM,,ho6453931,false,true,,,,poll45837687
ocd-division/country:us/state:mn/place:st_anthony,Hennepin,St. Anthony City Hall,3301 Silver Lake Rd,,,St. Anthony,MN,55418,800,1630,10/24/16,10/28/16,False,False,False,1144,St. Anthony City Hall,"3301 Silver Lake Rd, St. Anthony, MN 55418", ,08:00 AM-04:30 PM,,ho6453931,false,true,,,,poll45837687
ocd-division/country:us/state:mn/place:st_anthony,Hennepin,St. Anthony City Hall,3301 Silver Lake Rd,,,St. Anthony,MN,55418,800,1630,10/31/16,11/4/16,False,False,False,1145,St. Anthony City Hall,"3301 Silver Lake Rd, St. Anthony, MN 55418", ,08:00 AM-04:30 PM,,ho6453931,false,true,,,,poll45837687
ocd-division/country:us/state:mn/place:st_anthony,Hennepin,St. Anthony City Hall,3301 Silver Lake Rd,,,St. Anthony,MN,55418,1000,1500,11/5/16,11/5/16,False,False,False,1146,St. Anthony City Hall,"3301 Silver Lake Rd, St. Anthony, MN 55418", ,10:00 AM-03:00 PM,,ho6453931,false,true,,,,poll45837687
ocd-division/country:us/state:mn/place:st_anthony,Hennepin,St. Anthony City Hall,3301 Silver Lake Rd,,,St. Anthony,MN,55418,800,1700,11/7/16,11/7/16,False,False,False,1147,St. Anthony City Hall,"3301 Silver Lake Rd, St. Anthony, MN 55418", ,08:00 AM-05:00 PM,,ho6453931,false,true,,,,poll45837687
ocd-division/country:us/state:mn/place:st_louis_park,Hennepin,St. Louis Park City Hall,5005 Minnetonka Boulevard,,,St. Louis Park,MN,55416,730,1630,9/23/16,9/23/16,False,False,False,1148,St. Louis Park City Hall,"5005 Minnetonka Boulevard, St. Louis Park, MN 55416", ,07:30 AM-04:30 PM,,ho1704490,false,true,,,,poll47514799
ocd-division/country:us/state:mn/place:st_louis_park,Hennepin,St. Louis Park City Hall,5005 Minnetonka Boulevard,,,St. Louis Park,MN,55416,730,1630,9/26/16,9/30/16,False,False,False,1149,St. Louis Park City Hall,"5005 Minnetonka Boulevard, St. Louis Park, MN 55416", ,07:30 AM-04:30 PM,,ho1704490,false,true,,,,poll47514799
ocd-division/country:us/state:mn/place:st_louis_park,Hennepin,St. Louis Park City Hall,5005 Minnetonka Boulevard,,,St. Louis Park,MN,55416,730,1630,10/3/16,10/7/16,False,False,False,1150,St. Louis Park City Hall,"5005 Minnetonka Boulevard, St. Louis Park, MN 55416", ,07:30 AM-04:30 PM,,ho1704490,false,true,,,,poll47514799
ocd-division/country:us/state:mn/place:st_louis_park,Hennepin,St. Louis Park City Hall,5005 Minnetonka Boulevard,,,St. Louis Park,MN,55416,730,1630,10/10/16,10/14/16,False,False,False,1151,St. Louis Park City Hall,"5005 Minnetonka Boulevard, St. Louis Park, MN 55416", ,07:30 AM-04:30 PM,,ho1704490,false,true,,,,poll47514799
ocd-division/country:us/state:mn/place:st_louis_park,Hennepin,St. Louis Park City Hall,5005 Minnetonka Boulevard,,,St. Louis Park,MN,55416,730,1630,10/17/16,10/21/16,False,False,False,1152,St. Louis Park City Hall,"5005 Minnetonka Boulevard, St. Louis Park, MN 55416", ,07:30 AM-04:30 PM,,ho1704490,false,true,,,,poll47514799
ocd-division/country:us/state:mn/place:st_louis_park,Hennepin,St. Louis Park City Hall,5005 Minnetonka Boulevard,,,St. Louis Park,MN,55416,730,1630,10/24/16,10/28/16,False,False,False,1153,St. Louis Park City Hall,"5005 Minnetonka Boulevard, St. Louis Park, MN 55416", ,07:30 AM-04:30 PM,,ho1704490,false,true,,,,poll47514799
ocd-division/country:us/state:mn/place:st_louis_park,Hennepin,St. Louis Park City Hall,5005 Minnetonka Boulevard,,,St. Louis Park,MN,55416,730,1630,10/31/16,11/4/16,False,False,False,1154,St. Louis Park City Hall,"5005 Minnetonka Boulevard, St. Louis Park, MN 55416", ,07:30 AM-04:30 PM,,ho1704490,false,true,,,,poll47514799
ocd-division/country:us/state:mn/place:st_louis_park,Hennepin,St. Louis Park City Hall,5005 Minnetonka Boulevard,,,St. Louis Park,MN,55416,1000,1500,11/5/16,11/5/16,False,False,False,1155,St. Louis Park City Hall,"5005 Minnetonka Boulevard, St. Louis Park, MN 55416", ,10:00 AM-03:00 PM,,ho1704490,false,true,,,,poll47514799
ocd-division/country:us/state:mn/place:st_louis_park,Hennepin,St. Louis Park City Hall,5005 Minnetonka Boulevard,,,St. Louis Park,MN,55416,730,1700,11/7/16,11/7/16,False,False,False,1156,St. Louis Park City Hall,"5005 Minnetonka Boulevard, St. Louis Park, MN 55416", ,07:30 AM-05:00 PM,,ho1704490,false,true,,,,poll47514799
ocd-division/country:us/state:mn/place:tonka_bay,Hennepin,Tonka Bay City Hall,4901 Manitou Rd,,,Tonka Bay,MN,55331,730,1730,9/26/16,9/29/16,False,False,False,1157,Tonka Bay City Hall,"4901 Manitou Rd, Tonka Bay, MN 55331", ,07:30 AM-05:30 PM,,ho67177025,false,true,,,,poll46801390
ocd-division/country:us/state:mn/place:tonka_bay,Hennepin,Tonka Bay City Hall,4901 Manitou Rd,,,Tonka Bay,MN,55331,730,1730,10/3/16,10/6/16,False,False,False,1158,Tonka Bay City Hall,"4901 Manitou Rd, Tonka Bay, MN 55331", ,07:30 AM-05:30 PM,,ho67177025,false,true,,,,poll46801390
ocd-division/country:us/state:mn/place:tonka_bay,Hennepin,Tonka Bay City Hall,4901 Manitou Rd,,,Tonka Bay,MN,55331,730,1730,10/10/16,10/13/16,False,False,False,1159,Tonka Bay City Hall,"4901 Manitou Rd, Tonka Bay, MN 55331", ,07:30 AM-05:30 PM,,ho67177025,false,true,,,,poll46801390
ocd-division/country:us/state:mn/place:tonka_bay,Hennepin,Tonka Bay City Hall,4901 Manitou Rd,,,Tonka Bay,MN,55331,730,1730,10/17/16,10/20/16,False,False,False,1160,Tonka Bay City Hall,"4901 Manitou Rd, Tonka Bay, MN 55331", ,07:30 AM-05:30 PM,,ho67177025,false,true,,,,poll46801390
ocd-division/country:us/state:mn/place:tonka_bay,Hennepin,Tonka Bay City Hall,4901 Manitou Rd,,,Tonka Bay,MN,55331,730,1730,10/24/16,10/27/16,False,False,False,1161,Tonka Bay City Hall,"4901 Manitou Rd, Tonka Bay, MN 55331", ,07:30 AM-05:30 PM,,ho67177025,false,true,,,,poll46801390
ocd-division/country:us/state:mn/place:tonka_bay,Hennepin,Tonka Bay City Hall,4901 Manitou Rd,,,Tonka Bay,MN,55331,730,1730,10/31/16,11/3/16,False,False,False,1162,Tonka Bay City Hall,"4901 Manitou Rd, Tonka Bay, MN 55331", ,07:30 AM-05:30 PM,,ho67177025,false,true,,,,poll46801390
ocd-division/country:us/state:mn/place:tonka_bay,Hennepin,Tonka Bay City Hall,4901 Manitou Rd,,,Tonka Bay,MN,55331,1000,1500,11/5/16,11/5/16,False,False,False,1163,Tonka Bay City Hall,"4901 Manitou Rd, Tonka Bay, MN 55331", ,10:00 AM-03:00 PM,,ho67177025,false,true,,,,poll46801390
ocd-division/country:us/state:mn/place:tonka_bay,Hennepin,Tonka Bay City Hall,4901 Manitou Rd,,,Tonka Bay,MN,55331,730,1730,11/7/16,11/7/16,False,False,False,1164,Tonka Bay City Hall,"4901 Manitou Rd, Tonka Bay, MN 55331", ,07:30 AM-05:30 PM,,ho67177025,false,true,,,,poll46801390
ocd-division/country:us/state:mn/place:brooklyn_park,Hennepin,Water Treatment Facility,5100 Edinbrook Terrace,,,Brooklyn Park,MN,55443,800,1700,9/23/16,9/23/16,False,False,False,1165,Water Treatment Facility,"5100 Edinbrook Terrace, Brooklyn Park, MN 55443", ,08:00 AM-05:00 PM,,ho79543933,false,true,,,,poll48180052
ocd-division/country:us/state:mn/place:brooklyn_park,Hennepin,Water Treatment Facility,5100 Edinbrook Terrace,,,Brooklyn Park,MN,55443,800,1700,9/26/16,9/30/16,False,False,False,1166,Water Treatment Facility,"5100 Edinbrook Terrace, Brooklyn Park, MN 55443", ,08:00 AM-05:00 PM,,ho79543933,false,true,,,,poll48180052
ocd-division/country:us/state:mn/place:brooklyn_park,Hennepin,Water Treatment Facility,5100 Edinbrook Terrace,,,Brooklyn Park,MN,55443,800,1700,10/3/16,10/7/16,False,False,False,1167,Water Treatment Facility,"5100 Edinbrook Terrace, Brooklyn Park, MN 55443", ,08:00 AM-05:00 PM,,ho79543933,false,true,,,,poll48180052
ocd-division/country:us/state:mn/place:brooklyn_park,Hennepin,Water Treatment Facility,5100 Edinbrook Terrace,,,Brooklyn Park,MN,55443,800,1700,10/10/16,10/14/16,False,False,False,1168,Water Treatment Facility,"5100 Edinbrook Terrace, Brooklyn Park, MN 55443", ,08:00 AM-05:00 PM,,ho79543933,false,true,,,,poll48180052
ocd-division/country:us/state:mn/place:brooklyn_park,Hennepin,Water Treatment Facility,5100 Edinbrook Terrace,,,Brooklyn Park,MN,55443,800,1700,10/17/16,10/21/16,False,False,False,1169,Water Treatment Facility,"5100 Edinbrook Terrace, Brooklyn Park, MN 55443", ,08:00 AM-05:00 PM,,ho79543933,false,true,,,,poll48180052
ocd-division/country:us/state:mn/place:brooklyn_park,Hennepin,Water Treatment Facility,5100 Edinbrook Terrace,,,Brooklyn Park,MN,55443,800,1700,10/24/16,10/28/16,False,False,False,1170,Water Treatment Facility,"5100 Edinbrook Terrace, Brooklyn Park, MN 55443", ,08:00 AM-05:00 PM,,ho79543933,false,true,,,,poll48180052
ocd-division/country:us/state:mn/place:brooklyn_park,Hennepin,Water Treatment Facility,5100 Edinbrook Terrace,,,Brooklyn Park,MN,55443,800,1700,10/31/16,11/4/16,False,False,False,1171,Water Treatment Facility,"5100 Edinbrook Terrace, Brooklyn Park, MN 55443", ,08:00 AM-05:00 PM,,ho79543933,false,true,,,,poll48180052
ocd-division/country:us/state:mn/place:brooklyn_park,Hennepin,Water Treatment Facility,5100 Edinbrook Terrace,,,Brooklyn Park,MN,55443,1000,1500,11/5/16,11/5/16,False,False,False,1172,Water Treatment Facility,"5100 Edinbrook Terrace, Brooklyn Park, MN 55443", ,10:00 AM-03:00 PM,,ho79543933,false,true,,,,poll48180052
ocd-division/country:us/state:mn/place:brooklyn_park,Hennepin,Water Treatment Facility,5100 Edinbrook Terrace,,,Brooklyn Park,MN,55443,800,1700,11/7/16,11/7/16,False,False,False,1173,Water Treatment Facility,"5100 Edinbrook Terrace, Brooklyn Park, MN 55443", ,08:00 AM-05:00 PM,,ho79543933,false,true,,,,poll48180052
ocd-division/country:us/state:mn/place:wayzata,Hennepin,Wayzata City Hall,600 Rice St E,,,Wayzata,MN,55391,700,1130,9/23/16,9/23/16,False,False,False,1174,Wayzata City Hall,"600 Rice St E, Wayzata, MN 55391", ,07:00 AM-11:30 AM,,ho56735498,false,true,,,,poll86239436
ocd-division/country:us/state:mn/place:wayzata,Hennepin,Wayzata City Hall,600 Rice St E,,,Wayzata,MN,55391,700,1630,9/26/16,9/29/16,False,False,False,1175,Wayzata City Hall,"600 Rice St E, Wayzata, MN 55391", ,07:00 AM-04:30 PM,,ho56735498,false,true,,,,poll86239436
ocd-division/country:us/state:mn/place:wayzata,Hennepin,Wayzata City Hall,600 Rice St E,,,Wayzata,MN,55391,700,1100,9/30/16,9/30/16,False,False,False,1176,Wayzata City Hall,"600 Rice St E, Wayzata, MN 55391", ,07:00 AM-11:00 AM,,ho56735498,false,true,,,,poll86239436
ocd-division/country:us/state:mn/place:wayzata,Hennepin,Wayzata City Hall,600 Rice St E,,,Wayzata,MN,55391,700,1630,10/3/16,10/6/16,False,False,False,1177,Wayzata City Hall,"600 Rice St E, Wayzata, MN 55391", ,07:00 AM-04:30 PM,,ho56735498,false,true,,,,poll86239436
ocd-division/country:us/state:mn/place:wayzata,Hennepin,Wayzata City Hall,600 Rice St E,,,Wayzata,MN,55391,700,1100,10/7/16,10/7/16,False,False,False,1178,Wayzata City Hall,"600 Rice St E, Wayzata, MN 55391", ,07:00 AM-11:00 AM,,ho56735498,false,true,,,,poll86239436
ocd-division/country:us/state:mn/place:wayzata,Hennepin,Wayzata City Hall,600 Rice St E,,,Wayzata,MN,55391,700,1630,10/10/16,10/13/16,False,False,False,1179,Wayzata City Hall,"600 Rice St E, Wayzata, MN 55391", ,07:00 AM-04:30 PM,,ho56735498,false,true,,,,poll86239436
ocd-division/country:us/state:mn/place:wayzata,Hennepin,Wayzata City Hall,600 Rice St E,,,Wayzata,MN,55391,700,1100,10/14/16,10/14/16,False,False,False,1180,Wayzata City Hall,"600 Rice St E, Wayzata, MN 55391", ,07:00 AM-11:00 AM,,ho56735498,false,true,,,,poll86239436
ocd-division/country:us/state:mn/place:wayzata,Hennepin,Wayzata City Hall,600 Rice St E,,,Wayzata,MN,55391,700,1630,10/17/16,10/20/16,False,False,False,1181,Wayzata City Hall,"600 Rice St E, Wayzata, MN 55391", ,07:00 AM-04:30 PM,,ho56735498,false,true,,,,poll86239436
ocd-division/country:us/state:mn/place:wayzata,Hennepin,Wayzata City Hall,600 Rice St E,,,Wayzata,MN,55391,700,1100,10/21/16,10/21/16,False,False,False,1182,Wayzata City Hall,"600 Rice St E, Wayzata, MN 55391", ,07:00 AM-11:00 AM,,ho56735498,false,true,,,,poll86239436
ocd-division/country:us/state:mn/place:wayzata,Hennepin,Wayzata City Hall,600 Rice St E,,,Wayzata,MN,55391,700,1630,10/24/16,10/27/16,False,False,False,1183,Wayzata City Hall,"600 Rice St E, Wayzata, MN 55391", ,07:00 AM-04:30 PM,,ho56735498,false,true,,,,poll86239436
ocd-division/country:us/state:mn/place:wayzata,Hennepin,Wayzata City Hall,600 Rice St E,,,Wayzata,MN,55391,700,1100,10/28/16,10/28/16,False,False,False,1184,Wayzata City Hall,"600 Rice St E, Wayzata, MN 55391", ,07:00 AM-11:00 AM,,ho56735498,false,true,,,,poll86239436
ocd-division/country:us/state:mn/place:wayzata,Hennepin,Wayzata City Hall,600 Rice St E,,,Wayzata,MN,55391,700,1630,10/31/16,11/3/16,False,False,False,1185,Wayzata City Hall,"600 Rice St E, Wayzata, MN 55391", ,07:00 AM-04:30 PM,,ho56735498,false,true,,,,poll86239436
ocd-division/country:us/state:mn/place:wayzata,Hennepin,Wayzata City Hall,600 Rice St E,,,Wayzata,MN,55391,700,1100,11/4/16,11/4/16,False,False,False,1186,Wayzata City Hall,"600 Rice St E, Wayzata, MN 55391", ,07:00 AM-11:00 AM,,ho56735498,false,true,,,,poll86239436
ocd-division/country:us/state:mn/place:wayzata,Hennepin,Wayzata City Hall,600 Rice St E,,,Wayzata,MN,55391,1000,1500,11/5/16,11/5/16,False,False,False,1187,Wayzata City Hall,"600 Rice St E, Wayzata, MN 55391", ,10:00 AM-03:00 PM,,ho56735498,false,true,,,,poll86239436
ocd-division/country:us/state:mn/place:wayzata,Hennepin,Wayzata City Hall,600 Rice St E,,,Wayzata,MN,55391,700,1700,11/7/16,11/7/16,False,False,False,1188,Wayzata City Hall,"600 Rice St E, Wayzata, MN 55391", ,07:00 AM-05:00 PM,,ho56735498,false,true,,,,poll86239436
ocd-division/country:us/state:mn/place:edina,Hennepin,,4801 West 50th St,,,Edina,MN,55424,800,1630,9/23/16,9/23/16,False,False,False,1189,,"4801 West 50th St, Edina, MN 55424", ,08:00 AM-04:30 PM,,ho28148600,false,true,,,,poll93081070
ocd-division/country:us/state:mn/place:edina,Hennepin,,4801 West 50th St,,,Edina,MN,55424,800,1630,9/26/16,9/30/16,False,False,False,1190,,"4801 West 50th St, Edina, MN 55424", ,08:00 AM-04:30 PM,,ho28148600,false,true,,,,poll93081070
ocd-division/country:us/state:mn/place:edina,Hennepin,,4801 West 50th St,,,Edina,MN,55424,800,1630,10/3/16,10/7/16,False,False,False,1191,,"4801 West 50th St, Edina, MN 55424", ,08:00 AM-04:30 PM,,ho28148600,false,true,,,,poll93081070
