ocd-division,County,Location Name,Address 1,Address 2,dirs,city,state,zip,start_time,end_time,start_date,end_date,is_only_by_appointment,is_or_by_appointment,Appointment Phone #,is_subject_to_change,is_drop_box
ocd-division/country:us/state:ca/county:madera,Madera County,Office of the County Clerk-Recorder,200 W. 4th Street,,,Madera,CA,93637,10:00:00 - 07:00,15:00:00 - 07:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:madera,Madera County,Sheriff's Office,48267 Liberty Lane,,,Oakhurst,CA,93644,10:00:00 - 07:00,15:00:00 - 07:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:marin,Marin County,Registrar of Voters,"3501 Civic Center, Room 121",,,San Rafael,CA,94903,08:00:00 - 07:00,16:30:00 - 07:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:marin,Marin County,Registrar of Voters,"3501 Civic Center, Room 121",,,San Rafael,CA,94903,08:00:00 - 07:00,16:30:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:marin,Marin County,Registrar of Voters,"3501 Civic Center, Room 121",,,San Rafael,CA,94903,08:00:00 - 07:00,16:30:00 - 07:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:marin,Marin County,Registrar of Voters,"3501 Civic Center, Room 121",,,San Rafael,CA,94903,08:00:00 - 07:00,16:30:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:marin,Marin County,Registrar of Voters,"3501 Civic Center, Room 121",,,San Rafael,CA,94903,08:00:00 - 08:00,16:30:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:mariposa,Mariposa County,County Clerk,4982 10th Street,,,Mariposa,CA,95338,08:00:00 - 07:00,17:00:00 - 07:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:mariposa,Mariposa County,County Clerk,4982 10th Street,,,Mariposa,CA,95338,08:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:mariposa,Mariposa County,County Clerk,4982 10th Street,,,Mariposa,CA,95338,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:mariposa,Mariposa County,County Clerk,4982 10th Street,,,Mariposa,CA,95338,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:mariposa,Mariposa County,County Clerk,4982 10th Street,,,Mariposa,CA,95338,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:mendocino,Mendocino County,Assessor-County Clerk-Recorder,"501 Low Gap Rd., Room 1020",,,Ukiah,CA,95482,08:00:00 - 07:00,17:00:00 - 07:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:mendocino,Mendocino County,Assessor-County Clerk-Recorder,"501 Low Gap Rd., Room 1020",,,Ukiah,CA,95482,08:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:mendocino,Mendocino County,Assessor-County Clerk-Recorder,"501 Low Gap Rd., Room 1020",,,Ukiah,CA,95482,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:mendocino,Mendocino County,Assessor-County Clerk-Recorder,"501 Low Gap Rd., Room 1020",,,Ukiah,CA,95482,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:mendocino,Mendocino County,Assessor-County Clerk-Recorder,"501 Low Gap Rd., Room 1020",,,Ukiah,CA,95482,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:merced,Merced County,County Clerk,"2222 M Street, Room 14",,,Merced,CA,95340,08:00:00 - 07:00,17:00:00 - 07:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:merced,Merced County,County Clerk,"2222 M Street, Room 14",,,Merced,CA,95340,08:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:merced,Merced County,County Clerk,"2222 M Street, Room 14",,,Merced,CA,95340,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:merced,Merced County,County Clerk,"2222 M Street, Room 14",,,Merced,CA,95340,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:merced,Merced County,County Clerk,"2222 M Street, Room 14",,,Merced,CA,95340,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:modoc,Modoc County,County Auditor-Clerk-Recorder,108 E. Modoc Street,,,Alturas,CA,96101,8:30:00 - 07:00,12:00:00 - 07:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:modoc,Modoc County,County Auditor-Clerk-Recorder,108 E. Modoc Street,,,Alturas,CA,96101,8:30:00 - 07:00,12:00:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:modoc,Modoc County,County Auditor-Clerk-Recorder,108 E. Modoc Street,,,Alturas,CA,96101,8:30:00 - 07:00,12:00:00 - 07:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:modoc,Modoc County,County Auditor-Clerk-Recorder,108 E. Modoc Street,,,Alturas,CA,96101,8:30:00 - 07:00,12:00:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:modoc,Modoc County,County Auditor-Clerk-Recorder,108 E. Modoc Street,,,Alturas,CA,96101,08:30:00 - 08:00,12:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:modoc,Modoc County,County Auditor-Clerk-Recorder,108 E. Modoc Street,,,Alturas,CA,96101,13:00:00 - 07:00,17:00:00 - 07:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:modoc,Modoc County,County Auditor-Clerk-Recorder,108 E. Modoc Street,,,Alturas,CA,96101,13:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:modoc,Modoc County,County Auditor-Clerk-Recorder,108 E. Modoc Street,,,Alturas,CA,96101,13:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:modoc,Modoc County,County Auditor-Clerk-Recorder,108 E. Modoc Street,,,Alturas,CA,96101,13:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:modoc,Modoc County,County Auditor-Clerk-Recorder,108 E. Modoc Street,,,Alturas,CA,96101,13:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:mono,Mono County,County Clerk-Recorder-Registrar,74 N. School Street,,Annex I,Bridgeport,CA,93517,08:00:00 - 07:00,17:00:00 - 07:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:mono,Mono County,County Clerk-Recorder-Registrar,74 N. School Street,,Annex I,Bridgeport,CA,93517,08:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:mono,Mono County,County Clerk-Recorder-Registrar,74 N. School Street,,Annex I,Bridgeport,CA,93517,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:mono,Mono County,County Clerk-Recorder-Registrar,74 N. School Street,,Annex I,Bridgeport,CA,93517,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:mono,Mono County,County Clerk-Recorder-Registrar,74 N. School Street,,Annex I,Bridgeport,CA,93517,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:monterey,Monterey County,Registrar of Voters,1370 S. Main St # B,,,Salinas,CA,93901,08:00:00 - 07:00,17:00:00 - 07:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:monterey,Monterey County,Registrar of Voters,1370 S. Main St # B,,,Salinas,CA,93901,08:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:monterey,Monterey County,Registrar of Voters,1370 S. Main St # B,,,Salinas,CA,93901,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:monterey,Monterey County,Registrar of Voters,1370 S. Main St # B,,,Salinas,CA,93901,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:monterey,Monterey County,Registrar of Voters,1370 S. Main St # B,,,Salinas,CA,93901,09:00:00 - 07:00,17:00:00 - 07:00,10/29/16,10/29/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:monterey,Monterey County,Registrar of Voters,1370 S. Main St # B,,,Salinas,CA,93901,09:00:00 - 07:00,17:00:00 - 07:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:monterey,Monterey County,Registrar of Voters,1370 S. Main St # B,,,Salinas,CA,93901,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:napa,Napa County,County Clerk's Office,"900 Coombs St, Room 256",,,Napa,CA,94559,08:00:00 - 07:00,17:00:00 - 07:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:napa,Napa County,County Clerk's Office,"900 Coombs St, Room 256",,,Napa,CA,94559,08:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:napa,Napa County,County Clerk's Office,"900 Coombs St, Room 256",,,Napa,CA,94559,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:napa,Napa County,County Clerk's Office,"900 Coombs St, Room 256",,,Napa,CA,94559,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:napa,Napa County,County Clerk's Office,"900 Coombs St, Room 256",,,Napa,CA,94559,8:30:00 - 07:00,16:30:00 - 07:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:napa,Napa County,County Clerk's Office,"900 Coombs St, Room 256",,,Napa,CA,94559,8:30:00 - 07:00,16:30:00 - 07:00,11/6/16,11/6/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:napa,Napa County,County Clerk's Office,"900 Coombs St, Room 256",,,Napa,CA,94559,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:nevada,Nevada County,County Clerk Office,"950 Maidu Avenue, Ste 250",,,Nevada City,CA,95959,08:00:00 - 07:00,17:00:00 - 07:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:nevada,Nevada County,County Clerk Office,"950 Maidu Avenue, Ste 250",,,Nevada City,CA,95959,08:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:nevada,Nevada County,County Clerk Office,"950 Maidu Avenue, Ste 250",,,Nevada City,CA,95959,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:nevada,Nevada County,County Clerk Office,"950 Maidu Avenue, Ste 250",,,Nevada City,CA,95959,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:nevada,Nevada County,County Clerk Office,"950 Maidu Avenue, Ste 250",,,Nevada City,CA,95959,9:00:00 - 07:00,16:00:00 - 07:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:nevada,Nevada County,County Clerk Office,"950 Maidu Avenue, Ste 250",,,Nevada City,CA,95959,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:nevada,Nevada County,Truckee Town Hall,10183 Truckee Airport Road,,,Truckee,CA,96161,08:00:00 - 07:00,12:00:00 - 07:00,10/11/16,10/14/16,,,,,
ocd-division/country:us/state:ca/county:nevada,Nevada County,Truckee Town Hall,10183 Truckee Airport Road,,,Truckee,CA,96161,08:00:00 - 07:00,12:00:00 - 07:00,10/17/16,10/21/16,,,,,
ocd-division/country:us/state:ca/county:nevada,Nevada County,Truckee Town Hall,10183 Truckee Airport Road,,,Truckee,CA,96161,08:00:00 - 07:00,12:00:00 - 07:00,10/24/16,10/28/16,,,,,
ocd-division/country:us/state:ca/county:nevada,Nevada County,Truckee Town Hall,10183 Truckee Airport Road,,,Truckee,CA,96161,08:00:00 - 07:00,12:00:00 - 07:00,10/31/16,11/4/16,,,,,
ocd-division/country:us/state:ca/county:nevada,Nevada County,Truckee Town Hall,10183 Truckee Airport Road,,,Truckee,CA,96161,08:00:00 - 08:00,12:00:00 - 08:00,11/7/16,11/7/16,,,,,
ocd-division/country:us/state:ca/county:nevada,Nevada County,Truckee Town Hall,10183 Truckee Airport Road,,,Truckee,CA,96161,13:00:00 - 07:00,17:00:00 - 07:00,10/11/16,10/14/16,,,,,
ocd-division/country:us/state:ca/county:nevada,Nevada County,Truckee Town Hall,10183 Truckee Airport Road,,,Truckee,CA,96161,13:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,,,,,
ocd-division/country:us/state:ca/county:nevada,Nevada County,Truckee Town Hall,10183 Truckee Airport Road,,,Truckee,CA,96161,13:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,,,,,
ocd-division/country:us/state:ca/county:nevada,Nevada County,Truckee Town Hall,10183 Truckee Airport Road,,,Truckee,CA,96161,13:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,,,,,
ocd-division/country:us/state:ca/county:nevada,Nevada County,Truckee Town Hall,10183 Truckee Airport Road,,,Truckee,CA,96161,13:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,,,,
ocd-division/country:us/state:ca/county:placer,Placer County,County Clerk Office,2956 Richardson Drive,,,Auburn,CA,95603,08:00:00 - 07:00,17:00:00 - 07:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:placer,Placer County,County Clerk Office,2956 Richardson Drive,,,Auburn,CA,95603,08:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:placer,Placer County,County Clerk Office,2956 Richardson Drive,,,Auburn,CA,95603,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:placer,Placer County,County Clerk Office,2956 Richardson Drive,,,Auburn,CA,95603,9:00:00 - 07:00,16:00:00 - 07:00,10/29/16,10/29/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:placer,Placer County,County Clerk Office,2956 Richardson Drive,,,Auburn,CA,95603,9:00:00 - 07:00,16:00:00 - 07:00,10/30/16,10/30/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:placer,Placer County,County Clerk Office,2956 Richardson Drive,,,Auburn,CA,95603,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:placer,Placer County,County Clerk Office,2956 Richardson Drive,,,Auburn,CA,95603,9:00:00 - 07:00,16:00:00 - 07:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:placer,Placer County,County Clerk Office,2956 Richardson Drive,,,Auburn,CA,95603,9:00:00 - 07:00,16:00:00 - 07:00,11/6/16,11/6/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:placer,Placer County,County Clerk Office,2956 Richardson Drive,,,Auburn,CA,95603,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:riverside,Riverside County,Registrar of Voters,2724 Gateway Drive,,,Riverside,CA,92507-0918,08:00:00 - 07:00,17:00:00 - 07:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:riverside,Riverside County,Registrar of Voters,2724 Gateway Drive,,,Riverside,CA,92507-0918,08:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:riverside,Riverside County,Registrar of Voters,2724 Gateway Drive,,,Riverside,CA,92507-0918,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:riverside,Riverside County,Registrar of Voters,2724 Gateway Drive,,,Riverside,CA,92507-0918,09:00:00 - 07:00,16:00:00 - 07:00,10/29/16,10/29/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:riverside,Riverside County,Registrar of Voters,2724 Gateway Drive,,,Riverside,CA,92507-0918,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:riverside,Riverside County,Registrar of Voters,2724 Gateway Drive,,,Riverside,CA,92507-0918,09:00:00 - 07:00,16:00:00 - 07:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:riverside,Riverside County,Registrar of Voters,2724 Gateway Drive,,,Riverside,CA,92507-0918,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_benito,San Benito County,San Benito County Elections Office,440 Fifth Street,,2nd Floor Room 206,Hollister,CA,95023,08:00:00 - 07:00,17:00:00 - 07:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_benito,San Benito County,San Benito County Elections Office,440 Fifth Street,,2nd Floor Room 206,Hollister,CA,95023,08:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_benito,San Benito County,San Benito County Elections Office,440 Fifth Street,,2nd Floor Room 206,Hollister,CA,95023,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_benito,San Benito County,San Benito County Elections Office,440 Fifth Street,,2nd Floor Room 206,Hollister,CA,95023,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_benito,San Benito County,San Benito County Elections Office,440 Fifth Street,,2nd Floor Room 206,Hollister,CA,95023,9:00:00 - 07:00,15:00:00 - 07:00,11/5/16,11/6/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_benito,San Benito County,San Benito County Elections Office,440 Fifth Street,,2nd Floor Room 206,Hollister,CA,95023,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_bernardino,San Bernardino County,San Bernardino Elections Office,777 E. Rialto Avenue,,,San Bernardino,CA,92415,07:30:00 - 07:00,17:30:00 - 07:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_bernardino,San Bernardino County,San Bernardino Elections Office,777 E. Rialto Avenue,,,San Bernardino,CA,92415,07:30:00 - 07:00,17:30:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_bernardino,San Bernardino County,San Bernardino Elections Office,777 E. Rialto Avenue,,,San Bernardino,CA,92415,07:30:00 - 07:00,17:30:00 - 07:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_bernardino,San Bernardino County,San Bernardino Elections Office,777 E. Rialto Avenue,,,San Bernardino,CA,92415,07:30:00 - 07:00,17:30:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_bernardino,San Bernardino County,San Bernardino Elections Office,777 E. Rialto Avenue,,,San Bernardino,CA,92415,07:30:00 - 07:00,17:30:00 - 07:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_bernardino,San Bernardino County,San Bernardino Elections Office,777 E. Rialto Avenue,,,San Bernardino,CA,92415,07:30:00 - 08:00,17:30:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_diego,San Diego County,Registrar of Voters,5600 Overland Avenue,,,San Diego,CA,92123,08:00:00 - 07:00,17:00:00 - 07:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_diego,San Diego County,Registrar of Voters,5600 Overland Avenue,,,San Diego,CA,92123,08:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_diego,San Diego County,Registrar of Voters,5600 Overland Avenue,,,San Diego,CA,92123,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_diego,San Diego County,Registrar of Voters,5600 Overland Avenue,,,San Diego,CA,92123,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_diego,San Diego County,Registrar of Voters,5600 Overland Avenue,,,San Diego,CA,92123,08:00:00 - 07:00,17:00:00 - 07:00,11/5/16,11/6/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_diego,San Diego County,Registrar of Voters,5600 Overland Avenue,,,San Diego,CA,92123,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_francisco,San Francisco County,Early Voting Center,1 Dr. Carlton B. Goodlett Place,,Room 48,San Francisco,CA,94102,08:00:00 - 07:00,17:00:00 - 07:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_francisco,San Francisco County,Early Voting Center,1 Dr. Carlton B. Goodlett Place,,Room 48,San Francisco,CA,94102,08:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_francisco,San Francisco County,Early Voting Center,1 Dr. Carlton B. Goodlett Place,,Room 48,San Francisco,CA,94102,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_francisco,San Francisco County,Early Voting Center,1 Dr. Carlton B. Goodlett Place,,Room 48,San Francisco,CA,94102,10:00:00 - 07:00,16:00:00 - 07:00,10/29/16,10/30/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_francisco,San Francisco County,Early Voting Center,1 Dr. Carlton B. Goodlett Place,,Room 48,San Francisco,CA,94102,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_francisco,San Francisco County,Early Voting Center,1 Dr. Carlton B. Goodlett Place,,Room 48,San Francisco,CA,94102,10:00:00 - 07:00,16:00:00 - 07:00,11/5/16,11/6/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_joaquin,San Joaquin County,San Joaquin County Registrar of Voters,44 N San Joaquin St,Suite 340,,Stockton,CA,95202,08:00:00 - 07:00,17:00:00 - 07:00,10/10/16,10/14/16,,,,,
ocd-division/country:us/state:ca/county:san_joaquin,San Joaquin County,San Joaquin County Registrar of Voters,44 N San Joaquin St,Suite 340,,Stockton,CA,95202,08:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,,,,,
ocd-division/country:us/state:ca/county:san_joaquin,San Joaquin County,San Joaquin County Registrar of Voters,44 N San Joaquin St,Suite 340,,Stockton,CA,95202,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,,,,,
ocd-division/country:us/state:ca/county:san_joaquin,San Joaquin County,San Joaquin County Registrar of Voters,44 N San Joaquin St,Suite 340,,Stockton,CA,95202,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,,,,,
ocd-division/country:us/state:ca/county:san_joaquin,San Joaquin County,San Joaquin County Registrar of Voters,44 N San Joaquin St,Suite 340,,Stockton,CA,95202,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,,,,
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,San Mateo County Registration & Elections,40 Tower Road,,,San Mateo,CA,94402,08:00:00 - 07:00,17:00:00 - 07:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,San Mateo County Registration & Elections,40 Tower Road,,,San Mateo,CA,94402,08:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,San Mateo County Registration & Elections,40 Tower Road,,,San Mateo,CA,94402,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,
