office,name,adr_1,adr_2,dirs,city,state,zip,start_time,end_time,start_date,end_date,appt,ocd-id,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Kiana,KIANA CITY CLERK'S OFFICE,Casonoff St,,Casonoff St & W Willow St,Kiana,AK,99749,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:40,163,"Casonoff St, Kiana, AK 99749",Casonoff St & W Willow St,08:00 AM - 05:00 PM,,ho35989437,false,true,,,,poll35989437
Kiana,KIANA CITY CLERK'S OFFICE,Casonoff St,,Casonoff St & W Willow St,Kiana,AK,99749,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:40,164,"Casonoff St, Kiana, AK 99749",Casonoff St & W Willow St,08:00 AM - 05:00 PM,,ho35989437,false,true,,,,poll35989437
Kiana,KIANA CITY CLERK'S OFFICE,Casonoff St,,Casonoff St & W Willow St,Kiana,AK,99749,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:40,165,"Casonoff St, Kiana, AK 99749",Casonoff St & W Willow St,08:00 AM - 05:00 PM,,ho35989437,false,true,,,,poll35989437
Deering City,MOTO-KARL RESIDENCE, 64 W ABBIE RD,,,Deering,AK,99736,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:40,166,"64 W Abbie Rd, Deering, AK 99736",,08:00 AM - 05:00 PM,,ho18730000,false,true,,,,poll18730000
Deering City,MOTO-KARL RESIDENCE, 64 W ABBIE RD,,,Deering,AK,99736,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:40,167,"64 W Abbie Rd, Deering, AK 99736",,08:00 AM - 05:00 PM,,ho18730000,false,true,,,,poll18730000
Deering City,MOTO-KARL RESIDENCE, 64 W ABBIE RD,,,Deering,AK,99736,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:40,168,"64 W Abbie Rd, Deering, AK 99736",,08:00 AM - 05:00 PM,,ho18730000,false,true,,,,poll18730000
Barrow City,NORTH SLOPE BOROUGH CLERK'S OFFICE, 1274 AGVIK ST,,,Barrow,AK,99723,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:40,169,"1274 Agvik St, Barrow, AK 99723",,08:00 AM - 05:00 PM,,ho43981236,false,true,,,,poll43981236
Barrow City,NORTH SLOPE BOROUGH CLERK'S OFFICE, 1274 AGVIK ST,,,Barrow,AK,99723,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:40,170,"1274 Agvik St, Barrow, AK 99723",,08:00 AM - 05:00 PM,,ho43981236,false,true,,,,poll43981236
Barrow City,NORTH SLOPE BOROUGH CLERK'S OFFICE, 1274 AGVIK ST,,,Barrow,AK,99723,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:40,171,"1274 Agvik St, Barrow, AK 99723",,08:00 AM - 05:00 PM,,ho43981236,false,true,,,,poll43981236
Anchorage Municipality,ANCHORAGE CITY HALL, 632 W 6TH AVE,,,Anchorage,AK,99501,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak,172,"632 W 6Th Ave, Anchorage, AK 99501",,08:00 AM - 05:00 PM,,ho29882637,false,true,,,,poll29882637
Anchorage Municipality,ANCHORAGE CITY HALL, 632 W 6TH AVE,,,Anchorage,AK,99501,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak,173,"632 W 6Th Ave, Anchorage, AK 99501",,08:00 AM - 05:00 PM,,ho29882637,false,true,,,,poll29882637
Anchorage Municipality,ANCHORAGE CITY HALL, 632 W 6TH AVE,,,Anchorage,AK,99501,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak,174,"632 W 6Th Ave, Anchorage, AK 99501",,08:00 AM - 05:00 PM,,ho29882637,false,true,,,,poll29882637
Juneau City ,REGION I ELECTIONS OFFICE,9109 Mendenhall Mall Road,Ste 3,,JUNEAU,AK,99801,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak,175,"9109 Mendenhall Mall Road, Juneau, AK 99801",,08:00 AM - 05:00 PM,,ho99959069,false,true,,,,poll99959069
Juneau City ,REGION I ELECTIONS OFFICE,9109 Mendenhall Mall Road,Ste 3,,JUNEAU,AK,99801,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak,176,"9109 Mendenhall Mall Road, Juneau, AK 99801",,08:00 AM - 05:00 PM,,ho99959069,false,true,,,,poll99959069
Juneau City ,REGION I ELECTIONS OFFICE,9109 Mendenhall Mall Road,Ste 3,,JUNEAU,AK,99801,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak,177,"9109 Mendenhall Mall Road, Juneau, AK 99801",,08:00 AM - 05:00 PM,,ho99959069,false,true,,,,poll99959069
Anchorage Municipality,Region II Elections Office,2525 Gambell Street, Suite 100,,Anchorage,AK,99503-2838,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak,178,"2525 Gambell Street, Anchorage, AK 99503",,08:00 AM - 05:00 PM,,ho29633575,false,true,,,,poll29633575
Anchorage Municipality,Region II Elections Office,2525 Gambell Street, Suite 100,,Anchorage,AK,99503-2838,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak,179,"2525 Gambell Street, Anchorage, AK 99503",,08:00 AM - 05:00 PM,,ho29633575,false,true,,,,poll29633575
Anchorage Municipality,Region II Elections Office,2525 Gambell Street, Suite 100,,Anchorage,AK,99503-2838,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak,180,"2525 Gambell Street, Anchorage, AK 99503",,08:00 AM - 05:00 PM,,ho29633575,false,true,,,,poll29633575
WASILLA,REGION II ELECTIONS OFFICE MAT-SU,1700 E BOGARD ROAD,,,Wasilla,AK,99654,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak,181,"1700 E Bogard Road, Wasilla, AK 99654",,08:00 AM - 05:00 PM,,ho99139280,false,true,,,,poll99139280
WASILLA,REGION II ELECTIONS OFFICE MAT-SU,1700 E BOGARD ROAD,,,Wasilla,AK,99654,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak,182,"1700 E Bogard Road, Wasilla, AK 99654",,08:00 AM - 05:00 PM,,ho99139280,false,true,,,,poll99139280
WASILLA,REGION II ELECTIONS OFFICE MAT-SU,1700 E BOGARD ROAD,,,Wasilla,AK,99654,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak,183,"1700 E Bogard Road, Wasilla, AK 99654",,08:00 AM - 05:00 PM,,ho99139280,false,true,,,,poll99139280
Fairbanks City,Region III Elections Office,675 7th Avenue, Suite H3,,Fairbanks,AK,99701-4542,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak,184,"675 7Th Avenue, Fairbanks, AK 99701",,08:00 AM - 05:00 PM,,ho50459041,false,true,,,,poll50459041
Fairbanks City,Region III Elections Office,675 7th Avenue, Suite H3,,Fairbanks,AK,99701-4542,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak,185,"675 7Th Avenue, Fairbanks, AK 99701",,08:00 AM - 05:00 PM,,ho50459041,false,true,,,,poll50459041
Fairbanks City,Region III Elections Office,675 7th Avenue, Suite H3,,Fairbanks,AK,99701-4542,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak,186,"675 7Th Avenue, Fairbanks, AK 99701",,08:00 AM - 05:00 PM,,ho50459041,false,true,,,,poll50459041
NOME,REGION IV ELECTIONS OFFICE,103 E FRONT STREET STE 230,,,NOME,AK,99762,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak,187,"103 E Front Street Ste 230, Nome, AK 99762",,08:00 AM - 05:00 PM,,ho75839609,false,true,,,,poll75839609
NOME,REGION IV ELECTIONS OFFICE,103 E FRONT STREET STE 230,,,NOME,AK,99762,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak,188,"103 E Front Street Ste 230, Nome, AK 99762",,08:00 AM - 05:00 PM,,ho75839609,false,true,,,,poll75839609
NOME,REGION IV ELECTIONS OFFICE,103 E FRONT STREET STE 230,,,NOME,AK,99762,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak,189,"103 E Front Street Ste 230, Nome, AK 99762",,08:00 AM - 05:00 PM,,ho75839609,false,true,,,,poll75839609
Juneau City ,STATE OFFICE BUILDING,333 WILLOUGHBY AVE ,8th Floor,,JUNEAU,AK,99801,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak,190,"333 Willoughby Ave, Juneau, AK 99801",,08:00 AM - 05:00 PM,,ho30154252,false,true,,,,poll30154252
Juneau City ,STATE OFFICE BUILDING,333 WILLOUGHBY AVE ,8th Floor,,JUNEAU,AK,99801,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak,191,"333 Willoughby Ave, Juneau, AK 99801",,08:00 AM - 05:00 PM,,ho30154252,false,true,,,,poll30154252
Juneau City ,STATE OFFICE BUILDING,333 WILLOUGHBY AVE ,8th Floor,,JUNEAU,AK,99801,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak,192,"333 Willoughby Ave, Juneau, AK 99801",,08:00 AM - 05:00 PM,,ho30154252,false,true,,,,poll30154252
PALMER,Î¾Matanuska Susitna  Borough Building,350 E DAHLIA AVE,,,PALMER,AK,99645,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:7,193,"350 E Dahlia Ave, Palmer, AK 99645",,08:00 AM - 05:00 PM,,ho89483205,false,true,,,,poll89483205
PALMER,Î¾Matanuska Susitna  Borough Building,350 E DAHLIA AVE,,,PALMER,AK,99645,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:7,194,"350 E Dahlia Ave, Palmer, AK 99645",,08:00 AM - 05:00 PM,,ho89483205,false,true,,,,poll89483205
PALMER,Î¾Matanuska Susitna  Borough Building,350 E DAHLIA AVE,,,PALMER,AK,99645,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:7,195,"350 E Dahlia Ave, Palmer, AK 99645",,08:00 AM - 05:00 PM,,ho89483205,false,true,,,,poll89483205
Homer City ,HOMER CITY CLERK'S OFFICE,491 E PIONEER AVE,,,Homer,AK,99603,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:29,196,"491 E Pioneer Ave, Homer, AK 99603",,08:00 AM - 05:00 PM,,ho5000065,false,true,,,,poll5000065
Homer City ,HOMER CITY CLERK'S OFFICE,491 E PIONEER AVE,,,Homer,AK,99603,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:29,197,"491 E Pioneer Ave, Homer, AK 99603",,08:00 AM - 05:00 PM,,ho5000065,false,true,,,,poll5000065
Homer City ,HOMER CITY CLERK'S OFFICE,491 E PIONEER AVE,,,Homer,AK,99603,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:29,198,"491 E Pioneer Ave, Homer, AK 99603",,08:00 AM - 05:00 PM,,ho5000065,false,true,,,,poll5000065
KENAI,KENAI CITY CLERK'S OFFICE,210 FIDALGO AVE,,,Kenai,AK,99611,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:29,199,"210 Fidalgo Ave, Kenai, AK 99611",,08:00 AM - 05:00 PM,,ho65156935,false,true,,,,poll65156935
KENAI,KENAI CITY CLERK'S OFFICE,210 FIDALGO AVE,,,Kenai,AK,99611,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:29,200,"210 Fidalgo Ave, Kenai, AK 99611",,08:00 AM - 05:00 PM,,ho65156935,false,true,,,,poll65156935
KENAI,KENAI CITY CLERK'S OFFICE,210 FIDALGO AVE,,,Kenai,AK,99611,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:29,201,"210 Fidalgo Ave, Kenai, AK 99611",,08:00 AM - 05:00 PM,,ho65156935,false,true,,,,poll65156935
SOLDOTNA,KPB RISK MANAGEMENT BUILDING,162 PARK AVENUE,,,SOLDOTNA,AK,99669,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:29,202,"162 Park Avenue, Soldotna, AK 99669",,08:00 AM - 05:00 PM,,ho78978987,false,true,,,,poll78978987
SOLDOTNA,KPB RISK MANAGEMENT BUILDING,162 PARK AVENUE,,,SOLDOTNA,AK,99669,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:29,203,"162 Park Avenue, Soldotna, AK 99669",,08:00 AM - 05:00 PM,,ho78978987,false,true,,,,poll78978987
SOLDOTNA,KPB RISK MANAGEMENT BUILDING,162 PARK AVENUE,,,SOLDOTNA,AK,99669,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:29,204,"162 Park Avenue, Soldotna, AK 99669",,08:00 AM - 05:00 PM,,ho78978987,false,true,,,,poll78978987
PALMER,MAT-SU BOROUGH BUILDING,350 E DAHLIA AVE,,,,AK,,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:12,205,"350 E Dahlia Ave, , AK ",,08:00 AM - 05:00 PM,,ho40754324,false,true,,,,poll40754324
PALMER,MAT-SU BOROUGH BUILDING,350 E DAHLIA AVE,,,,AK,,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:12,206,"350 E Dahlia Ave, , AK ",,08:00 AM - 05:00 PM,,ho40754324,false,true,,,,poll40754324
PALMER,MAT-SU BOROUGH BUILDING,350 E DAHLIA AVE,,,,AK,,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:12,207,"350 E Dahlia Ave, , AK ",,08:00 AM - 05:00 PM,,ho40754324,false,true,,,,poll40754324
SOLDOTNA,KPB RISK MANAGEMENT BUILDING,162 PARK AVENUE,,,,AK,,08:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:32,214,"162 Park Avenue, , AK ",,08:00 AM - 05:00 PM,,ho27947067,false,true,,,,poll27947067
SOLDOTNA,KPB RISK MANAGEMENT BUILDING,162 PARK AVENUE,,,,AK,,08:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:32,215,"162 Park Avenue, , AK ",,08:00 AM - 05:00 PM,,ho27947067,false,true,,,,poll27947067
SOLDOTNA,KPB RISK MANAGEMENT BUILDING,162 PARK AVENUE,,,,AK,,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:32,216,"162 Park Avenue, , AK ",,08:00 AM - 05:00 PM,,ho27947067,false,true,,,,poll27947067
VALDEZ,VALDEZ CITY CLERKS OFFICE,212 CHENEGA DRIVE,,,Valdez,AK,99686,08:30:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:9,217,"212 Chenega Drive, Valdez, AK 99686",,08:30 AM - 05:00 PM,,ho97506986,false,true,,,,poll97506986
VALDEZ,VALDEZ CITY CLERKS OFFICE,212 CHENEGA DRIVE,,,Valdez,AK,99686,08:30:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:9,218,"212 Chenega Drive, Valdez, AK 99686",,08:30 AM - 05:00 PM,,ho97506986,false,true,,,,poll97506986
VALDEZ,VALDEZ CITY CLERKS OFFICE,212 CHENEGA DRIVE,,,Valdez,AK,99686,08:30:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:9,219,"212 Chenega Drive, Valdez, AK 99686",,08:30 AM - 05:00 PM,,ho97506986,false,true,,,,poll97506986
RUBY,RUBY CITY HALL,90 Wildberry Rd,,,RUBY,AK,99768,08:30:00 - 08:00,17:30:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:39,220,"90 Wildberry Rd, Ruby, AK 99768",,08:30 AM - 05:30 PM,,ho31379730,false,true,,,,poll31379730
RUBY,RUBY CITY HALL,90 Wildberry Rd,,,RUBY,AK,99768,08:30:00 - 08:00,17:30:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:39,221,"90 Wildberry Rd, Ruby, AK 99768",,08:30 AM - 05:30 PM,,ho31379730,false,true,,,,poll31379730
RUBY,RUBY CITY HALL,90 Wildberry Rd,,,RUBY,AK,99768,08:30:00 - 08:00,17:30:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:39,222,"90 Wildberry Rd, Ruby, AK 99768",,08:30 AM - 05:30 PM,,ho31379730,false,true,,,,poll31379730
CHUGIAK City,CHUGIAK-EAGLE RIVER SENIOR CENTER, 22424 BIRCHWOOD LOOP RD,,,CHUGIAK,AK,99567,08:30:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:12,223,"22424 Birchwood Loop Rd, Chugiak, AK 99567",,08:30 AM - 05:00 PM,,ho95188191,false,true,,,,poll95188191
CHUGIAK City,CHUGIAK-EAGLE RIVER SENIOR CENTER, 22424 BIRCHWOOD LOOP RD,,,CHUGIAK,AK,99567,08:30:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:12,224,"22424 Birchwood Loop Rd, Chugiak, AK 99567",,08:30 AM - 05:00 PM,,ho95188191,false,true,,,,poll95188191
Arctic Village,Arctic Village Traditional Council,Mile 190 Dalton Hwy ,,"Approximately 2 hours from Fairbanks, past the Arctic Village Airport",Arctic Village,AK,99722,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:6,227,"Mile 190 Dalton Hwy, Arctic Village, AK 99722","Approximately 2 hours from Fairbanks, past the Arctic Village Airport",09:00 AM - 05:00 PM,,ho72371375,false,true,,,,poll72371375
Arctic Village,Arctic Village Traditional Council,Mile 190 Dalton Hwy ,,"Approximately 2 hours from Fairbanks, past the Arctic Village Airport",Arctic Village,AK,99722,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:6,228,"Mile 190 Dalton Hwy, Arctic Village, AK 99722","Approximately 2 hours from Fairbanks, past the Arctic Village Airport",09:00 AM - 05:00 PM,,ho72371375,false,true,,,,poll72371375
Arctic Village,Arctic Village Traditional Council,Mile 190 Dalton Hwy ,,"Approximately 2 hours from Fairbanks, past the Arctic Village Airport",Arctic Village,AK,99722,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:6,229,"Mile 190 Dalton Hwy, Arctic Village, AK 99722","Approximately 2 hours from Fairbanks, past the Arctic Village Airport",09:00 AM - 05:00 PM,,ho72371375,false,true,,,,poll72371375
Fort Yukon City,CITY OF FORT YUKON CITY OFFICE, E 7th Ave,,,Fort Yukon City,AK,99740,09:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:6,230,"E 7Th Ave, Fort Yukon City, AK 99740",,09:00 AM - 04:00 PM,,ho74684550,false,true,,,,poll74684550
Fort Yukon City,CITY OF FORT YUKON CITY OFFICE, E 7th Ave,,,Fort Yukon City,AK,99740,09:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:6,231,"E 7Th Ave, Fort Yukon City, AK 99740",,09:00 AM - 04:00 PM,,ho74684550,false,true,,,,poll74684550
Fort Yukon City,CITY OF FORT YUKON CITY OFFICE, E 7th Ave,,,Fort Yukon City,AK,99740,09:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:6,232,"E 7Th Ave, Fort Yukon City, AK 99740",,09:00 AM - 04:00 PM,,ho74684550,false,true,,,,poll74684550
Healy City ,DENALI BOROUGH CLERKS OFFICE,"Mile .5, Healy Spur Rd",,,HEALY,AK,99743,09:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/27/16,,ocd-division/country:us/state:ak/sldl:6,233,"Mile .5, Healy Spur Rd, Healy, AK 99743",,09:00 AM - 04:00 PM,,ho13372654,false,true,,,,poll13372654
Healy City ,DENALI BOROUGH CLERKS OFFICE,"Mile .5, Healy Spur Rd",,,HEALY,AK,99743,09:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/3/16,,ocd-division/country:us/state:ak/sldl:6,234,"Mile .5, Healy Spur Rd, Healy, AK 99743",,09:00 AM - 04:00 PM,,ho13372654,false,true,,,,poll13372654
Healy City ,DENALI BOROUGH CLERKS OFFICE,"Mile .5, Healy Spur Rd",,,HEALY,AK,99743,09:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:6,235,"Mile .5, Healy Spur Rd, Healy, AK 99743",,09:00 AM - 04:00 PM,,ho13372654,false,true,,,,poll13372654
Gulkana City ,Gulkana Village CouncilÎ¾,Mile 127 Richardson Hwy,,,Gakona,AK,99586,09:00:00 - 08:00,16:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:6,236,"Mile 127 Richardson Hwy, Gakona, AK 99586",,09:00 AM - 04:00 PM,,ho96589106,false,true,,,,poll96589106
Gulkana City ,Gulkana Village CouncilÎ¾,Mile 127 Richardson Hwy,,,Gakona,AK,99586,09:00:00 - 08:00,16:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:6,237,"Mile 127 Richardson Hwy, Gakona, AK 99586",,09:00 AM - 04:00 PM,,ho96589106,false,true,,,,poll96589106
Gulkana City ,Gulkana Village CouncilÎ¾,Mile 127 Richardson Hwy,,,Gakona,AK,99586,09:00:00 - 08:00,16:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:6,238,"Mile 127 Richardson Hwy, Gakona, AK 99586",,09:00 AM - 04:00 PM,,ho96589106,false,true,,,,poll96589106
TOK,TOK DISTRICT COURT,MILE 1313.5 ALASKA HWY,,,Tok,AK,99780,09:00:00 - 08:00,12:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:6,239,"Mile 1313.5 Alaska Hwy, Tok, AK 99780",,09:00 AM - 12:00 PM,,ho62692792,false,true,,,,poll62692792
TOK,TOK DISTRICT COURT,MILE 1313.5 ALASKA HWY,,,Tok,AK,99780,09:00:00 - 08:00,12:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:6,240,"Mile 1313.5 Alaska Hwy, Tok, AK 99780",,09:00 AM - 12:00 PM,,ho62692792,false,true,,,,poll62692792
TOK,TOK DISTRICT COURT,MILE 1313.5 ALASKA HWY,,,Tok,AK,99780,09:00:00 - 08:00,12:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:6,241,"Mile 1313.5 Alaska Hwy, Tok, AK 99780",,09:00 AM - 12:00 PM,,ho62692792,false,true,,,,poll62692792
Houston City ,HOUSTON CITY HALL,13878 W ARMSTRONG RD,,,HOUSTON,AK,99694,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:10,242,"13878 W Armstrong Rd, Houston, AK 99694",,09:00 AM - 05:00 PM,,ho66273736,false,true,,,,poll66273736
Houston City ,HOUSTON CITY HALL,13878 W ARMSTRONG RD,,,HOUSTON,AK,99694,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:10,243,"13878 W Armstrong Rd, Houston, AK 99694",,09:00 AM - 05:00 PM,,ho66273736,false,true,,,,poll66273736
Houston City ,HOUSTON CITY HALL,13878 W ARMSTRONG RD,,,HOUSTON,AK,99694,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:10,244,"13878 W Armstrong Rd, Houston, AK 99694",,09:00 AM - 05:00 PM,,ho66273736,false,true,,,,poll66273736
KODIAK,KODIAK BOROUGH CLERK'S OFFICE,710 MILL BAY ROAD RM 234,,,Kodiak,AK,99615,09:00:00 - 08:00,17:00:00 - 08:00,10/24/16,10/28/16,,ocd-division/country:us/state:ak/sldl:32,245,"710 Mill Bay Road Rm 234, Kodiak, AK 99615",,09:00 AM - 05:00 PM,,ho28804141,false,true,,,,poll28804141
KODIAK,KODIAK BOROUGH CLERK'S OFFICE,710 MILL BAY ROAD RM 234,,,Kodiak,AK,99615,09:00:00 - 08:00,17:00:00 - 08:00,10/31/16,11/4/16,,ocd-division/country:us/state:ak/sldl:32,246,"710 Mill Bay Road Rm 234, Kodiak, AK 99615",,09:00 AM - 05:00 PM,,ho28804141,false,true,,,,poll28804141
KODIAK,KODIAK BOROUGH CLERK'S OFFICE,710 MILL BAY ROAD RM 234,,,Kodiak,AK,99615,09:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,,ocd-division/country:us/state:ak/sldl:32,247,"710 Mill Bay Road Rm 234, Kodiak, AK 99615",,09:00 AM - 05:00 PM,,ho28804141,false,true,,,,poll28804141
PORT GRAHAM,PORT GRAHAM COMMUNITY HALL,5510 Graham Rd ,,,PORT GRAHAM,AK,99603,09:00:00 - 08:00,13:00:00 - 08:00,10/24/16,10/24/16,,ocd-division/country:us/state:ak/sldl:32,248,"5510 Graham Rd, Port Graham, AK 99603",,09:00 AM - 01:00 PM,,ho62234679,false,true,,,,poll62234679
PORT GRAHAM,PORT GRAHAM COMMUNITY HALL,5510 Graham Rd ,,,PORT GRAHAM,AK,99603,09:00:00 - 08:00,13:00:00 - 08:00,10/26/16,10/28/16,,ocd-division/country:us/state:ak/sldl:32,249,"5510 Graham Rd, Port Graham, AK 99603",,09:00 AM - 01:00 PM,,ho62234679,false,true,,,,poll62234679
PORT GRAHAM,PORT GRAHAM COMMUNITY HALL,5510 Graham Rd ,,,PORT GRAHAM,AK,99603,09:00:00 - 08:00,13:00:00 - 08:00,10/31/16,10/31/16,,ocd-division/country:us/state:ak/sldl:32,250,"5510 Graham Rd, Port Graham, AK 99603",,09:00 AM - 01:00 PM,,ho62234679,false,true,,,,poll62234679
