ocd-division,county,name,address_one,address_two,city,state,zip,start_time,end_time,start_date,end_date,appt1,appt2,app3,subject_to_change,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
ocd-division/country:us/state:ia/county:clay,Clay County,County Admn. Bldg.,300 W. 4th St.,Ste 4,Spencer,IA,51301,08:00:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,False,False,False,,189,"300 W. 4th St., Spencer, IA 51301",Ste 4,08:00 AM-04:30 PM,,ho96229572,false,true,,,,poll16805478
ocd-division/country:us/state:ia/county:clayton,Clayton County,,111 High St. NE,,Elkader,IA,52043,08:00:00 - 05:00,16:30:00 - 05:00,9/29/16,9/30/16,False,False,False,,190,"111 High St. NE, Elkader, IA 52043",,08:00 AM-04:30 PM,,ho68143909,false,true,,,,poll61944465
ocd-division/country:us/state:ia/county:clayton,Clayton County,,111 High St. NE,,Elkader,IA,52043,08:00:00 - 05:00,16:30:00 - 05:00,10/3/16,10/7/16,False,False,False,,191,"111 High St. NE, Elkader, IA 52043",,08:00 AM-04:30 PM,,ho68143909,false,true,,,,poll61944465
ocd-division/country:us/state:ia/county:clayton,Clayton County,,111 High St. NE,,Elkader,IA,52043,08:00:00 - 05:00,16:30:00 - 05:00,10/10/16,10/14/16,False,False,False,,192,"111 High St. NE, Elkader, IA 52043",,08:00 AM-04:30 PM,,ho68143909,false,true,,,,poll61944465
ocd-division/country:us/state:ia/county:clayton,Clayton County,,111 High St. NE,,Elkader,IA,52043,08:00:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,False,False,False,,193,"111 High St. NE, Elkader, IA 52043",,08:00 AM-04:30 PM,,ho68143909,false,true,,,,poll61944465
ocd-division/country:us/state:ia/county:clayton,Clayton County,,111 High St. NE,,Elkader,IA,52043,08:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,False,False,False,,194,"111 High St. NE, Elkader, IA 52043",,08:00 AM-04:30 PM,,ho68143909,false,true,,,,poll61944465
ocd-division/country:us/state:ia/county:clayton,Clayton County,,111 High St. NE,,Elkader,IA,52043,08:00:00 - 05:00,16:30:00 - 05:00,10/29/16,10/29/16,False,False,False,,195,"111 High St. NE, Elkader, IA 52043",,08:00 AM-04:30 PM,,ho68143909,false,true,,,,poll61944465
ocd-division/country:us/state:ia/county:clayton,Clayton County,,111 High St. NE,,Elkader,IA,52043,08:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,False,False,False,,196,"111 High St. NE, Elkader, IA 52043",,08:00 AM-04:30 PM,,ho68143909,false,true,,,,poll61944465
ocd-division/country:us/state:ia/county:clayton,Clayton County,,111 High St. NE,,Elkader,IA,52043,08:00:00 - 05:00,16:30:00 - 05:00,11/5/16,11/5/16,False,False,False,,197,"111 High St. NE, Elkader, IA 52043",,08:00 AM-04:30 PM,,ho68143909,false,true,,,,poll61944465
ocd-division/country:us/state:ia/county:clayton,Clayton County,,111 High St. NE,,Elkader,IA,52043,08:00:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,False,False,False,,198,"111 High St. NE, Elkader, IA 52043",,08:00 AM-04:30 PM,,ho68143909,false,true,,,,poll61944465
ocd-division/country:us/state:ia/county:clinton,Clinton County,,1900 N. 3rd St,,Clinton,IA,52732,08:00:00 - 05:00,16:30:00 - 05:00,9/29/16,9/30/16,False,False,False,,199,"1900 N. 3rd St, Clinton, IA 52732",,08:00 AM-04:30 PM,,ho87929444,false,true,,,,poll46526790
ocd-division/country:us/state:ia/county:clinton,Clinton County,,1900 N. 3rd St,,Clinton,IA,52732,08:00:00 - 05:00,16:30:00 - 05:00,10/3/16,10/7/16,False,False,False,,200,"1900 N. 3rd St, Clinton, IA 52732",,08:00 AM-04:30 PM,,ho87929444,false,true,,,,poll46526790
ocd-division/country:us/state:ia/county:clinton,Clinton County,,1900 N. 3rd St,,Clinton,IA,52732,08:00:00 - 05:00,16:30:00 - 05:00,10/10/16,10/14/16,False,False,False,,201,"1900 N. 3rd St, Clinton, IA 52732",,08:00 AM-04:30 PM,,ho87929444,false,true,,,,poll46526790
ocd-division/country:us/state:ia/county:clinton,Clinton County,,1900 N. 3rd St,,Clinton,IA,52732,08:00:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,False,False,False,,202,"1900 N. 3rd St, Clinton, IA 52732",,08:00 AM-04:30 PM,,ho87929444,false,true,,,,poll46526790
ocd-division/country:us/state:ia/county:clinton,Clinton County,,1900 N. 3rd St,,Clinton,IA,52732,08:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,False,False,False,,203,"1900 N. 3rd St, Clinton, IA 52732",,08:00 AM-04:30 PM,,ho87929444,false,true,,,,poll46526790
ocd-division/country:us/state:ia/county:clinton,Clinton County,,1900 N. 3rd St,,Clinton,IA,52732,08:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,False,False,False,,204,"1900 N. 3rd St, Clinton, IA 52732",,08:00 AM-05:00 PM,,ho87929444,false,true,,,,poll46526790
ocd-division/country:us/state:ia/county:clinton,Clinton County,,1900 N. 3rd St,,Clinton,IA,52732,08:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,False,False,False,,205,"1900 N. 3rd St, Clinton, IA 52732",,08:00 AM-04:30 PM,,ho87929444,false,true,,,,poll46526790
ocd-division/country:us/state:ia/county:clinton,Clinton County,,1900 N. 3rd St,,Clinton,IA,52732,08:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,False,False,False,,206,"1900 N. 3rd St, Clinton, IA 52732",,08:00 AM-05:00 PM,,ho87929444,false,true,,,,poll46526790
ocd-division/country:us/state:ia/county:clinton,Clinton County,,1900 N. 3rd St,,Clinton,IA,52732,08:00:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,False,False,False,,207,"1900 N. 3rd St, Clinton, IA 52732",,08:00 AM-04:30 PM,,ho87929444,false,true,,,,poll46526790
ocd-division/country:us/state:ia/county:crawford,Crawford County,,1202 Broadway,Ste 5,Denison,IA,51442,08:00:00 - 05:00,16:30:00 - 05:00,9/29/16,9/30/16,False,False,False,,208,"1202 Broadway, Denison, IA 51442",Ste 5,08:00 AM-04:30 PM,,ho61909624,false,true,,,,poll88031588
ocd-division/country:us/state:ia/county:crawford,Crawford County,,1202 Broadway,Ste 5,Denison,IA,51442,08:00:00 - 05:00,16:30:00 - 05:00,10/3/16,10/7/16,False,False,False,,209,"1202 Broadway, Denison, IA 51442",Ste 5,08:00 AM-04:30 PM,,ho61909624,false,true,,,,poll88031588
ocd-division/country:us/state:ia/county:crawford,Crawford County,,1202 Broadway,Ste 5,Denison,IA,51442,08:00:00 - 05:00,16:30:00 - 05:00,10/10/16,10/14/16,False,False,False,,210,"1202 Broadway, Denison, IA 51442",Ste 5,08:00 AM-04:30 PM,,ho61909624,false,true,,,,poll88031588
ocd-division/country:us/state:ia/county:crawford,Crawford County,,1202 Broadway,Ste 5,Denison,IA,51442,08:00:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,False,False,False,,211,"1202 Broadway, Denison, IA 51442",Ste 5,08:00 AM-04:30 PM,,ho61909624,false,true,,,,poll88031588
ocd-division/country:us/state:ia/county:crawford,Crawford County,,1202 Broadway,Ste 5,Denison,IA,51442,08:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,False,False,False,,212,"1202 Broadway, Denison, IA 51442",Ste 5,08:00 AM-04:30 PM,,ho61909624,false,true,,,,poll88031588
ocd-division/country:us/state:ia/county:crawford,Crawford County,,1202 Broadway,Ste 5,Denison,IA,51442,08:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,False,False,False,,213,"1202 Broadway, Denison, IA 51442",Ste 5,08:00 AM-05:00 PM,,ho61909624,false,true,,,,poll88031588
ocd-division/country:us/state:ia/county:crawford,Crawford County,,1202 Broadway,Ste 5,Denison,IA,51442,08:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,False,False,False,,214,"1202 Broadway, Denison, IA 51442",Ste 5,08:00 AM-04:30 PM,,ho61909624,false,true,,,,poll88031588
ocd-division/country:us/state:ia/county:crawford,Crawford County,,1202 Broadway,Ste 5,Denison,IA,51442,09:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,False,False,False,,215,"1202 Broadway, Denison, IA 51442",Ste 5,09:00 AM-05:00 PM,,ho61909624,false,true,,,,poll88031588
ocd-division/country:us/state:ia/county:crawford,Crawford County,,1202 Broadway,Ste 5,Denison,IA,51442,08:00:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,False,False,False,,216,"1202 Broadway, Denison, IA 51442",Ste 5,08:00 AM-04:30 PM,,ho61909624,false,true,,,,poll88031588
ocd-division/country:us/state:ia/county:dallas,Dallas County,,210 N 10th St,,Adel,IA,50003,08:00:00 - 05:00,16:30:00 - 05:00,9/29/16,9/30/16,False,False,False,,217,"210 N 10th St, Adel, IA 50003",,08:00 AM-04:30 PM,,ho22139422,false,true,,,,poll36994123
ocd-division/country:us/state:ia/county:dallas,Dallas County,,210 N 10th St,,Adel,IA,50003,08:00:00 - 05:00,16:30:00 - 05:00,10/3/16,10/7/16,False,False,False,,218,"210 N 10th St, Adel, IA 50003",,08:00 AM-04:30 PM,,ho22139422,false,true,,,,poll36994123
ocd-division/country:us/state:ia/county:dallas,Dallas County,,210 N 10th St,,Adel,IA,50003,08:00:00 - 05:00,16:30:00 - 05:00,10/10/16,10/14/16,False,False,False,,219,"210 N 10th St, Adel, IA 50003",,08:00 AM-04:30 PM,,ho22139422,false,true,,,,poll36994123
ocd-division/country:us/state:ia/county:dallas,Dallas County,,210 N 10th St,,Adel,IA,50003,08:00:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,False,False,False,,220,"210 N 10th St, Adel, IA 50003",,08:00 AM-04:30 PM,,ho22139422,false,true,,,,poll36994123
ocd-division/country:us/state:ia/county:dallas,Dallas County,,210 N 10th St,,Adel,IA,50003,08:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,False,False,False,,221,"210 N 10th St, Adel, IA 50003",,08:00 AM-04:30 PM,,ho22139422,false,true,,,,poll36994123
ocd-division/country:us/state:ia/county:dallas,Dallas County,,210 N 10th St,,Adel,IA,50003,08:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,False,False,False,,222,"210 N 10th St, Adel, IA 50003",,08:00 AM-05:00 PM,,ho22139422,false,true,,,,poll36994123
ocd-division/country:us/state:ia/county:dallas,Dallas County,,210 N 10th St,,Adel,IA,50003,08:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,False,False,False,,223,"210 N 10th St, Adel, IA 50003",,08:00 AM-04:30 PM,,ho22139422,false,true,,,,poll36994123
ocd-division/country:us/state:ia/county:dallas,Dallas County,,210 N 10th St,,Adel,IA,50003,08:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,False,False,False,,224,"210 N 10th St, Adel, IA 50003",,08:00 AM-05:00 PM,,ho22139422,false,true,,,,poll36994123
ocd-division/country:us/state:ia/county:dallas,Dallas County,,210 N 10th St,,Adel,IA,50003,08:00:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,False,False,False,,225,"210 N 10th St, Adel, IA 50003",,08:00 AM-04:30 PM,,ho22139422,false,true,,,,poll36994123
ocd-division/country:us/state:ia/county:davis,Davis County,,100 Courthouse Square,Ste 2,Bloomfield,IA,52537,08:00:00 - 05:00,16:00:00 - 05:00,9/29/16,9/30/16,False,False,False,,226,"100 Courthouse Square, Bloomfield, IA 52537",Ste 2,08:00 AM-04:00 PM,,ho63258270,false,true,,,,poll2281505
ocd-division/country:us/state:ia/county:davis,Davis County,,100 Courthouse Square,Ste 2,Bloomfield,IA,52537,08:00:00 - 05:00,16:00:00 - 05:00,10/3/16,10/7/16,False,False,False,,227,"100 Courthouse Square, Bloomfield, IA 52537",Ste 2,08:00 AM-04:00 PM,,ho63258270,false,true,,,,poll2281505
ocd-division/country:us/state:ia/county:davis,Davis County,,100 Courthouse Square,Ste 2,Bloomfield,IA,52537,08:00:00 - 05:00,16:00:00 - 05:00,10/10/16,10/14/16,False,False,False,,228,"100 Courthouse Square, Bloomfield, IA 52537",Ste 2,08:00 AM-04:00 PM,,ho63258270,false,true,,,,poll2281505
ocd-division/country:us/state:ia/county:davis,Davis County,,100 Courthouse Square,Ste 2,Bloomfield,IA,52537,08:00:00 - 05:00,16:00:00 - 05:00,10/17/16,10/21/16,False,False,False,,229,"100 Courthouse Square, Bloomfield, IA 52537",Ste 2,08:00 AM-04:00 PM,,ho63258270,false,true,,,,poll2281505
ocd-division/country:us/state:ia/county:davis,Davis County,,100 Courthouse Square,Ste 2,Bloomfield,IA,52537,08:00:00 - 05:00,16:00:00 - 05:00,10/24/16,10/28/16,False,False,False,,230,"100 Courthouse Square, Bloomfield, IA 52537",Ste 2,08:00 AM-04:00 PM,,ho63258270,false,true,,,,poll2281505
ocd-division/country:us/state:ia/county:davis,Davis County,,100 Courthouse Square,Ste 2,Bloomfield,IA,52537,08:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,False,False,False,,231,"100 Courthouse Square, Bloomfield, IA 52537",Ste 2,08:00 AM-05:00 PM,,ho63258270,false,true,,,,poll2281505
ocd-division/country:us/state:ia/county:davis,Davis County,,100 Courthouse Square,Ste 2,Bloomfield,IA,52537,08:00:00 - 05:00,16:00:00 - 05:00,10/31/16,11/4/16,False,False,False,,232,"100 Courthouse Square, Bloomfield, IA 52537",Ste 2,08:00 AM-04:00 PM,,ho63258270,false,true,,,,poll2281505
ocd-division/country:us/state:ia/county:davis,Davis County,,100 Courthouse Square,Ste 2,Bloomfield,IA,52537,09:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,False,False,False,,233,"100 Courthouse Square, Bloomfield, IA 52537",Ste 2,09:00 AM-05:00 PM,,ho63258270,false,true,,,,poll2281505
ocd-division/country:us/state:ia/county:davis,Davis County,,100 Courthouse Square,Ste 2,Bloomfield,IA,52537,08:00:00 - 06:00,16:00:00 - 06:00,11/7/16,11/7/16,False,False,False,,234,"100 Courthouse Square, Bloomfield, IA 52537",Ste 2,08:00 AM-04:00 PM,,ho63258270,false,true,,,,poll2281505
ocd-division/country:us/state:ia/county:decatur,Decatur County,,207 N. Main St,,Leon,IA,50144,08:00:00 - 05:00,16:30:00 - 05:00,9/29/16,9/30/16,False,False,False,,235,"207 N. Main St, Leon, IA 50144",,08:00 AM-04:30 PM,,ho21465260,false,true,,,,poll72233784
ocd-division/country:us/state:ia/county:decatur,Decatur County,,207 N. Main St,,Leon,IA,50144,08:00:00 - 05:00,16:30:00 - 05:00,10/3/16,10/7/16,False,False,False,,236,"207 N. Main St, Leon, IA 50144",,08:00 AM-04:30 PM,,ho21465260,false,true,,,,poll72233784
ocd-division/country:us/state:ia/county:decatur,Decatur County,,207 N. Main St,,Leon,IA,50144,08:00:00 - 05:00,16:30:00 - 05:00,10/10/16,10/14/16,False,False,False,,237,"207 N. Main St, Leon, IA 50144",,08:00 AM-04:30 PM,,ho21465260,false,true,,,,poll72233784
ocd-division/country:us/state:ia/county:decatur,Decatur County,,207 N. Main St,,Leon,IA,50144,08:00:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,False,False,False,,238,"207 N. Main St, Leon, IA 50144",,08:00 AM-04:30 PM,,ho21465260,false,true,,,,poll72233784
ocd-division/country:us/state:ia/county:decatur,Decatur County,,207 N. Main St,,Leon,IA,50144,08:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,False,False,False,,239,"207 N. Main St, Leon, IA 50144",,08:00 AM-04:30 PM,,ho21465260,false,true,,,,poll72233784
ocd-division/country:us/state:ia/county:decatur,Decatur County,,207 N. Main St,,Leon,IA,50144,08:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,False,False,False,,240,"207 N. Main St, Leon, IA 50144",,08:00 AM-05:00 PM,,ho21465260,false,true,,,,poll72233784
ocd-division/country:us/state:ia/county:decatur,Decatur County,,207 N. Main St,,Leon,IA,50144,08:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,False,False,False,,241,"207 N. Main St, Leon, IA 50144",,08:00 AM-04:30 PM,,ho21465260,false,true,,,,poll72233784
ocd-division/country:us/state:ia/county:decatur,Decatur County,,207 N. Main St,,Leon,IA,50144,09:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,False,False,False,,242,"207 N. Main St, Leon, IA 50144",,09:00 AM-05:00 PM,,ho21465260,false,true,,,,poll72233784
ocd-division/country:us/state:ia/county:decatur,Decatur County,,207 N. Main St,,Leon,IA,50144,08:00:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,False,False,False,,243,"207 N. Main St, Leon, IA 50144",,08:00 AM-04:30 PM,,ho21465260,false,true,,,,poll72233784
ocd-division/country:us/state:ia/county:delaware,Delaware County,,301 E. Main St,Room 210,Manchester,IA,52057,08:00:00 - 05:00,16:30:00 - 05:00,9/29/16,9/30/16,False,False,False,,244,"301 E. Main St, Manchester, IA 52057",Room 210,08:00 AM-04:30 PM,,ho69516036,false,true,,,,poll98164114
ocd-division/country:us/state:ia/county:delaware,Delaware County,,301 E. Main St,Room 210,Manchester,IA,52057,08:00:00 - 05:00,16:30:00 - 05:00,10/3/16,10/7/16,False,False,False,,245,"301 E. Main St, Manchester, IA 52057",Room 210,08:00 AM-04:30 PM,,ho69516036,false,true,,,,poll98164114
ocd-division/country:us/state:ia/county:delaware,Delaware County,,301 E. Main St,Room 210,Manchester,IA,52057,08:00:00 - 05:00,16:30:00 - 05:00,10/10/16,10/14/16,False,False,False,,246,"301 E. Main St, Manchester, IA 52057",Room 210,08:00 AM-04:30 PM,,ho69516036,false,true,,,,poll98164114
ocd-division/country:us/state:ia/county:delaware,Delaware County,,301 E. Main St,Room 210,Manchester,IA,52057,08:00:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,False,False,False,,247,"301 E. Main St, Manchester, IA 52057",Room 210,08:00 AM-04:30 PM,,ho69516036,false,true,,,,poll98164114
ocd-division/country:us/state:ia/county:delaware,Delaware County,,301 E. Main St,Room 210,Manchester,IA,52057,08:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,False,False,False,,248,"301 E. Main St, Manchester, IA 52057",Room 210,08:00 AM-04:30 PM,,ho69516036,false,true,,,,poll98164114
ocd-division/country:us/state:ia/county:delaware,Delaware County,,301 E. Main St,Room 210,Manchester,IA,52057,08:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,False,False,False,,249,"301 E. Main St, Manchester, IA 52057",Room 210,08:00 AM-05:00 PM,,ho69516036,false,true,,,,poll98164114
ocd-division/country:us/state:ia/county:delaware,Delaware County,,301 E. Main St,Room 210,Manchester,IA,52057,08:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,False,False,False,,250,"301 E. Main St, Manchester, IA 52057",Room 210,08:00 AM-04:30 PM,,ho69516036,false,true,,,,poll98164114
ocd-division/country:us/state:ia/county:delaware,Delaware County,,301 E. Main St,Room 210,Manchester,IA,52057,08:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,False,False,False,,251,"301 E. Main St, Manchester, IA 52057",Room 210,08:00 AM-05:00 PM,,ho69516036,false,true,,,,poll98164114
ocd-division/country:us/state:ia/county:delaware,Delaware County,,301 E. Main St,Room 210,Manchester,IA,52057,08:00:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,False,False,False,,252,"301 E. Main St, Manchester, IA 52057",Room 210,08:00 AM-04:30 PM,,ho69516036,false,true,,,,poll98164114
ocd-division/country:us/state:ia/county:des_moines,Des Moines County,,513 N. Main,Ste 203,Burlington,IA,52601,08:00:00 - 05:00,16:30:00 - 05:00,9/29/16,9/30/16,False,False,False,,253,"513 N. Main, Burlington, IA 52601",Ste 203,08:00 AM-04:30 PM,,ho87668616,false,true,,,,poll54849635
ocd-division/country:us/state:ia/county:des_moines,Des Moines County,,513 N. Main,Ste 203,Burlington,IA,52601,08:00:00 - 05:00,16:30:00 - 05:00,10/3/16,10/7/16,False,False,False,,254,"513 N. Main, Burlington, IA 52601",Ste 203,08:00 AM-04:30 PM,,ho87668616,false,true,,,,poll54849635
ocd-division/country:us/state:ia/county:des_moines,Des Moines County,,513 N. Main,Ste 203,Burlington,IA,52601,08:00:00 - 05:00,16:30:00 - 05:00,10/10/16,10/14/16,False,False,False,,255,"513 N. Main, Burlington, IA 52601",Ste 203,08:00 AM-04:30 PM,,ho87668616,false,true,,,,poll54849635
ocd-division/country:us/state:ia/county:des_moines,Des Moines County,,513 N. Main,Ste 203,Burlington,IA,52601,08:00:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,False,False,False,,256,"513 N. Main, Burlington, IA 52601",Ste 203,08:00 AM-04:30 PM,,ho87668616,false,true,,,,poll54849635
ocd-division/country:us/state:ia/county:des_moines,Des Moines County,,513 N. Main,Ste 203,Burlington,IA,52601,08:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,False,False,False,,257,"513 N. Main, Burlington, IA 52601",Ste 203,08:00 AM-04:30 PM,,ho87668616,false,true,,,,poll54849635
ocd-division/country:us/state:ia/county:des_moines,Des Moines County,,513 N. Main,Ste 203,Burlington,IA,52601,08:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,False,False,False,,258,"513 N. Main, Burlington, IA 52601",Ste 203,08:00 AM-04:30 PM,,ho87668616,false,true,,,,poll54849635
ocd-division/country:us/state:ia/county:des_moines,Des Moines County,,513 N. Main,Ste 203,Burlington,IA,52601,08:00:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,False,False,False,,259,"513 N. Main, Burlington, IA 52601",Ste 203,08:00 AM-04:30 PM,,ho87668616,false,true,,,,poll54849635
ocd-division/country:us/state:ia/county:dickinson,Dickinson County,,1802 Hill Avenue,Ste 1400,Spirit Lake,IA,51360,08:00:00 - 05:00,16:30:00 - 05:00,9/29/16,9/30/16,False,False,False,,260,"1802 Hill Avenue, Spirit Lake, IA 51360",Ste 1400,08:00 AM-04:30 PM,,ho10654487,false,true,,,,poll22126720
ocd-division/country:us/state:ia/county:dickinson,Dickinson County,,1802 Hill Avenue,Ste 1400,Spirit Lake,IA,51360,08:00:00 - 05:00,16:30:00 - 05:00,10/3/16,10/7/16,False,False,False,,261,"1802 Hill Avenue, Spirit Lake, IA 51360",Ste 1400,08:00 AM-04:30 PM,,ho10654487,false,true,,,,poll22126720
ocd-division/country:us/state:ia/county:dickinson,Dickinson County,,1802 Hill Avenue,Ste 1400,Spirit Lake,IA,51360,08:00:00 - 05:00,16:30:00 - 05:00,10/10/16,10/14/16,False,False,False,,262,"1802 Hill Avenue, Spirit Lake, IA 51360",Ste 1400,08:00 AM-04:30 PM,,ho10654487,false,true,,,,poll22126720
ocd-division/country:us/state:ia/county:dickinson,Dickinson County,,1802 Hill Avenue,Ste 1400,Spirit Lake,IA,51360,08:00:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,False,False,False,,263,"1802 Hill Avenue, Spirit Lake, IA 51360",Ste 1400,08:00 AM-04:30 PM,,ho10654487,false,true,,,,poll22126720
ocd-division/country:us/state:ia/county:dickinson,Dickinson County,,1802 Hill Avenue,Ste 1400,Spirit Lake,IA,51360,08:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,False,False,False,,264,"1802 Hill Avenue, Spirit Lake, IA 51360",Ste 1400,08:00 AM-04:30 PM,,ho10654487,false,true,,,,poll22126720
ocd-division/country:us/state:ia/county:dickinson,Dickinson County,,1802 Hill Avenue,Ste 1400,Spirit Lake,IA,51360,08:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,False,False,False,,265,"1802 Hill Avenue, Spirit Lake, IA 51360",Ste 1400,08:00 AM-05:00 PM,,ho10654487,false,true,,,,poll22126720
ocd-division/country:us/state:ia/county:dickinson,Dickinson County,,1802 Hill Avenue,Ste 1400,Spirit Lake,IA,51360,08:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,False,False,False,,266,"1802 Hill Avenue, Spirit Lake, IA 51360",Ste 1400,08:00 AM-04:30 PM,,ho10654487,false,true,,,,poll22126720
ocd-division/country:us/state:ia/county:dickinson,Dickinson County,,1802 Hill Avenue,Ste 1400,Spirit Lake,IA,51360,09:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,False,False,False,,267,"1802 Hill Avenue, Spirit Lake, IA 51360",Ste 1400,09:00 AM-05:00 PM,,ho10654487,false,true,,,,poll22126720
ocd-division/country:us/state:ia/county:dickinson,Dickinson County,,1802 Hill Avenue,Ste 1400,Spirit Lake,IA,51360,08:00:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,False,False,False,,268,"1802 Hill Avenue, Spirit Lake, IA 51360",Ste 1400,08:00 AM-04:30 PM,,ho10654487,false,true,,,,poll22126720
ocd-division/country:us/state:ia/county:dubuque,Dubuque County,,720 Central Avenue,,Dubuque,IA,52001,08:00:00 - 05:00,16:30:00 - 05:00,9/29/16,9/30/16,False,False,False,,269,"720 Central Avenue, Dubuque, IA 52001",,08:00 AM-04:30 PM,,ho62596186,false,true,,,,poll87163716
ocd-division/country:us/state:ia/county:dubuque,Dubuque County,,720 Central Avenue,,Dubuque,IA,52001,08:00:00 - 05:00,16:30:00 - 05:00,10/3/16,10/7/16,False,False,False,,270,"720 Central Avenue, Dubuque, IA 52001",,08:00 AM-04:30 PM,,ho62596186,false,true,,,,poll87163716
ocd-division/country:us/state:ia/county:dubuque,Dubuque County,,720 Central Avenue,,Dubuque,IA,52001,08:00:00 - 05:00,16:30:00 - 05:00,10/10/16,10/14/16,False,False,False,,271,"720 Central Avenue, Dubuque, IA 52001",,08:00 AM-04:30 PM,,ho62596186,false,true,,,,poll87163716
ocd-division/country:us/state:ia/county:dubuque,Dubuque County,,720 Central Avenue,,Dubuque,IA,52001,08:00:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,False,False,False,,272,"720 Central Avenue, Dubuque, IA 52001",,08:00 AM-04:30 PM,,ho62596186,false,true,,,,poll87163716
ocd-division/country:us/state:ia/county:dubuque,Dubuque County,,720 Central Avenue,,Dubuque,IA,52001,08:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,False,False,False,,273,"720 Central Avenue, Dubuque, IA 52001",,08:00 AM-04:30 PM,,ho62596186,false,true,,,,poll87163716
ocd-division/country:us/state:ia/county:dubuque,Dubuque County,,720 Central Avenue,,Dubuque,IA,52001,08:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,False,False,False,,274,"720 Central Avenue, Dubuque, IA 52001",,08:00 AM-04:30 PM,,ho62596186,false,true,,,,poll87163716
ocd-division/country:us/state:ia/county:dubuque,Dubuque County,,720 Central Avenue,,Dubuque,IA,52001,08:00:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,False,False,False,,275,"720 Central Avenue, Dubuque, IA 52001",,08:00 AM-04:30 PM,,ho62596186,false,true,,,,poll87163716
ocd-division/country:us/state:ia/county:emmet,Emmet County,,609 1st Avenue N.,,Estherville,IA,51334,08:00:00 - 05:00,16:30:00 - 05:00,9/29/16,9/30/16,False,False,False,,276,"609 1st Avenue N., Estherville, IA 51334",,08:00 AM-04:30 PM,,ho63695706,false,true,,,,poll79256964
ocd-division/country:us/state:ia/county:emmet,Emmet County,,609 1st Avenue N.,,Estherville,IA,51334,08:00:00 - 05:00,16:30:00 - 05:00,10/3/16,10/7/16,False,False,False,,277,"609 1st Avenue N., Estherville, IA 51334",,08:00 AM-04:30 PM,,ho63695706,false,true,,,,poll79256964
