entry_name,county,loc_name,address_1,address_2,address_3,city,state,zip,dirs,services,start_time,end_time,start_date,end_date,days_times_open,state_id,index,name,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Grantsville Fire Station,Tooele,Grantsville Fire Station,26 N. Center St.,,,Grantsville,UT,84029,,,08:00:00 - 07:00,18:00:00 - 07:00,10/28/16,10/28/16,10/28/2016 08:00 AM to 06:00 PM<br>11/04/2016 08:00 AM to 05:00 PM<br>,1.60E+11,54,Grantsville Fire Station,"26 N. Center St., Grantsville, UT 84029",,08:00 AM-06:00 PM,,ho76164199,false,true,,,,poll26798024
Grantsville Fire Station,Tooele,Grantsville Fire Station,26 N. Center St.,,,Grantsville,UT,84029,,,08:00:00 - 07:00,18:00:00 - 07:00,11/4/16,11/4/16,,,55,Grantsville Fire Station,"26 N. Center St., Grantsville, UT 84029",,08:00 AM-06:00 PM,,ho76164199,false,true,,,,poll26798024
Utah Community Credit Union - Saratoga,Utah,Utah Community Credit Union - Saratoga,1364 North Commerce Drive,,,Saratoga Springs,UT,84045,,,13:00:00 - 07:00,17:00:00 - 07:00,10/25/16,10/28/16,10/25/2016 01:00 PM to 05:00 PM<br>10/26/2016 01:00 PM to 05:00 PM<br>10/27/2016 01:00 PM to 05:00 PM<br>10/28/2016 01:00 PM to 05:00 PM<br>10/29/2016 09:00 AM to 02:00 PM<br>10/31/2016 01:00 PM to 05:00 PM<br>11/01/2016 01:00 PM to 05:00 PM<br>11/02/2016 01:00 PM to 05:00 PM<br>11/03/2016 01:00 PM to 05:00 PM<br>11/04/2016 01:00 PM to 05:00 PM<br>,1.60E+11,56,Utah Community Credit Union - Saratoga,"1364 North Commerce Drive, Saratoga Springs, UT 84045",,01:00 PM-05:00 PM,,ho27734447,false,true,,,,poll8628554
Utah Community Credit Union - Saratoga,Utah,Utah Community Credit Union - Saratoga,1364 North Commerce Drive,,,Saratoga Springs,UT,84045,,,09:00:00 - 07:00,14:00:00 - 07:00,10/29/16,10/29/16,,,57,Utah Community Credit Union - Saratoga,"1364 North Commerce Drive, Saratoga Springs, UT 84045",,09:00 AM-02:00 PM,,ho27734447,false,true,,,,poll8628554
Utah Community Credit Union - Saratoga,Utah,Utah Community Credit Union - Saratoga,1364 North Commerce Drive,,,Saratoga Springs,UT,84045,,,13:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,,,58,Utah Community Credit Union - Saratoga,"1364 North Commerce Drive, Saratoga Springs, UT 84045",,01:00 PM-05:00 PM,,ho27734447,false,true,,,,poll8628554
Washington City Library,Washington,Washington City Library,220 N 300 E,,,Washington,UT,84780,,,12:00:00 - 07:00,17:00:00 - 07:00,10/25/16,10/28/16,10/25/2016 12:00 PM to 05:00 PM<br>10/26/2016 12:00 PM to 05:00 PM<br>10/27/2016 12:00 PM to 05:00 PM<br>10/28/2016 12:00 PM to 05:00 PM<br>10/31/2016 01:00 PM to 06:00 PM<br>11/01/2016 01:00 PM to 06:00 PM<br>11/02/2016 01:00 PM to 06:00 PM<br>11/03/2016 01:00 PM to 06:00 PM<br>11/04/2016 12:00 PM to 05:00 PM<br>,1.60E+11,59,Washington City Library,"220 N 300 E, Washington, UT 84780",,12:00 PM-05:00 PM,,ho13672490,false,true,,,,poll35039774
Washington City Library,Washington,Washington City Library,220 N 300 E,,,Washington,UT,84780,,,13:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/3/16,,,60,Washington City Library,"220 N 300 E, Washington, UT 84780",,01:00 PM-06:00 PM,,ho13672490,false,true,,,,poll35039774
Washington City Library,Washington,Washington City Library,220 N 300 E,,,Washington,UT,84780,,,12:00:00 - 07:00,17:00:00 - 07:00,11/4/16,11/4/16,,,61,Washington City Library,"220 N 300 E, Washington, UT 84780",,12:00 PM-05:00 PM,,ho13672490,false,true,,,,poll35039774
Emery County Courthouse,Emery,Emery County Courthouse,75 East Main,,,Castle Dale,UT,84513,,,08:30:00 - 07:00,17:00:00 - 07:00,10/25/16,10/28/16,10/25/2016 08:30 AM to 05:00 PM<br>10/26/2016 08:30 AM to 05:00 PM<br>10/27/2016 08:30 AM to 05:00 PM<br>10/28/2016 08:30 AM to 05:00 PM<br>10/31/2016 08:30 AM to 05:00 PM<br>11/01/2016 08:30 AM to 05:00 PM<br>11/02/2016 08:30 AM to 05:00 PM<br>11/03/2016 08:30 AM to 05:00 PM<br>11/04/2016 08:30 AM to 05:00 PM<br>,1.60E+11,62,Emery County Courthouse,"75 East Main, Castle Dale, UT 84513",,08:30 AM-05:00 PM,,ho76860671,false,true,,,,poll10330287
Emery County Courthouse,Emery,Emery County Courthouse,75 East Main,,,Castle Dale,UT,84513,,,08:30:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,,,63,Emery County Courthouse,"75 East Main, Castle Dale, UT 84513",,08:30 AM-05:00 PM,,ho76860671,false,true,,,,poll10330287
Springville Civic Center,Utah,Springville Civic Center,110 S Main St,,,Springville,UT,84663,,,13:00:00 - 07:00,17:00:00 - 07:00,10/25/16,10/28/16,10/25/2016 01:00 PM to 05:00 PM<br>10/26/2016 01:00 PM to 05:00 PM<br>10/27/2016 01:00 PM to 05:00 PM<br>10/28/2016 01:00 PM to 05:00 PM<br>10/31/2016 01:00 PM to 05:00 PM<br>11/01/2016 01:00 PM to 05:00 PM<br>11/02/2016 01:00 PM to 05:00 PM<br>11/03/2016 01:00 PM to 05:00 PM<br>11/04/2016 01:00 PM to 05:00 PM<br>,1.60E+11,64,Springville Civic Center,"110 S Main St, Springville, UT 84663",,01:00 PM-05:00 PM,,ho56392353,false,true,,,,poll64570944
Springville Civic Center,Utah,Springville Civic Center,110 S Main St,,,Springville,UT,84663,,,13:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,,,65,Springville Civic Center,"110 S Main St, Springville, UT 84663",,01:00 PM-05:00 PM,,ho56392353,false,true,,,,poll64570944
Box Elder County Courthouse,Box Elder,Box Elder County Courthouse,01 South Main Street,,,Brigham City,UT,84302,,,08:00:00 - 07:00,17:00:00 - 07:00,10/25/16,10/28/16,10/25/2016 08:00 AM to 05:00 PM<br>10/26/2016 08:00 AM to 05:00 PM<br>10/27/2016 08:00 AM to 05:00 PM<br>10/28/2016 08:00 AM to 05:00 PM<br>10/31/2016 08:00 AM to 05:00 PM<br>11/01/2016 08:00 AM to 05:00 PM<br>11/02/2016 08:00 AM to 05:00 PM<br>11/03/2016 08:00 AM to 05:00 PM<br>11/04/2016 08:00 AM to 05:00 PM<br>,1.60E+11,66,Box Elder County Courthouse,"01 South Main Street, Brigham City, UT 84302",,08:00 AM-05:00 PM,,ho90426996,false,true,,,,poll2200220
Box Elder County Courthouse,Box Elder,Box Elder County Courthouse,01 South Main Street,,,Brigham City,UT,84302,,,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,,,67,Box Elder County Courthouse,"01 South Main Street, Brigham City, UT 84302",,08:00 AM-05:00 PM,,ho90426996,false,true,,,,poll2200220
Tremonton Senior Center,Box Elder,Tremonton Senior Center,510 West 1000 North,,,Tremonton,UT,84337,,,08:00:00 - 07:00,17:00:00 - 07:00,11/1/16,11/3/16,11/01/2016 08:00 AM to 05:00 PM<br>11/02/2016 08:00 AM to 05:00 PM<br>11/03/2016 08:00 AM to 05:00 PM<br>,1.60E+11,68,Tremonton Senior Center,"510 West 1000 North, Tremonton, UT 84337",,08:00 AM-05:00 PM,,ho76708003,false,true,,,,poll42775445
Sanpete County Clerk's Office,Sanpete,Sanpete County Clerk's Office,160 North Main,Room 202,,Manti,UT,84642,,,07:10:00 - 07:00,17:50:00 - 07:00,10/8/14,9/9/14,10/08/2014 07:10 AM to 05:50 PM<br>10/09/2014 07:10 AM to 05:50 PM<br>10/14/2014 07:10 AM to 05:50 PM<br>10/15/2014 07:10 AM to 05:50 PM<br>10/16/2014 07:10 AM to 05:50 PM<br>10/20/2014 07:10 AM to 05:50 PM<br>10/21/2014 07:10 AM to 05:50 PM<br>10/22/2014 07:10 AM to 05:50 PM<br>10/23/2014 07:10 AM to 05:50 PM<br>10/27/2014 07:10 AM to 05:50 PM<br>10/28/2014 07:10 AM to 05:50 PM<br>10/29/2014 07:10 AM to 05:50 PM<br>10/30/2014 07:10 AM to 05:50 PM<br>,1.60E+11,69,Sanpete County Clerk's Office,"160 North Main, Manti, UT 84642",Room 202,07:10 AM-05:50 PM,,ho36657448,false,true,,,,poll86996951
Sanpete County Clerk's Office,Sanpete,Sanpete County Clerk's Office,160 North Main,Room 202,,Manti,UT,84642,,,07:10:00 - 07:00,17:50:00 - 07:00,10/14/16,10/16/16,,,70,Sanpete County Clerk's Office,"160 North Main, Manti, UT 84642",Room 202,07:10 AM-05:50 PM,,ho36657448,false,true,,,,poll86996951
Sanpete County Clerk's Office,Sanpete,Sanpete County Clerk's Office,160 North Main,Room 202,,Manti,UT,84642,,,07:10:00 - 07:00,17:50:00 - 07:00,10/20/16,10/23/16,,,71,Sanpete County Clerk's Office,"160 North Main, Manti, UT 84642",Room 202,07:10 AM-05:50 PM,,ho36657448,false,true,,,,poll86996951
Sanpete County Clerk's Office,Sanpete,Sanpete County Clerk's Office,160 North Main,Room 202,,Manti,UT,84642,,,07:10:00 - 07:00,17:50:00 - 07:00,10/27/16,10/30/16,,,72,Sanpete County Clerk's Office,"160 North Main, Manti, UT 84642",Room 202,07:10 AM-05:50 PM,,ho36657448,false,true,,,,poll86996951
St George City Office,Washington,St George City Office,175 E 200 N,,,Saint George,UT,84770,,,09:00:00 - 07:00,16:00:00 - 07:00,10/25/16,10/28/16,10/25/2016 09:00 AM to 04:00 PM<br>10/26/2016 09:00 AM to 04:00 PM<br>10/27/2016 09:00 AM to 04:00 PM<br>10/28/2016 09:00 AM to 04:00 PM<br>10/31/2016 10:00 AM to 05:00 PM<br>11/01/2016 10:00 AM to 05:00 PM<br>11/02/2016 10:00 AM to 05:00 PM<br>11/03/2016 10:00 AM to 05:00 PM<br>11/04/2016 10:00 AM to 05:00 PM<br>,1.60E+11,73,St George City Office,"175 E 200 N, Saint George, UT 84770",,09:00 AM-04:00 PM,,ho19581798,false,true,,,,poll90994092
St George City Office,Washington,St George City Office,175 E 200 N,,,Saint George,UT,84770,,,10:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,,,74,St George City Office,"175 E 200 N, Saint George, UT 84770",,10:00 AM-05:00 PM,,ho19581798,false,true,,,,poll90994092
Enoch City Offices,Iron,Enoch City Offices,900 E Midvalley Rd,,,Enoch,UT,84721,,,13:00:00 - 07:00,17:00:00 - 07:00,10/25/16,10/28/16,10/25/2016 09:00 AM to 01:00 PM<br>10/26/2016 09:00 AM to 01:00 PM<br>10/27/2016 01:00 PM to 05:00 PM<br>10/28/2016 01:00 PM to 05:00 PM<br>10/31/2016 01:00 PM to 05:00 PM<br>11/01/2016 09:00 AM to 01:00 PM<br>11/02/2016 09:00 AM to 01:00 PM<br>11/03/2016 01:00 PM to 05:00 PM<br>11/04/2016 01:00 PM to 05:00 PM<br>,1.60E+11,75,Enoch City Offices,"900 E Midvalley Rd, Enoch, UT 84721",,01:00 PM-05:00 PM,,ho57938888,false,true,,,,poll73545759
Enoch City Offices,Iron,Enoch City Offices,900 E Midvalley Rd,,,Enoch,UT,84721,,,13:00:00 - 07:00,17:00:00 - 07:00,10/31/16,10/31/16,,,76,Enoch City Offices,"900 E Midvalley Rd, Enoch, UT 84721",,01:00 PM-05:00 PM,,ho57938888,false,true,,,,poll73545759
Enoch City Offices,Iron,Enoch City Offices,900 E Midvalley Rd,,,Enoch,UT,84721,,,09:00:00 - 07:00,13:00:00 - 07:00,11/1/16,11/2/16,,,77,Enoch City Offices,"900 E Midvalley Rd, Enoch, UT 84721",,09:00 AM-01:00 PM,,ho57938888,false,true,,,,poll73545759
Enoch City Offices,Iron,Enoch City Offices,900 E Midvalley Rd,,,Enoch,UT,84721,,,13:00:00 - 07:00,17:00:00 - 07:00,11/3/16,11/4/16,,,78,Enoch City Offices,"900 E Midvalley Rd, Enoch, UT 84721",,01:00 PM-05:00 PM,,ho57938888,false,true,,,,poll73545759
Spanish Fork City Hall,Utah,Spanish Fork City Hall,40 S Main St,,,Spanish Fork,UT,84660,,,12:00:00 - 07:00,17:00:00 - 07:00,10/25/16,10/28/16,10/25/2016 12:00 PM to 05:00 PM<br>10/26/2016 12:00 PM to 05:00 PM<br>10/27/2016 12:00 PM to 05:00 PM<br>10/28/2016 12:00 PM to 05:00 PM<br>10/31/2016 12:00 PM to 05:00 PM<br>11/01/2016 12:00 PM to 05:00 PM<br>11/02/2016 12:00 PM to 05:00 PM<br>11/03/2016 12:00 PM to 05:00 PM<br>11/04/2016 12:00 PM to 05:00 PM<br>,1.60E+11,79,Spanish Fork City Hall,"40 S Main St, Spanish Fork, UT 84660",,12:00 PM-05:00 PM,,ho8380395,false,true,,,,poll92036522
Spanish Fork City Hall,Utah,Spanish Fork City Hall,40 S Main St,,,Spanish Fork,UT,84660,,,12:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,,,80,Spanish Fork City Hall,"40 S Main St, Spanish Fork, UT 84660",,12:00 PM-05:00 PM,,ho8380395,false,true,,,,poll92036522
Highland City Hall,Utah,Highland City Hall,5400 W Civic Center Dr,,,Highland,UT,84003,,,10:00:00 - 07:00,19:00:00 - 07:00,10/25/16,10/27/16,10/25/2016 10:00 AM to 07:00 PM<br>10/26/2016 10:00 AM to 07:00 PM<br>10/27/2016 10:00 AM to 07:00 PM<br>10/28/2016 10:00 AM to 05:00 PM<br>10/29/2016 09:00 AM to 02:00 PM<br>10/31/2016 10:00 AM to 07:00 PM<br>11/01/2016 10:00 AM to 07:00 PM<br>11/02/2016 10:00 AM to 07:00 PM<br>11/03/2016 10:00 AM to 07:00 PM<br>11/04/2016 10:00 AM to 05:00 PM<br>,1.60E+11,81,Highland City Hall,"5400 W Civic Center Dr, Highland, UT 84003",,10:00 AM-07:00 PM,,ho63701334,false,true,,,,poll58293610
Highland City Hall,Utah,Highland City Hall,5400 W Civic Center Dr,,,Highland,UT,84003,,,10:00:00 - 07:00,17:00:00 - 07:00,10/28/16,10/28/16,,,82,Highland City Hall,"5400 W Civic Center Dr, Highland, UT 84003",,10:00 AM-05:00 PM,,ho63701334,false,true,,,,poll58293610
Highland City Hall,Utah,Highland City Hall,5400 W Civic Center Dr,,,Highland,UT,84003,,,09:00:00 - 07:00,14:00:00 - 07:00,10/29/16,10/29/16,,,83,Highland City Hall,"5400 W Civic Center Dr, Highland, UT 84003",,09:00 AM-02:00 PM,,ho63701334,false,true,,,,poll58293610
Highland City Hall,Utah,Highland City Hall,5400 W Civic Center Dr,,,Highland,UT,84003,,,10:00:00 - 07:00,19:00:00 - 07:00,10/31/16,11/3/16,,,84,Highland City Hall,"5400 W Civic Center Dr, Highland, UT 84003",,10:00 AM-07:00 PM,,ho63701334,false,true,,,,poll58293610
Highland City Hall,Utah,Highland City Hall,5400 W Civic Center Dr,,,Highland,UT,84003,,,10:00:00 - 07:00,17:00:00 - 07:00,11/4/16,11/4/16,,,85,Highland City Hall,"5400 W Civic Center Dr, Highland, UT 84003",,10:00 AM-05:00 PM,,ho63701334,false,true,,,,poll58293610
Dixie State University (Gardner Center),Washington,Dixie State University (Gardner Center),225 S 700 E,,,St George,UT,84770,,,12:00:00 - 07:00,16:00:00 - 07:00,11/1/16,11/3/16,11/01/2016 12:00 PM to 04:00 PM<br>11/02/2016 12:00 PM to 04:00 PM<br>11/03/2016 12:00 PM to 04:00 PM<br>,1.60E+11,86,Dixie State University (Gardner Center),"225 S 700 E, St George, UT 84770",,12:00 PM-04:00 PM,,ho82632127,false,true,,,,poll89661240
Piute County Courthouse,Piute,Piute County Courthouse,550 N Main,,,Junction,UT,84723,,,09:00:00 - 07:00,16:00:00 - 07:00,10/25/16,10/28/16,10/25/2016 09:00 AM to 04:00 PM<br>10/26/2016 09:00 AM to 04:00 PM<br>10/27/2016 09:00 AM to 04:00 PM<br>10/28/2016 09:00 AM to 04:00 PM<br>10/31/2016 09:00 AM to 04:00 PM<br>11/01/2016 09:00 AM to 04:00 PM<br>11/02/2016 09:00 AM to 04:00 PM<br>11/03/2016 09:00 AM to 04:00 PM<br>11/04/2016 09:00 AM to 05:00 PM<br>,1.60E+11,87,Piute County Courthouse,"550 N Main, Junction, UT 84723",,09:00 AM-04:00 PM,,ho16655126,false,true,,,,poll36658352
Piute County Courthouse,Piute,Piute County Courthouse,550 N Main,,,Junction,UT,84723,,,09:00:00 - 07:00,16:00:00 - 07:00,10/31/16,11/3/16,,,88,Piute County Courthouse,"550 N Main, Junction, UT 84723",,09:00 AM-04:00 PM,,ho16655126,false,true,,,,poll36658352
Piute County Courthouse,Piute,Piute County Courthouse,550 N Main,,,Junction,UT,84723,,,09:00:00 - 07:00,17:00:00 - 07:00,11/4/16,11/4/16,,,89,Piute County Courthouse,"550 N Main, Junction, UT 84723",,09:00 AM-05:00 PM,,ho16655126,false,true,,,,poll36658352
Tooele County Clerk's Office,Tooele,Tooele County Clerk's Office,47 So. Main,Room #310 And #318,,Tooele,UT,84074,,,08:00:00 - 07:00,18:00:00 - 07:00,10/25/16,10/28/16,10/25/2016 08:00 AM to 06:00 PM<br>10/26/2016 08:00 AM to 06:00 PM<br>10/27/2016 08:00 AM to 06:00 PM<br>10/28/2016 08:00 AM to 06:00 PM<br>10/31/2016 08:00 AM to 06:00 PM<br>11/01/2016 08:00 AM to 06:00 PM<br>11/02/2016 08:00 AM to 06:00 PM<br>11/03/2016 08:00 AM to 06:00 PM<br>11/04/2016 08:00 AM to 05:00 PM<br>,1.60E+11,90,Tooele County Clerk's Office,"47 So. Main, Tooele, UT 84074",Room #310 And #318,08:00 AM-06:00 PM,,ho57217732,false,true,,,,poll94429476
Tooele County Clerk's Office,Tooele,Tooele County Clerk's Office,47 So. Main,Room #310 And #318,,Tooele,UT,84074,,,08:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/3/16,,,91,Tooele County Clerk's Office,"47 So. Main, Tooele, UT 84074",Room #310 And #318,08:00 AM-06:00 PM,,ho57217732,false,true,,,,poll94429476
Tooele County Clerk's Office,Tooele,Tooele County Clerk's Office,47 So. Main,Room #310 And #318,,Tooele,UT,84074,,,08:00:00 - 07:00,17:00:00 - 07:00,11/4/16,11/4/16,,,92,Tooele County Clerk's Office,"47 So. Main, Tooele, UT 84074",Room #310 And #318,08:00 AM-05:00 PM,,ho57217732,false,true,,,,poll94429476
Taylorsville City Hall (EV) AM,Salt Lake,Taylorsville City Hall,2600 W Taylorsville Blvd,5325 S,,Taylorsville,UT,84129,,,10:00:00 - 07:00,14:00:00 - 07:00,10/26/16,10/28/16,10/26/2016 10:00 AM to 02:00 PM<br>10/27/2016 10:00 AM to 02:00 PM<br>10/28/2016 10:00 AM to 02:00 PM<br>11/02/2016 10:00 AM to 02:00 PM<br>11/03/2016 10:00 AM to 02:00 PM<br>11/04/2016 10:00 AM to 02:00 PM<br>,1.60E+11,93,Taylorsville City Hall,"2600 W Taylorsville Blvd, Taylorsville, UT 84129",5325 S,10:00 AM-02:00 PM,,ho34554039,false,true,,,,poll95057381
Taylorsville City Hall (EV) AM,Salt Lake,Taylorsville City Hall,2600 W Taylorsville Blvd,5325 S,,Taylorsville,UT,84129,,,10:00:00 - 07:00,14:00:00 - 07:00,11/2/16,11/4/16,,,94,Taylorsville City Hall,"2600 W Taylorsville Blvd, Taylorsville, UT 84129",5325 S,10:00 AM-02:00 PM,,ho34554039,false,true,,,,poll95057381
West Valley City Hall (EV) PM,Salt Lake,West Valley City Hall,3600 S Constitution Blvd,2700 W,,West Valley City,UT,84119,,,15:00:00 - 07:00,19:00:00 - 07:00,10/26/16,10/28/16,10/26/2016 03:00 PM to 07:00 PM<br>10/27/2016 03:00 PM to 07:00 PM<br>10/28/2016 03:00 PM to 07:00 PM<br>11/02/2016 03:00 PM to 07:00 PM<br>11/03/2016 03:00 PM to 07:00 PM<br>11/04/2016 03:00 PM to 05:00 PM<br>,1.60E+11,95,West Valley City Hall,"3600 S Constitution Blvd, West Valley City, UT 84119",2700 W,03:00 PM-07:00 PM,,ho14469115,false,true,,,,poll24214506
West Valley City Hall (EV) PM,Salt Lake,West Valley City Hall,3600 S Constitution Blvd,2700 W,,West Valley City,UT,84119,,,15:00:00 - 07:00,19:00:00 - 07:00,11/2/16,11/3/16,,,96,West Valley City Hall,"3600 S Constitution Blvd, West Valley City, UT 84119",2700 W,03:00 PM-07:00 PM,,ho14469115,false,true,,,,poll24214506
Salt Lake County Gov Bldg (EV),Salt Lake,Salt Lake County Gov Bldg,2001 S State St 100 E,,,Salt Lake City,UT,84114,,,08:00:00 - 07:00,17:00:00 - 07:00,10/25/16,10/28/16,10/25/2016 08:00 AM to 05:00 PM<br>10/26/2016 08:00 AM to 05:00 PM<br>10/27/2016 08:00 AM to 05:00 PM<br>10/28/2016 08:00 AM to 05:00 PM<br>10/29/2016 10:00 AM to 02:00 PM<br>10/31/2016 08:00 AM to 05:00 PM<br>11/01/2016 08:00 AM to 05:00 PM<br>11/02/2016 08:00 AM to 05:00 PM<br>11/03/2016 08:00 AM to 05:00 PM<br>11/04/2016 08:00 AM to 05:00 PM<br>,1.60E+11,97,Salt Lake County Gov Bldg,"2001 S State St 100 E, Salt Lake City, UT 84114",,08:00 AM-05:00 PM,,ho13634030,false,true,,,,poll7132574
Salt Lake County Gov Bldg (EV),Salt Lake,Salt Lake County Gov Bldg,2001 S State St 100 E,,,Salt Lake City,UT,84114,,,08:00:00 - 07:00,14:00:00 - 07:00,10/29/16,10/29/16,,,98,Salt Lake County Gov Bldg,"2001 S State St 100 E, Salt Lake City, UT 84114",,08:00 AM-02:00 PM,,ho13634030,false,true,,,,poll7132574
Salt Lake County Gov Bldg (EV),Salt Lake,Salt Lake County Gov Bldg,2001 S State St 100 E,,,Salt Lake City,UT,84114,,,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,,,99,Salt Lake County Gov Bldg,"2001 S State St 100 E, Salt Lake City, UT 84114",,08:00 AM-05:00 PM,,ho13634030,false,true,,,,poll7132574
Lehi City Hall,Utah,Lehi City Hall,153 N 100 E,,,Lehi,UT,84043,,,10:00:00 - 07:00,18:00:00 - 07:00,10/25/16,10/27/16,10/25/2016 10:00 AM to 04:00 PM<br>10/26/2016 10:00 AM to 06:00 PM<br>10/27/2016 10:00 AM to 06:00 PM<br>10/28/2016 10:00 AM to 05:00 PM<br>10/31/2016 10:00 AM to 06:00 PM<br>11/01/2016 10:00 AM to 04:00 PM<br>11/02/2016 10:00 AM to 06:00 PM<br>11/03/2016 10:00 AM to 06:00 PM<br>11/04/2016 10:00 AM to 05:00 PM<br>,1.60E+11,100,Lehi City Hall,"153 N 100 E, Lehi, UT 84043",,10:00 AM-06:00 PM,,ho36887439,false,true,,,,poll87199502
Lehi City Hall,Utah,Lehi City Hall,153 N 100 E,,,Lehi,UT,84043,,,10:00:00 - 07:00,17:00:00 - 07:00,10/28/16,10/28/16,,,101,Lehi City Hall,"153 N 100 E, Lehi, UT 84043",,10:00 AM-05:00 PM,,ho36887439,false,true,,,,poll87199502
Lehi City Hall,Utah,Lehi City Hall,153 N 100 E,,,Lehi,UT,84043,,,10:00:00 - 07:00,18:00:00 - 07:00,10/31/16,10/31/16,,,102,Lehi City Hall,"153 N 100 E, Lehi, UT 84043",,10:00 AM-06:00 PM,,ho36887439,false,true,,,,poll87199502
Lehi City Hall,Utah,Lehi City Hall,153 N 100 E,,,Lehi,UT,84043,,,10:00:00 - 07:00,16:00:00 - 07:00,11/1/16,11/1/16,,,103,Lehi City Hall,"153 N 100 E, Lehi, UT 84043",,10:00 AM-04:00 PM,,ho36887439,false,true,,,,poll87199502
Lehi City Hall,Utah,Lehi City Hall,153 N 100 E,,,Lehi,UT,84043,,,10:00:00 - 07:00,18:00:00 - 07:00,11/2/16,11/3/16,,,104,Lehi City Hall,"153 N 100 E, Lehi, UT 84043",,10:00 AM-06:00 PM,,ho36887439,false,true,,,,poll87199502
Lehi City Hall,Utah,Lehi City Hall,153 N 100 E,,,Lehi,UT,84043,,,10:00:00 - 07:00,17:00:00 - 07:00,11/4/16,11/4/16,,,105,Lehi City Hall,"153 N 100 E, Lehi, UT 84043",,10:00 AM-05:00 PM,,ho36887439,false,true,,,,poll87199502
Lindon Community Center,Utah,Lindon Community Center,25 N Main St,,,Lindon,UT,84042,,,13:00:00 - 07:00,17:00:00 - 07:00,10/25/16,10/28/16,10/25/2016 01:00 PM to 05:00 PM<br>10/26/2016 01:00 PM to 05:00 PM<br>10/27/2016 01:00 PM to 05:00 PM<br>10/28/2016 01:00 PM to 05:00 PM<br>10/31/2016 01:00 PM to 05:00 PM<br>11/01/2016 01:00 PM to 05:00 PM<br>11/02/2016 01:00 PM to 05:00 PM<br>11/03/2016 01:00 PM to 05:00 PM<br>11/04/2016 01:00 PM to 05:00 PM<br>,1.60E+11,106,Lindon Community Center,"25 N Main St, Lindon, UT 84042",,01:00 PM-05:00 PM,,ho90550834,false,true,,,,poll63993115
Lindon Community Center,Utah,Lindon Community Center,25 N Main St,,,Lindon,UT,84042,,,13:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,,,107,Lindon Community Center,"25 N Main St, Lindon, UT 84042",,01:00 PM-05:00 PM,,ho90550834,false,true,,,,poll63993115
UFA Fire Station Rosecrest 123 (EV) PM,Salt Lake,UFA Fire Station Rosecrest 123,4850 W Patriot Ridge Dr,14620 S,,Herriman,UT,84096,,,15:00:00 - 07:00,19:00:00 - 07:00,10/26/16,10/28/16,10/26/2016 03:00 PM to 07:00 PM<br>10/27/2016 03:00 PM to 07:00 PM<br>10/28/2016 03:00 PM to 07:00 PM<br>11/02/2016 03:00 PM to 07:00 PM<br>11/03/2016 03:00 PM to 07:00 PM<br>11/04/2016 03:00 PM to 05:00 PM<br>,1.60E+11,108,UFA Fire Station Rosecrest 123,"4850 W Patriot Ridge Dr, Herriman, UT 84096",14620 S,03:00 PM-07:00 PM,,ho29337577,false,true,,,,poll89063608
UFA Fire Station Rosecrest 123 (EV) PM,Salt Lake,UFA Fire Station Rosecrest 123,4850 W Patriot Ridge Dr,14620 S,,Herriman,UT,84096,,,15:00:00 - 07:00,19:00:00 - 07:00,11/2/16,11/3/16,,,109,UFA Fire Station Rosecrest 123,"4850 W Patriot Ridge Dr, Herriman, UT 84096",14620 S,03:00 PM-07:00 PM,,ho29337577,false,true,,,,poll89063608
UFA Fire Station Rosecrest 123 (EV) PM,Salt Lake,UFA Fire Station Rosecrest 123,4850 W Patriot Ridge Dr,14620 S,,Herriman,UT,84096,,,15:00:00 - 07:00,17:00:00 - 07:00,11/4/16,11/4/16,,,110,UFA Fire Station Rosecrest 123,"4850 W Patriot Ridge Dr, Herriman, UT 84096",14620 S,03:00 PM-05:00 PM,,ho29337577,false,true,,,,poll89063608
Kearns Senior Center (EV) AM,Salt Lake,Kearns Senior Center (EV) AM,4850 W 4715 S,,,Kearns,UT,84118,,,10:00:00 - 07:00,14:00:00 - 07:00,10/26/16,10/28/16,10/26/2016 10:00 AM to 02:00 PM<br>10/27/2016 10:00 AM to 02:00 PM<br>10/28/2016 10:00 AM to 02:00 PM<br>11/02/2016 10:00 AM to 02:00 PM<br>11/03/2016 10:00 AM to 02:00 PM<br>11/04/2016 10:00 AM to 02:00 PM<br>,1.60E+11,111,Kearns Senior Center (EV) AM,"4850 W 4715 S, Kearns, UT 84118",,10:00 AM-02:00 PM,,ho51929773,false,true,,,,poll15983711
