name,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Antonio Garcia Arts & Education Center,"2021 Agnes St, Corpus Christi, TX, 78405",,07:00 AM-07:00 PM,,ho19576434,false,false,,,,poll14882167
Baker Middle School,"3445 Pecan St., Corpus Christi, TX, 78411",,07:00 AM-07:00 PM,,ho38078938,false,false,,,,poll98448241
Banquete Isd,"4339 Fourth St., BANQUETE, TX, 78339",,07:00 AM-07:00 PM,,ho66460814,false,false,,,,poll54706738
Ben Garza Gym,"1815 Howard St., Corpus Christi, TX, 78408",,07:00 AM-07:00 PM,,ho45839286,false,false,,,,poll60450865
Bishop High SchoolÛó,"100 Badger Ln., BISHOP, TX, 78343",,07:00 AM-07:00 PM,,ho26349530,false,false,,,,poll45799109
Bishop Primary School,"705 W. Main St., BISHOP, TX, 78343",,07:00 AM-07:00 PM,,ho73868893,false,false,,,,poll40577319
Blanche Moore Elementary,"6121 Durant Dr., Corpus Christi, TX, 78414",,07:00 AM-07:00 PM,,ho75764608,false,false,,,,poll82915793
Brooks A.M.E. Worship Center,"2101 N Port Ave, Corpus Christi, TX, 78401",,07:00 AM-07:00 PM,,ho33759858,false,false,,,,poll1636119
Calallen East Elementary,"3709 Lott Ave., Corpus Christi, TX, 78401",,07:00 AM-07:00 PM,,ho13306308,false,false,,,,poll94916005
Calallen Middle School,"4602 Cornett Rd., Corpus Christi, TX, 78410",,07:00 AM-07:00 PM,,ho38766817,false,false,,,,poll6942946
Cimarron Senior Apartments,"2802 Cimarron Blvd., Corpus Christi, TX, 78414",,07:00 AM-07:00 PM,,ho75647196,false,false,,,,poll60689543
Club Estates Elementary,"5222 Merganser Dr., Corpus Christi, TX, 78413",,07:00 AM-07:00 PM,,ho88341989,false,false,,,,poll98847556
Cullen Middle School,"5224 Greely Dr., Corpus Christi, TX, 78412",,07:00 AM-07:00 PM,,ho94884324,false,false,,,,poll92117073
Cunningham Middle School,"4321 Prescott St., Corpus Christi, TX, 78416",,07:00 AM-07:00 PM,,ho74897342,false,false,,,,poll17081602
David Berlanga Community Center,"1513 2nd St, AGUA DULCE, TX, 78330",,07:00 AM-07:00 PM,,ho7856734,false,false,,,,poll25449270
David Crockett Elementary,"2625 Belton St., Corpus Christi, TX, 78416",,07:00 AM-07:00 PM,,ho69810661,false,false,,,,poll47319127
Deaf And Hard Of Hearing Center,"5151 McArdle Rd., Corpus Christi, TX, 78411",,07:00 AM-07:00 PM,,ho81287608,false,false,,,,poll20727778
Del Mar College,"101 Baldwin Blvd., Corpus Christi, TX, 78404",,07:00 AM-07:00 PM,,ho70088764,false,false,,,,poll7059805
Driscoll I.S.D.,"410 W. Ave. D, DRISCOLL, TX, 78351",,07:00 AM-07:00 PM,,ho66338567,false,false,,,,poll24654192
Driscoll Middle School,"3501 Kenwood Dr., Corpus Christi, TX, 78408",,07:00 AM-07:00 PM,,ho83250323,false,false,,,,poll59336536
Ella Barnes Elementary,"2829 Oso Parkway, Corpus Christi, TX, 78414",,07:00 AM-07:00 PM,,ho70209609,false,false,,,,poll10103804
Ethel Eyerly Senior Center,"654 Graham Rd., Corpus Christi, TX, 78418",,07:00 AM-07:00 PM,,ho29639625,false,false,,,,poll61838561
Fannin Elementary,"2730 Gollihar Rd., Corpus Christi, TX, 78415",,07:00 AM-07:00 PM,,ho2062846,false,false,,,,poll32159799
Fire Station #7,"3722 S. Staples St., Corpus Christi, TX, 78411",,07:00 AM-07:00 PM,,ho62271044,false,false,,,,poll71719849
Fire Station # 9,"501 Navigation Blvd., Corpus Christi, TX, 78408",,07:00 AM-07:00 PM,,ho78375199,false,false,,,,poll85482000
