election_administration_id,external_identifier_type,external_identifier_othertype,external_identifier_value,name,polling_location_ids,state_id,type,other_type,id
,ocd-id,,ocd-division/country:us/state:tn/county:anderson,anderson_cou0001,poll68212145 poll43899468 poll53833424,st47,other,,loc0001
,ocd-id,,ocd-division/country:us/state:tn/county:bedford,bedford_cou0002,poll18086085,st47,other,,loc0002
,ocd-id,,ocd-division/country:us/state:tn/county:benton,benton_cou0003,poll94695702,st47,other,,loc0003
,ocd-id,,ocd-division/country:us/state:tn/county:bledsoe,bledsoe_cou0004,poll43422481,st47,other,,loc0004
,ocd-id,,ocd-division/country:us/state:tn/county:blount,blount_cou0005,poll31415945 poll65343939 poll41156003 poll52238695,st47,other,,loc0005
,ocd-id,,ocd-division/country:us/state:tn/county:bradley,bradley_cou0006,poll89122086 poll22195557 poll16544213,st47,other,,loc0006
,ocd-id,,ocd-division/country:us/state:tn/county:campbell,campbell_cou0007,poll43730514 poll87546573,st47,other,,loc0007
,ocd-id,,ocd-division/country:us/state:tn/county:cannon,cannon_cou0008,poll2817856,st47,other,,loc0008
,ocd-id,,ocd-division/country:us/state:tn/county:carroll,carroll_cou0009,poll67714374,st47,other,,loc0009
,ocd-id,,ocd-division/country:us/state:tn/county:carter,carter_cou0010,poll83393891,st47,other,,loc0010
,ocd-id,,ocd-division/country:us/state:tn/county:cheatham,cheatham_cou0011,poll22078589 poll73144776 poll1230391,st47,other,,loc0011
,ocd-id,,ocd-division/country:us/state:tn/county:chester,chester_cou0012,poll30954978,st47,other,,loc0012
,ocd-id,,ocd-division/country:us/state:tn/county:claiborne,claiborne_cou0013,poll92711700 poll2848667 poll78638831,st47,other,,loc0013
,ocd-id,,ocd-division/country:us/state:tn/county:clay,clay_cou0014,poll80787836,st47,other,,loc0014
,ocd-id,,ocd-division/country:us/state:tn/county:cocke,cocke_cou0015,poll33466816,st47,other,,loc0015
,ocd-id,,ocd-division/country:us/state:tn/county:coffee,coffee_cou0016,poll7498863 poll6587948,st47,other,,loc0016
,ocd-id,,ocd-division/country:us/state:tn/county:crockett,crockett_cou0017,poll75496483,st47,other,,loc0017
,ocd-id,,ocd-division/country:us/state:tn/county:cumberland,cumberland_cou0018,poll61598723,st47,other,,loc0018
,ocd-id,,ocd-division/country:us/state:tn/county:davidson,davidson_cou0019,poll12155628 poll89764678 poll77909910 poll28924280 poll56186512 poll12992482 poll44496285 poll80262875 poll62319030 poll32250051 poll26770464 poll46981556,st47,other,,loc0019
,ocd-id,,ocd-division/country:us/state:tn/county:decatur,decatur_cou0020,poll77156242,st47,other,,loc0020
,ocd-id,,ocd-division/country:us/state:tn/county:dekalb,dekalb_cou0021,poll17769413,st47,other,,loc0021
,ocd-id,,ocd-division/country:us/state:tn/county:dickson,dickson_cou0022,poll3873933 poll8190597,st47,other,,loc0022
,ocd-id,,ocd-division/country:us/state:tn/county:dyer,dyer_cou0023,poll55803610 poll31341837,st47,other,,loc0023
,ocd-id,,ocd-division/country:us/state:tn/county:fayette,fayette_cou0024,poll1129045 poll79312055 poll52920262,st47,other,,loc0024
,ocd-id,,ocd-division/country:us/state:tn/county:fentress,fentress_cou0025,poll29881923,st47,other,,loc0025
,ocd-id,,ocd-division/country:us/state:tn/county:franklin,franklin_cou0026,poll58268750,st47,other,,loc0026
,ocd-id,,ocd-division/country:us/state:tn/county:gibson,gibson_cou0027,poll26388060 poll63146654,st47,other,,loc0027
,ocd-id,,ocd-division/country:us/state:tn/county:giles,giles_cou0028,poll17441697,st47,other,,loc0028
,ocd-id,,ocd-division/country:us/state:tn/county:grainger,grainger_cou0029,poll45213064,st47,other,,loc0029
,ocd-id,,ocd-division/country:us/state:tn/county:greene,greene_cou0030,poll3355401,st47,other,,loc0030
,ocd-id,,ocd-division/country:us/state:tn/county:grundy,grundy_cou0031,poll42675823 poll6954666,st47,other,,loc0031
,ocd-id,,ocd-division/country:us/state:tn/county:hamblen,hamblen_cou0032,poll56237632,st47,other,,loc0032
