ocd-division,homepage-url,County,Location Name,Address 1,Address 2,city,state,zip,start_time,end_time,start_date,end_date,is_only_by_appointment,is_or_by_appointment,Appointment Phone #,is_subject_to_change
ocd-division/country:us/state:oh/county:geauga,http://www.co.geauga.oh.us/Departments/BOE/main.aspx,Geauga County,County Administration Building,470 Center St.,Building 6A,Chardon,OH,44024,08:00:00 - 04:00,17:00:00 - 04:00,10-17-2016,10-21-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:geauga,http://www.co.geauga.oh.us/Departments/BOE/main.aspx,Geauga County,County Administration Building,470 Center St.,Building 6A,Chardon,OH,44024,08:00:00 - 04:00,18:00:00 - 04:00,10-24-2016,10-28-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:geauga,http://www.co.geauga.oh.us/Departments/BOE/main.aspx,Geauga County,County Administration Building,470 Center St.,Building 6A,Chardon,OH,44024,08:00:00 - 04:00,16:00:00 - 04:00,10-29-2016,10-29-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:geauga,http://www.co.geauga.oh.us/Departments/BOE/main.aspx,Geauga County,County Administration Building,470 Center St.,Building 6A,Chardon,OH,44024,13:00:00 - 04:00,17:00:00 - 04:00,10-30-2016,10-30-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:geauga,http://www.co.geauga.oh.us/Departments/BOE/main.aspx,Geauga County,County Administration Building,470 Center St.,Building 6A,Chardon,OH,44024,08:00:00 - 04:00,19:00:00 - 04:00,10-31-2016,11-04-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:geauga,http://www.co.geauga.oh.us/Departments/BOE/main.aspx,Geauga County,County Administration Building,470 Center St.,Building 6A,Chardon,OH,44024,08:00:00 - 04:00,16:00:00 - 04:00,11-05-2016,11-05-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:geauga,http://www.co.geauga.oh.us/Departments/BOE/main.aspx,Geauga County,County Administration Building,470 Center St.,Building 6A,Chardon,OH,44024,13:00:00 - 05:00,17:00:00 - 05:00,11-06-2016,11-06-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:geauga,http://www.co.geauga.oh.us/Departments/BOE/main.aspx,Geauga County,County Administration Building,470 Center St.,Building 6A,Chardon,OH,44024,08:00:00 - 05:00,14:00:00 - 05:00,11-07-2016,11-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:greene,http://www.co.greene.oh.us/index.aspx?nid=128,Greene County,Board of Elections Building,551 Ledbetter Rd.,,Xenia,OH,45385,08:00:00 - 04:00,17:00:00 - 04:00,10-12-2016,10-14-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:greene,http://www.co.greene.oh.us/index.aspx?nid=128,Greene County,Board of Elections Building,551 Ledbetter Rd.,,Xenia,OH,45385,08:00:00 - 04:00,17:00:00 - 04:00,10-17-2016,10-21-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:greene,http://www.co.greene.oh.us/index.aspx?nid=128,Greene County,Board of Elections Building,551 Ledbetter Rd.,,Xenia,OH,45385,08:00:00 - 04:00,18:00:00 - 04:00,10-24-2016,10-28-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:greene,http://www.co.greene.oh.us/index.aspx?nid=128,Greene County,Board of Elections Building,551 Ledbetter Rd.,,Xenia,OH,45385,08:00:00 - 04:00,16:00:00 - 04:00,10-29-2016,10-29-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:greene,http://www.co.greene.oh.us/index.aspx?nid=128,Greene County,Board of Elections Building,551 Ledbetter Rd.,,Xenia,OH,45385,13:00:00 - 04:00,17:00:00 - 04:00,10-30-2016,10-30-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:greene,http://www.co.greene.oh.us/index.aspx?nid=128,Greene County,Board of Elections Building,551 Ledbetter Rd.,,Xenia,OH,45385,08:00:00 - 04:00,19:00:00 - 04:00,10-31-2016,11-04-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:greene,http://www.co.greene.oh.us/index.aspx?nid=128,Greene County,Board of Elections Building,551 Ledbetter Rd.,,Xenia,OH,45385,08:00:00 - 04:00,16:00:00 - 04:00,11-05-2016,11-05-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:greene,http://www.co.greene.oh.us/index.aspx?nid=128,Greene County,Board of Elections Building,551 Ledbetter Rd.,,Xenia,OH,45385,13:00:00 - 05:00,17:00:00 - 05:00,11-06-2016,11-06-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:greene,http://www.co.greene.oh.us/index.aspx?nid=128,Greene County,Board of Elections Building,551 Ledbetter Rd.,,Xenia,OH,45385,08:00:00 - 05:00,14:00:00 - 05:00,11-07-2016,11-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:guernsey,https://sites.google.com/site/guernseycountyboe/Home,Guernsey County,Courthouse,627 Wheeling Ave.,Ste 101,Cambridge,OH,43725,08:00:00 - 04:00,17:00:00 - 04:00,10-12-2016,10-14-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:guernsey,https://sites.google.com/site/guernseycountyboe/Home,Guernsey County,Courthouse,627 Wheeling Ave.,Ste 101,Cambridge,OH,43725,08:00:00 - 04:00,17:00:00 - 04:00,10-17-2016,10-21-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:guernsey,https://sites.google.com/site/guernseycountyboe/Home,Guernsey County,Courthouse,627 Wheeling Ave.,Ste 101,Cambridge,OH,43725,08:00:00 - 04:00,18:00:00 - 04:00,10-24-2016,10-28-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:guernsey,https://sites.google.com/site/guernseycountyboe/Home,Guernsey County,Courthouse,627 Wheeling Ave.,Ste 101,Cambridge,OH,43725,08:00:00 - 04:00,16:00:00 - 04:00,10-29-2016,10-29-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:guernsey,https://sites.google.com/site/guernseycountyboe/Home,Guernsey County,Courthouse,627 Wheeling Ave.,Ste 101,Cambridge,OH,43725,13:00:00 - 04:00,17:00:00 - 04:00,10-30-2016,10-30-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:guernsey,https://sites.google.com/site/guernseycountyboe/Home,Guernsey County,Courthouse,627 Wheeling Ave.,Ste 101,Cambridge,OH,43725,08:00:00 - 04:00,19:00:00 - 04:00,10-31-2016,11-04-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:guernsey,https://sites.google.com/site/guernseycountyboe/Home,Guernsey County,Courthouse,627 Wheeling Ave.,Ste 101,Cambridge,OH,43725,08:00:00 - 04:00,16:00:00 - 04:00,11-05-2016,11-05-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:guernsey,https://sites.google.com/site/guernseycountyboe/Home,Guernsey County,Courthouse,627 Wheeling Ave.,Ste 101,Cambridge,OH,43725,13:00:00 - 05:00,17:00:00 - 05:00,11-06-2016,11-06-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:guernsey,https://sites.google.com/site/guernseycountyboe/Home,Guernsey County,Courthouse,627 Wheeling Ave.,Ste 101,Cambridge,OH,43725,08:00:00 - 05:00,14:00:00 - 05:00,11-07-2016,11-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hamilton,http://www.votehamiltoncounty.org/,Hamilton County,Board of Elections Building,824 Broadway St.,,Cincinnati,OH,45202,08:00:00 - 04:00,17:00:00 - 04:00,10-12-2016,10-14-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hamilton,http://www.votehamiltoncounty.org/,Hamilton County,Board of Elections Building,824 Broadway St.,,Cincinnati,OH,45202,08:00:00 - 04:00,17:00:00 - 04:00,10-17-2016,10-21-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hamilton,http://www.votehamiltoncounty.org/,Hamilton County,Board of Elections Building,824 Broadway St.,,Cincinnati,OH,45202,08:00:00 - 04:00,18:00:00 - 04:00,10-24-2016,10-28-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hamilton,http://www.votehamiltoncounty.org/,Hamilton County,Board of Elections Building,824 Broadway St.,,Cincinnati,OH,45202,08:00:00 - 04:00,16:00:00 - 04:00,10-29-2016,10-29-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hamilton,http://www.votehamiltoncounty.org/,Hamilton County,Board of Elections Building,824 Broadway St.,,Cincinnati,OH,45202,13:00:00 - 04:00,17:00:00 - 04:00,10-30-2016,10-30-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hamilton,http://www.votehamiltoncounty.org/,Hamilton County,Board of Elections Building,824 Broadway St.,,Cincinnati,OH,45202,08:00:00 - 04:00,19:00:00 - 04:00,10-31-2016,11-04-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hamilton,http://www.votehamiltoncounty.org/,Hamilton County,Board of Elections Building,824 Broadway St.,,Cincinnati,OH,45202,08:00:00 - 04:00,16:00:00 - 04:00,11-05-2016,11-05-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hamilton,http://www.votehamiltoncounty.org/,Hamilton County,Board of Elections Building,824 Broadway St.,,Cincinnati,OH,45202,13:00:00 - 05:00,17:00:00 - 05:00,11-06-2016,11-06-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hamilton,http://www.votehamiltoncounty.org/,Hamilton County,Board of Elections Building,824 Broadway St.,,Cincinnati,OH,45202,08:00:00 - 05:00,14:00:00 - 05:00,11-07-2016,11-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hancock,http://www.hancockboardofelections.com/,Hancock County,Board of Elections Building,"201 E. Lincoln St., Rear",,Findlay,OH,45840,08:00:00 - 04:00,17:00:00 - 04:00,10-12-2016,10-14-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hancock,http://www.hancockboardofelections.com/,Hancock County,Board of Elections Building,"201 E. Lincoln St., Rear",,Findlay,OH,45840,08:00:00 - 04:00,17:00:00 - 04:00,10-17-2016,10-21-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hancock,http://www.hancockboardofelections.com/,Hancock County,Board of Elections Building,"201 E. Lincoln St., Rear",,Findlay,OH,45840,08:00:00 - 04:00,18:00:00 - 04:00,10-24-2016,10-28-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hancock,http://www.hancockboardofelections.com/,Hancock County,Board of Elections Building,"201 E. Lincoln St., Rear",,Findlay,OH,45840,08:00:00 - 04:00,16:00:00 - 04:00,10-29-2016,10-29-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hancock,http://www.hancockboardofelections.com/,Hancock County,Board of Elections Building,"201 E. Lincoln St., Rear",,Findlay,OH,45840,13:00:00 - 04:00,17:00:00 - 04:00,10-30-2016,10-30-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hancock,http://www.hancockboardofelections.com/,Hancock County,Board of Elections Building,"201 E. Lincoln St., Rear",,Findlay,OH,45840,08:00:00 - 04:00,19:00:00 - 04:00,10-31-2016,11-04-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hancock,http://www.hancockboardofelections.com/,Hancock County,Board of Elections Building,"201 E. Lincoln St., Rear",,Findlay,OH,45840,08:00:00 - 04:00,16:00:00 - 04:00,11-05-2016,11-05-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hancock,http://www.hancockboardofelections.com/,Hancock County,Board of Elections Building,"201 E. Lincoln St., Rear",,Findlay,OH,45840,13:00:00 - 05:00,17:00:00 - 05:00,11-06-2016,11-06-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hancock,http://www.hancockboardofelections.com/,Hancock County,Board of Elections Building,"201 E. Lincoln St., Rear",,Findlay,OH,45840,08:00:00 - 05:00,14:00:00 - 05:00,11-07-2016,11-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hardin,http://co.hardin.oh.us/boe/,Hardin County,Courthouse,One Courthouse Sq.,Ste 40,Kenton,OH,43326,08:00:00 - 04:00,17:00:00 - 04:00,10-12-2016,10-14-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hardin,http://co.hardin.oh.us/boe/,Hardin County,Courthouse,One Courthouse Sq.,Ste 40,Kenton,OH,43326,08:00:00 - 04:00,17:00:00 - 04:00,10-17-2016,10-21-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hardin,http://co.hardin.oh.us/boe/,Hardin County,Courthouse,One Courthouse Sq.,Ste 40,Kenton,OH,43326,08:00:00 - 04:00,18:00:00 - 04:00,10-24-2016,10-28-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hardin,http://co.hardin.oh.us/boe/,Hardin County,Courthouse,One Courthouse Sq.,Ste 40,Kenton,OH,43326,08:00:00 - 04:00,16:00:00 - 04:00,10-29-2016,10-29-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hardin,http://co.hardin.oh.us/boe/,Hardin County,Courthouse,One Courthouse Sq.,Ste 40,Kenton,OH,43326,13:00:00 - 04:00,17:00:00 - 04:00,10-30-2016,10-30-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hardin,http://co.hardin.oh.us/boe/,Hardin County,Courthouse,One Courthouse Sq.,Ste 40,Kenton,OH,43326,08:00:00 - 04:00,19:00:00 - 04:00,10-31-2016,11-04-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hardin,http://co.hardin.oh.us/boe/,Hardin County,Courthouse,One Courthouse Sq.,Ste 40,Kenton,OH,43326,08:00:00 - 04:00,16:00:00 - 04:00,11-05-2016,11-05-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hardin,http://co.hardin.oh.us/boe/,Hardin County,Courthouse,One Courthouse Sq.,Ste 40,Kenton,OH,43326,13:00:00 - 05:00,17:00:00 - 05:00,11-06-2016,11-06-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hardin,http://co.hardin.oh.us/boe/,Hardin County,Courthouse,One Courthouse Sq.,Ste 40,Kenton,OH,43326,08:00:00 - 05:00,14:00:00 - 05:00,11-07-2016,11-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:harrison,http://www.electionsonthe.net/oh/harrison/,Harrison County,Bureau of Motor Vehicles,538 N. Main St.,Ste B,Cadiz,OH,43907,08:00:00 - 04:00,17:00:00 - 04:00,10-12-2016,10-14-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:harrison,http://www.electionsonthe.net/oh/harrison/,Harrison County,Bureau of Motor Vehicles,538 N. Main St.,Ste B,Cadiz,OH,43907,08:00:00 - 04:00,17:00:00 - 04:00,10-17-2016,10-21-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:harrison,http://www.electionsonthe.net/oh/harrison/,Harrison County,Bureau of Motor Vehicles,538 N. Main St.,Ste B,Cadiz,OH,43907,08:00:00 - 04:00,18:00:00 - 04:00,10-24-2016,10-28-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:harrison,http://www.electionsonthe.net/oh/harrison/,Harrison County,Bureau of Motor Vehicles,538 N. Main St.,Ste B,Cadiz,OH,43907,08:00:00 - 04:00,16:00:00 - 04:00,10-29-2016,10-29-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:harrison,http://www.electionsonthe.net/oh/harrison/,Harrison County,Bureau of Motor Vehicles,538 N. Main St.,Ste B,Cadiz,OH,43907,13:00:00 - 04:00,17:00:00 - 04:00,10-30-2016,10-30-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:harrison,http://www.electionsonthe.net/oh/harrison/,Harrison County,Bureau of Motor Vehicles,538 N. Main St.,Ste B,Cadiz,OH,43907,08:00:00 - 04:00,19:00:00 - 04:00,10-31-2016,11-04-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:harrison,http://www.electionsonthe.net/oh/harrison/,Harrison County,Bureau of Motor Vehicles,538 N. Main St.,Ste B,Cadiz,OH,43907,08:00:00 - 04:00,16:00:00 - 04:00,11-05-2016,11-05-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:harrison,http://www.electionsonthe.net/oh/harrison/,Harrison County,Bureau of Motor Vehicles,538 N. Main St.,Ste B,Cadiz,OH,43907,13:00:00 - 05:00,17:00:00 - 05:00,11-06-2016,11-06-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:harrison,http://www.electionsonthe.net/oh/harrison/,Harrison County,Bureau of Motor Vehicles,538 N. Main St.,Ste B,Cadiz,OH,43907,08:00:00 - 05:00,14:00:00 - 05:00,11-07-2016,11-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:henry,http://www.henrycoelections.com/,Henry County,Board of Elections Building,1827 Oakwood Ave.,,Napoleon,OH,43545,08:00:00 - 04:00,17:00:00 - 04:00,10-12-2016,10-14-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:henry,http://www.henrycoelections.com/,Henry County,Board of Elections Building,1827 Oakwood Ave.,,Napoleon,OH,43545,08:00:00 - 04:00,17:00:00 - 04:00,10-17-2016,10-21-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:henry,http://www.henrycoelections.com/,Henry County,Board of Elections Building,1827 Oakwood Ave.,,Napoleon,OH,43545,08:00:00 - 04:00,18:00:00 - 04:00,10-24-2016,10-28-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:henry,http://www.henrycoelections.com/,Henry County,Board of Elections Building,1827 Oakwood Ave.,,Napoleon,OH,43545,08:00:00 - 04:00,16:00:00 - 04:00,10-29-2016,10-29-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:henry,http://www.henrycoelections.com/,Henry County,Board of Elections Building,1827 Oakwood Ave.,,Napoleon,OH,43545,13:00:00 - 04:00,17:00:00 - 04:00,10-30-2016,10-30-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:henry,http://www.henrycoelections.com/,Henry County,Board of Elections Building,1827 Oakwood Ave.,,Napoleon,OH,43545,08:00:00 - 04:00,19:00:00 - 04:00,10-31-2016,11-04-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:henry,http://www.henrycoelections.com/,Henry County,Board of Elections Building,1827 Oakwood Ave.,,Napoleon,OH,43545,08:00:00 - 04:00,16:00:00 - 04:00,11-05-2016,11-05-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:henry,http://www.henrycoelections.com/,Henry County,Board of Elections Building,1827 Oakwood Ave.,,Napoleon,OH,43545,13:00:00 - 05:00,17:00:00 - 05:00,11-06-2016,11-06-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:henry,http://www.henrycoelections.com/,Henry County,Board of Elections Building,1827 Oakwood Ave.,,Napoleon,OH,43545,08:00:00 - 05:00,14:00:00 - 05:00,11-07-2016,11-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:highland,http://highlandcountyelections.com/,Highland County,Administration Building,1575 N. High St.,Ste 200,Hillsboro,OH,45133,08:00:00 - 04:00,17:00:00 - 04:00,10-12-2016,10-14-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:highland,http://highlandcountyelections.com/,Highland County,Administration Building,1575 N. High St.,Ste 200,Hillsboro,OH,45133,08:00:00 - 04:00,17:00:00 - 04:00,10-17-2016,10-21-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:highland,http://highlandcountyelections.com/,Highland County,Administration Building,1575 N. High St.,Ste 200,Hillsboro,OH,45133,08:00:00 - 04:00,18:00:00 - 04:00,10-24-2016,10-28-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:highland,http://highlandcountyelections.com/,Highland County,Administration Building,1575 N. High St.,Ste 200,Hillsboro,OH,45133,08:00:00 - 04:00,16:00:00 - 04:00,10-29-2016,10-29-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:highland,http://highlandcountyelections.com/,Highland County,Administration Building,1575 N. High St.,Ste 200,Hillsboro,OH,45133,13:00:00 - 04:00,17:00:00 - 04:00,10-30-2016,10-30-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:highland,http://highlandcountyelections.com/,Highland County,Administration Building,1575 N. High St.,Ste 200,Hillsboro,OH,45133,08:00:00 - 04:00,19:00:00 - 04:00,10-31-2016,11-04-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:highland,http://highlandcountyelections.com/,Highland County,Administration Building,1575 N. High St.,Ste 200,Hillsboro,OH,45133,08:00:00 - 04:00,16:00:00 - 04:00,11-05-2016,11-05-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:highland,http://highlandcountyelections.com/,Highland County,Administration Building,1575 N. High St.,Ste 200,Hillsboro,OH,45133,13:00:00 - 05:00,17:00:00 - 05:00,11-06-2016,11-06-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:highland,http://highlandcountyelections.com/,Highland County,Administration Building,1575 N. High St.,Ste 200,Hillsboro,OH,45133,08:00:00 - 05:00,14:00:00 - 05:00,11-07-2016,11-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hocking,http://www.electionsonthe.net/oh/hocking,Hocking County,Veterans Services Offices,93 W. Hunter St.,,Logan,OH,43138,08:00:00 - 04:00,17:00:00 - 04:00,10-12-2016,10-14-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hocking,http://www.electionsonthe.net/oh/hocking,Hocking County,Veterans Services Offices,93 W. Hunter St.,,Logan,OH,43138,08:00:00 - 04:00,17:00:00 - 04:00,10-17-2016,10-21-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hocking,http://www.electionsonthe.net/oh/hocking,Hocking County,Veterans Services Offices,93 W. Hunter St.,,Logan,OH,43138,08:00:00 - 04:00,18:00:00 - 04:00,10-24-2016,10-28-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hocking,http://www.electionsonthe.net/oh/hocking,Hocking County,Veterans Services Offices,93 W. Hunter St.,,Logan,OH,43138,08:00:00 - 04:00,16:00:00 - 04:00,10-29-2016,10-29-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hocking,http://www.electionsonthe.net/oh/hocking,Hocking County,Veterans Services Offices,93 W. Hunter St.,,Logan,OH,43138,13:00:00 - 04:00,17:00:00 - 04:00,10-30-2016,10-30-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hocking,http://www.electionsonthe.net/oh/hocking,Hocking County,Veterans Services Offices,93 W. Hunter St.,,Logan,OH,43138,08:00:00 - 04:00,19:00:00 - 04:00,10-31-2016,11-04-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hocking,http://www.electionsonthe.net/oh/hocking,Hocking County,Veterans Services Offices,93 W. Hunter St.,,Logan,OH,43138,08:00:00 - 04:00,16:00:00 - 04:00,11-05-2016,11-05-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hocking,http://www.electionsonthe.net/oh/hocking,Hocking County,Veterans Services Offices,93 W. Hunter St.,,Logan,OH,43138,13:00:00 - 05:00,17:00:00 - 05:00,11-06-2016,11-06-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:hocking,http://www.electionsonthe.net/oh/hocking,Hocking County,Veterans Services Offices,93 W. Hunter St.,,Logan,OH,43138,08:00:00 - 05:00,14:00:00 - 05:00,11-07-2016,11-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:holmes,http://www.holmescountyboardofelections.com/,Holmes County,Children Services Building,75 E. Clinton St.,Ste 108,Millersburg,OH,44654,08:00:00 - 04:00,17:00:00 - 04:00,10-12-2016,10-14-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:holmes,http://www.holmescountyboardofelections.com/,Holmes County,Children Services Building,75 E. Clinton St.,Ste 108,Millersburg,OH,44654,08:00:00 - 04:00,17:00:00 - 04:00,10-17-2016,10-21-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:holmes,http://www.holmescountyboardofelections.com/,Holmes County,Children Services Building,75 E. Clinton St.,Ste 108,Millersburg,OH,44654,08:00:00 - 04:00,18:00:00 - 04:00,10-24-2016,10-28-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:holmes,http://www.holmescountyboardofelections.com/,Holmes County,Children Services Building,75 E. Clinton St.,Ste 108,Millersburg,OH,44654,08:00:00 - 04:00,16:00:00 - 04:00,10-29-2016,10-29-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:holmes,http://www.holmescountyboardofelections.com/,Holmes County,Children Services Building,75 E. Clinton St.,Ste 108,Millersburg,OH,44654,13:00:00 - 04:00,17:00:00 - 04:00,10-30-2016,10-30-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:holmes,http://www.holmescountyboardofelections.com/,Holmes County,Children Services Building,75 E. Clinton St.,Ste 108,Millersburg,OH,44654,08:00:00 - 04:00,19:00:00 - 04:00,10-31-2016,11-04-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:holmes,http://www.holmescountyboardofelections.com/,Holmes County,Children Services Building,75 E. Clinton St.,Ste 108,Millersburg,OH,44654,08:00:00 - 04:00,16:00:00 - 04:00,11-05-2016,11-05-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:holmes,http://www.holmescountyboardofelections.com/,Holmes County,Children Services Building,75 E. Clinton St.,Ste 108,Millersburg,OH,44654,13:00:00 - 05:00,17:00:00 - 05:00,11-06-2016,11-06-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:holmes,http://www.holmescountyboardofelections.com/,Holmes County,Children Services Building,75 E. Clinton St.,Ste 108,Millersburg,OH,44654,08:00:00 - 05:00,14:00:00 - 05:00,11-07-2016,11-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:huron,http://huroncountyboe.wordpress.com,Huron County,County Administration Building,180 Milan Ave.,Ste 4,Norwalk,OH,44857,08:00:00 - 04:00,17:00:00 - 04:00,10-12-2016,10-14-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:oh/county:huron,http://huroncountyboe.wordpress.com,Huron County,County Administration Building,180 Milan Ave.,Ste 4,Norwalk,OH,44857,08:00:00 - 04:00,17:00:00 - 04:00,10-17-2016,10-21-2016,FALSE,FALSE,FALSE,FALSE
